Gene = Ubfd1
index = 1159
Annotated 5SS: [ 310  819 1815 4593 4841 9016]
Annotated 3SS: [  488  1605  4526  4734  8932 11274]
SMsplice 5SS: [ 310 1815 4593 4841 9016]
SMsplice 3SS: [ 1605  4526  4734  8932 11274]
top_k =  500
Partition function (log Z): -1.128105631757082

Sorted 5' Splice Sites (High to Low Probability):
Position 1815: 0.9623588770152607
Position 9016: 0.9599590194759422
Position 310: 0.8831860216280202
Position 4593: 0.833186788871318
Position 4841: 0.8297420936378881
Position 11445: 0.5865971020613083
Position 13224: 0.5001800605970426
Position 819: 0.38178177927954643
Position 8251: 0.2354638747833654
Position 13961: 0.18611888835886203
Position 11970: 0.1623897790491779
Position 8442: 0.14169598817314663
Position 14196: 0.12592936143876335
Position 11517: 0.12167313151632263
Position 674: 0.11436323910183385
Position 1982: 0.10302433830165487
Position 3677: 0.09756439414725489
Position 6706: 0.07855180194787975
Position 11541: 0.07096677182327217
Position 11016: 0.0638278889995695
Position 1986: 0.05961106331113717
Position 3776: 0.04931138756023999
Position 13504: 0.04739790699779948
Position 11908: 0.044410748301236674
Position 6312: 0.04262959983780585
Position 8094: 0.0338777125621611
Position 702: 0.03290746272770723
Position 12675: 0.027719691666329264
Position 8680: 0.024800337567118604
Position 7507: 0.02236343042469796
Position 2196: 0.02227801037767458
Position 5107: 0.021699451764005586
Position 764: 0.018944155675129044
Position 3370: 0.017319094029291434
Position 10995: 0.01658106259156484
Position 208: 0.016384910270158672
Position 263: 0.015607582561243326
Position 1707: 0.015426183684460044
Position 9156: 0.01348289067001903
Position 1314: 0.0133800177123459
Position 9877: 0.013282982153500645
Position 12902: 0.011307727770711824
Position 11125: 0.009768445771859677
Position 331: 0.0074992193416543165
Position 10568: 0.00716352814995189
Position 10769: 0.0067630408231083424
Position 421: 0.006745408800091591
Position 8856: 0.006584079643541878
Position 12797: 0.006497875313541894
Position 12802: 0.006171042257814422
Position 3121: 0.005474697214038935
Position 581: 0.005126180113425642
Position 9718: 0.004716548977432973
Position 961: 0.00359257265683058
Position 11423: 0.0033703023762159104
Position 10745: 0.002966434726651233
Position 9746: 0.0023114528390817315
Position 10719: 0.0021492324914335007
Position 784: 0.0021042859418046985
Position 9730: 0.0020367863843064795
Position 1104: 0.0020302518181622036
Position 11747: 0.0019033994782220866
Position 1629: 0.001711820456970316
Position 897: 0.0016830388828201943
Position 5608: 0.0014902641433023414
Position 8894: 0.00143675473383736
Position 5468: 0.0008999887919009146
Position 3739: 0.0007858448520420243
Position 758: 0.000757760037553997
Position 3781: 0.0007492619191258199
Position 4789: 0.0007415832084030629
Position 153: 0.0006571614123291231
Position 2066: 0.0006085643109245995
Position 4333: 0.0005704221607692343
Position 3233: 0.0004546659915069778
Position 9791: 0.000344686000337178
Position 175: 0.00031126613549608406
Position 5342: 0.0003073433694554161
Position 3090: 0.00029494970056222945
Position 1029: 0.00029033401152557374
Position 5756: 0.00028652711904036466
Position 1680: 0.0002330363451334944
Position 719: 0.00022866815099301503
Position 335: 0.00021185744537867494
Position 1137: 0.0001910486395166103
Position 1307: 0.00018287145419571083
Position 4955: 0.00010157453722840664
Position 1268: 9.815732318323923e-05
Position 11525: 7.603834256819922e-05
Position 1053: 5.976317358655098e-05
Position 6392: 5.4074757463056183e-05
Position 190: 3.90701687295601e-05
Position 369: 3.54103450348607e-05
Position 257: 3.4735891101122184e-05
Position 192: 3.2103362660388354e-05
Position 404: 2.7505278726355806e-05
Position 118: 2.5639789432140378e-05
Position 269: 2.360632002866359e-05
Position 272: 1.633010554801452e-05
Position 314: 1.5716413227302704e-05
Position 439: 1.2284553085660632e-05
Position 316: 1.1169319443193888e-05
Position 267: 1.1044904176183342e-05
Position 260: 7.876729254645502e-06
Position 704: 4.990736607865398e-06
Position 1011: 4.94341175199751e-06
Position 372: 2.826374588115517e-06
Position 955: 2.025371503655809e-06
Position 433: 5.566472618090882e-07
Position 455: 2.2142420691640602e-07
Position 563: 8.704504731434746e-08
Position 1021: 3.6461348936839096e-08
Position 973: 1.897331735180828e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 11274: 0.9370799676095007
Position 8932: 0.9350470294989269
Position 4734: 0.8316154784790764
Position 4526: 0.7744853669199856
Position 13140: 0.49435489617163964
Position 1605: 0.4367662550468988
Position 488: 0.4035871261295388
Position 14682: 0.2924455835951518
Position 1625: 0.22538758417053772
Position 8167: 0.21796101725064468
Position 1734: 0.21117440312465655
Position 11840: 0.21007603536726277
Position 13854: 0.1756972402412568
Position 1898: 0.16792761794574101
Position 13882: 0.1289072130245359
Position 14063: 0.1177010314086233
Position 3640: 0.10258613342187485
Position 8046: 0.09112259745423863
Position 10937: 0.07977042635703772
Position 13413: 0.0700534124485137
Position 14497: 0.06025893696836008
Position 6487: 0.05981827089404685
Position 12518: 0.05399449182502034
Position 8287: 0.05238773237612278
Position 12782: 0.04905094183980651
Position 1553: 0.047861011289116344
Position 445: 0.04734125215623551
