Gene = Sccpdh
index = 949
Annotated 5SS: [  336  2486  8262  9961 10720 11506 12400 13343 13498 16107 17568]
Annotated 3SS: [ 2372  8180  9830 10669 11374 12281 13222 13440 15994 17485 18361]
SMsplice 5SS: [   70  2486  8262 11506 12400 13343 16107 17568]
SMsplice 3SS: [ 2372  8180 11374 12281 13222 15994 17485 18361]
top_k =  500
Partition function (log Z): -1.6950316659969964

Sorted 5' Splice Sites (High to Low Probability):
Position 16107: 0.9920164093496723
Position 2486: 0.896883582657874
Position 8262: 0.8664374097584303
Position 12400: 0.837022525361198
Position 13343: 0.8106292428809612
Position 11506: 0.6160357759153654
Position 17568: 0.5406901792046901
Position 70: 0.32469871060951616
Position 11199: 0.3195995561329393
Position 9961: 0.3148469700754058
Position 336: 0.2922222903251093
Position 13154: 0.2640588369505545
Position 224: 0.2036530385751575
Position 13498: 0.20352321338204182
Position 10720: 0.15088981777639282
Position 17596: 0.12261322846438498
Position 14858: 0.12040442277256248
Position 13917: 0.11089580466718406
Position 12430: 0.09116804081111252
Position 781: 0.07757508916336682
Position 10556: 0.06482953607866308
Position 208: 0.06423529080976327
Position 11217: 0.04621678185938344
Position 15787: 0.04421643085447961
Position 13347: 0.0348632344453721
Position 9975: 0.02928528448959732
Position 14888: 0.027644634400085903
Position 12745: 0.026851469331394682
Position 13755: 0.02622770732725817
Position 13601: 0.02272710497725966
Position 12779: 0.014171872614737905
Position 17572: 0.013158059600809045
Position 282: 0.012017982248517198
Position 358: 0.011673685906799914
Position 12613: 0.011090869910871307
Position 14659: 0.010470816152060221
Position 16459: 0.010438455187945785
Position 9244: 0.010252163998778577
Position 17758: 0.00922672470394765
Position 308: 0.009208063238167313
Position 18552: 0.009124741116584742
Position 6388: 0.009088108966079176
Position 17041: 0.0090683174805705
Position 17207: 0.009045329287568753
Position 3773: 0.00792871056848447
Position 11487: 0.0073933496293050625
Position 7119: 0.006638482226951734
Position 2023: 0.006409433817536721
Position 14453: 0.0060817052112328894
Position 16837: 0.004768110407757252
Position 2027: 0.004700553050165037
Position 18197: 0.004032100412652943
Position 212: 0.003271873845066144
Position 14945: 0.0031538019853463457
Position 176: 0.0031176609625206183
