Gene = Carf
index = 200
Annotated 5SS: [   84  2857  4106 19568 20691 22730 26690 31041 34000 36225 38813 40829
 42137 42859]
Annotated 3SS: [ 2738  3877 19506 20575 22644 26499 30919 33855 35990 38649 40764 42023
 42488 45236]
SMsplice 5SS: [   91  2857  4106 10561 19568 20691 22730 26690 31041 34000 36225 40829
 42137 42296 42859]
SMsplice 3SS: [ 2738  3982 10441 19446 20575 22644 26499 30919 33921 35990 40764 42023
 42205 42708 45236]
top_k =  500
Partition function (log Z): 3.2555156085183508

Sorted 5' Splice Sites (High to Low Probability):
Position 20691: 1.0000000000000016
Position 26690: 0.9810651985784081
Position 42137: 0.9796494688803267
Position 4106: 0.9508319242784457
Position 31041: 0.9435924245355551
Position 22730: 0.9331210227550124
Position 34000: 0.9164111428117684
Position 40829: 0.8310454759872151
Position 91: 0.737909972283962
Position 10561: 0.7036402957460058
Position 42859: 0.6713827557033749
Position 42296: 0.6561502115122992
Position 2857: 0.6337922597414248
Position 36225: 0.5584889262312267
Position 38813: 0.4803464272270952
Position 10536: 0.29635970425399555
Position 40004: 0.2904620313362413
Position 36125: 0.2854465324724955
Position 84: 0.25260093230506636
Position 2822: 0.2315110587914861
Position 7017: 0.22039360317527107
Position 807: 0.1622483606130121
Position 41549: 0.1570585803097345
Position 9253: 0.12098643648791392
Position 25708: 0.12097553688818996
Position 42751: 0.11890157257672326
Position 35740: 0.11273591484905392
Position 4802: 0.11197535735356608
Position 41337: 0.10809985685794761
Position 4332: 0.10748272412457993
Position 4949: 0.10626926374899717
Position 39648: 0.10567275223375948
Position 27971: 0.08400841421729083
Position 38753: 0.08318543591501126
Position 24632: 0.08293673538436142
Position 7092: 0.07549008591920603
Position 3033: 0.07310613571474074
Position 4793: 0.060326332656531055
Position 1326: 0.05950965584652785
Position 42540: 0.05939232406350853
Position 948: 0.05875067634398806
Position 7871: 0.0569993831583773
Position 31001: 0.054665973002696114
Position 8356: 0.05418469360317328
Position 42287: 0.04887872042696388
Position 1412: 0.04692138274009713
Position 7246: 0.04654374916942469
Position 940: 0.044619167175993436
Position 31500: 0.039668454633430585
Position 8908: 0.035092275533967106
Position 36208: 0.032742604867154815
Position 34597: 0.030903963850220467
Position 4614: 0.030405572914617367
Position 43832: 0.029879289359357165
Position 39965: 0.027216586604218898
Position 7074: 0.027082817689197528
Position 39186: 0.022812107125129422
Position 38359: 0.022686912723134996
Position 8726: 0.02049217982198739
Position 5035: 0.020240951961664543
Position 7890: 0.020042692049960904
Position 9492: 0.018031375357077235
Position 39632: 0.01567112056987568
Position 36917: 0.015357168722376214
Position 34224: 0.015201984921842495
Position 36154: 0.012943548927365437
Position 2346: 0.01124741709684943
Position 44653: 0.010979346475883504
Position 8716: 0.010368694054111836
Position 42141: 0.008572883068963958
Position 752: 0.007531473807923318
Position 995: 0.006526901431160407
Position 2291: 0.005246140046251569
Position 44257: 0.00489009252459164
Position 1271: 0.004135403731516735
Position 34538: 0.0029920358433447314
Position 4789: 0.0028857586961768458
Position 41748: 0.0024756321229241224
Position 43168: 0.002175372538359367
Position 2351: 0.0020704875236651696
Position 2360: 0.001954806013033142
Position 43402: 0.0015867992170429132
Position 32606: 0.0014021549236385008
Position 323: 0.001335678100802292
Position 42546: 0.0008266051195008155
Position 42789: 0.0007282655027264081
Position 1991: 0.0006943968199075978
Position 2354: 0.0005660580519398219
Position 4393: 0.0002940685028823327
Position 9113: 0.00028479487688000876
Position 4797: 0.00025382817585151976
Position 4713: 0.00022892640812886085
Position 566: 0.00018274786124388787
Position 4674: 0.0001764565969243323
Position 4783: 0.00014921564329230743
Position 4770: 0.00014691203024575544
Position 4628: 0.00014667984985458664
Position 4586: 0.00013362918368249783
Position 42591: 9.933328677762004e-05
Position 4130: 8.35681015241394e-05
Position 1127: 6.922628460567748e-05
Position 303: 5.8151166370518036e-05
Position 4649: 5.433772473424113e-05
Position 655: 5.3017389801639254e-05
Position 4659: 3.462490800277474e-05
Position 3443: 3.347807540465098e-05
Position 2829: 2.8930718084123297e-05
Position 131: 2.4466894874925632e-05
Position 3128: 2.3970162194130382e-05
Position 42631: 2.337982659972597e-05
Position 326: 2.227729347037352e-05
Position 95: 2.051651023527983e-05
Position 62: 1.5504730583885685e-05
Position 502: 1.44344695829314e-05
Position 169: 1.2337508058996624e-05
Position 262: 1.1148727969322066e-05
Position 88: 7.886974592823318e-06
Position 52: 6.855154990510849e-06
Position 526: 4.883650511008343e-06
Position 495: 4.063696814594545e-06
Position 535: 3.4607112028558336e-06
Position 367: 2.2930784227554517e-06
Position 42813: 1.9197955513894555e-06
Position 702: 1.7979089992595168e-06
Position 3101: 1.7493453656341819e-06
Position 357: 1.3482253071249266e-06
Position 272: 1.309034115811911e-06
Position 891: 1.2151323483338068e-06
Position 516: 1.0591896894802695e-06
Position 453: 8.841347139884146e-07
Position 334: 3.005741794242701e-07
Position 42497: 2.643236810623884e-07
Position 650: 1.448107780975253e-07
Position 307: 7.498132432852819e-08
Position 195: 4.35551497250221e-08
Position 224: 4.2467396125044006e-08
Position 332: 2.5422000923277286e-08
Position 510: 1.8315372898330095e-08
Position 41: 1.8638225438736736e-09
Position 339: 1.0924056320576553e-09
Position 28: 7.891753986444625e-10
Position 395: 1.2755160465233246e-11
Position 379: 1.1833973764112087e-11
