Gene = Tsacc
index = 1146
Annotated 5SS: [ 176 1609 9902]
Annotated 3SS: [ 1548  9781 14014]
SMsplice 5SS: [ 176 9902]
SMsplice 3SS: [ 9817 14014]
top_k =  500
Partition function (log Z): -14.361795377167978

Sorted 5' Splice Sites (High to Low Probability):
Position 176: 0.49504609390940585
Position 138: 0.4184015663152317
Position 1609: 0.28818980205303124
Position 601: 0.13082623491425824
Position 1694: 0.12685579925393278
Position 615: 0.03789180858584564
Position 274: 0.0370201141246188
Position 1864: 0.03439248906692089
Position 1779: 0.0284553978826845
Position 820: 0.02292626206628722
Position 4223: 0.017124758320482752
Position 124: 0.014522008856884617
Position 7132: 0.011412675742444357
Position 2479: 0.007951029761443058
Position 98: 0.007400541940750375
Position 5661: 0.0070250473171324275
Position 172: 0.005724700592870333
Position 2100: 0.0033032378950249076
Position 142: 0.0032912505309645283
Position 6286: 0.0019474765784038848
Position 1287: 0.0016285476800451913
Position 1066: 0.0011903291441782784
Position 1159: 0.001151213380142717
Position 652: 0.0010508746532705239
Position 605: 0.000944067193059664
Position 404: 0.0006791316147557093
Position 2004: 0.0006334155326073043
Position 58: 0.0004509890547675043
Position 1003: 0.00044659093616458766
Position 521: 0.00037852774939707925
Position 410: 0.0003497626920362023
Position 1164: 0.00031604933476668176
Position 1177: 0.0003129965947984738
Position 331: 0.0002363889508320719
Position 1229: 0.00023290022445392937
Position 432: 0.00021690031844110556
Position 221: 0.0002114697561107247
Position 517: 0.0001669575217592963
Position 525: 0.0001561337736814614
Position 478: 0.00015268370643961967
Position 813: 0.00015141308874075534
Position 1383: 0.00012750681530591734
Position 343: 9.961405867203929e-05
Position 150: 9.298095200073021e-05
Position 3837: 7.972654686222362e-05
Position 2483: 7.96847291378749e-05
Position 1055: 7.704644580001921e-05
Position 589: 7.119269490509984e-05
Position 1147: 5.943552647542848e-05
Position 71: 3.9497394631174755e-05
Position 1274: 3.475862890508954e-05
Position 1220: 3.175430486400465e-05
Position 529: 3.1540161723617204e-05
Position 213: 1.913011455764158e-05
Position 207: 1.6902325734941365e-05
Position 284: 1.6023012173210447e-05
Position 1588: 1.407962775536898e-05
Position 337: 8.576633236022241e-06
Position 407: 7.740443231317522e-06
Position 3: 6.509471842475492e-06
Position 199: 3.0948336457524083e-06
Position 305: 2.806944976323456e-06
Position 194: 2.3888824784205865e-06
Position 623: 1.1607429080761643e-06
Position 40: 1.0102742133708391e-06
Position 500: 9.707918220957116e-07
Position 346: 7.087006880512131e-07
Position 245: 6.470256484409283e-07
Position 540: 5.470615258566658e-07
Position 308: 5.459403291630654e-07
Position 505: 4.2444839722293497e-07
Position 329: 1.8504356737299643e-07
Position 784: 5.475425496211889e-08
Position 775: 4.826872008302031e-08
Position 669: 1.814528580599437e-08
Position 699: 5.7978595916244075e-09
Position 1017: 5.7018509827233585e-09
Position 760: 3.985980305796358e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1548: 0.4187895996299858
Position 7814: 0.15327753978051803
Position 528: 0.13465929027047288
Position 5512: 0.12736681554688198
Position 4177: 0.12190636822210073
Position 265: 0.09214236531115294
Position 6795: 0.08574605345230724
Position 9575: 0.06051144831274672
Position 1487: 0.05821364896293466
Position 11103: 0.05271925166312526
Position 5788: 0.05111869377012198
Position 5983: 0.04894535127146278
Position 1085: 0.041480593058126146
Position 6094: 0.03466353661748904
Position 6268: 0.032869531710645744
Position 5422: 0.02405251768791279
Position 1750: 0.0188128670020222
Position 690: 0.016968613282106953
Position 3594: 0.016364304079514662
Position 1725: 0.011463008276158006
Position 2165: 0.011278516360703164
Position 5101: 0.009194582763218915
Position 5889: 0.008408578830519656
Position 1665: 0.007646862839807982
Position 1835: 0.00747030078805876
Position 1920: 0.006719100333525353
Position 1810: 0.00571429752523735
Position 878: 0.005598764548399719
Position 3747: 0.0045592716426652805
Position 2325: 0.004214759580360083
Position 4606: 0.003611761932885721
Position 1895: 0.0033076173032478675
Position 1640: 0.0031097652624729384
Position 7181: 0.0027640435250356104
Position 1303: 0.0027210626649785143
Position 2363: 0.002624556722862157
Position 475: 0.0025797493999061604
Position 7211: 0.002565654854792047
Position 6157: 0.0018117207564530894
Position 6586: 0.0017297825031955144
Position 1047: 0.0014282139295524287
Position 423: 0.001158506623973178
Position 5318: 0.0009492226459870162
Position 447: 0.0008671889615175384
Position 3980: 0.0008420217842531777
Position 1728: 0.0007161825130435394
Position 1430: 0.0006979936729104611
Position 775: 0.0006003717194093455
Position 808: 0.0005937048669044236
Position 1167: 0.0005376996226118848
Position 226: 0.0005227735562266625
Position 175: 0.00045992610842154663
Position 1758: 0.00041988434993876956
Position 2205: 0.0002995819145009565
Position 1190: 0.0002775900244583333
Position 760: 0.00021836388455927328
Position 1142: 0.0002183185821038605
Position 2435: 0.00020688366727809377
Position 271: 0.00018969282515248907
Position 452: 0.00018903636100734713
Position 1499: 0.0001570121446593831
Position 1673: 0.00012190095637282163
Position 2009: 0.00011874652082529042
Position 710: 3.818051855998647e-05
Position 1555: 3.346973194751816e-05
Position 317: 3.2780690198085955e-05
Position 611: 1.7807817053563625e-05
Position 319: 1.7185114396601095e-05
Position 1643: 1.199361637355283e-05
Position 1571: 9.832780035191356e-06
Position 1813: 6.62645622589017e-06
Position 1348: 5.729895960525734e-06
Position 1928: 4.3131209318782496e-06
Position 1447: 4.236194435338827e-06
Position 1364: 3.503420189182764e-06
Position 232: 3.188092469307313e-06
Position 1898: 2.6407367690570035e-06
Position 555: 2.3806860034961094e-06
Position 1608: 2.1989908389696165e-06
Position 546: 1.2515165351499214e-06
Position 325: 1.061312220693584e-06
Position 657: 7.420809368310029e-07
Position 363: 6.931286798674317e-07
Position 329: 2.804782883432575e-07
Position 393: 2.2586481597298797e-07
Position 277: 1.481854444891872e-07
Position 544: 1.277005317045516e-07
Position 289: 1.190644504181139e-07
Position 287: 1.1206700682015063e-07
Position 180: 8.866845935835184e-08
Position 245: 2.6488766097753294e-08
Position 561: 2.182984712600847e-08
Position 456: 1.989975261294911e-08
Position 236: 8.047652390795029e-09
Position 189: 4.984178702119036e-09
Position 911: 6.232315228932854e-10
Position 964: 4.879774970506642e-10
Position 704: 1.1824283807155143e-10
Position 726: 8.925293332971965e-11
Position 155: 1.9993010063151245e-11
Position 281: 1.9619618694398784e-11
Position 296: 1.1809817736123623e-11
Position 284: 6.95778305058473e-12
Position 134: 1.5237852032883272e-12
Position 67: 6.854302284726205e-13
