Gene = Ube2cbp
index = 1157
Annotated 5SS: [  210 13137 16188 24365 29667 37583 39689 42110 92610]
Annotated 3SS: [ 12939  16096  24195  29596  37512  39579  41945  92470 157073]
SMsplice 5SS: [   210   1445  13137  16188  17252  17405  19380  24365  24537  29667
  39689  42110  50440  73003  92610 129514 144662 150719]
SMsplice 3SS: [  1368  12939  16096  17101  17322  19257  24195  24453  29596  39579
  41945  50296  72944  92470 129429 144570 150629 157073]
top_k =  500
Partition function (log Z): -94.25045096158777

Sorted 5' Splice Sites (High to Low Probability):
Position 210: 0.9054271103917397
Position 1445: 0.8905181739427821
Position 13137: 0.3130049638205998
Position 6547: 0.11429391601013034
Position 1452: 0.08617022448780572
Position 228: 0.03932935915756133
Position 2083: 0.028414663465415206
Position 2821: 0.02668513305153221
Position 2077: 0.021590809747686773
Position 191: 0.015388682020370867
Position 481: 0.010207788580534682
Position 4346: 0.0075058491128661056
Position 5202: 0.007367438134095626
Position 3222: 0.006591249694154147
Position 6567: 0.006582856057795005
Position 4697: 0.0058052825929448305
Position 2839: 0.004126763432929742
Position 2429: 0.003715251163498519
Position 365: 0.003198447535772081
Position 359: 0.0030605716179216026
Position 114: 0.0028540324086285514
Position 172: 0.0028265626586673276
Position 3612: 0.0028020885087227548
Position 5069: 0.0027798198850937884
Position 345: 0.0027717049580734837
Position 274: 0.0027133724081149263
Position 5745: 0.0024738063600727284
Position 5565: 0.0022453063688454983
Position 5492: 0.002180338914007219
Position 2537: 0.00195521061647774
Position 1265: 0.0019344042314403326
Position 92: 0.0017167898182271085
Position 86: 0.0015344526978742403
Position 505: 0.0014774848812966074
Position 883: 0.0013977243306507667
Position 5769: 0.0012881790822032166
Position 80: 0.001093775389332329
Position 282: 0.0010810072826923948
Position 1532: 0.0008561079965690543
Position 107: 0.0008144898620128534
Position 521: 0.0008139216852355131
Position 67: 0.0007842932832900718
Position 337: 0.0006943949174136901
Position 1261: 0.0005461423817259127
Position 4658: 0.0005225698280254417
Position 3071: 0.00044109353794438385
Position 4896: 0.00028301258817665833
Position 1273: 0.00023054662819629694
Position 536: 0.000220531590993755
Position 3100: 0.00018529434783998554
Position 2402: 0.000173513806337134
Position 945: 0.00016201433526479247
Position 98: 0.0001377853593212341
Position 1476: 0.00010511007149016142
Position 2138: 9.856003899919858e-05
Position 656: 9.539296527037312e-05
Position 242: 9.135689873394056e-05
Position 139: 8.126875280464575e-05
Position 1767: 7.970325360293168e-05
Position 820: 7.779048503453135e-05
Position 835: 7.425641839366368e-05
Position 566: 6.948650340786282e-05
Position 845: 6.871079655614182e-05
Position 118: 4.534758452926829e-05
Position 1617: 3.914617463019142e-05
Position 1105: 3.0874041580373276e-05
Position 428: 2.9589845488737434e-05
Position 1127: 2.9383484200249597e-05
Position 587: 2.8493301724498047e-05
Position 764: 2.805673530699431e-05
Position 2386: 1.9846482295874776e-05
Position 775: 1.7116238924695305e-05
Position 1117: 1.5237713617569982e-05
Position 797: 1.3093286387525783e-05
Position 1045: 1.019992581084704e-05
Position 1103: 9.421787835303299e-06
Position 1277: 8.872933392486404e-06
Position 745: 8.194599795785424e-06
