Gene = Rabac1
index = 882
Annotated 5SS: [ 228  653  994 2668]
Annotated 3SS: [ 439  895 2565 2744]
SMsplice 5SS: [228 585]
SMsplice 3SS: [ 439 2744]
top_k =  500
Partition function (log Z): -4.779615182825583

Sorted 5' Splice Sites (High to Low Probability):
Position 228: 0.9166444583561815
Position 585: 0.7920872978847469
Position 994: 0.4311727357811261
Position 2668: 0.3174983061351288
Position 653: 0.1638863733372916
Position 2574: 0.13163130970375056
Position 752: 0.039895021714121064
Position 812: 0.03369835493335637
Position 367: 0.03361948583541209
Position 1381: 0.024738046318708077
Position 288: 0.01291646702567921
Position 119: 0.012161574077098116
Position 2362: 0.012119559979605558
Position 2343: 0.01062951579462998
Position 1576: 0.010591998243177471
Position 105: 0.008402878307714601
Position 350: 0.0065435821649865635
Position 1783: 0.00476671350192399
Position 2423: 0.004301265626342197
Position 1980: 0.0032734333138524745
Position 1555: 0.002543056544732114
Position 561: 0.0023115520332614163
Position 620: 0.0019313254253649273
Position 2679: 0.0017934371352661036
Position 93: 0.0014367633508522244
Position 599: 0.0014103378536070921
Position 2638: 0.0013657125017915083
Position 2690: 0.0011198372633111947
Position 2377: 0.0009054624988349027
Position 2591: 0.000869589079254554
Position 594: 0.0008541136198938304
Position 1428: 0.0008348470359474215
Position 241: 0.0008193630879258795
Position 541: 0.0007483483655730946
Position 897: 0.0006883077003427367
Position 305: 0.0006683719781910985
Position 2123: 0.000594809314733116
Position 821: 0.0005840915318770214
Position 269: 0.0005424973646623747
Position 1146: 0.00045306612846336794
Position 149: 0.000409228980847395
Position 1299: 0.000404278905115992
Position 825: 0.0003604068340733396
Position 827: 0.00027232112764763157
Position 243: 0.00023980006154430823
Position 2532: 0.00022190706333065686
Position 2412: 0.000193849154933291
Position 877: 0.00015451254101506956
Position 644: 0.0001221716106544182
Position 343: 9.488228315235363e-05
Position 787: 8.494931242340745e-05
Position 310: 7.049707392426975e-05
Position 626: 4.539881563603173e-05
Position 657: 2.8563315085224626e-05
Position 618: 2.129811732448426e-05
Position 723: 1.2927324505136012e-05
Position 369: 1.1494688256330854e-05
Position 760: 9.685303416121104e-06
Position 756: 7.156060568597095e-06
Position 164: 5.475513362381877e-06
Position 384: 4.364252690367624e-06
Position 651: 1.799143007142575e-06
Position 528: 7.089408168581631e-07
Position 624: 3.375151496815381e-07
Position 683: 2.5980997557586484e-07
Position 482: 1.7149508463285054e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2744: 0.8040765775429944
Position 439: 0.7060212888973617
Position 895: 0.38566062314851257
Position 2565: 0.33648427136278475
Position 474: 0.1331872692748327
Position 413: 0.12834746005270456
Position 745: 0.127039912617953
Position 2467: 0.12468945941842575
Position 2788: 0.032842905330114816
Position 2765: 0.02423443628266575
Position 707: 0.019209535505147358
Position 2489: 0.01888728449275079
Position 2245: 0.013884210288522025
Position 1340: 0.012625309476203555
Position 1298: 0.011543885556356189
Position 974: 0.009354690654956352
Position 1687: 0.008403499429626142
Position 783: 0.008295080373491694
Position 2292: 0.007387149911075724
Position 2474: 0.007110642770708397
Position 1362: 0.006421206239657159
Position 1272: 0.005844745514194985
Position 1129: 0.005519975754566395
Position 683: 0.004667198234950944
Position 325: 0.0034851450383369268
Position 455: 0.0032320254107496456
Position 2271: 0.003197209427274526
Position 1278: 0.002957048426171638
Position 1721: 0.002885413941136548
Position 2180: 0.002795732672400394
Position 2525: 0.002394915109434786
Position 340: 0.002365999640584739
Position 1838: 0.0023285604343035744
Position 1410: 0.002243507833226302
Position 1757: 0.0022104488096812867
Position 834: 0.002123065573990214
Position 2220: 0.00198504733271444
Position 1159: 0.001636919107014346
Position 2410: 0.0015160715161827898
Position 1399: 0.0014145465898362949
Position 805: 0.0012081915658620924
Position 1922: 0.001191508313696361
Position 2573: 0.0011304667059113852
Position 1782: 0.0009527281099830835
Position 2747: 0.0009270979158464274
Position 2110: 0.0009172079706829992
Position 1315: 0.0008156472403588956
Position 2980: 0.0007689989956743473
Position 1658: 0.0007081161716585684
Position 1744: 0.0006729976028134629
Position 366: 0.0005796016316650718
Position 2845: 0.0005370398021657077
Position 2794: 0.0005039063485697345
Position 1575: 0.000415753379916499
Position 857: 0.0003735262899520728
Position 536: 0.0003710850461905157
Position 389: 0.00033713690410208495
Position 2250: 0.00030027017036454685
Position 1495: 0.0002888840789499477
Position 2919: 0.0002773660556313435
Position 838: 0.00027591437806262866
Position 164: 0.0002674445410278864
Position 718: 0.0002618488925056701
Position 687: 0.00023580587648008785
Position 480: 0.00021547048776907133
Position 998: 0.00019126215247902348
Position 1179: 7.542032664932232e-05
Position 723: 7.42477731671667e-05
Position 1068: 6.531456977568532e-05
Position 169: 6.184354391687111e-05
Position 1106: 5.860102275888966e-05
Position 253: 4.5954381583170613e-05
Position 1165: 4.1363547568861954e-05
Position 349: 3.880651951176281e-05
Position 657: 2.5739718992395e-05
Position 840: 1.2185605683426947e-05
Position 285: 1.107207103482005e-05
Position 195: 9.18003431145612e-06
Position 186: 7.745506186631355e-06
Position 482: 7.648226786328127e-06
Position 727: 6.73825282869301e-06
Position 375: 6.612964100774149e-06
Position 491: 5.786508707357549e-06
Position 610: 5.592912378386211e-06
Position 183: 5.246681884125612e-06
Position 808: 5.124199754197682e-06
Position 756: 4.814093416019191e-06
Position 192: 3.7876296824055025e-06
Position 239: 2.033315813718388e-06
Position 1427: 1.9285954234767106e-06
Position 569: 1.7205627237201627e-06
Position 578: 1.4336232070495797e-06
Position 305: 1.3647080395638896e-06
Position 214: 1.2224969314259144e-06
Position 1321: 1.1481689076159624e-06
Position 821: 1.1209643716340442e-06
Position 980: 9.54989555254623e-07
Position 567: 8.703472450668436e-07
Position 208: 7.23729408759176e-07
Position 260: 6.352881964031876e-07
Position 1145: 5.529082853068314e-07
Position 198: 4.5923832018698996e-07
Position 287: 3.7636996586036943e-07
Position 236: 1.9773281704823322e-07
Position 266: 1.7169153560616137e-07
Position 221: 1.4350262178988185e-07
Position 599: 6.714846466378005e-08
Position 297: 4.515634659284322e-08
Position 232: 6.1812483668038216e-09
Position 269: 4.314659738078116e-09
