Gene = Uso1
index = 1171
Annotated 5SS: [  226 14590 14979 20543 28694 29191 29396 32856 36167 39638 42693 43557
 44172 49408 49879 50187 51407 54914 56238 57497 60497 61987 63413]
Annotated 3SS: [14502 14913 20465 28592 29087 29339 32734 35987 39496 42603 43401 43959
 49296 49759 50004 51284 54774 56073 57409 60397 61878 63196 63918]
SMsplice 5SS: [  226 14590 14979 28694 29260 29396 32856 36167 39638 42693 44172 51407
 54914 55695 56238 57497 60497 61987 63413]
SMsplice 3SS: [14502 14913 28592 29087 29339 32752 35987 39496 42603 44066 51284 54774
 55514 56073 57375 60397 61878 63196 63918]
top_k =  500
Partition function (log Z): 31.126766294588723

Sorted 5' Splice Sites (High to Low Probability):
Position 14979: 0.9989919999501056
Position 44172: 0.9987594212324848
Position 57497: 0.9973674832879997
Position 60497: 0.9909200066660986
Position 54914: 0.9904701183152571
Position 51407: 0.9841821034407939
Position 56238: 0.9693600404464174
Position 32856: 0.9567501089511629
Position 61987: 0.955781986073538
Position 14590: 0.9447789660756384
Position 226: 0.8886626968878825
Position 28694: 0.863940595998133
Position 36167: 0.8590853006370168
Position 39638: 0.832582609423445
Position 63413: 0.8036194239201688
Position 29396: 0.7561480475216592
Position 55695: 0.7499989409284094
Position 42693: 0.70105455240176
Position 63658: 0.5664124090868977
Position 29260: 0.4370635763156985
Position 48082: 0.43579591217333497
Position 3274: 0.4064896654231878
Position 20543: 0.40073975961586855
Position 43561: 0.3843949033467608
Position 2714: 0.37217915354219505
Position 3240: 0.3232525181253504
Position 35578: 0.306143069660824
Position 4620: 0.2980894676280184
Position 29225: 0.2804126612924736
Position 29191: 0.26775330370035927
Position 59958: 0.264836688780071
Position 42742: 0.2588687902266935
Position 57203: 0.24798225347790206
Position 62223: 0.20267151542259546
Position 49879: 0.19862189862651228
Position 52150: 0.18742359799929043
Position 29487: 0.18635838262984256
Position 51794: 0.16559975356612078
Position 57167: 0.15496643620618017
Position 43966: 0.14030377733972427
Position 45565: 0.13166435794818332
Position 30046: 0.12727174333394004
Position 45367: 0.12112307642029856
Position 29701: 0.11715828816425883
Position 42920: 0.11100019083312207
Position 58805: 0.0993054021041395
Position 47124: 0.08846193474746795
Position 40177: 0.08660543503491756
Position 44002: 0.07414702212365078
Position 1893: 0.07104657523995475
Position 35821: 0.06294041239024244
Position 14563: 0.05423627891293565
Position 60870: 0.053973614436815566
Position 34780: 0.050927338074021715
Position 51874: 0.04804575047582305
Position 41303: 0.04782578281570414
Position 270: 0.046845864674440074
Position 52401: 0.04662181093369632
Position 36123: 0.04572224502092921
Position 35121: 0.04508816298536013
Position 61071: 0.04279015475015054
Position 63308: 0.04275704920026966
Position 45315: 0.041454054743109335
Position 55990: 0.04133696735508026
Position 55705: 0.039380898343238
Position 42440: 0.03855612983919819
Position 585: 0.03527176944452521
Position 60024: 0.034651768730361895
Position 33932: 0.03016798925531705
Position 58532: 0.02862910383485074
Position 49408: 0.02598383236412033
Position 63344: 0.025779255869799608
Position 61465: 0.024412075240971536
Position 2632: 0.023539516125745945
Position 62460: 0.02238026464637334
Position 59489: 0.02228750663735069
Position 44596: 0.02222020285609484
Position 59000: 0.020625439781127575
Position 62900: 0.019368823364824303
Position 60334: 0.01757538145611774
Position 41094: 0.016474121540392253
Position 29517: 0.01627706471345674
Position 61075: 0.015721808145635136
Position 14767: 0.015189930716702648
Position 41492: 0.014877099183839393
Position 42151: 0.014818996163134965
Position 266: 0.014695356833950741
