Gene = Gstcd
index = 523
Annotated 5SS: [   246   7250   9787  19926  29260  86266  86438  88162  93001  95660
 105441]
Annotated 3SS: [  6799   9318  19673  29165  86149  86392  88032  92866  95628 105370
 108605]
SMsplice 5SS: [   246   7250   8052  29260  34057  36336  38078  41484  49920  76671
  85766  86438  88162  93001 105441]
SMsplice 3SS: [  7128   7793  29165  33950  36058  37957  41313  49786  76596  85715
  86149  88032  92866 105370 108605]
top_k =  500
Partition function (log Z): -65.18722483119791

Sorted 5' Splice Sites (High to Low Probability):
Position 246: 0.9499724522470001
Position 7250: 0.7670679906043214
Position 8052: 0.7619824199362545
Position 7046: 0.2959419008809116
Position 4547: 0.2125491988082876
Position 15416: 0.1949026456776637
Position 12372: 0.19443069105755048
Position 2978: 0.17266940308957512
Position 6950: 0.08340968090509374
Position 526: 0.08313687302503954
Position 6910: 0.0766971715696224
Position 3269: 0.058598513707252886
Position 6914: 0.043031328123331436
Position 2936: 0.0340875534523025
Position 1220: 0.03312842487065535
Position 500: 0.023241968031164087
Position 6608: 0.021640583996660717
Position 3595: 0.01905641785391988
Position 2958: 0.017984166930974082
Position 6626: 0.015027305768306205
Position 907: 0.014831622670030685
Position 8: 0.01243853115361755
Position 496: 0.012316967419560702
Position 3767: 0.009651846946975795
Position 5129: 0.009571137684087842
Position 6614: 0.009326674756619363
Position 3181: 0.008721689058651037
Position 1573: 0.007450919350088405
Position 1689: 0.005973654333551414
Position 2466: 0.005629339186890114
Position 3549: 0.0035300879409215914
Position 311: 0.002898444548784838
Position 11452: 0.0027395804428892653
Position 2591: 0.0023590393820774724
Position 348: 0.002095586750845859
Position 3551: 0.0020868915624913317
Position 6939: 0.00199553633849544
Position 6270: 0.0018838113569262195
Position 3101: 0.0016871167028508324
Position 1843: 0.0013793047265306803
Position 5592: 0.0013706221243758433
Position 3558: 0.001173998060485038
Position 339: 0.0011713318342889418
Position 2982: 0.0009605360508038237
Position 3516: 0.0009263533154863116
Position 9515: 0.0007633009529972773
Position 1029: 0.0007129967989746403
Position 1266: 0.0006802474636979357
Position 11186: 0.0006643420532001715
Position 2007: 0.000543150741086469
Position 7885: 0.000501302767032172
Position 2699: 0.0002859458208425081
Position 194: 0.00019391253571062064
Position 53: 0.0001724527258414488
Position 8736: 0.00015994054256163528
Position 452: 0.00012927022075019928
Position 7825: 0.00011765344632850048
Position 407: 8.895619566554873e-05
Position 141: 7.738746200883718e-05
Position 1015: 4.3208140920398726e-05
Position 662: 3.5762831182062645e-05
Position 270: 2.4559547274212767e-05
Position 649: 2.3658304287378263e-05
Position 2835: 2.3075912287995874e-05
Position 182: 1.2096375182990382e-05
Position 191: 1.0139863529084775e-05
Position 29: 9.809496603801723e-06
Position 56: 4.9077423374211755e-06
Position 152: 4.122957983056882e-06
Position 1321: 3.8031177961271606e-06
Position 641: 2.437802398056148e-06
Position 445: 2.429697713382105e-06
Position 411: 2.3957129431148562e-06
Position 483: 2.1209688151149997e-06
Position 2884: 2.0586883521314184e-06
Position 111: 2.0022565854246835e-06
Position 533: 7.908480388785055e-07
Position 551: 3.5409687934688004e-07
Position 541: 2.79620443161031e-07
Position 371: 2.0350081490842706e-07
Position 435: 1.3431928403164674e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 19673: 0.8699894460970439
Position 7793: 0.694690063578243
Position 6799: 0.620571285189404
Position 7128: 0.5538400791463156
Position 2814: 0.20562156572333132
Position 15339: 0.20382004156804187
Position 4394: 0.18833457496308018
Position 12247: 0.12189489763712046
Position 12155: 0.07729508648765583
Position 7133: 0.07420329159162184
Position 397: 0.06832278103803124
Position 7903: 0.051859657936756925
Position 6527: 0.04601774634624101
Position 3006: 0.03898083844907875
Position 3475: 0.0360719113065376
Position 13833: 0.025898879632971855
Position 7100: 0.02500625617763014
Position 4450: 0.024295456219881117
Position 416: 0.02271201064646553
Position 7968: 0.021991643463436482
Position 3139: 0.02184860976447929
Position 14247: 0.01623093225446674
Position 2766: 0.015988180296324022
Position 1099: 0.01412948805383735
Position 1096: 0.013132902042317448
Position 9318: 0.01287399900612982
Position 11557: 0.012303461330191856
Position 14268: 0.009599203863629148
Position 8625: 0.008982304067262296
Position 4994: 0.00618085622054362
Position 1435: 0.006150796189887825
Position 92: 0.005769082355527618
Position 16315: 0.004524007002944341
Position 3104: 0.004513497184445449
Position 662: 0.004297724406734658
Position 2326: 0.004080165137016611
Position 5029: 0.0033970067915923777
Position 2355: 0.0029638603745015747
Position 12549: 0.0029337585383739226
Position 2745: 0.002783525456946963
Position 11378: 0.0027395804428892653
Position 729: 0.0025060189732218066
Position 1553: 0.0024474145069199207
Position 2834: 0.0023193453668784807
Position 1450: 0.002293179830472541
Position 10905: 0.0021507601908534063
Position 906: 0.0019858806150223995
Position 6198: 0.0018984743237547507
Position 1501: 0.0018365101521998282
Position 124: 0.0015614707465971117
Position 5486: 0.001412335053482972
Position 2859: 0.001371626724099098
Position 11921: 0.0013038235776650494
Position 1140: 0.0012934063959240717
Position 8174: 0.001246904746583015
Position 6968: 0.0011849580883430354
Position 11028: 0.0011463832311531237
Position 2819: 0.0009028283240877899
Position 8519: 0.0008053380684260915
Position 1709: 0.0007859847158347762
Position 8574: 0.0007469594758515662
Position 2611: 0.0007225015699472265
Position 9415: 0.0006691471854837352
Position 1727: 0.0006572758117538089
Position 3656: 0.0006436795189777052
Position 1561: 0.0005742536135466351
Position 7470: 0.0005004811190032049
Position 8261: 0.0004431702971824803
