Gene = Amtn
index = 114
Annotated 5SS: [  76  250 2012 2813 4256 5529 6919 9051]
Annotated 3SS: [ 180 1924 2746 4168 5492 6891 8776 9508]
SMsplice 5SS: [  76  250 2012 4256]
SMsplice 3SS: [ 180 1924 4168 5976]
top_k =  500
Partition function (log Z): 1.3255130102301624

Sorted 5' Splice Sites (High to Low Probability):
Position 76: 0.9833090540371636
Position 4256: 0.9820913382353872
Position 2012: 0.9426576098589714
Position 250: 0.911734300810677
Position 5529: 0.26853626317207624
Position 2944: 0.15187179700524703
Position 2813: 0.12798767497593502
Position 5696: 0.08185274577964047
Position 3970: 0.08114919144879511
Position 393: 0.058921436094435446
Position 9051: 0.0501898383215672
Position 1421: 0.03701053338779405
Position 3428: 0.03093915046628208
Position 548: 0.027731933841412072
Position 919: 0.024365964031206444
Position 3482: 0.023507076249131453
Position 6085: 0.018412661267728718
Position 5710: 0.016091909380389353
Position 3789: 0.01323662659697655
Position 1979: 0.009387694492831982
Position 1974: 0.006008954263944986
Position 6670: 0.005470124245271403
Position 65: 0.005424740374517211
Position 7054: 0.00498283109421469
Position 1266: 0.004672321539215608
Position 9630: 0.0037849782169622676
Position 2472: 0.003653379278948447
Position 6377: 0.0030520972802112467
Position 3246: 0.002850570897005945
Position 101: 0.002595481987700251
Position 3806: 0.002279235449548787
Position 4839: 0.0021566022227112315
Position 974: 0.0021156850358244566
Position 92: 0.0020439453113233743
Position 3299: 0.0020261501358269946
Position 2971: 0.0019119778254102643
Position 5636: 0.0018892117821794488
Position 6060: 0.0018562645541764402
Position 6127: 0.0018228638970240263
Position 4980: 0.0017651139146456984
Position 3796: 0.0017391154177481636
Position 6292: 0.0015640131161441502
Position 8733: 0.001510529482605517
Position 5778: 0.00149814594472066
Position 1048: 0.001489461541682255
Position 4024: 0.0014094022771928506
Position 3268: 0.001205022341158273
Position 592: 0.0011985111408364033
Position 5108: 0.0011393270429280041
Position 5026: 0.001098564092349582
Position 4494: 0.0010812217652089067
Position 274: 0.0010389231090698115
Position 907: 0.0009841189154784834
Position 7091: 0.0008796186176692068
Position 3925: 0.0008451252535970289
Position 1335: 0.0008325456847711056
Position 5569: 0.0007313351887660824
Position 2600: 0.0007264617820361505
Position 5017: 0.0006709965459454283
Position 5423: 0.0006282788988485375
Position 1240: 0.0005723956618478305
Position 5012: 0.0005711184246692521
Position 3215: 0.0005008708253134628
Position 3146: 0.0004608944913428101
Position 3414: 0.00042587287037096697
Position 6109: 0.00041368970908628005
Position 2979: 0.0004113082663944967
Position 5893: 0.0003813505789746152
Position 1020: 0.00030426304242988034
Position 21: 0.0002723963567142195
Position 362: 0.00022799341990695004
Position 3934: 0.00022406270649273608
Position 2797: 0.0001764086644911684
Position 3270: 0.00014843295570123198
Position 1873: 0.0001312670072424326
Position 4703: 8.752669896234268e-05
Position 2747: 5.189103772994061e-05
Position 139: 3.811352212385047e-05
Position 2331: 3.71126417542122e-05
Position 34: 3.382615259084688e-05
Position 26: 2.9331002535331246e-05
Position 295: 1.7292490391062556e-05
Position 254: 1.7042670514245473e-05
Position 256: 1.5504243829933487e-05
Position 408: 8.795851535135202e-06
Position 5617: 7.210259252177589e-06
Position 150: 6.853146058832337e-06
Position 344: 6.7588304943095264e-06
Position 4991: 5.165614075861536e-06
Position 158: 4.37648737551362e-06
Position 122: 3.696549684404063e-06
Position 321: 3.0718741998227518e-06
Position 181: 2.932819276640232e-06
Position 6251: 2.622501592699581e-06
Position 521: 2.4739500638591398e-06
Position 240: 2.1632265304256326e-06
Position 1447: 1.5504526154067676e-06
Position 4360: 1.3503270540403568e-06
Position 4337: 1.2174609371216547e-06
Position 602: 1.0837890318017567e-06
Position 2188: 9.258157215900503e-07
Position 349: 4.775340025762702e-07
Position 876: 4.221902832837532e-07
Position 568: 3.951425956964991e-07
Position 661: 3.8443425989622994e-07
Position 412: 3.0711795375811e-07
Position 221: 2.0541796942266975e-07
Position 484: 3.7660330872349796e-08
Position 534: 3.335259202758573e-08
Position 663: 2.7340668241346103e-08
Position 171: 3.101539734567375e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4168: 0.9613324814993757
Position 180: 0.7118269624151357
Position 1924: 0.5846919160748887
Position 5976: 0.3667272037059204
Position 1862: 0.30906601134468714
Position 6891: 0.2939194985543739
