Gene = Spcs2
index = 1011
Annotated 5SS: [  214 10002 10679 14278]
Annotated 3SS: [ 9917 10517 14142 19093]
SMsplice 5SS: [  214 10002 14278]
SMsplice 3SS: [ 9917 14217 19093]
top_k =  500
Partition function (log Z): -6.402549603962577

Sorted 5' Splice Sites (High to Low Probability):
Position 10002: 0.9908646746778491
Position 14278: 0.8792986251929135
Position 214: 0.8751059702888091
Position 11198: 0.4919298108803745
Position 12278: 0.2198981669826816
Position 2794: 0.19563285655355153
Position 12587: 0.16135090697518312
Position 2798: 0.15726996541585836
Position 11937: 0.15285526790189638
Position 2784: 0.1315968219997736
Position 268: 0.1106279070816574
Position 17382: 0.09820621989300175
Position 12253: 0.09546069607268146
Position 17387: 0.09001061151351394
Position 17136: 0.08680483739246153
Position 17144: 0.07979780860351135
Position 2565: 0.07720449926875081
Position 18286: 0.04386808293435718
Position 1275: 0.03367531691208653
Position 6585: 0.031026272779033484
Position 16088: 0.027811534233950545
Position 10667: 0.02715338610492749
Position 8285: 0.024445185079101026
Position 571: 0.02242835953600799
Position 3732: 0.021087752777478756
Position 7079: 0.020635828409056093
Position 2779: 0.016120605266567296
Position 10252: 0.014921562060040704
Position 3891: 0.0119163908316299
Position 2823: 0.011263372722557277
Position 200: 0.010843321129268469
Position 3467: 0.009737454149801619
Position 4508: 0.008939492029794797
Position 10465: 0.008780847718286059
Position 15820: 0.008719066259084283
Position 1890: 0.00870351889458321
Position 1969: 0.007178054019440511
Position 2092: 0.006475512206167151
Position 8228: 0.005247626578572392
Position 575: 0.004956959815595654
Position 18701: 0.004587794168986483
Position 4631: 0.004542798617124138
Position 19325: 0.00444937624241973
Position 2802: 0.004146106121263894
Position 5423: 0.004124873365036119
Position 11084: 0.0038383130367690157
Position 12019: 0.0038253796280858336
Position 10538: 0.003815362288847068
Position 5771: 0.003729246037336931
Position 5427: 0.0035410805823534192
Position 13116: 0.0035366234389775184
Position 2563: 0.003517383236428815
Position 1428: 0.0032795761735142817
Position 4237: 0.0031762066106461183
Position 122: 0.002704280596370968
Position 10011: 0.0022451771832938984
Position 6059: 0.0020030542045521133
Position 12269: 0.0018111693251774922
Position 11565: 0.0016245113247768945
Position 10699: 0.001548345337883821
Position 11166: 0.001492239875676789
Position 444: 0.0005861795011468612
Position 1541: 0.0005849810029006832
Position 2252: 0.0004847173598127014
Position 657: 0.0004757706643831608
Position 2533: 0.0004022414746532077
Position 630: 0.0003044275917649831
Position 1130: 0.00027288428289598283
Position 1140: 0.0002582967016530648
Position 1153: 0.00023330754898928763
Position 610: 0.00022800097365856888
Position 67: 8.701230883863818e-05
Position 10048: 7.4517185287565e-05
Position 70: 5.930712715451645e-05
Position 10187: 4.482099996597242e-05
Position 10092: 3.7626838068908937e-05
Position 647: 2.989903149321041e-05
Position 2215: 2.8123303585746055e-05
Position 2359: 1.853874979874481e-05
Position 719: 1.5977002630035112e-05
Position 10391: 1.0683225950261186e-05
Position 2075: 9.557153180518724e-06
Position 114: 9.55319351046252e-06
Position 137: 9.165199709823297e-06
Position 226: 7.517669920704156e-06
Position 409: 5.9366476668077585e-06
Position 348: 4.8558341819464386e-06
Position 149: 4.11594971524549e-06
Position 108: 2.7949266509344773e-06
Position 967: 9.919326213561323e-07
Position 327: 9.56844102456454e-07
Position 1011: 8.683218642268189e-07
Position 994: 8.081140122509971e-07
Position 418: 7.401193252042255e-07
Position 477: 6.224706411274035e-07
Position 395: 6.078677109587456e-07
Position 392: 5.524982945104874e-07
Position 197: 5.381355522227669e-07
Position 204: 4.480275421576831e-07
Position 1013: 3.695554978255957e-07
Position 1023: 3.604322366519303e-07
Position 608: 3.3178979694187696e-07
Position 1121: 3.044662652071103e-07
Position 675: 1.6004253965458878e-07
Position 152: 1.264199024416275e-07
Position 368: 1.2221094271597518e-07
Position 305: 1.1258320319564508e-07
Position 486: 7.764817606478199e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 9917: 0.9982058757135058
Position 14217: 0.8835173028917271
Position 19093: 0.7475003002646087
Position 2709: 0.43386334370952184
Position 11056: 0.31108304362643596
Position 12172: 0.2976362821610196
Position 17293: 0.20818571108736472
Position 12479: 0.15653824321147095
Position 11788: 0.14175486454710956
Position 2462: 0.11565827435376995
Position 16877: 0.1129531496924739
Position 11115: 0.09778801863125554
Position 10994: 0.07769169494485419
Position 17576: 0.07394172118472321
Position 16931: 0.0700186968610249
Position 18272: 0.04233859923045916
Position 18152: 0.03438311770550593
Position 10517: 0.033523966216592586
Position 6495: 0.031026272779033477
Position 8074: 0.02969281165767345
Position 12144: 0.025004739705367957
Position 14380: 0.020640268536901235
Position 1100: 0.020639514579196945
Position 492: 0.020457135321803422
Position 3625: 0.017941987630712756
Position 6990: 0.017193497039507084
Position 18945: 0.015383338202312614
Position 2731: 0.014957374764584315
Position 2635: 0.014309683315596332
Position 11875: 0.014261049504709435
Position 15774: 0.013561088047180193
Position 4333: 0.013483112128735304
Position 16007: 0.011981708009742825
Position 1796: 0.01129490386335648
Position 3342: 0.009636075198760303
Position 2642: 0.00937259072057594
Position 16581: 0.0090814894405312
Position 2663: 0.008136109776872067
Position 16041: 0.008087437577510927
Position 18616: 0.007949752659008841
Position 10132: 0.007844275252582059
Position 5253: 0.007666780711660408
Position 15524: 0.007179326803752019
Position 1214: 0.007039028060921509
Position 1058: 0.006972457660206648
Position 1948: 0.006953323464466987
Position 18985: 0.006940334593530021
Position 10349: 0.006824427546665708
Position 16121: 0.005225613435164632
Position 10952: 0.004944344660802464
Position 19541: 0.0044493762424197385
Position 16179: 0.004151895272135583
Position 392: 0.003957483531104582
Position 13051: 0.00391301672388347
Position 5637: 0.003729246037336928
Position 16400: 0.0035696580296331716
Position 3669: 0.003546315662213129
Position 11165: 0.003534611256969013
Position 6956: 0.0034423313695490123
Position 13644: 0.003368491294037521
Position 3831: 0.0033664152629077006
Position 17386: 0.0032287118842388635
Position 17805: 0.003224140554987481
Position 4141: 0.0030902680753839896
Position 3772: 0.0030464932956543625
Position 18336: 0.003034732583146825
Position 3640: 0.002892306846723645
Position 437: 0.002865196772866472
Position 11023: 0.0026670102945646817
Position 3611: 0.002210624910897043
Position 5845: 0.0020030542045521116
Position 14475: 0.0017246370013239989
Position 9874: 0.001717980932358433
Position 14717: 0.0017071272087615303
Position 12276: 0.0016932937434159905
Position 1115: 0.001665749924587475
Position 13461: 0.001623801637156529
Position 15802: 0.0013575655546679177
Position 16644: 0.0012723251387773958
Position 11270: 0.001247548243755011
Position 17501: 0.0012304927341389106
Position 18831: 0.0012273436679446606
Position 2009: 0.0011152850716281452
Position 16508: 0.0011015748764282934
Position 13505: 0.0009505005898135102
Position 1968: 0.0009118114186926801
Position 1885: 0.0008688489973164004
