Gene = Rps3a1
index = 933
Annotated 5SS: [ 195 1005 1464 3663 4220]
Annotated 3SS: [ 900 1275 3453 4109 4591]
SMsplice 5SS: [ 195 1005 1464 3663 4266]
SMsplice 3SS: [ 900 1275 3453 4109 4591]
top_k =  500
Partition function (log Z): 0.12027476502186185

Sorted 5' Splice Sites (High to Low Probability):
Position 1005: 0.9290744443837475
Position 195: 0.8948856373783572
Position 1464: 0.6857019132269677
Position 3663: 0.6618482294734064
Position 4266: 0.4821162546744433
Position 4220: 0.42556740657873016
Position 3625: 0.17463119517494866
Position 1485: 0.07900814299919923
Position 1231: 0.07261158108194869
Position 167: 0.032505907008650456
Position 331: 0.03107361951937023
Position 1414: 0.025403022092244855
Position 805: 0.014323169172465953
Position 280: 0.010702551162900982
Position 619: 0.009990295750316413
Position 1986: 0.009414805782402868
Position 3667: 0.007759433602040994
Position 3928: 0.007162439840703028
Position 1534: 0.006732974920822842
Position 1704: 0.006293001803026771
Position 215: 0.005582694004440779
Position 1212: 0.005372182847758617
Position 756: 0.004447475018663493
Position 815: 0.004095532491649343
Position 4500: 0.0033376439905213285
Position 3649: 0.0029966899598756337
Position 628: 0.00288595521965182
Position 2335: 0.002816957226467066
Position 193: 0.0026892602835108664
Position 245: 0.0026221497852397225
Position 2257: 0.002359054541473691
Position 928: 0.0022027907686226356
Position 791: 0.0018253790514885788
Position 261: 0.0017108340130050968
Position 124: 0.0015732293060427382
Position 1009: 0.0015624640554872816
Position 3262: 0.001503924371677657
Position 487: 0.0014121170434539432
Position 139: 0.0012779091934588434
Position 4514: 0.0009390679488977322
Position 4308: 0.000627848242631157
Position 4189: 0.0006162898147954068
Position 765: 0.000608819366862574
Position 3652: 0.00046095047146232264
Position 841: 0.0004470329064578445
Position 199: 0.0004131586523295515
Position 4252: 0.0003629870254227275
Position 760: 0.0003583170194679985
Position 844: 0.0003210291082347385
Position 881: 0.00029382166872632376
Position 770: 0.0002733576330225018
Position 639: 0.00026642170976052756
Position 4212: 0.00023401915617672864
Position 1014: 0.00022365198444241808
Position 241: 0.00020628743162705963
Position 458: 0.0001967023003025251
Position 833: 0.0001601415823398444
Position 509: 0.0001391287683835208
Position 253: 0.00012717111346073455
Position 4224: 0.00012639909818768907
Position 4520: 0.0001225682603576618
Position 1257: 0.00011894953647759816
Position 4289: 0.0001123323567963308
Position 1203: 0.00010824057831962048
Position 586: 0.00010740997954871997
Position 1114: 8.703336267313641e-05
Position 1050: 8.017463897902407e-05
Position 52: 7.832575987820354e-05
Position 79: 7.385096862569901e-05
Position 96: 6.982805710318638e-05
Position 1072: 6.327286381343155e-05
Position 308: 5.9945119712574485e-05
Position 422: 5.560817541740657e-05
Position 1102: 5.063019448098279e-05
Position 595: 4.446003953260268e-05
Position 385: 4.434072015987492e-05
Position 371: 4.2305908587161524e-05
Position 369: 4.03580601800754e-05
Position 1530: 3.9134530431752166e-05
Position 4270: 3.8238004088401854e-05
Position 225: 3.605667933093002e-05
Position 4314: 3.604939224265765e-05
Position 736: 3.567801383271678e-05
Position 436: 3.0391146504691056e-05
Position 4060: 2.9244002204873165e-05
Position 1522: 2.8153171172202023e-05
Position 99: 2.3599497141282997e-05
Position 530: 2.0039147622961038e-05
Position 3580: 1.919140515037305e-05
Position 4666: 1.7275540044883866e-05
Position 2493: 1.625145803154936e-05
Position 532: 1.589157619031459e-05
Position 606: 1.4889339144706892e-05
Position 575: 1.4623759022935313e-05
Position 84: 1.3227794377558845e-05
Position 47: 1.3176784396785496e-05
