Gene = Cwh43
index = 308
Annotated 5SS: [  330  2254  5898  7090  9059 10722 12127 15505 17920 22598 24473 25899
 28294 32422 35386]
Annotated 3SS: [ 2061  5776  6934  8856 10632 11868 15378 17839 22491 24336 25748 28148
 32359 35229 46942]
SMsplice 5SS: [  330  5898  7090 10722 15505 17920 24473 25899 28294 32422 35386 42682]
SMsplice 3SS: [ 5776  6934 10632 15378 17839 24336 25748 28148 32359 35229 42553 46942]
top_k =  500
Partition function (log Z): 7.039746322887105

Sorted 5' Splice Sites (High to Low Probability):
Position 15505: 0.9889833099328268
Position 35386: 0.9859335587199622
Position 10722: 0.9833818531081943
Position 25899: 0.9650030722340652
Position 28294: 0.9468198948065042
Position 24473: 0.9449597379155567
Position 7090: 0.8928276914519585
Position 32422: 0.8795751659842238
Position 330: 0.8700116229866941
Position 5898: 0.8351425362388266
Position 17920: 0.5796065679908297
Position 36358: 0.5392033716276065
Position 4016: 0.5121669952837602
Position 14063: 0.4203252172748548
Position 12127: 0.41505332185331173
Position 2254: 0.40136391358842466
Position 22598: 0.39785155270928724
Position 9059: 0.38035419151259775
Position 42682: 0.33809178267914647
Position 7761: 0.3343336258831281
Position 13891: 0.3182748745496367
Position 29315: 0.30450471344731134
Position 8465: 0.28129883323673394
Position 30023: 0.16382783343399296
Position 24708: 0.15528234344021993
Position 33349: 0.15496409324143876
Position 1478: 0.15099373852649262
Position 10533: 0.11311983548442481
Position 37755: 0.1127258049758716
Position 26735: 0.10683108567923365
Position 16210: 0.10569169699080971
Position 14067: 0.0983828277583445
Position 27349: 0.08962549068943106
Position 1656: 0.08901023439530564
Position 38017: 0.0773464651147491
Position 34232: 0.06839406834888635
Position 641: 0.06735020254790576
Position 11705: 0.05148109717536058
Position 120: 0.05074058281463175
Position 38310: 0.04619343939825261
Position 18815: 0.044992015740321176
Position 14237: 0.04232068591727243
Position 20230: 0.04036403997458348
Position 27213: 0.04016328065474663
Position 13150: 0.03971978051521273
Position 3906: 0.035526348486870626
Position 1192: 0.03262234287413188
Position 24665: 0.03232976735962826
Position 27943: 0.02948267949489827
