Gene = Ibtk
index = 555
Annotated 5SS: [  204  5960 11867 14360 16704 18251 20659 20929 22725 25288 27060 28591
 29472 30322 30440 30974 31784 34036 35147 35738 38959 41311 42891 45684
 46320 52216 58641 59126]
Annotated 3SS: [ 5274 11769 14234 16592 18079 20540 20747 22600 25109 26881 27987 29384
 30238 30401 30876 31681 33917 35085 35615 38845 41161 42729 45590 46175
 52068 58568 58992 60819]
SMsplice 5SS: [  204  5960 11867 14360 16704 18251 20659 22725 25288 29472 30974 31784
 34036 35738 38959 41311 42891 45684 46320 52216 59126]
SMsplice 3SS: [ 5754 11769 14234 16592 18079 20540 22600 25109 29384 30876 31681 33917
 35615 38845 41161 42729 45590 46175 52068 59030 60819]
top_k =  500
Partition function (log Z): 23.806820498552618

Sorted 5' Splice Sites (High to Low Probability):
Position 52216: 0.9999968018657556
Position 59126: 0.9932831737475536
Position 38959: 0.9926239600195271
Position 14360: 0.991950489169979
Position 42891: 0.9794852600852031
Position 31784: 0.9638431071996991
Position 20659: 0.9597182103415139
Position 29472: 0.9470426182827385
Position 25288: 0.9437334078701619
Position 30974: 0.9198289370881813
Position 41311: 0.8789098345414122
Position 5960: 0.8765817966760546
Position 46320: 0.846761421634205
Position 22725: 0.841317152941801
Position 18251: 0.8355298665436739
Position 204: 0.8051617897870734
Position 11867: 0.7417837960067093
Position 35738: 0.7192627759069383
Position 34036: 0.6903397555295953
Position 45684: 0.6777712434341671
Position 16704: 0.5847246470182309
Position 27060: 0.5834611161442824
Position 30440: 0.5821750289739469
Position 55197: 0.5162727324323682
Position 35147: 0.47244054432191934
Position 20929: 0.4165980158523837
Position 43936: 0.3756778001594095
Position 60338: 0.33079325655935216
Position 19380: 0.32107914892073935
Position 41683: 0.313105285953138
Position 58641: 0.30805596882739716
Position 58780: 0.2814872058122883
Position 30322: 0.22849207308501557
Position 27017: 0.17996900822559278
Position 16673: 0.11794746560260602
Position 26714: 0.1158319330022885
Position 41305: 0.10044721205294196
Position 36472: 0.09346131448814066
Position 20837: 0.09255320851725063
Position 31223: 0.08768866329984364
Position 31572: 0.08396646643933223
Position 807: 0.08120533807986588
Position 12204: 0.07803169073568868
Position 18738: 0.07413995731475391
Position 122: 0.07177904238609431
Position 14535: 0.07121307279669085
Position 36092: 0.06100586963116542
Position 31398: 0.055831373209614094
Position 20847: 0.053618372536562035
Position 7236: 0.052854301111368046
Position 46809: 0.052795294113899986
Position 35697: 0.05269069119868936
Position 29762: 0.05122144500257627
Position 14645: 0.05115314786026934
Position 23810: 0.05004700676565569
Position 33016: 0.04888860342519181
Position 45280: 0.0478838904214676
Position 16728: 0.04767977799261281
Position 11900: 0.047171352524770616
Position 803: 0.04422057039859305
Position 34748: 0.04261512238212817
Position 14669: 0.04010719028821292
Position 59869: 0.040063952485817046
Position 26218: 0.039235765474300195
Position 15485: 0.03766912178108253
Position 16778: 0.0372580640425188
Position 40539: 0.03559821494470826
Position 46875: 0.035488816290740355
Position 24941: 0.03508642714331156
Position 37953: 0.035034589979571304
Position 31122: 0.034569155465694126
Position 35369: 0.03411174857424672
Position 32910: 0.032752345544269576
Position 14143: 0.03053350199133926
Position 7842: 0.02800692575887564
Position 31071: 0.026584642611158962
Position 41757: 0.025576039700430125
Position 39942: 0.025557387970105313
Position 24943: 0.024410803879617096
Position 35212: 0.024402080927295643
Position 29924: 0.02400844885176651
Position 2755: 0.02348128815901773
Position 3017: 0.022906954313834216
Position 13024: 0.02246658231681686
Position 25339: 0.022049804879062752
Position 25173: 0.02138788250431194
Position 19522: 0.020367162962757444
Position 45688: 0.02000111022330131
Position 24375: 0.019107541673026265
Position 22882: 0.018733171706472044
Position 32879: 0.018451759495919574
Position 4884: 0.017804279367771705
Position 22684: 0.01750649310441154
Position 20428: 0.017329266497155445
Position 47162: 0.0172380554386573
Position 31988: 0.017214023668867238
Position 30447: 0.01610021606933863
Position 4938: 0.015489702875834186
Position 37886: 0.014312349722574103
Position 35974: 0.01376618159980068
Position 4950: 0.013764745865322892
Position 26616: 0.013093978022076217
Position 36283: 0.012871330762868918
Position 41345: 0.012357361671831631
Position 12638: 0.012245559513949324
Position 17330: 0.011943792786120379
Position 5350: 0.011721076306236837
Position 21560: 0.009760370114385524
Position 46943: 0.009411402931547639
Position 17988: 0.009210230321967319
Position 30100: 0.009154753919220215
Position 32009: 0.007774844987797876
Position 35181: 0.0077070349530734186
Position 35848: 0.007666820566539089
Position 13865: 0.007193547602944133
Position 5755: 0.006817803960864672
Position 41536: 0.006578916778501107
Position 23364: 0.006327948616034448
Position 17394: 0.0063149001403266175
Position 47859: 0.006190812204417015
Position 60630: 0.006151860939386117
Position 36478: 0.005646857989660521
Position 59605: 0.005207987127563753
Position 17674: 0.005080008660613938
Position 14530: 0.005047405244594072
Position 31998: 0.0047774564037860465
Position 32988: 0.004591950358708917
Position 15054: 0.004378684990547584
Position 54785: 0.004197703355611561
Position 53611: 0.0041821376363452185
Position 12166: 0.004181660726780435
Position 29787: 0.004173140282863331
Position 61183: 0.00396300174128059
Position 34848: 0.003929389074495718
Position 33605: 0.003861088843013755
Position 18480: 0.0037222999167771547
Position 41705: 0.0037065370546395682
Position 43449: 0.0037048906302896926
Position 44268: 0.0035533421923677607
Position 12684: 0.003508964559745593
Position 30556: 0.0034145424294501616
Position 24619: 0.0033127804136331433
Position 6251: 0.0031257356663153112
Position 40687: 0.0029978315416049266
Position 31092: 0.0029663180056161953
Position 6233: 0.0028026034572767276
Position 43469: 0.002772692839858333
Position 29495: 0.0027335171619476337
Position 26754: 0.0026150624964642807
Position 32842: 0.0025947465622068668
Position 41635: 0.002503249719621292
Position 40550: 0.0021893454827756616
Position 7822: 0.0021306626981322623
Position 20853: 0.0020357773215258384
Position 16910: 0.0018614754010563303
Position 9878: 0.0018496871062150212
Position 59839: 0.0018446991870435304
Position 16732: 0.001839902114920083
Position 46886: 0.0016775350951635307
Position 43878: 0.0015677243161519065
Position 39872: 0.0015571076177826207
Position 24089: 0.0014026092903487144
Position 9763: 0.0013773435252953535
Position 30670: 0.0013711167392094284
Position 20712: 0.0012073936816336182
Position 30964: 0.0011760587321690613
Position 30019: 0.00115838645517947
Position 550: 0.0011439794254153527
Position 41315: 0.0011294538590017468
Position 592: 0.0010003611420300788
Position 59533: 0.0009951773449860663
Position 15182: 0.0009945355747300593
Position 22057: 0.0008950142167251687
Position 425: 0.000812291031069872
Position 46052: 0.0007623185618695207
Position 15808: 0.0007116079119900194
Position 15706: 0.0006771477688495116
Position 39044: 0.0006457245791476566
Position 434: 0.0006256510990426007
Position 31052: 0.0005064663351208524
Position 14566: 0.0004119445446989349
Position 44274: 0.0004044483906659634
Position 14605: 0.00039927929755625047
Position 224: 0.00035274017316162836
Position 15476: 0.0003490851456090331
Position 29960: 0.0003433831826985989
Position 20066: 0.00033843785492467524
Position 90: 0.00029702299196960935
Position 14747: 0.0002932510961989052
Position 738: 0.00027866962236400777
Position 14714: 0.00024383428053417506
Position 642: 0.00020688661333673251
Position 34316: 0.00018863300907580327
Position 112: 0.00017004620565407288
Position 5876: 0.00016364628638048734
Position 41439: 0.00015761873847490131
Position 40205: 0.00015384247202853538
Position 25292: 0.00015069873179666385
Position 26707: 0.0001283102298647338
Position 69: 0.00011191209068860129
Position 442: 8.591286096613809e-05
Position 1250: 8.355366759832339e-05
Position 4911: 7.078823540376382e-05
Position 373: 6.978599900491831e-05
Position 4057: 5.9410491510338874e-05
Position 4710: 5.3790423486167295e-05
Position 3242: 4.869177174749066e-05
Position 41252: 4.566072363408389e-05
Position 4245: 4.281352202482972e-05
Position 12: 4.109253688865982e-05
Position 772: 4.050027937052558e-05
Position 1664: 3.823046942453161e-05
Position 6280: 3.789829777758548e-05
