Gene = 1110004F10Rik
index = 2
Annotated 5SS: [  225  6223  8704 10020]
Annotated 3SS: [ 6138  8642  9909 10910]
SMsplice 5SS: [  87 6223 8704]
SMsplice 3SS: [ 6138  8642 10890]
top_k =  500
Partition function (log Z): -6.5431935605576665

Sorted 5' Splice Sites (High to Low Probability):
Position 8704: 0.9810011092258097
Position 6223: 0.5841709647767793
Position 87: 0.4895549327788563
Position 11168: 0.47690704815502555
Position 10020: 0.4392727103248673
Position 925: 0.22042244108233083
Position 623: 0.21334676137602615
Position 483: 0.14052163202075266
Position 268: 0.13009065926181004
Position 2769: 0.1086633418809285
Position 225: 0.08151000022400869
Position 9986: 0.06519130036038995
Position 10999: 0.03348444930860269
Position 5966: 0.03099351132944604
Position 11123: 0.025618967437723072
Position 125: 0.022324039576105813
Position 7210: 0.01761442448833781
Position 718: 0.01394862856903706
Position 10458: 0.013298913616457705
Position 11114: 0.012678741510245041
Position 10933: 0.011801966274332165
Position 2239: 0.011101593669942678
Position 9475: 0.010979561878994522
Position 195: 0.007695724396243291
Position 29: 0.007040172653156495
Position 202: 0.0069638000133636175
Position 11740: 0.005775172832648109
Position 10015: 0.0040964082897931705
Position 2554: 0.0034658305704900775
Position 74: 0.003460238302173241
Position 11479: 0.002451792416538369
Position 8730: 0.0019883094374051075
Position 10387: 0.001975584985921634
Position 179: 0.0018833563430878137
Position 11009: 0.001762137911702929
Position 10981: 0.0016254397308140052
Position 245: 0.0015363119429250458
Position 11128: 0.0014845251776626682
Position 144: 0.0008547837964837636
Position 11118: 0.0008268006529626891
Position 11024: 0.0007917667720580436
Position 394: 0.000559554455940001
Position 9447: 0.0003857123981024122
Position 23: 0.0003691239996496293
Position 166: 0.0003536094769303937
Position 687: 0.000293711690713184
Position 9377: 0.00022789738703930703
Position 9372: 0.00021994497003985624
Position 256: 0.00019154855585152506
Position 11422: 0.0001740151983261711
Position 500: 0.00015231082996663693
Position 11695: 0.00014932098263212377
Position 728: 0.00013972584148090025
Position 102: 0.00013734007774527225
Position 8952: 0.00010980478130439302
Position 8724: 9.218081180792138e-05
