Gene = Plet1
index = 824
Annotated 5SS: [ 222 4775 6604]
Annotated 3SS: [4569 6547 9751]
SMsplice 5SS: [ 222 6604]
SMsplice 3SS: [6547 9133]
top_k =  500
Partition function (log Z): -4.651941485712607

Sorted 5' Splice Sites (High to Low Probability):
Position 6604: 0.9943564856490259
Position 222: 0.9453770198892263
Position 4775: 0.4699272803535417
Position 2327: 0.3011108081110012
Position 9043: 0.29914626514691417
Position 9971: 0.27699710766540975
Position 1440: 0.20515772502713941
Position 10318: 0.1429937611534871
Position 5971: 0.10435476489653198
Position 10512: 0.09890334003477051
Position 5941: 0.07416916092248296
Position 5983: 0.05442186998209911
Position 2582: 0.05356241619015115
Position 2702: 0.04910668762815702
Position 5682: 0.04892986780518018
Position 7807: 0.04874305377484597
Position 8725: 0.039268120059593785
Position 9292: 0.03059841663093588
Position 1614: 0.0216365293718848
Position 399: 0.020479522111565597
Position 9595: 0.019260789774425136
Position 5148: 0.01896034568147674
Position 289: 0.014904865129854481
Position 2724: 0.013565832747474506
Position 201: 0.010680711138842891
Position 293: 0.01062002187579004
Position 5920: 0.01050997298388436
Position 2633: 0.010069057643159691
Position 616: 0.00793210716336276
Position 1038: 0.007415093897791458
Position 9574: 0.006224431550509198
Position 9206: 0.006071999611741031
Position 209: 0.005570912491927505
Position 4712: 0.0040562183950776515
Position 566: 0.00372633486116849
Position 4823: 0.0032642134044716773
Position 1058: 0.003143141255648035
Position 2762: 0.003018383252813277
Position 1811: 0.0029902947073609976
Position 404: 0.0016835977718564466
Position 4593: 0.0015070081620010356
Position 4683: 0.0014369637045847702
Position 7587: 0.0014310285100438392
Position 4638: 0.001298414449342927
Position 4755: 0.001145964338401913
Position 3395: 0.0008872117156010304
Position 582: 0.0007378627212966465
Position 8997: 0.0007376975894592111
Position 620: 0.0007361703628917311
Position 1502: 0.0006525203045664635
Position 1274: 0.0005519268374845994
Position 9219: 0.000545964651571321
Position 2228: 0.00028755895603800504
Position 642: 0.00025638534420660433
Position 604: 0.00025631069604119743
Position 702: 0.0002511548602518565
Position 1256: 0.00014388600455785512
Position 1042: 0.00012276463207753737
Position 696: 0.00011474545098398331
Position 1161: 0.00011460256089665521
Position 1071: 0.00011159371173780133
Position 739: 0.00010515794322597985
Position 329: 7.990495445565268e-05
Position 824: 7.802876248771559e-05
Position 43: 3.9721340880212974e-05
Position 6876: 3.1149140160017784e-05
Position 7388: 3.10902130866818e-05
Position 6696: 2.517150098083791e-05
Position 6858: 2.5089981892501432e-05
Position 380: 1.3791903656510808e-05
Position 384: 1.088199229578604e-05
Position 340: 7.542087274340283e-06
Position 297: 5.850515956964843e-06
Position 194: 5.707033697099953e-06
Position 319: 4.5475229049701815e-06
Position 262: 4.2767623780671485e-06
Position 130: 2.529870204346523e-06
Position 299: 2.085199871576745e-06
Position 120: 1.769099690917994e-06
Position 140: 1.4758132708176803e-06
Position 750: 1.106448274682086e-06
Position 526: 8.079667792181894e-07
Position 373: 6.928499093245454e-07
Position 244: 4.281409727960873e-07
Position 137: 3.070813964281265e-07
Position 724: 2.608959180562582e-07
Position 82: 2.580538555945852e-07
Position 226: 2.5768993524444566e-07
Position 76: 1.9916329993719653e-07
Position 348: 1.1165204518837076e-07
Position 301: 1.0588649791173825e-07
Position 326: 8.023653727843624e-08
Position 303: 5.9038671217849305e-08
Position 255: 2.2154582738027154e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 6547: 0.9464877730724012
Position 9133: 0.3979592818086572
Position 4569: 0.37214476151081105
Position 9751: 0.36878999823660613
Position 2223: 0.27477676968642084
Position 10389: 0.2427502725325678
Position 8883: 0.21979295373646823
Position 1369: 0.15496665427860468
Position 8611: 0.1075672253914338
Position 2563: 0.09960983338241113
Position 5839: 0.0980890441198232
Position 10077: 0.0929861958684444
Position 10201: 0.08161581689501855
Position 10446: 0.06630086915240294
Position 5678: 0.062481564534541775
Position 10758: 0.05177344217668158
Position 4463: 0.051616718417754934
Position 6432: 0.05126105984676378
Position 5768: 0.048310109461483744
Position 9832: 0.04363076284079728
Position 5681: 0.03965510703190868
Position 10053: 0.03902841084999773
Position 5531: 0.035805949722845475
Position 4593: 0.03538462996662279
Position 9435: 0.029464719725466795
Position 1233: 0.028953306612177886
Position 10586: 0.026503585662191485
Position 10411: 0.025792665697093934
Position 4617: 0.015501491647405857
Position 8762: 0.015245851602320762
Position 994: 0.013892955189106989
Position 507: 0.012718098486688728
Position 10763: 0.012625152298348574
Position 7716: 0.012031792310048719
Position 7533: 0.011777985559594497
Position 2315: 0.011630019559839935
Position 10317: 0.011398108281891181
Position 2117: 0.009933022711416632
Position 310: 0.00927796386721069
Position 5133: 0.00893280916157824
Position 4991: 0.008306173766479552
Position 5337: 0.008043861719575732
Position 8718: 0.007713909218653696
Position 1311: 0.0076062304104055406
Position 1531: 0.007496570698883684
Position 2361: 0.007173557250090784
Position 7750: 0.007156401220970033
Position 9042: 0.006926993507326765
Position 10120: 0.006541084754591715
Position 1273: 0.0064723373114077545
Position 8777: 0.006379278492894004
Position 1112: 0.005837426316502616
Position 7485: 0.005720934379535647
Position 7196: 0.0056438551698991
Position 8756: 0.004848524282503002
Position 2285: 0.004744463997524
Position 10841: 0.004579507160272382
Position 2417: 0.004559236131462293
Position 7504: 0.004248465345235981
Position 10800: 0.004144322962532088
Position 2444: 0.004137316404383477
Position 8293: 0.003914602913235625
Position 2095: 0.003288361644316765
Position 4597: 0.003276749053009489
Position 8676: 0.003189166225667204
Position 7725: 0.003089618031006789
Position 2002: 0.003028852712290424
Position 4708: 0.0029578936846167843
Position 7243: 0.0027509825791672223
Position 9880: 0.002624713367255201
Position 1423: 0.002540358806983017
Position 1644: 0.0024174020663810156
Position 9763: 0.0023512102079373326
Position 7433: 0.002292996321157925
Position 7769: 0.0021747250826486026
Position 10689: 0.00217428902711138
Position 10785: 0.0021551538318624087
Position 1498: 0.0021260924418863196
Position 9688: 0.0021120002026359364
Position 964: 0.0020597338618517807
Position 1905: 0.001985019424125585
Position 1387: 0.0019204867773730972
Position 7763: 0.0018948273484278467
Position 7624: 0.0018849459224175294
Position 4614: 0.0018718607297376
Position 4724: 0.001817987372367636
Position 1574: 0.001777166273225853
Position 2162: 0.0015847234507131045
Position 10880: 0.0014078367430335435
Position 10105: 0.0013967744827254286
Position 2433: 0.0013724420844209832
Position 8691: 0.0012932905784878144
Position 10232: 0.0012292617468269032
Position 10127: 0.0011773137438827073
Position 1129: 0.0011585238796843749
Position 6826: 0.0008933845083182187
Position 3337: 0.0008872117156010305
Position 10148: 0.0007761486030633098
Position 2139: 0.0007682153543661218
Position 9081: 0.000754856517980807
Position 6772: 0.0007132316329347756
Position 1281: 0.0006490430494418173
Position 2155: 0.0006244145217030653
Position 8355: 0.0005971167062594068
Position 398: 0.0005771291141298691
Position 10004: 0.00047391461031603694
Position 9783: 0.0004664433390661718
Position 373: 0.00044826965289956666
Position 6754: 0.0004456303692963044
Position 6764: 0.0004095594947058265
Position 6832: 0.00039686163631949594
Position 2239: 0.0003556139851011208
Position 476: 0.00034872309725759494
Position 8324: 0.00032701006501485827
Position 1200: 0.0003218159992569263
Position 2204: 0.0003052431125525554
Position 884: 0.0002851151840411882
Position 2261: 0.00026266959627305463
Position 2653: 0.0002377337248748527
Position 1133: 0.00023313330505926074
Position 924: 0.0002321785438759428
Position 1343: 0.00023095336191346572
Position 7490: 0.0002274801423112322
Position 1375: 0.00021870140533648223
Position 7082: 0.00018669899447147604
Position 7056: 0.0001802679764767469
Position 1245: 0.00017985009171678112
Position 518: 0.00016772048307470773
Position 2423: 0.00015406093985460782
Position 7901: 0.0001298528716019809
Position 7538: 0.00012829038711945182
Position 7924: 0.00011980170925299596
Position 2322: 0.00011560107639244115
Position 1670: 9.914522439992925e-05
Position 7144: 8.702846766878766e-05
Position 489: 8.31111641791067e-05
Position 1655: 6.669163027764692e-05
Position 1291: 6.218733895432445e-05
Position 339: 5.161429029995135e-05
Position 1242: 5.090736087813941e-05
Position 1556: 4.166752650653957e-05
Position 815: 3.9476693033773665e-05
Position 120: 3.873083448807624e-05
Position 2129: 3.535967292144796e-05
Position 1613: 3.071899098766857e-05
Position 736: 2.642969096409452e-05
Position 444: 2.0551969121093827e-05
Position 1579: 1.8259895603856104e-05
Position 2041: 1.7431727741397136e-05
Position 1238: 1.509119078437912e-05
Position 2055: 1.3730871619741785e-05
Position 2367: 1.1318342179543722e-05
Position 2528: 1.1260857541835875e-05
Position 267: 5.167340209118156e-06
Position 853: 4.2322149143456805e-06
Position 739: 2.4629457347557637e-06
Position 419: 1.8013810806180422e-06
Position 674: 1.6983662703303193e-06
Position 277: 1.6093785691370322e-06
Position 544: 1.5689617948955764e-06
