Gene = Krtdap
index = 613
Annotated 5SS: [ 118 1639 1850 2052 2711]
Annotated 3SS: [1599 1807 2006 2662 3014]
SMsplice 5SS: [118]
SMsplice 3SS: [2006]
top_k =  500
Partition function (log Z): -8.281312336209341

Sorted 5' Splice Sites (High to Low Probability):
Position 118: 0.5440986510267186
Position 360: 0.4559097862634654
Position 2052: 0.3599401286662108
Position 2476: 0.12907306374517274
Position 2136: 0.12544938025932142
Position 2711: 0.12332078859835852
Position 1639: 0.0976022759135163
Position 1681: 0.09213088378993094
Position 2081: 0.0802281225252628
Position 942: 0.036670861474858256
Position 592: 0.026419721721166217
Position 960: 0.017179848248069497
Position 1495: 0.011202966210862846
Position 2158: 0.008646875310017997
Position 1673: 0.006461505800128184
Position 996: 0.005623704960289382
Position 1907: 0.004182239366945772
Position 2171: 0.0036562181184437597
Position 612: 0.0033420726798339753
Position 1850: 0.0033089842892672556
Position 1477: 0.003089455449539352
Position 2749: 0.0022617286997038957
Position 2099: 0.0015296464007228964
Position 79: 0.001443719107731517
Position 191: 0.0012679516138666127
Position 2972: 0.0011642611496212308
Position 1902: 0.0010987984745580684
Position 2734: 0.0010745958249290058
Position 364: 0.00106380818478088
Position 130: 0.0008479340027698825
Position 275: 0.0007383750203489374
Position 2086: 0.0005967101801194524
Position 1241: 0.0005812079076980047
Position 1693: 0.0005347282299197891
Position 1685: 0.0005246986510832381
Position 2720: 0.0004524571039000203
Position 1677: 0.000351737438918396
Position 1253: 0.00032793862811865144
Position 1675: 0.00032623364354663286
Position 333: 0.00032575800017522756
Position 43: 0.0003047987422663713
Position 1382: 0.00021495192712315574
Position 2165: 0.00020266242774260023
Position 1125: 0.00018343410476929844
Position 2295: 0.00017636443911448258
Position 283: 0.00016693779611316305
Position 2066: 0.00016296850796846467
Position 1489: 0.00014665921208712344
Position 1667: 0.00012979748187102314
Position 240: 0.00012120963436251091
Position 1151: 9.553237000914547e-05
Position 1722: 6.912789270773276e-05
Position 167: 4.563912507879486e-05
Position 1665: 3.9397140181540335e-05
Position 755: 2.4152370810853447e-05
Position 211: 1.691483730759032e-05
Position 939: 1.2699416328510427e-05
Position 46: 7.972346718569051e-06
Position 291: 3.8002736080210634e-06
Position 183: 2.7990104666747217e-06
Position 667: 1.26228769869639e-06
Position 204: 9.175623823725781e-07
Position 1713: 8.915928630621463e-07
Position 1702: 8.794820408755735e-07
Position 1700: 8.550095132268585e-07
Position 490: 5.685041097457485e-07
Position 707: 5.426285662089416e-07
Position 413: 4.360731894239086e-07
Position 165: 3.261903192851601e-07
Position 770: 2.4461768950590034e-07
Position 273: 7.841098185317925e-08
Position 512: 1.313856338980528e-10
Position 493: 6.763924991454971e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2006: 0.7050550951534863
Position 3014: 0.4710212423193784
Position 1599: 0.1987197246403506
Position 1807: 0.13776161452940386
Position 2662: 0.13134991279401495
Position 2322: 0.06463006783526741
Position 2858: 0.04880312928941861
Position 2514: 0.04200151864150316
Position 828: 0.04197137763954564
Position 2389: 0.0416706447121296
Position 1892: 0.0303456152402757
Position 222: 0.02954856481356795
Position 2710: 0.028488779066932816
Position 2566: 0.02639752673952931
Position 3067: 0.020137932251566095
Position 3050: 0.017753732828445678
Position 509: 0.01539345756577843
Position 2205: 0.015380248837072142
Position 876: 0.01147521301489463
Position 1935: 0.008756444034613743
Position 1965: 0.007834939230618843
Position 2376: 0.007669024901408169
Position 1356: 0.0071512289061985606
Position 1431: 0.005823629097257148
Position 2352: 0.0044646183452035125
Position 1381: 0.004125619124539093
Position 1571: 0.0027698200324088166
Position 1394: 0.0026457407524775167
Position 1452: 0.0025403685002091812
Position 2350: 0.0020502186113432975
Position 3152: 0.0016120271183682133
Position 2396: 0.001259376634852354
Position 921: 0.0012041549357359894
Position 1029: 0.0011731905707905912
Position 835: 0.001130129569877814
Position 2015: 0.0011035151141341479
Position 191: 0.0010972143376684331
Position 450: 0.0010742118339719347
Position 1142: 0.0009808228294336532
Position 716: 0.0009428703235363974
Position 3073: 0.0008921287657210006
Position 2299: 0.0008638292440849098
Position 254: 0.0008104713282352976
Position 797: 0.0007836762229772988
Position 226: 0.0006316328726608915
Position 2426: 0.000538588388722135
Position 1837: 0.0005136538610610815
Position 591: 0.00046681106163500664
Position 677: 0.0004449064817047685
Position 1603: 0.00040712372016957687
Position 1062: 0.00038235389058918475
Position 416: 0.00028268509419608704
Position 228: 0.00026310856543831744
Position 519: 0.0002622428254239917
Position 1636: 0.00025579689481754713
Position 459: 0.00024079341638167206
Position 1494: 0.00022160637671175256
Position 2412: 0.000195665847829887
Position 959: 0.0001939913719085482
Position 2418: 0.00018958966640654856
Position 165: 0.00015535948400578764
Position 1477: 0.0001482324078759588
Position 846: 0.00014377074953486531
Position 3181: 0.0001412450175336178
Position 387: 0.00013969711196704665
Position 2227: 0.00013891379982317953
Position 1512: 0.0001381511906862227
Position 493: 0.0001163013921308573
Position 188: 0.00010870250973484523
Position 474: 9.540080295629289e-05
Position 299: 9.286813184189739e-05
Position 1303: 5.7508903750438946e-05
Position 558: 5.188255100143387e-05
Position 1218: 4.9998390176259694e-05
Position 1221: 4.858574129652457e-05
Position 309: 4.167963146523466e-05
Position 259: 4.133113917740446e-05
Position 526: 3.882263582589347e-05
Position 2453: 3.7537030900095515e-05
Position 1267: 3.6059281149118094e-05
Position 146: 3.46601261373557e-05
Position 1335: 3.101029149175777e-05
Position 1261: 2.8196021834694886e-05
Position 1846: 2.6748452578941868e-05
Position 1367: 1.6439790526959167e-05
Position 1295: 1.5760646242053243e-05
Position 478: 9.7692164577809e-06
Position 467: 8.387427191498622e-06
Position 250: 7.492218276458837e-06
Position 563: 4.103813538951412e-06
Position 773: 3.6266608093315736e-06
Position 1098: 3.598623083324327e-06
Position 885: 3.3979226927035615e-06
Position 923: 3.3768113267156766e-06
Position 262: 3.0856811261792723e-06
Position 234: 2.520404665526458e-06
Position 247: 2.3053776847696674e-06
Position 528: 5.227661608005778e-07
Position 347: 2.8345123930978574e-07
Position 433: 2.567175302095229e-07
Position 887: 2.225914755728886e-07
Position 273: 1.894942703731188e-07
Position 610: 1.856267190984852e-07
Position 278: 1.6491140456601722e-07
Position 231: 1.6227388357036879e-07
Position 745: 1.4391353642443141e-07
Position 413: 1.245321896440352e-07
Position 354: 1.1899205087468716e-07
Position 286: 1.1582202565049825e-07
Position 266: 1.0992116064607234e-07
Position 323: 1.0773364140124635e-07
Position 480: 4.33487450576764e-08
Position 482: 4.175590016158922e-08
Position 650: 3.615423467394834e-08
Position 302: 3.445094364873704e-08
Position 684: 1.9356603570388666e-08
Position 699: 1.0554869932880657e-08
Position 271: 2.3145556006113388e-09
Position 130: 1.5132097522955804e-09
Position 588: 5.0601098794389195e-11
Position 363: 4.530991893443325e-11
Position 359: 2.6762950500636334e-13
