Gene = Tnfsf18
index = 1128
Annotated 5SS: [ 193 5850]
Annotated 3SS: [5815 8796]
SMsplice 5SS: [193]
SMsplice 3SS: [2328]
top_k =  500
Partition function (log Z): -10.765231675234746

Sorted 5' Splice Sites (High to Low Probability):
Position 193: 0.9495645231887768
Position 6053: 0.15927421769381098
Position 5850: 0.10675755643916716
Position 3545: 0.07984462721925904
Position 2448: 0.07058230101899661
Position 8910: 0.06934123240884195
Position 2540: 0.06822306077401542
Position 566: 0.043567028185448345
Position 5591: 0.033540066165148485
Position 1867: 0.031740348748398824
Position 5403: 0.03091393823627136
Position 1835: 0.029962792105174163
Position 2614: 0.025461881443497578
Position 105: 0.019852092716918335
Position 9198: 0.011217355415187629
Position 6827: 0.009536845097558096
Position 327: 0.008098324009896386
Position 3540: 0.006534032329338372
Position 5643: 0.0061810946084583165
Position 740: 0.006092898553343123
Position 2609: 0.00457045812479407
Position 1774: 0.004519374580348163
Position 1393: 0.004373277433850135
Position 2873: 0.003639950399325789
Position 552: 0.0033561356988120743
Position 2099: 0.002769942760971739
Position 2723: 0.0023758732403179727
Position 198: 0.001994129209034591
Position 167: 0.0014506795041172567
Position 291: 0.001320664746071768
Position 1473: 0.0010249553044223026
Position 2024: 0.0010135395170920178
Position 239: 0.0009035130161462624
Position 427: 0.0006862188296813215
Position 1745: 0.0005185586030858014
Position 431: 0.0004097955401100702
Position 2117: 0.0003816415291625209
Position 4345: 0.0002613898147901621
Position 2112: 0.00023837911959104916
Position 614: 0.00021166201951073802
Position 1920: 0.00013526656981642418
Position 1439: 0.00010559690537357353
Position 114: 9.081886640031802e-05
Position 433: 8.352765267647796e-05
Position 86: 6.056631671938007e-05
Position 345: 5.8555321719595616e-05
Position 1460: 3.148168924089632e-05
Position 126: 2.9054413004383788e-05
Position 8: 2.7722586444020295e-05
Position 1729: 2.7660394974722412e-05
Position 4: 2.5689432191414643e-05
Position 133: 2.423709615576143e-05
Position 1946: 2.1450078252106065e-05
Position 250: 1.8204757886939703e-05
Position 1755: 1.0294359465651422e-05
Position 1004: 7.12133156607988e-06
Position 150: 6.2804408436800794e-06
Position 2034: 5.635568604610011e-06
Position 829: 5.387473945879273e-06
Position 747: 3.908090046123372e-06
Position 316: 1.4290505152674328e-06
Position 259: 1.3740297457124628e-06
Position 2657: 1.0078775891235176e-06
Position 2736: 9.85402989562793e-07
Position 2426: 8.03251812361396e-07
Position 367: 7.708537807091762e-07
Position 201: 7.232936876071641e-07
Position 209: 7.086623727313163e-07
Position 158: 5.260599505072846e-07
Position 47: 4.479386366554262e-07
Position 386: 2.7009164463132736e-07
Position 141: 2.6038456521588635e-07
Position 325: 4.4534121430781544e-08
Position 294: 1.8264903535065519e-09
Position 671: 1.7532394848520862e-09
Position 24: 2.0305591811794045e-10
Position 254: 3.096791595482474e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 8796: 0.2962208140405996
Position 2328: 0.27584115962388295
Position 5891: 0.2017303739124194
Position 9024: 0.16668414168660334
Position 5310: 0.13457820680767948
Position 5815: 0.1313285870328001
Position 10213: 0.09867260089920403
Position 6616: 0.09138128931513453
Position 3459: 0.07604786831446861
Position 1728: 0.04046798252664713
Position 7206: 0.027028823113888753
Position 1700: 0.02460358879830552
Position 430: 0.022327601258792414
Position 7458: 0.020270111058477303
Position 4093: 0.01329080956754758
