Gene = Znhit1
index = 1204
Annotated 5SS: [ 422 1107 2354 4365 4715]
Annotated 3SS: [ 976 2182 4284 4544 4814]
SMsplice 5SS: [ 422 2354 4365 4715]
SMsplice 3SS: [2182 4284 4544 4814]
top_k =  500
Partition function (log Z): 5.935619923769868

Sorted 5' Splice Sites (High to Low Probability):
Position 4365: 0.9932201128083438
Position 4715: 0.9718208793120926
Position 2354: 0.9692567655376542
Position 422: 0.5986609782492426
Position 304: 0.31705105729495286
Position 3911: 0.26062802425051285
Position 1107: 0.12584218566014851
Position 4059: 0.11365853060397846
Position 3929: 0.08072786997722337
Position 1810: 0.06943723804336946
Position 3951: 0.06514671994200957
Position 707: 0.02718860602111105
Position 353: 0.023473965647831257
Position 3496: 0.022674150253732903
Position 266: 0.011376765906702812
Position 4117: 0.010738806247712673
Position 346: 0.0098055302941574
Position 3609: 0.008468542048665229
Position 1128: 0.00819081206664925
Position 4673: 0.00774518714978205
Position 3290: 0.007299387405962542
Position 4173: 0.006729166373091526
Position 4387: 0.005978826862280679
Position 206: 0.00589422949634573
Position 426: 0.005716186077141287
Position 181: 0.005390850858348277
Position 1462: 0.004980203495420329
Position 3855: 0.004814458777000453
Position 900: 0.004625517233403111
Position 2059: 0.004444541984522239
Position 3955: 0.004411539638676289
Position 635: 0.003755553535679588
Position 1626: 0.003412441954200106
Position 1311: 0.0032287178322255783
Position 3628: 0.0030164211190150674
Position 4121: 0.0024521693261319467
Position 440: 0.002186434699467024
Position 142: 0.002101689239543544
Position 1124: 0.0020886257745648517
Position 329: 0.0019124168207173302
Position 2782: 0.0018873338294720884
Position 2160: 0.00161980122613954
Position 620: 0.0016168077648360218
Position 4185: 0.0015672767744977726
Position 2596: 0.0015079997987309936
Position 4535: 0.001330061381852553
Position 4015: 0.0010992767915237501
Position 1453: 0.0010707222601897108
Position 3235: 0.0010591982360076777
Position 3727: 0.0009429426734334305
Position 11: 0.0009345654721488508
Position 1549: 0.0006416615041439865
Position 4656: 0.0006374928749844213
Position 357: 0.0006149889969800165
Position 4683: 0.0005938189485969159
Position 3940: 0.0005924650785998122
Position 4696: 0.0005671213833050678
Position 1864: 0.0005089463493366575
Position 463: 0.0004792815704403237
Position 350: 0.0004249444933586138
Position 1816: 0.000390129912936668
Position 363: 0.00037863985208968825
Position 1820: 0.0003634298591723965
Position 4626: 0.0002587607296463261
Position 3411: 0.0002449048130331906
Position 308: 0.00024178859316252788
Position 370: 0.00022078454306686464
Position 2616: 0.00020287252378108385
Position 3920: 0.00019324925237212
Position 4552: 0.00015570507144671678
Position 3308: 0.0001542576246555032
Position 4309: 0.00014659504678398496
Position 3958: 0.00013770279790329743
Position 1976: 0.00013530250697919114
