Gene = Jhy
index = 602
Annotated 5SS: [   70  3236 19778 41459 47120 53183 65911 66770]
Annotated 3SS: [ 2905 19257 41344 46472 52887 65829 66640 68381]
SMsplice 5SS: [   70  3236 41459 47120 65911 66770]
SMsplice 3SS: [ 2905 41344 46990 65829 66640 68381]
top_k =  500
Partition function (log Z): -43.86412604880517

Sorted 5' Splice Sites (High to Low Probability):
Position 70: 0.9230279299529416
Position 3236: 0.9082042856801177
Position 9702: 0.1522880181740361
Position 1466: 0.07441793281601397
Position 2356: 0.05233460470131509
Position 91: 0.047533798615600496
Position 5814: 0.028747219098717407
Position 3148: 0.019418877785552822
Position 13659: 0.018643741946775386
Position 3478: 0.017798898667528065
Position 3466: 0.016230220971823375
Position 1913: 0.013270945803991721
Position 7329: 0.012301532232127484
Position 10180: 0.011855230195661952
Position 9674: 0.008066875636109964
Position 9726: 0.0055998946155312816
Position 6036: 0.005360685115250953
Position 117: 0.005033033123948371
Position 611: 0.005002660652594743
Position 726: 0.0036050436290045156
Position 134: 0.003454540135493106
Position 6851: 0.0034175749387957656
Position 2316: 0.0031378841315444854
Position 60: 0.0029142722722095516
Position 1545: 0.002682752967751988
Position 5856: 0.0022565708597293505
Position 8726: 0.0021588107587948114
Position 1460: 0.0019382431073234293
Position 1425: 0.0019207494130374827
Position 29: 0.001817002490855714
Position 1100: 0.0014334122918140087
Position 7353: 0.000874246177560331
Position 1028: 0.0006595347359418918
Position 2182: 0.0005833377883261712
Position 537: 0.0005822958476433926
Position 631: 0.0005368961803070251
Position 2802: 0.0005081005269128266
Position 1375: 0.00043711167378718025
Position 475: 0.00038828302281401474
Position 80: 0.00038556120506046853
Position 3278: 0.000315248124778734
Position 1199: 0.0003147939578441889
Position 2742: 0.00024537592360408036
Position 242: 0.00022309996926603274
Position 382: 0.00018155628456580962
Position 478: 0.0001670175137285652
Position 1095: 0.0001594212805313533
Position 2791: 0.0001488160473121786
Position 164: 9.549356151333159e-05
Position 858: 9.130202223051963e-05
Position 222: 9.009557729691536e-05
Position 2123: 8.275647574710139e-05
Position 1917: 7.306631223547517e-05
Position 1532: 6.848683464840899e-05
Position 2144: 5.509577522307079e-05
Position 2158: 5.474194249020946e-05
Position 2310: 3.5071316779368745e-05
Position 157: 5.506653814232928e-06
Position 1226: 1.967531752367185e-06
Position 1338: 9.028892904502182e-07
Position 353: 1.1746042436492041e-07
Position 236: 4.420967254575403e-08
Position 529: 3.9569870519047173e-08
Position 161: 3.871257232501886e-08
Position 486: 2.372635893549276e-08
Position 260: 1.7308946403176432e-08
Position 989: 1.4827606509074486e-08
Position 635: 1.4531581569503462e-09
Position 676: 1.2060451651834724e-09
Position 517: 5.899655531511051e-10
Position 405: 3.317362005728894e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2905: 0.8265033767782888
Position 15948: 0.270598589945738
Position 9603: 0.2226253399321103
Position 18576: 0.19793037266417168
Position 9859: 0.13535804925686323
Position 13523: 0.10812542827315505
Position 1374: 0.07087935846336688
Position 17675: 0.059715549782525
Position 3092: 0.054602204875127056
Position 10086: 0.042649020792061565
Position 3361: 0.027495426796883674
Position 5679: 0.02714060607448883
Position 15434: 0.0252967647728752
Position 2229: 0.018451336566168028
Position 2226: 0.01844217449294996
Position 9625: 0.01635564645498011
Position 3030: 0.016348040489318198
Position 2026: 0.014458787405567455
Position 9016: 0.011498936480689665
Position 15166: 0.011445584515839127
Position 14055: 0.00981260401131077
Position 3104: 0.009718404681651126
Position 7163: 0.009026947564220237
Position 2941: 0.008866513599285343
Position 5916: 0.008591908684212576
Position 14537: 0.008583082251829754
Position 10661: 0.007433252808756124
Position 9906: 0.00713819857499499
Position 5229: 0.0070536102411720815
Position 2933: 0.006514267568834881
Position 10315: 0.0057490962986328584
Position 2989: 0.005702746990612451
Position 3405: 0.005625888181472077
Position 8326: 0.005138769385329469
Position 10168: 0.004885273833994934
Position 1787: 0.004408150049992782
Position 7240: 0.003860002015460438
Position 7141: 0.003660921166086349
Position 1751: 0.0035689843347619663
Position 5742: 0.003359101291506546
Position 6744: 0.003107582578748679
Position 8494: 0.002537383845868975
Position 1338: 0.002532248419069294
Position 2310: 0.0022179665615807732
Position 5444: 0.0021576340933692614
Position 2945: 0.0019358037488470846
Position 3039: 0.0019226469694554398
Position 2093: 0.0018409447501787273
Position 3320: 0.001749017321255608
Position 1417: 0.0016882756425685708
Position 7651: 0.0016878219314456328
Position 1864: 0.0015885994815615105
Position 1058: 0.0015875836205241436
Position 5251: 0.0015202672318979074
Position 4848: 0.001448953454064901
Position 418: 0.0013514760365278627
Position 5852: 0.0013508699785874207
Position 10059: 0.0013280583314942524
Position 5566: 0.0013207309190132934
Position 6650: 0.0012399479421405044
Position 2681: 0.0012187800496313676
Position 7177: 0.0011758038538365741
Position 3006: 0.001030541230599479
Position 3051: 0.0009619888215964371
Position 2030: 0.0009321517994341878
Position 1296: 0.0008355340605948621
Position 3277: 0.0008215363039541207
Position 2875: 0.000790836789582604
Position 7297: 0.0007785309305825374
Position 9212: 0.0007108107003532629
Position 1389: 0.0007015814095350614
Position 8676: 0.000616271374733216
Position 3582: 0.000557178548042691
Position 5323: 0.0005264825862418887
Position 8832: 0.000526021551301069
Position 1272: 0.00046399251511861837
Position 300: 0.00040917156083796293
Position 5254: 0.00037937478524979973
Position 284: 0.0003684113823837048
Position 725: 0.00036673060253812146
Position 5188: 0.00033318694897496097
Position 1789: 0.00032836744697537596
Position 3560: 0.0003009004440385519
Position 1446: 0.00028058600667889977
Position 7042: 0.0002640745341229322
Position 7578: 0.00026034984862738125
Position 7926: 0.00024394012432223566
Position 2971: 0.00022475089591765662
Position 1252: 0.0002236643855928513
Position 5623: 0.000211765802477285
Position 3567: 0.00020202559157415657
Position 1811: 0.0002009907298745885
Position 1395: 0.00018548660814075654
Position 3906: 0.00018109125198116665
Position 4120: 0.0001740406460279134
Position 6323: 0.00016967540934783118
Position 2176: 0.00016706440974690792
Position 2181: 0.00016633880555467676
Position 7387: 0.00016608342698476127
