Gene = Srsf11
index = 1031
Annotated 5SS: [  124  5188  9915 13799 14680 15264 17328 18830 20318 22688 23860 24330]
Annotated 3SS: [ 4990  9780 13688 14586 15213 17199 18747 20185 22597 23763 24190 24435]
SMsplice 5SS: [  124  4649  9915 13397 13799 14680 17328 17553 18830 20318 22688 23860
 24330]
SMsplice 3SS: [ 4572  9780 13279 13688 14586 17199 17440 18747 20185 22597 23763 24190
 24438]
top_k =  500
Partition function (log Z): 21.631333729549745

Sorted 5' Splice Sites (High to Low Probability):
Position 24330: 0.9985606595115941
Position 124: 0.997275360419977
Position 22688: 0.9786106075412587
Position 18830: 0.9675625541306756
Position 20318: 0.9674223335178599
Position 13397: 0.9576530790313076
Position 17328: 0.9521563858948068
Position 14680: 0.901392799117574
Position 4649: 0.8099186749666556
Position 23860: 0.7845706581873089
Position 13799: 0.6305210719759284
Position 9915: 0.6257241357054749
Position 17553: 0.5372729464555047
Position 12517: 0.46680274138183225
Position 1868: 0.358740266606132
Position 17135: 0.3269268665991527
Position 21717: 0.1958417574178561
Position 6857: 0.19191527022153845
Position 8873: 0.12129679759806004
Position 5225: 0.11659574915304324
Position 21531: 0.10346605808426579
Position 12342: 0.07913072940486127
Position 15264: 0.07603090620344187
Position 10860: 0.06473807427217676
Position 4000: 0.0630929386645372
Position 17620: 0.050122769250472855
Position 21758: 0.04565950357871558
Position 13825: 0.039708477484736625
Position 17098: 0.03889613975632794
Position 20395: 0.037840685076943735
Position 18348: 0.03716454516896547
Position 3477: 0.03458806919726018
Position 9983: 0.03444551078758179
Position 22354: 0.03391468412127221
Position 12571: 0.032556513102445755
Position 23866: 0.030602229037097677
Position 2022: 0.02775035448722518
Position 17596: 0.02753142957979704
Position 24559: 0.025273376911124502
Position 15779: 0.023631626816929777
Position 15349: 0.023498126132226117
Position 24623: 0.02225881371049263
Position 17991: 0.021946209549364454
Position 17650: 0.02106867914149474
Position 2419: 0.02078663785862871
Position 12883: 0.02013038051345633
Position 24479: 0.017871601652331308
Position 22812: 0.01738783533236844
Position 5188: 0.016936126382388235
Position 3613: 0.0167613685264251
Position 18876: 0.016061519481531852
Position 10109: 0.015947514941809782
Position 2270: 0.0152630485968449
Position 14390: 0.011822667933455152
Position 1915: 0.010574316866920352
Position 24922: 0.008717586236936657
Position 11376: 0.00792333584400618
Position 10977: 0.007742176720922428
Position 10208: 0.00742861306646376
Position 17374: 0.006536446418345308
Position 22259: 0.006137530336109807
Position 11169: 0.005263273579232283
Position 17365: 0.005147747690723884
Position 17711: 0.0047848443535779646
Position 11153: 0.004306482589540081
Position 22346: 0.004188808239247523
Position 21621: 0.003734508631099339
Position 17285: 0.003315174835662931
Position 24583: 0.003275715025312656
Position 2318: 0.0027430538199249453
Position 23818: 0.0026947559039850826
Position 128: 0.002555208156218791
Position 17506: 0.002525681199594257
Position 298: 0.0024808043467062575
Position 17997: 0.002294278782632741
Position 23568: 0.0021471951401312484
Position 1952: 0.0016881799646528439
Position 24652: 0.0016339736773282366
Position 361: 0.00152511580691562
Position 21701: 0.0014638886255970522
Position 13843: 0.0013346257140369206
Position 18881: 0.0013142407685361773
Position 24520: 0.0013077120735418121
Position 23071: 0.0012747928975462152
Position 17624: 0.000943652549791182
Position 19135: 0.0008991575396104987
Position 18853: 0.0008141829701718133
Position 24334: 0.0006880084182819506
Position 17639: 0.0006599855550506429
Position 14722: 0.0005784098831396843
Position 14703: 0.0005705947405806793
Position 23881: 0.00043481569478258955
