Gene = Slc35f5
index = 980
Annotated 5SS: [  269  1350  1626  5596  7594  9613 11488 13732 15244 18312 23542 24218
 26440 28950 30114]
Annotated 3SS: [ 1258  1483  5451  7530  9530 11296 13649 15155 18246 23436 24057 26348
 28794 30016 33896]
SMsplice 5SS: [  269  1350  1626  5596  9644 11488 13732 15244 17666 24218 26440 28950
 30114]
SMsplice 3SS: [ 1258  1483  5451  9530 11296 13649 15155 17531 24057 26348 28794 30016
 33896]
top_k =  500
Partition function (log Z): 7.963841937551518

Sorted 5' Splice Sites (High to Low Probability):
Position 11488: 0.9846201774402138
Position 1350: 0.967702977464792
Position 26440: 0.9658673433597593
Position 28950: 0.9506978764176003
Position 24218: 0.9213572195440294
Position 5596: 0.9155673177255255
Position 30114: 0.8857806360563196
Position 269: 0.8835523361561419
Position 15244: 0.8285587615222809
Position 13732: 0.6841721795761633
Position 17666: 0.652199753181752
Position 1626: 0.6323772855051156
Position 512: 0.4710415720967636
Position 18312: 0.41912477098890644
Position 9644: 0.40985316226790874
Position 27561: 0.3402086758102723
Position 23502: 0.3224946058555218
Position 9613: 0.3208662731952867
Position 29552: 0.2544528547463148
Position 11151: 0.16767794204998546
Position 12383: 0.1664398969252495
Position 10499: 0.12889392912165415
Position 8806: 0.11716256071681941
Position 965: 0.10356355870310441
Position 7594: 0.1013369722310158
Position 31793: 0.09580114485971464
Position 21529: 0.08352064365819062
Position 9676: 0.07597196272075407
Position 3310: 0.07387976052875767
Position 34047: 0.064118390137923
Position 23546: 0.06005405497288563
Position 9623: 0.059595226563158125
Position 20570: 0.05393127997464021
Position 12263: 0.052162870767233624
Position 16128: 0.046852447449259246
Position 14180: 0.04672343857728776
Position 20312: 0.04669603442956417
Position 18037: 0.04386539454790628
Position 32280: 0.04182662484681239
Position 11887: 0.03837062666545219
Position 1188: 0.02956504772528096
Position 11754: 0.026521390032415732
Position 12969: 0.021124486347563535
Position 12323: 0.01822866110462021
Position 31426: 0.01822721882954231
Position 3817: 0.016544135516660008
Position 1964: 0.0164842747390241
Position 276: 0.016001837944997956
Position 24622: 0.013063599584281105
Position 18343: 0.01239134321937329
Position 3327: 0.012168913645236706
Position 2914: 0.012025163967124799
Position 447: 0.0116372575023804
Position 28740: 0.011029176985080312
Position 24153: 0.010687417660933472
Position 21613: 0.0104034885141772
Position 307: 0.01018558140002069
Position 10186: 0.009007233984083426
Position 11431: 0.008808413245021681
Position 31383: 0.008289959301974473
Position 10486: 0.00821362441888736
Position 30647: 0.007911523778395121
Position 26496: 0.007426680370640776
Position 32474: 0.007364291808636819
Position 2181: 0.007250216739019725
Position 15057: 0.006342276961160741
Position 13026: 0.005586088081013878
Position 1968: 0.0053022561826703025
Position 13954: 0.0052410913801093206
Position 28897: 0.004798753464607663
Position 4850: 0.0047822587093632515
Position 11455: 0.004325095374098197
Position 3007: 0.00430226776597939
Position 29949: 0.0041980241330855745
Position 29543: 0.004153798577047611
Position 10884: 0.003368316486973996
Position 14219: 0.003186654271333615
Position 17906: 0.0024056224952304917
Position 9185: 0.0021733501439858693
Position 897: 0.0020272945429343396
Position 668: 0.0019219370225683349
Position 893: 0.0017518900067945312
Position 175: 0.001601389243341391
Position 13568: 0.0015675635429663664
Position 969: 0.0014719119408023564
Position 725: 0.0014393522483060436
Position 10098: 0.001337221768595518
Position 1950: 0.0010022202693854387
Position 11759: 0.0009764232475384245
Position 11867: 0.0009471412338729207
Position 12039: 0.0008480560785441431
Position 26981: 0.0008425167373770846
Position 6102: 0.0008076620933668646
Position 4861: 0.0008052245282249838
Position 10138: 0.0008018220376463561
Position 171: 0.0007297001607535689
Position 6295: 0.0007028725721662485
Position 15102: 0.0006676116464960305
Position 1369: 0.0006272043336371413
Position 1036: 0.0005030779586612094
Position 417: 0.0004592658806132791
Position 15358: 0.0004296623063851429
Position 933: 0.00039716963872909734
Position 286: 0.00038349609043362184
Position 911: 0.00036870322865038856
Position 6621: 0.0003666924994181321
Position 743: 0.0003606918475207576
Position 31598: 0.00032061161083169653
Position 480: 0.0003093686899875681
Position 8200: 0.00029010188298814725
Position 13739: 0.00027083177709527335
Position 184: 0.00025833837502225906
Position 20890: 0.0002498015698011384
Position 232: 0.0002487103164766928
Position 1151: 0.0002149601978874652
Position 1003: 0.00020982750450522928
Position 1698: 0.00020277800334130288
Position 1055: 0.00019157618248782872
Position 12147: 0.00018665838667759218
Position 92: 0.00017534158094678756
Position 903: 0.00016780299315551124
Position 68: 0.0001628588178806125
Position 6311: 0.00016171006153250302
Position 914: 0.000151176999574451
Position 1206: 0.00014755808796463053
Position 846: 0.0001267278047045987
Position 54: 0.00010837017180041737
Position 783: 0.00010732536624893711
Position 59: 9.65644742532254e-05
Position 30697: 9.126028356997656e-05
Position 1402: 8.773328399665063e-05
Position 925: 8.771312437085429e-05
Position 1142: 8.383891327595689e-05
Position 736: 6.65575188139059e-05
Position 1259: 6.396528587135681e-05
Position 1079: 6.273491092660181e-05
Position 81: 5.8373575094291536e-05
Position 1362: 5.6658328472879036e-05
Position 1395: 5.49818497689697e-05
Position 687: 5.424930605016423e-05
Position 1063: 4.9335520446163557e-05
Position 186: 4.8465324792340366e-05
Position 30435: 4.492082465952791e-05
Position 179: 4.062363190661762e-05
Position 1593: 2.825244212219228e-05
Position 524: 2.721252223661439e-05
Position 1587: 2.7022717013111827e-05
Position 1070: 2.4285214627102575e-05
Position 11401: 2.3466182146292124e-05
Position 718: 1.3339096353311616e-05
Position 1572: 1.3252735744420408e-05
Position 2640: 1.2575870146404043e-05
Position 97: 8.585686201869239e-06
Position 141: 7.290994954239649e-06
Position 1630: 7.150286820048343e-06
Position 598: 4.879242270347192e-06
Position 153: 4.703875949685454e-06
Position 2099: 4.58201280734731e-06
Position 1657: 4.557617251508869e-06
Position 1847: 3.63869117260012e-06
Position 1959: 3.5864111105585826e-06
Position 345: 3.433696432916815e-06
Position 313: 3.266206884924919e-06
Position 617: 3.052996632160329e-06
Position 548: 2.8690731345842426e-06
Position 405: 2.6301562078295374e-06
Position 402: 2.333470925128706e-06
Position 526: 1.6026849982016937e-06
Position 1726: 1.5299260374744726e-06
Position 439: 1.3858924305082604e-06
Position 626: 9.543753175536456e-07
Position 571: 5.897637348295062e-07
Position 356: 5.345345642582235e-07
Position 650: 4.801844295997702e-07
Position 395: 1.4214997065940311e-07
Position 456: 1.1083155864408418e-07
Position 386: 5.481533628483817e-08
Position 576: 3.6892288839064726e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 11296: 0.9993332978810817
Position 24057: 0.9320446372049623
Position 26348: 0.9074433651031756
