Gene = Sbspon
index = 947
Annotated 5SS: [  284  9077 32462 33834]
Annotated 3SS: [ 8881 32370 33656 36859]
SMsplice 5SS: [  284  4418 25831 33834]
SMsplice 3SS: [ 4316 25729 33656 36859]
top_k =  500
Partition function (log Z): -23.308524270545792

Sorted 5' Splice Sites (High to Low Probability):
Position 284: 0.9886498655116218
Position 4418: 0.7261914547628637
Position 8930: 0.6627200685452673
Position 7863: 0.611860250603791
Position 1707: 0.31655757171344256
Position 5911: 0.23062173132037128
Position 8199: 0.2028642748934747
Position 1185: 0.14587789442353266
Position 7587: 0.1086390034196562
Position 5251: 0.09952831643824994
Position 11826: 0.09745801360554739
Position 5277: 0.08428123890573404
Position 9077: 0.07636417625343835
Position 1764: 0.07585781666600902
Position 5239: 0.07178857987046475
Position 1345: 0.0352542195029612
Position 5434: 0.02232685756749158
Position 1051: 0.020035921144704823
Position 2884: 0.01074983850149159
Position 927: 0.005865561715175195
Position 6221: 0.004976611415037591
Position 3341: 0.004646728284541324
Position 559: 0.004515437335501193
Position 1685: 0.0037205182340963126
Position 4459: 0.0035340513095877372
Position 4366: 0.0022147315547781845
Position 3739: 0.002024295441575187
Position 2627: 0.001934748027612101
Position 3914: 0.001550092841510638
Position 2691: 0.0014811547233807086
Position 3925: 0.0014761226520947157
Position 4855: 0.000955186834051669
Position 38: 0.0008262251182277701
Position 8833: 0.0007250083261113886
Position 88: 0.0007083160448858747
Position 703: 0.0006256525978052802
Position 979: 0.000540247275040018
Position 93: 0.0005152829270959391
Position 540: 0.0004576241082570011
Position 752: 0.0003161679176670036
Position 1034: 0.0003105073387669884
Position 6176: 0.00027637371113325835
Position 276: 0.00023291298811332987
Position 375: 0.00015928792581388433
Position 334: 0.00013505430033900297
Position 609: 0.00012640589083594403
Position 205: 0.00010362875086545027
Position 288: 9.679498177520787e-05
Position 760: 9.143956000811421e-05
Position 710: 7.264359096568648e-05
Position 224: 7.112766837748419e-05
Position 155: 6.859824812460502e-05
Position 1026: 6.521860487644132e-05
Position 720: 6.482585392672995e-05
Position 239: 5.215794473563235e-05
Position 662: 4.2036020145802326e-05
Position 1405: 3.5236141317351565e-05
Position 483: 3.347221860728303e-05
Position 52: 3.289305620802985e-05
Position 354: 3.240654069818527e-05
Position 889: 3.240140558855165e-05
Position 1582: 2.8124294915199487e-05
Position 134: 2.3586017061382137e-05
Position 1360: 2.2380203268875252e-05
Position 652: 2.0770294985400858e-05
Position 561: 1.9864075610226174e-05
Position 968: 1.824605769645221e-05
Position 490: 1.7278886720692108e-05
Position 549: 1.7235711066530164e-05
Position 1067: 1.6592176520507283e-05
Position 843: 1.4340008071766163e-05
Position 1037: 1.4168560596862253e-05
Position 1131: 8.996953901561925e-06
Position 813: 7.5440689129713115e-06
Position 50: 7.313064433712975e-06
