Gene = Plrg1
index = 825
Annotated 5SS: [  133  1356  3277  3859  4406  5600 10459 11250 12626 12839 13543 14280
 15215 15862]
Annotated 3SS: [ 1248  3133  3804  4314  5511 10359 11156 12475 12736 13439 14170 15074
 15667 16588]
SMsplice 5SS: [  133  1356  4406  5600 10459 11250 12626 12839 14280 15215 15862]
SMsplice 3SS: [ 1248  4314  5511 10359 11156 12475 12736 14170 15100 15667 16588]
top_k =  500
Partition function (log Z): 17.323439855807425

Sorted 5' Splice Sites (High to Low Probability):
Position 1356: 0.9999865284156446
Position 14280: 0.9812198770703917
Position 12626: 0.9481358417179142
Position 10459: 0.8942188935935785
Position 15862: 0.881977634034649
Position 12839: 0.8656540680614446
Position 11250: 0.865098272818576
Position 5600: 0.8154316842335105
Position 133: 0.7807343763008234
Position 4406: 0.7764151095023509
Position 15215: 0.6312766322838375
Position 13543: 0.3500617077408726
Position 3859: 0.2511123998977067
Position 3940: 0.16726391181998868
Position 352: 0.16304705344029857
Position 7255: 0.1613379293172282
Position 3277: 0.1520425447090296
Position 3630: 0.1347536495185713
Position 15261: 0.1323298568301485
Position 3079: 0.12219136971361197
Position 14603: 0.10773172643081355
Position 15758: 0.10545227151403799
Position 15415: 0.09489133458669705
Position 12266: 0.08110272109572579
Position 4899: 0.07211818041464042
Position 348: 0.061587772125430776
Position 10524: 0.04586636413529241
Position 12150: 0.04566399964849047
Position 12057: 0.04529778745156632
Position 834: 0.04303186602976595
Position 15265: 0.04048770188272722
Position 12870: 0.0362675515633219
Position 11216: 0.03582650390762213
Position 10500: 0.03493774865822819
Position 11299: 0.03319447013197151
Position 15234: 0.03302761205344601
Position 6516: 0.031879892030611486
Position 5069: 0.026466233171361944
Position 4357: 0.025652749744749806
Position 14517: 0.02279843528067384
Position 3260: 0.01701546018918182
Position 10724: 0.016765332184424966
Position 3418: 0.012648022554670813
Position 149: 0.012103048214188273
Position 10669: 0.011963798409809838
Position 5544: 0.010790946366469668
Position 13688: 0.01052127087707018
Position 1021: 0.00919851516963551
Position 1678: 0.008876774357412687
Position 12178: 0.008109035545468933
Position 2232: 0.007940058934751332
Position 15225: 0.007817740053019197
Position 12887: 0.007742266686928874
Position 12061: 0.007436435597020197
Position 14251: 0.007263505114418349
Position 3299: 0.007125569849471902
Position 3469: 0.00654116760857479
Position 12809: 0.005982993223760216
Position 14487: 0.005963408982573671
Position 10641: 0.005958839816214219
Position 138: 0.005793285354373362
Position 104: 0.005307060067439
Position 10221: 0.004703971926550191
Position 334: 0.004541714090107104
Position 9896: 0.004380387286252352
Position 16363: 0.004269394759888707
Position 9861: 0.004086959234432557
Position 3869: 0.004008436729722875
Position 338: 0.003987594464865239
Position 7973: 0.003910604201024001
Position 4895: 0.0038900803470654196
Position 14990: 0.003529668098434923
Position 9392: 0.003373309325995795
Position 10713: 0.003207950512344222
Position 1698: 0.0031683536922288307
Position 10719: 0.0028291203356107597
