Gene = Glrp1
index = 438
Annotated 5SS: [ 276 6925]
Annotated 3SS: [6515 8923]
SMsplice 5SS: [276]
SMsplice 3SS: [9774]
top_k =  500
Partition function (log Z): -9.220436283054132

Sorted 5' Splice Sites (High to Low Probability):
Position 276: 0.5107301110413897
Position 4287: 0.47869376859754975
Position 374: 0.21845926366487264
Position 5273: 0.2164588034474328
Position 50: 0.15115021162399048
Position 2694: 0.13794430855314707
Position 337: 0.1328506698289291
Position 2931: 0.11769941835552865
Position 3411: 0.08973508455878058
Position 678: 0.07953605504435958
Position 4212: 0.05381477920828692
Position 311: 0.04940978241574309
Position 1061: 0.04171293483988392
Position 3302: 0.04107869785534304
Position 8984: 0.038444369187759765
Position 964: 0.0378158958040917
Position 289: 0.033080857953263716
Position 1954: 0.023532611970682453
Position 4188: 0.015224932958267864
Position 5847: 0.0137673969564485
Position 3454: 0.010280692115477117
Position 7397: 0.009583290136983374
Position 4840: 0.00784757439435045
Position 32: 0.005092709046760923
Position 2759: 0.004511460945392615
Position 4058: 0.004059394271165184
Position 5899: 0.003878134999824247
Position 5532: 0.003780958432539527
Position 662: 0.001472381187105498
Position 4046: 0.0013853768494819442
Position 3000: 0.0007971597024168081
Position 12: 0.0005899861370196003
Position 2351: 0.0004787928703291287
Position 86: 0.00040452361351330044
Position 62: 0.0001880640392698431
Position 626: 0.0001489605790158353
Position 73: 7.217542993196604e-05
Position 648: 7.207407737760846e-05
Position 223: 3.402607031746415e-05
Position 293: 3.140418052733124e-05
Position 595: 2.261733805952987e-05
Position 99: 2.234370059390975e-05
Position 207: 1.8769798558989126e-05
Position 103: 1.1836835230681452e-05
Position 363: 1.094211054846016e-05
Position 381: 4.5803108966649214e-06
Position 145: 3.709015523756046e-06
Position 411: 3.198931980336081e-06
Position 113: 3.372923086992103e-07
Position 163: 2.9430839823003494e-07
Position 416: 1.5164731135610502e-09
Position 341: 7.343411953194343e-10
Position 397: 5.44705122321466e-11
Position 466: 1.079480724269271e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4130: 0.5650328720979728
Position 9774: 0.5189454868586658
Position 8923: 0.2902014929427583
Position 5132: 0.24318080496010763
Position 119: 0.1547438521619909
Position 7924: 0.10244550676405635
Position 2786: 0.07795718363287187
Position 2560: 0.07225988436161102
Position 3113: 0.05580270015600683
Position 884: 0.05039032598375851
Position 3301: 0.050228816683382436
Position 2643: 0.039189613022078275
Position 2557: 0.03323871775302138
Position 2733: 0.02971060718749075
Position 3183: 0.024376575417238668
Position 5725: 0.02099448830601123
Position 8021: 0.019658386778018157
Position 8456: 0.015501025263894564
Position 7269: 0.015302590519886259
Position 477: 0.014192744128686747
Position 517: 0.012990205902988628
Position 7963: 0.012782691997618162
Position 1837: 0.011772567421376053
Position 4525: 0.007340890783609364
Position 3163: 0.006863423846216931
Position 701: 0.0068528173319991675
Position 1867: 0.006105513077233133
Position 2694: 0.006013980573750022
Position 747: 0.005313722457717065
Position 3934: 0.0047492453897607385
Position 4646: 0.003999198130019849
Position 6518: 0.003624264528504058
Position 2573: 0.003309162766499443
Position 945: 0.0031969848911388024
Position 5531: 0.00318114634238967
Position 3242: 0.002665310125087281
Position 548: 0.0026056802480688766
Position 5461: 0.0025563367696218066
Position 529: 0.0023755414205644193
Position 3066: 0.0022562222913900926
Position 4246: 0.002244390789014368
Position 500: 0.002139281172118352
Position 4385: 0.0019915323542803957
Position 2302: 0.001946041230584993
Position 1910: 0.0018211827060060951
Position 6515: 0.0018203928273086095
Position 1792: 0.0017465480742366356
Position 1870: 0.0016434265314020369
Position 5237: 0.0014479731617801981
Position 913: 0.0013617308617662868
Position 869: 0.0012638192128410547
Position 951: 0.0011102393625512651
Position 573: 0.0009656646657566788
Position 4465: 0.0009331451353888372
Position 3879: 0.0008639499030218723
Position 4444: 0.0007091580960939259
Position 647: 0.0006852444465644305
Position 3227: 0.0005740378762155146
Position 6527: 0.0005487387787475123
Position 125: 0.0004331511416830347
Position 202: 0.0004076077526503903
Position 5384: 0.00039132053319588763
Position 1919: 0.00038745040257735173
Position 305: 0.0003655939867751292
Position 2884: 0.00031757751793702415
Position 4311: 0.00031508766319817566
Position 2577: 0.00030809467396303514
Position 839: 0.0003049712553524256
Position 825: 0.0002912036363172875
Position 555: 0.0002523023558993527
Position 4909: 0.00024468053598438735
Position 750: 0.0002179149368138393
Position 898: 0.00020905899850819006
Position 4543: 0.00020598218485097487
Position 5957: 0.00019582132135663588
Position 622: 0.00019573821252841697
Position 381: 0.00017362059367597327
Position 4175: 0.0001696598970015377
Position 564: 0.00014777094824114284
Position 187: 0.00014555613758959586
Position 578: 0.00012590619062276853
Position 3680: 7.434245453365494e-05
Position 1637: 5.592375785115407e-05
Position 674: 5.1276055241172085e-05
Position 1121: 4.0931461824849465e-05
Position 310: 3.074352363411849e-05
Position 2143: 2.74634593195163e-05
Position 1377: 2.1723469255669487e-05
Position 595: 2.0493289661904077e-05
Position 2067: 2.035456264475565e-05
Position 2904: 1.7756206127217668e-05
Position 466: 1.346977259799782e-05
Position 566: 9.40510971997668e-06
Position 145: 6.984133793917188e-06
Position 959: 6.618161903088755e-06
Position 256: 4.389011721310288e-06
Position 223: 4.317458541860707e-06
Position 204: 2.879100134411681e-06
Position 832: 1.6688924994610631e-06
Position 184: 8.547396349302016e-07
Position 591: 7.84797147316179e-07
Position 598: 7.404471524714514e-07
Position 588: 5.641620682504305e-07
Position 919: 5.521624628568779e-07
Position 1032: 5.119052536522994e-07
Position 610: 4.991118603903529e-07
Position 569: 4.204825600114959e-07
Position 127: 3.151780105426024e-07
Position 272: 2.6807852137059013e-07
Position 387: 1.2655657183890878e-07
Position 289: 7.639091304561257e-08
Position 232: 3.141592927117867e-08
Position 239: 2.3952108113835616e-08
Position 241: 2.214256350047539e-08
Position 86: 1.3976637918521949e-08
Position 275: 1.0770008102623105e-08
Position 411: 6.198440608543565e-09
Position 315: 5.204471957592085e-09
Position 235: 4.221641976405597e-09
Position 244: 3.79030205456964e-09
