Gene = Atp6v1h
index = 152
Annotated 5SS: [  199  1484  6032 10373 12649 15054 18044 34408 41390 50183 52858 60772
 66982]
Annotated 3SS: [ 1336  5928 10282 12534 14948 17989 34309 41196 50003 52731 60669 66867
 79024]
SMsplice 5SS: [  199  1501  6032 10373 12649 15054 34408 41390 50161 52858 60772 66982]
SMsplice 3SS: [ 1336  5928 10282 12534 14948 34309 41196 50003 52731 60669 66867 79024]
top_k =  500
Partition function (log Z): -29.086882093954436

Sorted 5' Splice Sites (High to Low Probability):
Position 6032: 0.9996750112306594
Position 15054: 0.9465106697216448
Position 199: 0.8966362583155214
Position 12649: 0.7982054365910711
Position 10373: 0.5898050850549241
Position 1501: 0.5829471087001877
Position 10414: 0.3620493605761023
Position 16141: 0.3534484782159751
Position 4559: 0.31905539951579365
Position 582: 0.3158703371550068
Position 1221: 0.277532609288535
Position 12801: 0.2666637899116672
Position 5553: 0.24038190556076286
Position 1484: 0.21685323864887004
Position 16135: 0.20350717402696433
Position 18044: 0.1962064590299976
Position 590: 0.17723719920875167
Position 17316: 0.15888692388188186
Position 10693: 0.1431800254339528
Position 12326: 0.14035392140277608
Position 2763: 0.11186545572116711
Position 1494: 0.09835130834528903
Position 9594: 0.07399545557998073
Position 5548: 0.06552337102171614
Position 22064: 0.06457259781708583
Position 9093: 0.05793213054992187
Position 12294: 0.05397439172823446
Position 12250: 0.050890064701438156
Position 14486: 0.0497062295217593
Position 546: 0.04858011822024451
Position 8513: 0.047885848058786575
Position 2336: 0.04527559345606632
Position 813: 0.041339226369502685
Position 1446: 0.040559027206552654
Position 807: 0.03970711605629019
Position 8302: 0.03940112153099963
Position 22681: 0.0341078178457011
Position 16434: 0.023701742953474592
Position 1461: 0.016257416979181382
Position 13409: 0.01599865834403454
Position 13883: 0.013605771660857878
Position 578: 0.012405506870320961
Position 5606: 0.012233356701080028
Position 13490: 0.010020947328514447
Position 2346: 0.009027235315500669
Position 13546: 0.00715075491486731
Position 14490: 0.006460748684316836
Position 14230: 0.006350079725014664
Position 13569: 0.006133809350314028
Position 5648: 0.00608567622209187
Position 15125: 0.00592181315163685
Position 16088: 0.005172975424004326
Position 16145: 0.005133246367330419
Position 18048: 0.0043743244719727
Position 13668: 0.004208307761069598
Position 16546: 0.004192498883208629
Position 10571: 0.004062350287795193
Position 13059: 0.00399196480351573
Position 4515: 0.003981051685527393
Position 4344: 0.0037250515267143744
Position 2625: 0.0034260579517978408
Position 11064: 0.0033720062605520898
Position 17708: 0.002910394402422011
Position 12949: 0.0025357395870123237
Position 850: 0.002443451788207627
Position 9212: 0.0018254773410826064
Position 169: 0.0018221343976649196
Position 72: 0.0017780149090544561
Position 1028: 0.001683637025417456
Position 17588: 0.0014275371276577544
Position 15091: 0.001277271799282458
Position 7905: 0.0011770730423261828
Position 10962: 0.0010819413154471318
Position 1393: 0.0010035245345057934
Position 15665: 0.0009988448558025582
Position 966: 0.0009971620992113202
Position 14542: 0.00098001342974233
Position 320: 0.0009473263336745777
Position 266: 0.0009458738752920492
Position 1488: 0.0009015595491795711
Position 5190: 0.0008957983795365053
Position 1044: 0.0006349399232118823
Position 14902: 0.0005676670096046038
Position 832: 0.0005508616111588879
Position 17883: 0.0005438809142430038
Position 7909: 0.0005083705892418445
Position 1200: 0.00042932406062294343
Position 632: 0.000401939843439571
Position 6230: 0.0003289210169953789
Position 780: 0.00021066256858156407
Position 86: 0.00020694057934641792
Position 8727: 0.00020186554215953866
Position 98: 0.000194965164673398
Position 985: 0.0001785871382790139
Position 214: 0.00016739058624216547
Position 12: 0.00016154533817838493
Position 49: 0.000149132669245046
Position 12816: 0.00012649030461424357
Position 107: 8.66608864111615e-05
Position 7998: 8.201445723127036e-05
Position 6681: 7.791152632533722e-05
Position 7951: 7.367048003002126e-05
Position 367: 3.914973821414249e-05
Position 13115: 3.618957186898185e-05
Position 648: 2.7728755760025487e-05
Position 1174: 2.3229762448104578e-05
Position 119: 2.203644634694976e-05
Position 243: 1.3561610115696901e-05
Position 126: 1.2335057206863824e-05
Position 26: 1.169756927486376e-05
Position 501: 1.1689664365105428e-05
Position 55: 1.0563185687282594e-05
Position 428: 8.889758807228778e-06
Position 479: 7.953253969707315e-06
Position 617: 7.84873403913592e-06
Position 7: 7.247857011150258e-06
Position 466: 6.247289213158642e-06
Position 606: 5.1211310708336424e-06
Position 402: 4.944236930717007e-06
