Gene = Fip1l1
index = 409
Annotated 5SS: [  313  1397  1533  5541  6664 10028 10712 11377 21701 35744 37137 49624
 51609 52752 56545 59763]
Annotated 3SS: [ 1351  1492  5482  6559  9962 10603 11245 21590 35649 36979 49596 51553
 52695 56324 59624 60389]
SMsplice 5SS: [  313  5541  6664 10712 11377 17355 21701 25121 29178 37137 52752 56545
 59763 60552]
SMsplice 3SS: [ 5482  6559 10555 11245 17274 21590 25071 29069 37049 52695 56324 59624
 60389 61118]
top_k =  500
Partition function (log Z): -14.877387294844912

Sorted 5' Splice Sites (High to Low Probability):
Position 10712: 0.9925381515242874
Position 21701: 0.9916571761940144
Position 25121: 0.9694761222178353
Position 5541: 0.9680723624107445
Position 6664: 0.9659844981051691
Position 313: 0.9581397502892883
Position 11377: 0.9177099426161777
Position 8177: 0.43889315418000285
Position 22292: 0.43717308274192357
Position 7733: 0.39684665549743803
Position 14077: 0.39457321384481975
Position 17355: 0.3892673925853378
Position 17566: 0.30939645402258326
Position 10028: 0.2480895623491495
Position 13238: 0.19133897481078427
Position 10055: 0.14516183354496193
Position 11727: 0.14182074925080193
Position 29743: 0.12297951684031291
Position 17411: 0.11336409452008872
Position 23768: 0.10480070256680654
Position 10390: 0.09630823572779354
Position 845: 0.07107730353717615
Position 8442: 0.06822316619751399
Position 711: 0.0569561394588674
Position 13814: 0.04276582818070945
Position 1533: 0.041456998321671754
Position 1397: 0.03532842746109398
Position 1986: 0.0344107562575146
Position 89: 0.03173718284256638
Position 1713: 0.030156142828527497
Position 14083: 0.029273628804394554
Position 11041: 0.026805725284876302
Position 7297: 0.026768114642333835
Position 5687: 0.017984223588850875
Position 1227: 0.01789577493172997
Position 21938: 0.0168105684144677
Position 11229: 0.015117913088862137
Position 3738: 0.015024880455693064
Position 3774: 0.014360286663348033
Position 7364: 0.013362395872241015
Position 740: 0.010980907233819157
Position 3499: 0.009879221740389433
Position 23853: 0.00987350276312085
Position 23715: 0.009366704776452862
Position 675: 0.009268238285959305
Position 14088: 0.009002233075022003
Position 16125: 0.008914704708069762
Position 5940: 0.008783116984203589
Position 6680: 0.008770101008709322
Position 6684: 0.007638400244304403
Position 12332: 0.007380902940299777
Position 3831: 0.007151287331208496
Position 1681: 0.006917388331828597
Position 8673: 0.006588109529371045
Position 7478: 0.00578663086376354
Position 5715: 0.005581786721535416
Position 5652: 0.004498780833002201
Position 12237: 0.004188862185351866
Position 14044: 0.0036976499718900757
Position 3818: 0.0035926112357777874
Position 5590: 0.0035889942073018865
Position 12552: 0.00346985863728334
Position 5322: 0.0034093640297662335
Position 6658: 0.0031282033258868947
Position 4918: 0.002953008540542028
Position 3750: 0.0027771780926097228
Position 1584: 0.0026859015208406207
Position 3865: 0.002615961337492507
Position 1686: 0.0026118548689729117
Position 21885: 0.002465851341175391
Position 28534: 0.0023526404818919123
Position 12141: 0.002348693924700424
Position 305: 0.002270413727326204
Position 14093: 0.002208304497105003
Position 5228: 0.002000069831736306
Position 11462: 0.0019219259479106028
Position 5826: 0.0015687935346716444
Position 5570: 0.0015558338268049853
Position 13167: 0.0014203941858051572
Position 216: 0.0013879511326538956
Position 9430: 0.0013597569702091632
Position 3754: 0.0013140413571681492
Position 5580: 0.0013028464361662503
Position 772: 0.0011460519328453293
Position 7514: 0.0010870182429242004
Position 246: 0.0010694144457643088
Position 7905: 0.0010449497926559984
Position 106: 0.0009318147426010583
Position 13797: 0.000926831741084463
Position 1634: 0.0009108137945681255
Position 656: 0.0008893022243003589
Position 758: 0.0008784264509151858
Position 616: 0.0008441550419099081
Position 3735: 0.000842738094512606
Position 331: 0.0007612794475148806
Position 10753: 0.000737518379260707
Position 3962: 0.000716977261565819
Position 719: 0.000705647121926837
Position 1143: 0.0006364359796502101
Position 12966: 0.0005856616247872826
Position 1078: 0.0005710681534074392
Position 11849: 0.0005639282962718101
Position 1044: 0.0004770038765239254
Position 1952: 0.00045383704390867554
Position 6696: 0.00041383743292026454
Position 1668: 0.000401627780201074
Position 11737: 0.0003797712902367292
Position 605: 0.00030687395139303086
Position 1537: 0.0002833942169124622
Position 7482: 0.00028025871443721314
Position 13784: 0.0002732294227865395
Position 7181: 0.00025036333994816237
Position 7271: 0.00024207087148615423
Position 7456: 0.00015804075435288113
Position 11398: 0.00015394427303657077
Position 11689: 0.00015046822296692857
Position 11555: 0.00013708190435193505
Position 7517: 0.00012059814589627809
Position 11164: 0.00011607715565299541
Position 7193: 9.471447783527768e-05
Position 11246: 9.307994667107426e-05
Position 340: 8.814863840963334e-05
Position 7326: 5.8893589559287274e-05
Position 183: 4.8740101465899557e-05
Position 509: 4.518518138131751e-05
Position 327: 3.192562974025545e-05
Position 591: 3.174708794006335e-05
Position 589: 3.106379944137679e-05
Position 991: 2.590037634885498e-05
Position 1004: 2.455868936243411e-05
Position 54: 2.3251639431638052e-05
Position 120: 1.6290875011836772e-05
Position 837: 1.3335391977006424e-05
Position 6668: 1.2757700973044053e-05
Position 71: 1.2464165262685679e-05
Position 1167: 1.0800587977756232e-05
Position 1250: 1.0514353345873092e-05
Position 1137: 8.709254417185862e-06
Position 299: 7.598307543357263e-06
Position 1243: 7.477216354081044e-06
Position 415: 6.189354606772388e-06
Position 807: 5.475531362252007e-06
Position 475: 4.962473793742993e-06
Position 379: 4.4747939537690215e-06
Position 628: 4.443912144437533e-06
Position 715: 3.882364247788376e-06
Position 258: 3.8261312557492964e-06
Position 1276: 2.971548948777056e-06
Position 425: 2.8433722583329086e-06
Position 233: 2.7700792706604506e-06
Position 25: 2.57232290785707e-06
Position 1257: 2.4154543923920277e-06
Position 393: 1.5633972615712346e-06
Position 364: 1.3665993010556207e-06
Position 850: 8.536441225212136e-07
Position 830: 8.021421369290277e-07
Position 648: 6.054981681847238e-07
Position 220: 3.150667622245155e-07
Position 852: 3.0530224322138693e-07
Position 761: 2.9211124097905403e-07
Position 195: 2.5840697724748523e-07
Position 695: 1.30148745417686e-07
Position 10747: 4.652111719490641e-08
Position 804: 1.178216383409206e-09
Position 679: 2.9551844033066944e-10
Position 700: 9.302802361044589e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 21590: 0.9917395599130996
Position 6559: 0.9757472129946916
Position 25071: 0.97362186251796
Position 5482: 0.9397873166865789
Position 11245: 0.8349556487351146
Position 35649: 0.8250755604070139
Position 17274: 0.8121173381119886
Position 10555: 0.6079119603915407
Position 13948: 0.4387778486645339
Position 22174: 0.43492382206189134
Position 8025: 0.40416943686929474
Position 9962: 0.3937146615003318
Position 10603: 0.38234370827106307
Position 7630: 0.18058902041698258
Position 7548: 0.14999344442843562
Position 11657: 0.13880719504138858
Position 29666: 0.13339458552006847
Position 13079: 0.13254024357761102
Position 23606: 0.1116314384853956
Position 642: 0.082126577539572
Position 10299: 0.07719679933796264
Position 30317: 0.07101644261802656
Position 1492: 0.06672219686541586
Position 8351: 0.05899433258597599
Position 7634: 0.05164553629540008
Position 3625: 0.047678984567810355
Position 11114: 0.047024962494216706
Position 13715: 0.043965889344580456
Position 7180: 0.04211541855024291
Position 5441: 0.03737198669385227
Position 11087: 0.03622246624837438
Position 460: 0.03006218835594058
Position 5616: 0.029089917756444955
Position 13123: 0.026975865019148317
Position 1811: 0.026037284495913096
Position 13149: 0.02357458498076119
Position 715: 0.022563071812403378
Position 10192: 0.01935747405131056
Position 10931: 0.019281609208169705
Position 7397: 0.018195058363614392
Position 8062: 0.014131590187182887
Position 25663: 0.013875124323702026
Position 26356: 0.013449244957116798
Position 23557: 0.012801295567124234
Position 26840: 0.012622961146597896
Position 11287: 0.01219976324164341
Position 21848: 0.012134422380098278
Position 1096: 0.012133926709913784
Position 1567: 0.011504792633320353
Position 1304: 0.00936298420887689
Position 13152: 0.009276038218342402
Position 3425: 0.009133480842237316
Position 15952: 0.008914704708069765
Position 1351: 0.008803786861704075
Position 942: 0.008567956057652
Position 7943: 0.008272131344857051
Position 21818: 0.008021081777086804
Position 8363: 0.00778185509736049
Position 1267: 0.0073256306083436295
Position 12033: 0.0062607750885127714
Position 7978: 0.006009146253113094
Position 27125: 0.005555212412119689
Position 245: 0.005478534790645985
Position 4995: 0.005409433861502539
Position 11961: 0.005354823665949213
Position 10901: 0.005321972634225884
Position 22133: 0.005312029911014861
Position 8514: 0.005077071210278282
Position 26451: 0.004872841606413131
Position 25771: 0.004854437349190601
Position 1007: 0.004636746459757059
Position 28619: 0.0045627710218945705
Position 419: 0.004525079767109344
Position 1867: 0.004520360779051313
Position 5444: 0.004429319242414148
Position 6482: 0.004339407515837654
Position 1829: 0.003909403108342285
Position 28021: 0.0036957793333750426
Position 27626: 0.003680150701482765
Position 31786: 0.0036467265648137954
Position 7813: 0.0032358762938815085
Position 28375: 0.0031638233355325536
Position 12466: 0.0031627535487663053
Position 7904: 0.0029896412581270713
Position 27643: 0.0029024127229724237
Position 1422: 0.0027036651333579276
Position 1210: 0.0024070266907614173
Position 758: 0.0023004703140080875
Position 1325: 0.002281899390662674
Position 10643: 0.002143383152983652
Position 6569: 0.0020789376653503585
Position 6632: 0.0018425084604913318
Position 11319: 0.0018322559118264822
Position 11204: 0.0018308266195565775
Position 11566: 0.0017964163757011123
