Gene = Pts
index = 876
Annotated 5SS: [  95 1782 3390 3929 6123]
Annotated 3SS: [1701 3366 3871 6051 6314]
SMsplice 5SS: [  95 1782 3499 3929 6123]
SMsplice 3SS: [1701 3366 3871 6051 6314]
top_k =  500
Partition function (log Z): -0.2407432547894941

Sorted 5' Splice Sites (High to Low Probability):
Position 6123: 0.9519535467080658
Position 1782: 0.9299530021848437
Position 3929: 0.7212900781917365
Position 95: 0.6105959488455405
Position 3499: 0.5093627371022577
Position 3618: 0.33718606618874786
Position 3390: 0.1343179732922424
Position 885: 0.12872800401940382
Position 3021: 0.11591910050411912
Position 216: 0.11076845352295006
Position 961: 0.08476854166159221
Position 322: 0.0806751914947591
Position 843: 0.07821202191557457
Position 362: 0.07728873410423664
Position 506: 0.07443775341551283
Position 2780: 0.04569518953124802
Position 2106: 0.03587214233286271
Position 110: 0.03289724503484951
Position 3267: 0.03153602190032005
Position 256: 0.029986655745672778
Position 5467: 0.02570063974317414
Position 2960: 0.02357735487192265
Position 1043: 0.02059729054941633
Position 4029: 0.020245523370587173
Position 3631: 0.019157962243402805
Position 4351: 0.01549182438410669
Position 3450: 0.01535791590269833
Position 5702: 0.014518679442076627
Position 3025: 0.013685691388680452
Position 657: 0.012117267549081994
Position 3776: 0.011882152952528018
Position 847: 0.01175219366986417
Position 4967: 0.011688985294463673
Position 1404: 0.011669012192230913
Position 4033: 0.011205128495858585
Position 3284: 0.007864954436730631
Position 6118: 0.006522610067621679
Position 1088: 0.005704404549534048
Position 100: 0.00497421213546945
Position 6388: 0.004461185259524609
Position 676: 0.0038004018838479724
Position 4977: 0.0033618056976212644
Position 6575: 0.003329610686144262
Position 5519: 0.0032026804197974375
Position 633: 0.0027536114413787673
Position 3261: 0.002750222983081812
Position 1301: 0.002651437689382729
Position 3981: 0.0019903331765839024
Position 305: 0.0016804056312532476
Position 6185: 0.0015412626801415562
Position 350: 0.0014121470789136487
Position 3455: 0.001378966272341685
Position 628: 0.0012582042059342856
Position 1543: 0.0012479285785136141
Position 1201: 0.0012283970509663132
Position 4400: 0.0012102758632544044
Position 170: 0.0011878954902093365
Position 683: 0.0010921142608426389
Position 6217: 0.0010322345194087525
Position 210: 0.0009947689609448873
Position 6418: 0.0009872104397714817
Position 965: 0.0009725827997619515
Position 5227: 0.0009209886365695904
Position 6638: 0.0008801142002878731
Position 6646: 0.0008118211011628358
Position 2933: 0.0008000623875625371
Position 6191: 0.0007904892794926115
Position 1508: 0.0007430836247091468
Position 6174: 0.0006063245614857701
Position 291: 0.0006046332365194518
Position 3591: 0.000579742358260938
Position 470: 0.0005455936513282755
Position 2450: 0.0005118479282959526
Position 2692: 0.000482248307811157
Position 391: 0.0004450980711959956
Position 1861: 0.0004369057860039397
Position 4270: 0.0004218932494909249
Position 6570: 0.00038566743682148547
Position 1153: 0.00035602464895071395
Position 1305: 0.0003487179526315587
Position 6439: 0.000334694311295141
Position 2346: 0.00026767747538803565
Position 28: 0.000150856431305705
Position 664: 0.00014199219378349404
Position 2271: 0.0001279709307401986
Position 53: 0.0001192527709879475
Position 693: 0.00011106840293468787
Position 652: 0.0001036324412731781
Position 130: 0.00010220619069278413
Position 2552: 6.485967104721507e-05
Position 174: 6.280834006897298e-05
Position 102: 4.589221618600087e-05
Position 63: 4.5608240869321804e-05
Position 623: 4.222622333785309e-05
Position 562: 3.75914679325983e-05
Position 4: 2.0843769745730836e-05
Position 37: 2.0065495217557918e-05
Position 112: 1.7822326536056535e-05
Position 65: 8.489739428888705e-06
Position 135: 8.153233571873604e-06
Position 474: 7.630014100867389e-06
Position 527: 3.1334404451069765e-06
Position 618: 1.5427575587510898e-06
Position 6021: 1.3252697949393936e-06
Position 158: 7.676802150940367e-07
Position 491: 2.7194967002091633e-07
Position 114: 2.2145935597969397e-07
Position 145: 5.1873958542873474e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 6051: 0.9863611609204115
Position 3366: 0.9209247779051319
Position 1701: 0.8238159359447372
Position 6314: 0.6924168272183627
Position 3871: 0.5305827896517482
Position 769: 0.3064857471839673
Position 2859: 0.10732660254300967
Position 3690: 0.08773917562503467
Position 3480: 0.07866479507296159
Position 6291: 0.06713294699508632
Position 6552: 0.06048125361037244
Position 1634: 0.04896911473604761
Position 6505: 0.04645754109758628
Position 1650: 0.04449170051748802
Position 6821: 0.042041474695454314
Position 3752: 0.038073748957384065
Position 2667: 0.036580587271156165
Position 3776: 0.0333599374355591
Position 6220: 0.02686515723954202
Position 418: 0.02680494150640529
Position 3705: 0.025968387002425642
Position 3073: 0.023399433028484132
Position 3015: 0.02072565082826207
Position 3686: 0.01925712324922561
Position 5381: 0.01851063551246355
Position 560: 0.01806909809624219
Position 1959: 0.018037072482307653
Position 3170: 0.015215347206918936
Position 2932: 0.014158477924828357
Position 1250: 0.01377698192749353
Position 3738: 0.013642186298421044
Position 6616: 0.01138420928535106
Position 5632: 0.010435545850492809
Position 3887: 0.010037014310356968
Position 4871: 0.009314059751438864
Position 4253: 0.008760724838315356
Position 391: 0.008542760376998863
Position 1585: 0.008390375290682175
Position 2086: 0.00821197138202557
