Gene = Hmbs
index = 542
Annotated 5SS: [ 219 2211 2603 3014 3153 3541 4581 4751 6314 6577 6873 7111 7303]
Annotated 3SS: [2156 2529 2963 3096 3462 4502 4674 6199 6537 6752 7056 7215 7382]
SMsplice 5SS: [ 219 2211 2603 3014 3153 3541 4581 6314 6577 6873 7303]
SMsplice 3SS: [1996 2529 2963 3096 3462 4502 6186 6537 6752 7215 7382]
top_k =  500
Partition function (log Z): 14.989958185319278

Sorted 5' Splice Sites (High to Low Probability):
Position 4581: 0.9957564783806901
Position 219: 0.9584134764743284
Position 6314: 0.9353894518603592
Position 3541: 0.9021350864288451
Position 2603: 0.8588932945153778
Position 6873: 0.8550714289876643
Position 3153: 0.830894572001299
Position 2211: 0.8256899177884092
Position 3014: 0.7665201650856525
Position 6577: 0.6673695261537678
Position 7303: 0.5414490785183558
Position 7111: 0.47385525177005505
Position 5182: 0.11276041262110109
Position 6656: 0.11237944525120236
Position 2008: 0.09670798182651033
Position 7548: 0.09053551424794429
Position 7560: 0.08012167610901978
Position 4751: 0.07268644974502467
Position 4819: 0.0683260653955431
Position 2200: 0.058543137339445814
Position 1437: 0.053982090149359556
Position 6305: 0.05176030382753637
Position 6690: 0.050557443899188544
Position 193: 0.04015804627606086
Position 3230: 0.04001008527071356
Position 2700: 0.038962377327858996
Position 6804: 0.03633643695823959
Position 3176: 0.016771850597073038
Position 7291: 0.01319466031935717
Position 1298: 0.011458080610941371
Position 3410: 0.010673145578996334
Position 4842: 0.009851247120314896
Position 3157: 0.007704210957999994
Position 726: 0.005045476310531031
Position 7564: 0.004936208898285741
Position 2629: 0.004474622182104973
Position 3904: 0.004048945896895182
Position 4807: 0.003990808723186901
Position 636: 0.003908634013240196
Position 4179: 0.0037459604225392592
Position 6581: 0.0031297547682258855
Position 3200: 0.0028857647785101273
Position 849: 0.002553091715203106
Position 2816: 0.002524253123146891
Position 1487: 0.002411273417544705
Position 3397: 0.002262484305990098
Position 6561: 0.0016939803700730576
Position 3325: 0.0016195217119123716
Position 2837: 0.0015209995797168395
Position 2426: 0.0014563975838371875
Position 617: 0.0013655078646084098
Position 898: 0.0011908447728493784
Position 234: 0.0010941545863254309
Position 1315: 0.0010917558338966273
Position 4394: 0.0010493192192995845
Position 3349: 0.0010409062465743437
Position 6696: 0.000977026661194827
Position 2181: 0.000965666820881124
