Gene = 2310009A05Rik
index = 32
Annotated 5SS: [148]
Annotated 3SS: [2713]
SMsplice 5SS: [148]
SMsplice 3SS: [2713]
top_k =  500
Partition function (log Z): -8.46891608395778

Sorted 5' Splice Sites (High to Low Probability):
Position 148: 0.8931495732623982
Position 26: 0.04457924435582756
Position 1933: 0.040614804062497775
Position 195: 0.033960337282689636
Position 250: 0.01651959994246512
Position 2082: 0.007302565252754716
Position 1608: 0.006398389197161435
Position 204: 0.0038814017934200376
Position 239: 0.003607994750141527
Position 959: 0.0025616213303503613
Position 723: 0.0016278811862093015
Position 1989: 0.0015010834787640168
Position 639: 0.0013912771934096678
Position 30: 0.001344206547760513
Position 232: 0.0012616265419796411
Position 224: 0.0009936883276232488
Position 2390: 0.0005982829928533209
Position 272: 0.000571274353335829
Position 1418: 0.00043875462823968653
Position 1972: 0.000362726568735954
Position 2429: 0.000347856407201031
Position 1413: 0.00031230175116717356
Position 18: 0.00027109027913780465
Position 1530: 0.00027073696571564953
Position 1645: 0.0002490591491318961
Position 635: 0.00018915898485175156
Position 1509: 0.00017016230222303708
Position 1943: 0.0001483743112847423
Position 657: 0.00012132493444563191
Position 2581: 0.00011885003918631983
Position 1859: 9.997230593450021e-05
Position 804: 9.608729159741282e-05
Position 2911: 8.939692232213632e-05
Position 797: 8.678189255330299e-05
Position 2338: 8.414048174215107e-05
Position 1659: 6.570429431363797e-05
Position 887: 6.095815402785664e-05
Position 470: 5.8356209634831475e-05
Position 1574: 4.369348005222111e-05
Position 1295: 4.247726031896621e-05
Position 2123: 3.811115615908829e-05
Position 1219: 3.5806810176800575e-05
Position 1032: 3.4800259067124157e-05
Position 169: 2.8700247757166653e-05
Position 1334: 2.7005661445541497e-05
Position 1642: 2.6179298500805794e-05
Position 1144: 2.5755333309727224e-05
Position 1070: 2.312623583304715e-05
Position 56: 4.760865952739208e-07
Position 385: 1.2123919493438055e-07
Position 436: 1.1572478238019074e-07
Position 371: 5.749949592167981e-08
Position 421: 4.529042659313307e-08
Position 54: 4.0424761222982965e-08
Position 961: 1.1498652172432271e-08
Position 568: 2.5878287199711614e-09
Position 579: 2.012857846983083e-09
Position 536: 1.69046649070834e-09
Position 713: 1.285064784856243e-09
Position 513: 7.724832925341788e-10
Position 977: 4.466000786272769e-10
Position 963: 1.729298424158941e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2713: 0.7781195627757956
Position 1070: 0.07827750408237076
Position 1845: 0.07340201840719716
Position 1449: 0.01774524159699286
Position 995: 0.01565857267696279
Position 2719: 0.014337287723703743
Position 492: 0.013574557824609439
Position 690: 0.013141064491911505
Position 1858: 0.012958378068278056
Position 2148: 0.004125071352175481
Position 747: 0.0034201501851978955
Position 2885: 0.003356269704102089
Position 1207: 0.0033498271239151005
Position 1882: 0.00295275754279369
Position 539: 0.002817167853254497
Position 1375: 0.0025484771652404038
Position 388: 0.002268787832075485
Position 1901: 0.001962086880934993
Position 123: 0.0018172507812646344
Position 2498: 0.0016509755296948425
Position 1574: 0.0014566988313156233
Position 2232: 0.001326876728992261
Position 1920: 0.0010300413480698089
Position 1123: 0.0009904081219527352
Position 2599: 0.0008893404849998653
Position 265: 0.0007461071206465526
Position 2297: 0.000704252836912956
Position 371: 0.0006915251619381168
Position 2746: 0.0006617194629183761
Position 2249: 0.0006455845687243223
Position 871: 0.0005923751049528595
Position 814: 0.0005852028668433749
Position 1244: 0.0005546727412202325
Position 1222: 0.0004129113077673917
Position 2466: 0.0003973805380012528
Position 2751: 0.00035061449288790336
Position 2277: 0.00032109154845679855
Position 924: 0.00031153456939602136
Position 2761: 0.00028334607751897417
Position 2862: 0.00027890091038093405
Position 1451: 0.0002748244788463246
Position 1007: 0.0002747212305941431
Position 1126: 0.00026768171806729787
Position 1751: 0.00026499401082703247
Position 2123: 0.00024668771802130685
Position 1203: 0.00023816378545006854
Position 729: 0.00023228582967082097
Position 1503: 0.00022405146541273723
Position 1725: 0.00019000670593260802
Position 844: 0.0001814264891807755
Position 892: 0.000180865992031324
Position 500: 0.00017230042745305772
Position 2178: 0.0001253313338988773
Position 1925: 0.00012192617594228185
Position 1527: 0.00011958792287799896
Position 1592: 0.00010447928993346562
Position 2257: 9.933841357724675e-05
Position 1395: 9.2133684180801e-05
