Gene = Dspp
index = 349
Annotated 5SS: [  57 3372 4271 5367]
Annotated 3SS: [3295 4183 4424 6146]
SMsplice 5SS: [  57 3372 4271 4497]
SMsplice 3SS: [3202 4183 4424 9003]
top_k =  500
Partition function (log Z): -4.664790047235128

Sorted 5' Splice Sites (High to Low Probability):
Position 57: 0.9696173697259848
Position 4271: 0.9235599378172406
Position 3372: 0.8368029265177774
Position 4497: 0.6864994013646174
Position 4698: 0.40222655264360563
Position 3095: 0.35039911408616914
Position 5367: 0.1663464574010332
Position 8292: 0.1484407544830437
Position 2424: 0.11869154457845439
Position 2551: 0.08380349086886382
Position 2939: 0.08135314334073147
Position 8794: 0.05618812739522382
Position 2568: 0.051955206129448865
Position 6709: 0.034704600405577726
Position 5050: 0.0333457544743702
Position 128: 0.026963948706098483
Position 8644: 0.026563708119610265
Position 627: 0.018407106740073925
Position 3974: 0.016109314976849396
Position 3216: 0.013617147717189077
Position 2883: 0.0130303349803967
Position 2686: 0.010858606224917617
Position 2624: 0.008313623014780527
Position 4978: 0.007215034977102726
Position 1644: 0.006664173825050429
Position 2482: 0.005885043114963726
Position 3946: 0.005596398454902669
Position 1459: 0.005218316924737159
Position 2643: 0.004857548365898688
Position 4785: 0.002382033131044485
Position 2155: 0.0021520013196720048
Position 159: 0.0019343112218069942
Position 4480: 0.0016020374047020585
Position 6328: 0.0015514265378617634
Position 1604: 0.0013480966177988902
Position 3707: 0.001036404924317903
Position 272: 0.0009206366710477821
Position 4192: 0.0008649112370560778
Position 585: 0.0007204847427190882
Position 5714: 0.00044011100106047227
Position 1812: 0.0004228024836974678
Position 1388: 0.00041684236292353633
Position 90: 0.0003984116574170229
Position 2065: 0.0003570671312775068
Position 97: 0.00029829364039361914
Position 1070: 0.00024065768939263155
Position 4293: 0.00022313887075274023
Position 279: 0.0002066618521907624
Position 2597: 0.00015348271498785763
Position 593: 0.00013183245647742213
Position 1887: 0.00011901557043428226
Position 4184: 0.00010631857404517894
Position 691: 5.9185692637648107e-05
Position 1871: 5.522955563040115e-05
Position 1442: 4.787897480679701e-05
Position 1610: 3.205901803149056e-05
Position 2015: 2.8580022354300903e-05
Position 958: 2.6033901702040406e-05
Position 2178: 2.4795029329939812e-05
Position 548: 2.024734429005933e-05
Position 1185: 1.9883179326872575e-05
Position 1022: 1.983282542850529e-05
Position 1621: 1.723537002924451e-05
Position 1652: 1.6626800346136278e-05
Position 1347: 1.4354915873671933e-05
Position 1654: 1.4247165150938461e-05
Position 4551: 1.0358795927291943e-05
Position 1650: 8.522822440975645e-06
Position 1648: 8.22008315234065e-06
Position 4950: 3.827729449148435e-06
Position 201: 2.687499208921027e-06
Position 447: 2.546170763848787e-06
Position 143: 2.2117853543253426e-06
Position 184: 1.8420213640075954e-06
Position 353: 1.4476985776313717e-06
Position 186: 1.1888832268760734e-06
Position 333: 1.0324463041648014e-06
Position 371: 2.731871023404632e-07
Position 364: 2.2725546905333487e-07
Position 36: 1.1626353699826709e-07
Position 975: 3.3192720463962484e-08
Position 1694: 5.039310094070288e-09
Position 1656: 3.506076783041643e-09
Position 550: 3.2615081537350555e-09
Position 1711: 3.1516216584096827e-09
Position 1646: 3.0957983695574923e-09
Position 1641: 2.8957739159146235e-09
Position 1658: 2.797412766209356e-09
Position 1660: 2.5239132577213894e-09
Position 1212: 2.3234942052579362e-09
Position 797: 5.046958058990425e-10
Position 440: 8.821044057267097e-11
Position 449: 7.37998305605253e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4183: 0.8240689961077319
Position 9003: 0.6617146882412408
Position 3202: 0.5197882100679644
Position 4424: 0.5188056275669167
Position 4367: 0.3619217450155092
Position 3295: 0.19139502576390607
Position 2856: 0.17428042953836445
Position 8151: 0.16117773296048815
Position 3090: 0.15762867161043947
