Gene = Chst15
index = 264
Annotated 5SS: [  182 47224 48310 50572 54546 69365 75812]
Annotated 3SS: [46226 47969 50424 54388 69207 75663 78763]
SMsplice 5SS: [  182  4742  7258  7474 15002 18128 21423 32467 33787 48310 50572 54546
 69365 75812]
SMsplice 3SS: [ 4575  7195  7384 14895 17985 21311 32366 33685 48155 50424 54388 69207
 75663 78763]
top_k =  500
Partition function (log Z): -47.2148392697211

Sorted 5' Splice Sites (High to Low Probability):
Position 182: 0.9092156806288756
Position 4742: 0.8955651591212803
Position 7474: 0.8185940825135305
Position 7258: 0.7499839922699936
Position 15002: 0.47338477876310153
Position 4432: 0.37160918562831613
Position 6780: 0.2583853052341715
Position 416: 0.2332760202114301
Position 6802: 0.17840379774834866
Position 1957: 0.1458747266720283
Position 7081: 0.12234947827646005
Position 1728: 0.12120914868490532
Position 3177: 0.07127040103465151
Position 924: 0.05289440277558547
Position 436: 0.04673963071577172
Position 6946: 0.04286810365776387
Position 6306: 0.03893178025485389
Position 6248: 0.03130875126018771
Position 7010: 0.02974851326535021
Position 4436: 0.026912545431577072
Position 1829: 0.017819874088992486
Position 15952: 0.01609181082116447
Position 2524: 0.012774036091328368
Position 2752: 0.011100141402241786
Position 200: 0.010098436048872329
Position 8040: 0.009438368729543027
Position 2036: 0.009232803827860262
Position 4073: 0.008655029135254304
Position 4424: 0.008588408395175108
Position 3078: 0.00843846704841501
Position 4438: 0.006955556927543815
Position 4427: 0.006769305306972074
Position 1944: 0.0066593511494642274
Position 8772: 0.006156212363438936
Position 11294: 0.004057674049289913
Position 238: 0.003500301732502383
Position 280: 0.0026666230491838717
Position 6767: 0.0026335276635266022
Position 4085: 0.0024083475210039465
Position 2088: 0.0024056112132792625
Position 1682: 0.0023807419000142853
Position 6977: 0.0020060942561965635
Position 5130: 0.001955147134595011
Position 9487: 0.001946706802543714
Position 4092: 0.001699456460775781
Position 8763: 0.0011444704574173118
Position 96: 0.0008611623667046915
Position 188: 0.0006882589501940886
Position 4817: 0.0006230894522502651
Position 6788: 0.0003752986531960468
Position 512: 0.0003286844245792485
Position 8717: 0.0003043063587668739
Position 468: 0.00027569038854575247
Position 1397: 0.0002703726635253774
Position 1715: 0.0002570360731650661
Position 461: 0.0002516896308007471
Position 222: 0.00024350275966493156
Position 81: 0.00020740592890638144
Position 270: 0.0001341415253603031
Position 1348: 0.00012664758097853123
Position 627: 0.00011073057654433389
Position 1020: 8.347676592049292e-05
Position 1006: 6.997754212307527e-05
Position 215: 6.545271998486616e-05
Position 747: 6.340304999447742e-05
Position 7442: 5.286421100172671e-05
Position 21: 4.9446002015152036e-05
Position 861: 3.1184531886941044e-05
Position 702: 3.10249394873837e-05
Position 1342: 3.084823173483e-05
Position 103: 2.559006540964192e-05
Position 725: 1.8346467064331242e-05
Position 1961: 1.6476722325244068e-05
Position 166: 1.491130568985505e-05
Position 1277: 1.4224984149289297e-05
Position 494: 9.521537813212873e-06
Position 256: 4.529935153760978e-06
Position 41: 3.4002340765657198e-06
Position 4757: 3.345946501473836e-06
Position 4675: 3.032711802818807e-06
Position 8: 2.3034327086366997e-06
Position 139: 1.9587125214700008e-06
Position 76: 1.0239175820037804e-06
Position 13: 1.0205645233287044e-06
Position 250: 7.976135823894856e-07
Position 503: 6.59552152129409e-07
Position 322: 2.8834553481347574e-07
Position 477: 2.4592049576409605e-07
Position 304: 2.062420107581291e-09
Position 324: 1.2620201882008478e-09
Position 601: 2.4403907320280622e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4575: 0.831965180693888
Position 7384: 0.77435325327103
Position 7195: 0.6673629048264059
Position 14895: 0.5244055910866913
Position 17113: 0.4717067196334743
Position 4299: 0.4290282998004315
Position 6661: 0.2974963217318514
Position 6884: 0.25831881818092106
Position 279: 0.2211614107511531
Position 1565: 0.1536639729470914
Position 15818: 0.08785864802638077
Position 6714: 0.08116746520948764
Position 10083: 0.07762277594445627
Position 1803: 0.07491542890595025
Position 13277: 0.07450203459239875
Position 6107: 0.07092436229086596
Position 19265: 0.06885966815960408
Position 1854: 0.0660032436647712
Position 8851: 0.057829385778847775
Position 6678: 0.05468284642819242
Position 6972: 0.0347023076731849
Position 7110: 0.02900168049393169
Position 15924: 0.028697005618434163
Position 7764: 0.02580784753212187
Position 3124: 0.022597789588883452
Position 3040: 0.021865980819847513
Position 3027: 0.021447562293680916
Position 586: 0.019064400917140196
Position 4492: 0.018206775830616685
Position 4542: 0.01559553916017855
Position 2461: 0.015508716973185493
Position 7338: 0.01495857949888232
Position 4592: 0.014630110218263178
Position 11231: 0.014279377457030753
Position 2993: 0.013805159002831548
Position 4029: 0.012775535581395716
Position 8644: 0.01273951470389547
Position 12665: 0.010005207198217214
Position 8662: 0.009393216670549544
Position 10980: 0.008075710625231144
Position 6761: 0.006451295929710515
Position 329: 0.005389272777735488
Position 894: 0.0046849803916871055
Position 13135: 0.004632272165230857
Position 1792: 0.004276268788954214
Position 9200: 0.0041764230740346416
Position 4639: 0.003986583867094531
Position 710: 0.003426455426193321
Position 2597: 0.0031039507946254794
Position 11337: 0.0029745515719370886
Position 1697: 0.0029229853946448267
Position 10808: 0.00282635361881952
Position 4456: 0.0028099637286785445
Position 7603: 0.0025970249649910912
Position 590: 0.0022613126090833538
Position 7723: 0.0021515814821614463
Position 2681: 0.00206793809693456
Position 317: 0.0019865024302977725
Position 8876: 0.001947639737231411
Position 4904: 0.0017822506101756181
Position 511: 0.0017103036508903885
Position 11791: 0.0015315869574146317
Position 7951: 0.0014794585792651106
Position 2523: 0.0014747685608207182
Position 2412: 0.0013071458138714822
Position 1867: 0.0012547670629063665
Position 4244: 0.0011024818867321718
Position 1833: 0.0010492818098160263
Position 833: 0.0007495786264310855
Position 10131: 0.0006978253970920483
Position 1862: 0.0006630614179408844
Position 755: 0.0005054405473297277
Position 1883: 0.0004988652996930169
Position 4993: 0.0004886916494749829
Position 2617: 0.00043060469170097234
Position 653: 0.00041765985086389157
Position 1212: 0.00034731501436282474
Position 8507: 0.00030512425868789363
Position 348: 0.00028205670848662135
Position 5053: 0.00025036783400922305
Position 8578: 0.00022697416046191875
Position 1574: 0.00018752793840992978
Position 1656: 0.00018506643840775368
Position 2034: 0.0001593433450184221
Position 471: 0.00014215671768070027
Position 6210: 0.0001186930027378317
Position 722: 0.00010921087589305438
Position 8326: 9.445071956243106e-05
Position 5256: 8.232183638110523e-05
Position 8008: 7.813656070364601e-05
Position 837: 4.883409210412495e-05
Position 1165: 4.665879054919165e-05
Position 1676: 3.4749515884120506e-05
Position 1400: 2.7575868793864724e-05
Position 363: 2.0855090233741116e-05
Position 861: 1.8642086553390616e-05
Position 823: 1.8360508969370766e-05
Position 1894: 1.8174889565203393e-05
Position 7983: 1.6847181439663617e-05
Position 2174: 1.3556928492371525e-05
Position 592: 1.303058576629019e-05
Position 378: 1.1487857022281452e-05
Position 1454: 1.0020332817549352e-05
Position 797: 9.75309253107696e-06
Position 659: 8.226108795297324e-06
Position 2368: 7.983672591618796e-06
Position 907: 7.97213102055203e-06
Position 614: 7.634318722277252e-06
Position 618: 6.6056523151089226e-06
Position 699: 5.6306755421553845e-06
Position 181: 5.383543890964861e-06
Position 1037: 5.305379287676833e-06
Position 304: 5.272052846202334e-06
Position 3131: 3.538107543792919e-06
Position 801: 3.4196481169233255e-06
Position 1223: 3.390061242952052e-06
Position 729: 3.047402752028888e-06
Position 839: 1.973480302188256e-06
Position 725: 1.704345031592204e-06
Position 455: 1.5329612055651797e-06
Position 770: 1.3830653601703591e-06
Position 819: 1.3793840000921162e-06
Position 923: 1.334460005087786e-06
Position 785: 1.3253042735445475e-06
Position 415: 2.6319756626628856e-07
Position 382: 1.6120322503716242e-07
Position 440: 6.930099003679611e-08
Position 1728: 2.1793741761955188e-08
Position 474: 1.1075145919907638e-08
Position 543: 1.0702163304692157e-08
Position 211: 6.296886618717591e-09
Position 237: 2.2007906897129507e-09
Position 406: 2.0260195608171234e-09
Position 109: 1.7146826097834916e-09
Position 397: 5.188446880925158e-10
Position 145: 4.1792798120392335e-10
Position 900: 2.2983149711394025e-10
Position 620: 2.2611920626525726e-10
Position 988: 2.2526640498273837e-10
Position 139: 1.7747857803666505e-10
Position 188: 1.923673092632928e-11
Position 151: 1.3047065663780752e-11
Position 80: 8.514285899014708e-13
