Gene = Zzz3
index = 1211
Annotated 5SS: [  136 24138 26769 32830 50935 52924 53126 53714 54709 55396 56141 59952
 61967]
Annotated 3SS: [24011 26614 31273 50795 52775 53009 53641 54606 55299 55987 59816 61865
 62250]
SMsplice 5SS: [  136 24138 29357 49700 50935 52924 53126 53714 54709 55396 56141 59952
 61967]
SMsplice 3SS: [24011 29247 49556 50795 52775 53009 53641 54606 55299 55987 59816 61865
 62250]
top_k =  500
Partition function (log Z): -43.03172563605307

Sorted 5' Splice Sites (High to Low Probability):
Position 136: 0.9996234554999944
Position 5113: 0.19772717603745985
Position 3330: 0.17344192113111703
Position 6046: 0.11128203598095154
Position 2223: 0.03273925584689843
Position 1198: 0.030386202878805935
Position 3790: 0.024965378321039074
Position 1414: 0.024569389015506232
Position 8262: 0.0233419715555522
Position 1353: 0.01716701792826696
Position 3322: 0.013312322381487636
Position 1244: 0.009964050645279108
Position 2930: 0.005855814475392376
Position 645: 0.0055263382568319355
Position 4457: 0.0037173799216160164
Position 649: 0.0037036943566203673
Position 3678: 0.002646587779785028
Position 3034: 0.002327015292671945
Position 683: 0.001563851137937933
Position 1578: 0.001342606986341123
Position 4630: 0.0013275222610194867
Position 1455: 0.0005755142379616672
Position 1189: 0.00012684769052104578
Position 1757: 6.758639266319749e-05
Position 720: 5.514271706499979e-05
Position 1147: 4.30381248987023e-05
Position 1979: 4.1325640726829505e-05
Position 1240: 3.086976017870904e-05
Position 695: 2.3394466366711613e-05
Position 741: 2.21814635753955e-05
Position 1930: 1.8759386634476938e-05
Position 1549: 1.513519256481966e-05
Position 1864: 1.1337027100816445e-05
Position 4585: 1.0696581471021576e-05
Position 3462: 1.0254076205658866e-05
Position 577: 8.153453285758901e-06
Position 285: 5.421657647139324e-06
Position 1080: 4.141257027366028e-06
Position 1220: 3.067487374576324e-06
Position 543: 2.5109289481283483e-06
Position 73: 2.4513243722946934e-06
Position 839: 2.365419273903986e-06
Position 373: 2.145054630280795e-06
Position 988: 1.3332350007519729e-06
Position 580: 1.2525640365813626e-06
Position 408: 1.1223164467217417e-06
Position 569: 1.1026944814704667e-06
Position 1078: 1.0739283813027073e-06
Position 451: 8.217742961439674e-07
Position 606: 6.231314637501509e-07
Position 1049: 6.213828310247514e-07
Position 562: 6.073971493780062e-07
Position 763: 5.968171411323934e-07
Position 302: 4.3616503595601444e-07
Position 1215: 3.8448128565292345e-07
Position 1020: 3.188219014884301e-07
Position 1162: 2.9848129106776325e-07
Position 420: 2.3087741275200175e-07
Position 362: 1.8267319224571504e-07
Position 158: 9.101330979047328e-08
Position 1128: 7.194095095521397e-08
Position 444: 3.8417577891986026e-08
Position 251: 2.1520168809838275e-08
Position 1269: 1.952681961144613e-08
Position 1312: 3.2604243326965024e-09
Position 415: 2.466554815776766e-09
Position 524: 1.3397802527177056e-09
Position 1308: 1.0728355750114232e-09
Position 39: 3.505783071747766e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5603: 0.3105975989708325
Position 3224: 0.13752856897762616
Position 5975: 0.12474026205993533
Position 8136: 0.09051093525148639
Position 5005: 0.08528093710810943
Position 7400: 0.0748747020608887
Position 9606: 0.07308821273615361
Position 9568: 0.0685481063014929
Position 1298: 0.06285486262732358
Position 4907: 0.04944575000889393
Position 9726: 0.04545432099738409
Position 2126: 0.040351190971021654
Position 4552: 0.039657515575655514
Position 5034: 0.039040953908853634
Position 5502: 0.028003447871233586
Position 1060: 0.027581852541572093
Position 3174: 0.022998190257850118
Position 5091: 0.021419478839958397
Position 7058: 0.0193458857702148
Position 475: 0.018867384561929625
Position 8132: 0.014692349243002062
Position 3649: 0.014211982465206259
Position 3271: 0.013494920747728314
Position 6536: 0.012766907195008932
Position 3131: 0.012653399861141954
Position 4875: 0.011452953441490612
Position 758: 0.011003919003998013
Position 5587: 0.010942567321495981
Position 10755: 0.009694192576206464
Position 4089: 0.009454640233459214
Position 6362: 0.009399654845404564
Position 9280: 0.009157712572976439
Position 7483: 0.00892774230083903
Position 4624: 0.008875318855426998
Position 5878: 0.00846149794030648
Position 3621: 0.007044162551436872
Position 9259: 0.006357980645832332
