Gene = Ecm1
index = 355
Annotated 5SS: [ 197 1331 1558 1762 1937 2557 3098 3723 4371 4747]
Annotated 3SS: [1267 1452 1680 1855 2511 2777 3347 4149 4658 5098]
SMsplice 5SS: [ 197 1331 1558 1762 1937 3098 3723 4371 4747]
SMsplice 3SS: [1267 1452 1680 1855 2777 3618 4149 4658 5098]
top_k =  500
Partition function (log Z): 11.64439466687108

Sorted 5' Splice Sites (High to Low Probability):
Position 1937: 0.9900143678443977
Position 1762: 0.9760677627936836
Position 1558: 0.9516523324828348
Position 3723: 0.9250952323008603
Position 1331: 0.9229687596161424
Position 3098: 0.9200001557479975
Position 4747: 0.8688190864242772
Position 197: 0.8366161499823723
Position 4371: 0.7128911662719897
Position 136: 0.09457262156937944
Position 1140: 0.06571773049008783
Position 2862: 0.05715692879713745
Position 3317: 0.05700739479194523
Position 2557: 0.055937251411499786
Position 1369: 0.04145810662659083
Position 455: 0.0349704513845979
Position 396: 0.03441382071421701
Position 834: 0.03416142625546826
Position 2143: 0.02655655513470998
Position 732: 0.025967021305862804
Position 4472: 0.014325538506879398
Position 2713: 0.011441915819033501
Position 4560: 0.006681705278297553
Position 2590: 0.006545655348909197
Position 3512: 0.00648688516403367
Position 768: 0.005563477631638914
Position 3844: 0.005013757100828785
Position 2951: 0.004756204636782188
Position 4094: 0.004663478134943295
Position 348: 0.004416827280553019
Position 748: 0.004042337779258835
Position 804: 0.00277512689236557
Position 1151: 0.002525525181113938
Position 3104: 0.0023167772822193142
Position 3130: 0.002210335551008649
Position 4241: 0.0019450590452037763
Position 3495: 0.0017673128632286232
Position 999: 0.0015779175811890408
Position 2343: 0.0011371477995821568
Position 4357: 0.0011085296086435377
Position 3866: 0.0010950964347759043
Position 212: 0.0010897671735159214
Position 3527: 0.0010054635371823271
Position 3820: 0.0007203371966376282
Position 699: 0.0007143002594933882
Position 755: 0.0007092045862867976
Position 1941: 0.0007030451943931649
Position 4089: 0.0006566665521171518
Position 3848: 0.0005836091955644696
Position 2943: 0.0005641448998225905
Position 99: 0.0005600638269687242
Position 2573: 0.0005275109309495423
Position 4232: 0.0005072386627908194
Position 409: 0.0004947938327096707
Position 3987: 0.00034591638092849484
Position 207: 0.000322832131743326
Position 433: 0.00032142290577415926
Position 3242: 0.00026971228641999056
Position 2213: 0.00024866164943446314
Position 762: 0.0002465480489896175
Position 530: 0.000227784755694774
Position 258: 0.00019299684147673868
Position 4157: 0.00017299612501680439
Position 1589: 0.00015803385699064785
Position 1752: 0.00015495411190461004
Position 4850: 0.00014988867675795432
Position 49: 0.00014251511354605097
Position 1452: 0.00013403104896155812
Position 961: 0.00012633631912720755
Position 4751: 0.00011853390985579722
Position 4753: 0.0001126273243452303
Position 2162: 0.00010975762957215255
Position 3373: 0.00010542370621053273
Position 106: 9.786335510001615e-05
Position 3977: 8.950129275259872e-05
Position 1389: 7.811290694031406e-05
Position 3914: 7.071147220997953e-05
Position 4951: 7.06112150102885e-05
Position 1715: 6.604381926401771e-05
Position 3949: 6.37885462543981e-05
Position 2045: 6.175908061326283e-05
Position 2108: 5.797642451192591e-05
Position 3146: 5.747948092776056e-05
Position 1915: 5.719319034865667e-05
Position 67: 5.505608055400281e-05
Position 2259: 5.455190382157589e-05
Position 726: 4.4027033205577865e-05
Position 3853: 4.09372446488475e-05
Position 712: 3.6303034322770965e-05
Position 1766: 3.505898006637387e-05
Position 3727: 3.133997565882716e-05
Position 807: 2.677933569124378e-05
Position 295: 2.6644698193004155e-05
Position 1583: 2.501120886969091e-05
Position 1609: 2.4396337592179578e-05
Position 542: 1.8070711896938803e-05
Position 3128: 1.646108841452038e-05
Position 2049: 1.5751169122704328e-05
Position 351: 1.464814164805107e-05
Position 2229: 1.2390926096010662e-05
Position 1512: 9.725014203128475e-06
Position 290: 1.2920781788452302e-06
Position 2040: 1.0287801532534849e-06
Position 16: 7.723667146744039e-07
Position 219: 6.6143706973203e-07
Position 113: 6.471932400991977e-07
Position 201: 6.376729037825343e-07
Position 3000: 5.036146404430507e-07
Position 548: 3.7139509677771765e-07
Position 1713: 2.6207237835707956e-07
Position 1433: 2.600712226833388e-07
Position 81: 2.573172968607828e-07
Position 3: 2.186448913154437e-07
Position 1802: 1.275700835024539e-07
Position 230: 1.0619217829406968e-07
Position 593: 9.423960150032309e-08
Position 1398: 9.30755322586302e-08
Position 253: 4.2231562123034695e-08
Position 400: 2.3318096036322766e-08
Position 3142: 1.1444569903417514e-08
Position 3084: 1.0561960335573411e-08
Position 3023: 9.996799612280117e-09
Position 1859: 6.5306347951637455e-09
Position 423: 3.09929162319154e-11
Position 284: 2.0493827298888774e-11
Position 1677: 9.209026498315975e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1855: 0.9873484504585951
Position 4149: 0.7700452599843908
Position 4658: 0.7100280629382042
Position 1267: 0.6762130055363551
Position 1452: 0.6124142598535934
Position 2777: 0.6116879491506577
Position 5098: 0.5394512900194001
Position 1680: 0.463303817760538
Position 3618: 0.4293048862840081
Position 1626: 0.3473400163978888
Position 1455: 0.3334266464987666
Position 1214: 0.23177256320697592
Position 3418: 0.17762077455972602
Position 3000: 0.15297050139300294
Position 3452: 0.1528960266393023
Position 5071: 0.13772656284141538
Position 2980: 0.10569950040624594
Position 3347: 0.07447854731449004
Position 698: 0.06598275983344332
Position 1701: 0.06593777942323022
Position 5183: 0.06558979853391451
Position 1685: 0.05602096538310957
Position 4665: 0.052351660004599086
Position 4842: 0.05209281188155446
Position 3230: 0.050970925256703006
Position 3586: 0.04365260024033607
Position 2712: 0.04166180263719175
Position 953: 0.039746939289130215
Position 4822: 0.03893388004673748
Position 1704: 0.03212657005426359
Position 4560: 0.02664242258109784
Position 4597: 0.024331614666626557
Position 1165: 0.0226903935442096
Position 980: 0.021722860127408258
Position 1194: 0.021285350526651432
Position 2912: 0.020194110982159934
Position 2511: 0.020142612913918983
Position 2656: 0.019155258067421983
Position 3063: 0.018668087270911973
Position 4232: 0.018371299587973434
Position 4683: 0.017530347156460267
Position 4452: 0.01751032898332167
Position 3455: 0.01697026815298814
Position 4264: 0.016965649903778825
Position 2045: 0.016676663898146024
Position 5188: 0.015449907376339016
Position 3503: 0.012807660647348116
Position 2514: 0.011806767696916057
Position 4499: 0.01133312982976111
Position 2367: 0.010869155658222737
Position 2461: 0.00984115137020939
Position 1179: 0.009500915641432267
Position 3789: 0.009377555509646567
Position 3007: 0.009280166550323746
Position 4517: 0.008837584117030759
Position 2070: 0.008826413016175112
Position 4883: 0.008728096405176947
Position 3519: 0.008694942853223319
Position 5136: 0.00830629733601231
Position 295: 0.008202354000516504
Position 972: 0.008105145616132169
Position 4574: 0.007832333001541906
Position 4932: 0.006749926326679978
Position 5294: 0.006541263571688337
Position 1220: 0.006427377284038128
Position 3635: 0.006199446635117633
Position 2851: 0.006154357735520887
Position 3395: 0.004918323235534263
Position 3270: 0.004756002236348817
Position 3954: 0.004682628090692379
Position 5320: 0.0041733454033026415
Position 4965: 0.003694880006384231
Position 717: 0.003459983614620785
Position 2848: 0.003349253744932945
Position 4310: 0.0033002843106111307
Position 1893: 0.0032941701550414197
Position 4594: 0.0029305805333163398
Position 4622: 0.00282938160464167
Position 5020: 0.002794265328104401
Position 2947: 0.002553192875003112
Position 5275: 0.0022127383107601564
Position 320: 0.0021853171794661386
Position 3527: 0.0021368592086856066
Position 4948: 0.002135928980100552
Position 2594: 0.002132500837243128
Position 3641: 0.0021293378840598334
Position 4845: 0.0020758391729473868
Position 886: 0.0020354284523023346
Position 3647: 0.0020325248018745077
Position 2834: 0.0019297887469398392
Position 2782: 0.0018828851621261208
Position 2803: 0.0017979124508280108
Position 2534: 0.0017232084253217248
Position 1876: 0.0016989268529998332
Position 1630: 0.0016696051067734154
Position 1725: 0.0015646012075572712
Position 4975: 0.0015496580886912989
Position 4053: 0.0014357833117600147
Position 3665: 0.0014239504437255682
Position 2446: 0.0014093880529808497
Position 4720: 0.0013676189110127233
Position 2443: 0.0013626159208086283
Position 4616: 0.0012306860687369553
Position 2480: 0.0012106097972920888
Position 4998: 0.0011504389661752936
Position 3866: 0.0011098107069713252
Position 4903: 0.0010769110658867982
Position 2389: 0.001056782775217991
Position 1105: 0.000978455661616876
Position 768: 0.0009634137545731191
Position 1544: 0.0009419903733399228
Position 2466: 0.0009115557113967102
Position 1017: 0.0008871506279321016
Position 4972: 0.0008573915236312786
Position 625: 0.0008223529927516437
Position 2926: 0.0008089858520632699
Position 4849: 0.00078475076091031
Position 1275: 0.0006817065464115743
Position 1755: 0.0006376594508864603
Position 1150: 0.0005876458945675401
Position 3692: 0.0005806176125104955
Position 427: 0.0005493973644170477
Position 2075: 0.0005483308160615434
Position 593: 0.0005456099709550769
Position 4939: 0.0005359081600681291
Position 5150: 0.0005298194253371799
Position 3377: 0.0005226252375906116
Position 2463: 0.0005211904072980608
Position 2236: 0.0004828044404050632
Position 669: 0.00048035747591573173
Position 2030: 0.00047368668831907537
Position 5234: 0.00046950179377928795
Position 723: 0.000396779349604181
Position 2022: 0.0003847956666652746
Position 1317: 0.0003666342005995169
Position 4831: 0.00035479339738234714
Position 1492: 0.00034542045426461034
Position 330: 0.0003373112949998076
Position 4994: 0.00032177938333838275
Position 1879: 0.0003153928102605879
Position 2449: 0.00030625717963819114
Position 4463: 0.0002925515242515024
Position 2735: 0.0002749518767900846
Position 2313: 0.00027336867532524637
Position 4707: 0.00027187873293482343
Position 650: 0.000238217716297154
Position 5324: 0.00022748558655057293
Position 1464: 0.00022350685843783958
Position 4886: 0.00022178693616539972
Position 4075: 0.0002188501998543626
Position 3031: 0.00021798201183836525
Position 2923: 0.00020972041638114041
Position 4725: 0.00020238917692695397
Position 5116: 0.00019986626221244678
Position 2392: 0.0001932910973094167
Position 407: 0.00018684369500361245
Position 605: 0.0001817239962158376
Position 1091: 0.0001778014352995088
Position 984: 0.00017641264841103188
Position 5220: 0.00017488791508959425
Position 374: 0.00016910749433367834
Position 3768: 0.00016671447132559717
Position 1139: 0.00015568624758409208
