Gene = Pstk
index = 872
Annotated 5SS: [  249  2690  3123 12860 13453]
Annotated 3SS: [ 2394  2923 12783 13358 16476]
SMsplice 5SS: [  296  9068 12860 13453]
SMsplice 3SS: [ 8978 12783 13358 14399]
top_k =  500
Partition function (log Z): -11.686277180478358

Sorted 5' Splice Sites (High to Low Probability):
Position 9068: 0.9608227125776806
Position 12860: 0.9154951090172608
Position 13453: 0.8738191792837475
Position 296: 0.7350959306233521
Position 3123: 0.20848892176460773
Position 249: 0.1967684784122611
Position 2125: 0.19366392163311363
Position 13724: 0.10088416308289042
Position 6479: 0.09137511344858211
Position 260: 0.02712164401191916
Position 92: 0.012811369412564763
Position 444: 0.010881829337573201
Position 139: 0.005797318151484011
Position 274: 0.005331871429247047
Position 602: 0.004685883434864852
Position 1285: 0.0010140358761833628
Position 2274: 0.0004775177591928834
Position 1719: 0.0004045119501299631
Position 304: 0.00038927286735127416
Position 2654: 0.0003223242290675554
Position 5233: 0.0002898901408063558
Position 893: 0.00023560576363420346
Position 409: 0.0002251226816784363
Position 510: 0.00019161335364883134
Position 2690: 0.00017420448120019087
Position 5745: 0.0001422927022576229
Position 2458: 0.00013503443948208895
Position 7625: 0.00013203798699330604
Position 1274: 0.00012657532671688749
Position 2289: 0.00010000139672829901
Position 1410: 7.526789470242778e-05
Position 426: 5.353971916570624e-05
Position 2763: 3.061242014240595e-05
Position 2537: 2.9900779181577656e-05
Position 2987: 2.5369025222640143e-05
Position 1959: 2.412873279917931e-05
Position 1723: 2.0847332124885542e-05
Position 1281: 1.6547005908095264e-05
Position 1904: 1.2534099967943058e-05
Position 2165: 6.5735089587744045e-06
Position 2181: 4.196956433540745e-06
Position 1672: 3.4824243387037216e-06
Position 1899: 2.857981876213364e-06
Position 1084: 2.1161334169795674e-06
Position 328: 1.0276816697075544e-06
Position 204: 9.30959650044069e-07
Position 172: 7.879508886032875e-07
Position 186: 4.451639497153292e-07
Position 180: 2.7128178418721746e-07
Position 914: 1.8751944085718314e-07
Position 355: 1.3007029795478284e-07
Position 9: 1.257253933985426e-07
Position 125: 8.854096744939881e-08
Position 870: 5.394658702977574e-08
Position 964: 4.784672020154055e-08
Position 1419: 3.7240745879168296e-08
Position 1266: 2.1650318752276848e-08
Position 2246: 1.4499816064931043e-08
Position 1006: 1.33199011437393e-08
Position 2157: 1.21702859279832e-08
Position 96: 1.062545759413311e-08
Position 308: 6.434179124753037e-09
Position 1769: 5.53256245550443e-09
Position 844: 3.5053967146262693e-09
Position 52: 1.9586880897991162e-09
Position 1991: 6.868483146202514e-10
Position 420: 4.753339627367033e-10
Position 385: 3.986741692900805e-10
Position 320: 1.8232477226264322e-10
Position 785: 1.5461701615478355e-10
Position 448: 1.1086323509836218e-10
Position 706: 1.0749923041110743e-10
Position 867: 1.0040851881830294e-10
Position 855: 2.387934762817485e-13
Position 643: 2.3656725459765074e-13
Position 595: 2.215128987935514e-13
Position 808: 2.1597625628489405e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 8978: 0.937696236399805
Position 12783: 0.9201358028694476
Position 13358: 0.8795793358705886
Position 14399: 0.5685093714395166
Position 16476: 0.24085931721075088
Position 2923: 0.1246115253583587
Position 2065: 0.11657406714468217
Position 13594: 0.09573057001844734
Position 2953: 0.07990074040570627
Position 6345: 0.07090703755061042
Position 2090: 0.04873386678332888
Position 15510: 0.04498804232809967
Position 13657: 0.0364967315483835
Position 9012: 0.02572403694542392
Position 1891: 0.017494091446317358
Position 14546: 0.016171131612654963
Position 6231: 0.01375871267029556
Position 14502: 0.012624204070652772
Position 14085: 0.011753491618996473
Position 14812: 0.011015350392865376
Position 1995: 0.008142245132369885
Position 6251: 0.007476795689908567
Position 8558: 0.00718548262538451
Position 15071: 0.006533974585049015
Position 2943: 0.0044140804220099686
Position 2394: 0.004397753920182332
Position 9425: 0.004038676977251235
Position 2000: 0.0035947255159291826
Position 12355: 0.0031942057153366357
Position 12321: 0.002789999679593566
Position 9320: 0.0020325117807902257
Position 7113: 0.0018597265120104164
Position 5420: 0.0017302602256374711
Position 8606: 0.0016597291000462855
Position 9899: 0.0015817341409605078
Position 3212: 0.0012138978216033392
Position 6598: 0.001097572873458156
Position 2495: 0.001017534071538738
Position 9767: 0.0008274664571298058
Position 8524: 0.0007276617543759057
Position 6115: 0.0007127880625279942
Position 3997: 0.0006369141049967083
Position 9530: 0.0006093212767892509
Position 5933: 0.0005692228861968589
Position 1540: 0.0005598819120655623
Position 7507: 0.0005397746017764399
Position 5399: 0.0005386609163842912
Position 4920: 0.0004516971271860745
Position 6628: 0.0004200975523977384
Position 1222: 0.00037445431981269594
Position 2563: 0.00028951421483986903
Position 3160: 0.0002817279741428609
Position 959: 0.00024079812818647328
Position 5595: 0.00020698763149773806
Position 5469: 0.0002024479194554566
Position 4351: 0.00020220395371018838
Position 5203: 0.00018900171112274592
Position 3673: 0.00015012891967836642
Position 2632: 0.0001259837675368322
Position 1604: 0.00011192353196821352
Position 5349: 0.00010414160809885627
Position 7565: 9.319964274704443e-05
Position 7201: 8.180548639269682e-05
Position 6924: 7.575464937508122e-05
Position 1225: 7.572702935083119e-05
Position 1284: 7.438720695597612e-05
Position 3353: 6.778397343084327e-05
Position 3735: 5.9587723276498464e-05
Position 4244: 5.693197340132413e-05
Position 5578: 5.185768138482421e-05
Position 2612: 5.115929987032764e-05
Position 1109: 5.009057190788124e-05
Position 1076: 4.7574295707590835e-05
Position 4152: 4.6096646342848804e-05
Position 3756: 4.5272184649354146e-05
Position 5018: 4.48224569134772e-05
Position 4948: 3.8625738990430817e-05
Position 1552: 3.572405816895042e-05
Position 2932: 3.517905336672914e-05
Position 1492: 3.434974988871019e-05
Position 1184: 2.9367111797233406e-05
Position 5232: 2.928795097752532e-05
Position 1399: 2.4847623362802635e-05
Position 1250: 2.479557080561606e-05
Position 4859: 1.9534356232609515e-05
Position 1083: 1.9051221300760175e-05
Position 1136: 1.7440462673438552e-05
Position 4643: 1.6895752219754967e-05
Position 1823: 1.6480468593544672e-05
Position 473: 1.3176342419073785e-05
Position 4283: 1.2047795801357393e-05
Position 705: 1.1093460282695395e-05
Position 1944: 1.0405793204820963e-05
Position 514: 9.623754583601964e-06
Position 807: 8.109108001276606e-06
Position 1692: 7.89703222192464e-06
Position 3557: 7.762165835582572e-06
Position 388: 7.569615491825515e-06
Position 2268: 7.265420444150066e-06
Position 4975: 6.8095813434070355e-06
Position 1145: 6.5412410300383665e-06
Position 2045: 5.888475297110829e-06
Position 2654: 5.767026086616367e-06
Position 1162: 5.557334911515457e-06
Position 2098: 5.232712177651567e-06
Position 888: 4.792756994178151e-06
Position 320: 4.772321763414819e-06
Position 1786: 2.3635335276917465e-06
Position 1783: 2.2831612191964947e-06
Position 167: 1.9381408365634993e-06
Position 657: 1.5554196292847184e-06
Position 1117: 1.1481897053422914e-06
Position 817: 7.422758218460749e-07
Position 362: 7.214264517505088e-07
Position 1742: 6.912947127334926e-07
Position 1178: 6.608804492336956e-07
Position 1903: 6.338765133789682e-07
Position 963: 5.443923028056258e-07
Position 478: 2.8087882555241417e-07
Position 1307: 2.510545718123234e-07
Position 725: 1.2018143097674247e-07
Position 242: 1.1575193203092357e-07
Position 535: 9.888950027133186e-08
Position 281: 6.683647658626938e-08
Position 837: 6.301781885233417e-08
Position 1288: 1.9799237854082333e-08
Position 1167: 1.6288397414421164e-08
Position 1441: 1.3861833371285204e-08
Position 1036: 1.0721316359566623e-08
Position 413: 9.456075261043953e-09
Position 485: 7.259604826365312e-09
Position 855: 5.53508070091316e-09
Position 777: 2.5728330710879554e-09
Position 529: 1.3923340286407614e-09
Position 981: 1.3319368129774582e-09
Position 2094: 1.1867229572175439e-09
Position 770: 1.1835562286548759e-09
Position 1089: 1.1151038478877521e-09
Position 1261: 1.1087293590389443e-09
Position 561: 8.745865721720234e-10
Position 340: 8.597188416115686e-10
