Gene = Ppme1
index = 844
Annotated 5SS: [  585 17040 17599 24186 24503 27356 30462 31277 33938 37260 38380 40450
 43273]
Annotated 3SS: [16945 17505 24127 24450 27200 30370 31210 33813 37129 38334 40384 43204
 44424]
SMsplice 5SS: [  585 15892 19408 24186 27356 30462 33938 37260 38380 40450 43273]
SMsplice 3SS: [15712 19230 24127 27200 30370 33813 37129 38334 40384 43204 43697]
top_k =  500
Partition function (log Z): -29.478073919734744

Sorted 5' Splice Sites (High to Low Probability):
Position 585: 0.9016325003954873
Position 15892: 0.5471838593614541
Position 2368: 0.18597285920776463
Position 974: 0.06709573752408689
Position 4571: 0.030751684075309295
Position 347: 0.027119656757533243
Position 2668: 0.026305368065136562
Position 730: 0.005747232540203117
Position 747: 0.0034672609251715537
Position 198: 0.0023993054508223677
Position 432: 0.0019468488153828688
Position 1307: 0.0011520244373045064
Position 710: 0.0009467813327161663
Position 589: 0.0005417369701226994
Position 4558: 0.0004096042305436772
Position 468: 0.0003286919734463264
Position 7698: 0.000309382703211501
Position 3760: 0.0002640785930694099
Position 2781: 0.0002517546476161219
Position 2995: 0.00023566400300358044
Position 7652: 0.00023424544166832234
Position 1768: 0.00021288063763194828
Position 7648: 0.00013613477833010308
Position 3841: 0.00012693137775576346
Position 2615: 8.857309479570128e-05
Position 420: 8.767847635923633e-05
Position 111: 7.14006889469349e-05
Position 895: 2.2714947133833523e-05
Position 2000: 2.0114820466160856e-05
Position 989: 1.8982192236556953e-05
Position 978: 1.5286080975220584e-05
Position 815: 1.3818493935915547e-05
Position 173: 5.8347447189676e-06
Position 2503: 5.037368927490766e-06
Position 300: 4.182720165349086e-06
Position 31: 3.4893476975125014e-06
Position 459: 3.3455452834925645e-06
Position 214: 3.3438966292280067e-06
Position 363: 2.6517421481650325e-06
Position 413: 2.435334818960488e-06
Position 370: 2.2573124167464784e-06
Position 423: 1.9487139282734665e-06
Position 462: 1.7038523160678945e-06
Position 340: 1.5602330396211439e-06
Position 266: 1.5547711516989083e-06
Position 217: 1.4645185531192357e-06
Position 486: 1.2569595210456864e-06
Position 1869: 1.2292429579051764e-06
Position 437: 8.400524209480947e-07
Position 1932: 7.578004671769227e-07
Position 275: 6.856135875309348e-07
Position 1818: 6.130246838267232e-07
Position 2478: 4.784002763343475e-07
Position 376: 3.3605193575030313e-07
Position 2485: 2.266120413133121e-07
Position 222: 1.9711315659135005e-07
Position 286: 1.6881793873442342e-07
Position 17: 9.350005505640829e-08
Position 394: 6.488063025086064e-08
Position 397: 6.210027701750374e-08
Position 236: 4.32340750630363e-08
Position 258: 2.567273077761093e-08
Position 557: 1.3299190133729063e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 15712: 0.5654657114993923
Position 16892: 0.47977453356820426
Position 16945: 0.34775990537046314
Position 19230: 0.1217320463213447
Position 2288: 0.10900010400158276
Position 2170: 0.04303267636746027
Position 2264: 0.027841084240034425
Position 4426: 0.01955146215248277
Position 2595: 0.01808200648376269
Position 2529: 0.0088808824580735
Position 7833: 0.008398472657069143
Position 863: 0.007101153489494828
Position 4474: 0.006470367868995204
Position 16145: 0.00622699112863001
Position 6119: 0.0031031348478561824
Position 4349: 0.002252893006793446
Position 2217: 0.0022451670638614736
Position 7566: 0.0019258032416152237
Position 4706: 0.0018001720551957554
Position 2191: 0.001758348483410865
Position 841: 0.001525662695346224
Position 12932: 0.0013656395448201032
Position 8641: 0.0013494742338700345
Position 4378: 0.0012626412131788538
Position 4312: 0.001245558573096055
Position 2301: 0.001183682024702079
Position 2367: 0.0011337085111718362
Position 10056: 0.001081616056910788
Position 799: 0.001072681644068745
Position 8945: 0.001036891958514771
Position 2222: 0.001015390795767502
Position 8374: 0.0008662957414908516
Position 4438: 0.0008234219755078383
Position 548: 0.0006815198807868122
Position 746: 0.0006540351215442483
Position 3687: 0.0004916160306403694
Position 4890: 0.0004459606397864742
Position 808: 0.000380779649460389
Position 8982: 0.00025975468020231164
Position 814: 0.0002518259982352441
Position 10010: 0.00022422502271078124
Position 2503: 0.0002213403710624147
Position 1655: 0.0002188183937027659
Position 10246: 0.0002119180453726366
Position 610: 0.0002111877959056029
Position 8894: 0.00019302415922045139
Position 2809: 0.0001839495189080923
Position 5757: 0.00018122018741939316
Position 8928: 0.00015873173299254327
Position 9065: 0.00014626395463603447
Position 3104: 0.00014496692181982705
Position 796: 0.00014045752665829328
Position 6209: 0.00013650168248580425
Position 6503: 0.0001357116205709228
Position 830: 0.00012854039299205148
Position 654: 0.0001278616882438461
Position 885: 0.00012777726665939455
Position 3231: 0.00010852057609577908
Position 503: 0.00010582808616573975
Position 7814: 9.177524536336237e-05
Position 3156: 9.051572164966281e-05
Position 866: 8.332429654700743e-05
Position 7633: 7.791412702585157e-05
Position 2915: 7.663355626476928e-05
Position 6771: 6.566968178261646e-05
Position 887: 6.166760975542622e-05
Position 5690: 5.752553049611212e-05
Position 7416: 5.728606043397478e-05
Position 7488: 5.4600708862731736e-05
Position 7194: 5.4229657419254186e-05
Position 2667: 5.106707613767889e-05
Position 7894: 5.047841769471839e-05
Position 7503: 4.526887248829331e-05
Position 4711: 4.3997698737096157e-05
Position 5374: 4.308042795697817e-05
Position 6545: 4.2518482184311436e-05
Position 3615: 4.168886482373015e-05
Position 3415: 3.986255402752126e-05
Position 6661: 3.744423057215983e-05
Position 4865: 3.640658134449402e-05
Position 1661: 3.297863773881112e-05
Position 6456: 3.184556425104909e-05
Position 4015: 2.5668250153814145e-05
Position 1844: 1.8965355068586633e-05
Position 3247: 1.7836305377527312e-05
Position 383: 1.5273184885860762e-05
Position 3725: 1.4214586901318672e-05
Position 5639: 1.399080086889432e-05
Position 2411: 1.3518243762557408e-05
Position 1255: 1.261675909300347e-05
Position 5349: 1.1679887389046863e-05
Position 5135: 1.1178189230692204e-05
