Gene = Nsmce1
index = 768
Annotated 5SS: [  184  5259 19489 19722 20484 22568 23318]
Annotated 3SS: [ 5111 19366 19643 20336 22450 23196 23752]
SMsplice 5SS: [  184  5259  6378  7797 13142 13383 19489 19722 20484 22568]
SMsplice 3SS: [ 5111  6224  7722 12915 13233 19366 19643 20336 22450 22816]
top_k =  500
Partition function (log Z): 4.779105065295145

Sorted 5' Splice Sites (High to Low Probability):
Position 22568: 0.9648156006935745
Position 5259: 0.9621926793635319
Position 19722: 0.9570355876594027
Position 184: 0.9269768039035718
Position 7797: 0.8116202575595266
Position 23318: 0.8003367086699542
Position 20484: 0.7725808414779523
Position 19489: 0.738397100198326
Position 6378: 0.643842182136396
Position 13383: 0.6418576014782857
Position 8972: 0.4995055576489388
Position 5028: 0.449724641929949
Position 9002: 0.35285979427849273
Position 13142: 0.32425522680374014
Position 22926: 0.28462625993962976
Position 2419: 0.27324321503877996
Position 8098: 0.25323511443957064
Position 22908: 0.19498999880555565
Position 2277: 0.17536629471513474
Position 4264: 0.1515451017583831
Position 20445: 0.13027335328023337
Position 22066: 0.11151227443578161
Position 23518: 0.10307580574882266
Position 75: 0.06544774551755213
Position 2604: 0.056189963180377465
Position 23018: 0.0556798374213459
Position 23050: 0.04744046777473637
Position 3787: 0.04663881724239687
Position 19958: 0.04633404455890728
Position 23469: 0.04475134534280923
Position 1852: 0.04352067884336131
Position 2673: 0.04177884031429354
Position 5219: 0.026651399967406467
Position 1101: 0.020903026437539194
Position 4676: 0.020266044462488992
Position 1894: 0.012883288382708288
Position 2224: 0.01154222718805678
Position 5199: 0.00977264376188919
Position 22974: 0.00858112110658332
Position 6729: 0.00855064358808618
Position 22718: 0.0073884814534610835
Position 22728: 0.00469764781521908
Position 23096: 0.004689832861675051
Position 22979: 0.00395395874565975
Position 188: 0.003361028705355118
Position 6316: 0.0028829661099259592
Position 762: 0.0024591049947856078
Position 3889: 0.0023738708816574395
Position 5088: 0.0022604434661344986
Position 22738: 0.002171566628121053
Position 23595: 0.002020407650488411
Position 2664: 0.0018582407914738976
Position 488: 0.001646861711972679
Position 21836: 0.001428724834034906
Position 5249: 0.0013812630864039033
Position 22981: 0.0012795606648408641
Position 307: 0.0012713820269889564
Position 23619: 0.0011585950531399953
Position 2015: 0.0009954819054734203
Position 20908: 0.0009179877780132526
Position 23142: 0.0008360248033990066
Position 104: 0.0007391476349140982
Position 255: 0.0007382124156155291
Position 5724: 0.0007129512526565853
Position 4507: 0.0006431714368696451
Position 5657: 0.0006139658189091479
Position 1838: 0.0005319202152750505
Position 22248: 0.0004911825634429566
Position 1663: 0.0004881470657714907
Position 21: 0.00045336291531731897
Position 177: 0.00041465708038139324
Position 5529: 0.00040912705124419683
Position 5720: 0.00038258701290674733
Position 1824: 0.00034487017703564477
Position 501: 0.0003343789020056681
Position 651: 0.00029261914869700397
Position 1782: 0.00026704473510751563
Position 448: 0.0002438051103575762
Position 1021: 0.00023728604689763038
Position 1684: 0.00023026915386597653
Position 93: 0.00021053188859904842
Position 977: 0.0002020348150119646
Position 2439: 0.0001887773064120943
Position 204: 0.00017015763725015877
Position 462: 0.00013994992840355325
Position 21550: 0.00013535815867847447
Position 20571: 0.00011822101810761695
Position 165: 0.00010435587168719241
Position 1165: 9.808954971085178e-05
Position 20471: 8.697810846980655e-05
Position 511: 8.556068156322766e-05
Position 1896: 8.151622776597826e-05
Position 21579: 8.114020683506687e-05
Position 1879: 7.84167913278691e-05
Position 1846: 7.787500779006728e-05
Position 1095: 7.511884320074497e-05
Position 2024: 6.799719054756517e-05
Position 1806: 6.497264129898726e-05
Position 539: 6.315767635922765e-05
Position 21415: 5.272288543441101e-05
Position 1236: 5.164287437692038e-05
Position 948: 4.938193964725805e-05
Position 1929: 4.568244055673531e-05
Position 3602: 4.467929873393635e-05
Position 1368: 4.4180373668757626e-05
Position 1187: 3.90735099556307e-05
Position 20456: 3.852660898061583e-05
Position 2443: 2.5959924368532916e-05
Position 2404: 1.963868753119708e-05
Position 64: 6.27104182635222e-06
Position 2431: 5.9667955565652e-06
Position 6475: 5.723001998351321e-06
Position 5348: 1.0009812589462834e-06
Position 1634: 9.927913931433407e-07
Position 5550: 9.47390627964954e-07
Position 1054: 4.347363126129795e-07
Position 1455: 4.303225638081912e-07
Position 333: 3.4827185259511257e-07
Position 688: 3.092722755674535e-07
Position 1605: 2.6944329255991984e-07
Position 1407: 2.5125621236162384e-07
Position 1016: 1.8342697924796222e-07
Position 231: 1.589331997148606e-07
Position 344: 3.284584379057666e-08
Position 116: 1.2501591133722834e-08
Position 336: 4.765836317912891e-09
Position 393: 5.736205797910437e-10
Position 483: 2.760078920167527e-10
Position 419: 1.5403023979125553e-15
Position 367: 9.47280243858341e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 19643: 0.955148679384316
Position 22450: 0.9250885448620472
Position 20336: 0.858452118727501
Position 5111: 0.8286937307870423
Position 22816: 0.7638540398023258
Position 19366: 0.7402840084734129
Position 8858: 0.7260655108062836
Position 7722: 0.7122068129112451
Position 23196: 0.7036734807419088
Position 13233: 0.6418576014782857
Position 6224: 0.5957855669705345
Position 23752: 0.5551349457311953
Position 2186: 0.41696402786064407
Position 4934: 0.3919420029584339
Position 12915: 0.32425522680374014
Position 23390: 0.2092643096194724
Position 5128: 0.1531990230520573
Position 7958: 0.1258222564538945
Position 8863: 0.11233901926469023
Position 23491: 0.10397652876985113
Position 21924: 0.0931152042353961
Position 4138: 0.08895173581724808
Position 8002: 0.07905292064075946
Position 23131: 0.06711817778448585
Position 2570: 0.06432273505831079
Position 7666: 0.06358339561013308
Position 4838: 0.06302288927991344
Position 1699: 0.04805432648270347
Position 4012: 0.045646549176905346
Position 22453: 0.03788775382714419
Position 19829: 0.03577954768142369
Position 7466: 0.03471575723681503
Position 2503: 0.03226713842479225
Position 3687: 0.03169770759485704
Position 2077: 0.025469644457956134
Position 6203: 0.02384828526899412
Position 20397: 0.022248048641652484
Position 23403: 0.02184613473001414
Position 7939: 0.021788463413650365
Position 8026: 0.021353214650070985
Position 23039: 0.020134327233462507
Position 21908: 0.019487540053185808
Position 20308: 0.018614853058190904
Position 23702: 0.01795885442711915
Position 23550: 0.01682193651878328
Position 22641: 0.014984281083218141
Position 8758: 0.013960821856457863
Position 4093: 0.013887965193789471
Position 23755: 0.013629441316027639
Position 23181: 0.013625106957516545
Position 5182: 0.012110134006510908
Position 4565: 0.010848752005589398
Position 19812: 0.010554496877483584
Position 1780: 0.009494599689747873
Position 6069: 0.00932234537403905
Position 3572: 0.008846708773259191
Position 6632: 0.008550643588086186
Position 23920: 0.007557548200073233
Position 23665: 0.007364532228777657
Position 2354: 0.006743249694266944
Position 23420: 0.006511780946759546
Position 6263: 0.006277565652137792
Position 1057: 0.005405243387848672
Position 22941: 0.00520581589016293
Position 1016: 0.004730030531702304
Position 2276: 0.00447349776404631
Position 892: 0.004386846042094951
Position 2080: 0.0043326358750084846
Position 3664: 0.003893039786313544
Position 20266: 0.0038137919708094332
Position 7569: 0.0036872781384622555
Position 4363: 0.0035703246259086645
Position 4629: 0.003487937230588165
Position 6288: 0.003367959340158236
Position 23413: 0.0033539247892789043
Position 3601: 0.003295221877454148
Position 23225: 0.0030796038994389775
Position 4163: 0.0030588515704401556
Position 396: 0.0030571075120522625
Position 4477: 0.0030022020372724115
Position 4943: 0.002614508394904607
Position 23772: 0.0023640577701935766
Position 23775: 0.0023369458951147623
Position 6150: 0.002118037922136453
Position 5868: 0.0021010009185540215
Position 839: 0.002049381566817152
Position 947: 0.0019237358755730242
Position 1566: 0.001893279287413635
Position 23259: 0.0018228043719592055
Position 23595: 0.0017057728435814564
Position 22283: 0.0014470270651805958
Position 21744: 0.001428724834034906
Position 7983: 0.001334889711006937
Position 6096: 0.0013278977435115472
Position 2395: 0.0012476519114619476
Position 6084: 0.0011884419252122676
Position 5404: 0.0011528388614422916
Position 2477: 0.0011430481802647825
Position 2323: 0.001099721070400914
Position 2312: 0.0009908604763326375
Position 968: 0.0009685782149713515
Position 3689: 0.0009331000187894127
Position 20794: 0.0009174257058156849
Position 591: 0.0008479359912438699
Position 140: 0.0007753936318568023
Position 7471: 0.000743768258022002
Position 990: 0.0007436812406323723
Position 22979: 0.0006971085329869858
Position 6297: 0.0006147365687759481
Position 23405: 0.0006006650397983583
Position 23141: 0.0005917355158420665
Position 23586: 0.0005896385813922358
Position 843: 0.0005480774571677938
Position 23423: 0.00044640847591656026
Position 422: 0.00044221228179049647
Position 2310: 0.0004328986586065928
Position 2128: 0.0004284226511953082
Position 23439: 0.0004048851591202446
Position 5512: 0.0004031872403157404
Position 5087: 0.0004008921613402201
Position 6144: 0.0003882194346729086
Position 909: 0.00037020053154158424
Position 3813: 0.00036733060068546867
Position 23074: 0.0003477137303056761
Position 23826: 0.0003190758815214571
Position 7515: 0.0003180891628825164
Position 6118: 0.00025453137692745215
Position 7550: 0.0002485258121553821
Position 21454: 0.0002164983655135413
Position 5691: 0.0002055933212626827
Position 5602: 0.0001896933306253843
Position 656: 0.00017622242207555638
Position 6101: 0.00013628275266582942
Position 1759: 0.00012150290532888707
Position 2082: 8.458215127420967e-05
Position 2053: 7.928452109398279e-05
Position 23468: 7.702992492926761e-05
Position 5461: 7.28195629051317e-05
Position 2306: 6.973203097582166e-05
Position 5418: 6.894856563697987e-05
Position 721: 6.848305754118831e-05
Position 587: 6.511779834928149e-05
Position 21176: 5.272288543441101e-05
Position 1116: 5.1788404977337675e-05
Position 651: 4.72085777109774e-05
Position 494: 4.610261442148765e-05
Position 1252: 4.484790547405447e-05
Position 1838: 4.4496635674358355e-05
Position 1937: 4.2477389451789584e-05
Position 22777: 3.064384332007364e-05
Position 5285: 2.71239934037853e-05
Position 2356: 2.4946389717504373e-05
Position 1063: 2.4517076052976358e-05
Position 3279: 2.4258771429445375e-05
Position 622: 2.3698546356990644e-05
Position 1499: 2.1754467099789588e-05
Position 401: 2.1474089957032046e-05
Position 2237: 2.1007128377774774e-05
Position 940: 1.613767998549431e-05
Position 1742: 1.2071821271100468e-05
Position 1001: 1.1694547557663673e-05
Position 1454: 1.1693136265923238e-05
Position 22883: 1.0459995025735342e-05
Position 377: 8.056490665924297e-06
Position 452: 6.308741177469736e-06
Position 2001: 6.065538473163275e-06
Position 1824: 6.510786871954108e-07
Position 1525: 5.121776392878686e-07
Position 1094: 3.925606837063537e-07
Position 727: 3.4085548213000555e-07
Position 20798: 2.880463612410273e-07
Position 20636: 2.740258363266044e-07
Position 5371: 1.5997681947307953e-07
Position 195: 1.188406464437265e-07
Position 5618: 1.055903051000987e-07
Position 219: 8.598297109015979e-08
Position 107: 4.928509412399256e-08
Position 1267: 4.608704438121773e-08
Position 607: 8.191376192664674e-09
Position 85: 2.242761635679454e-09
Position 221: 6.43408205795574e-10
Position 601: 3.957218667311559e-10
Position 116: 3.280721671587227e-10
Position 96: 3.052036432146441e-10
Position 110: 2.972300421019584e-10
Position 104: 1.7228929889728533e-10
