Gene = 4930548H24Rik
index = 53
Annotated 5SS: [446]
Annotated 3SS: [1422]
SMsplice 5SS: [446]
SMsplice 3SS: [1422]
top_k =  500
Partition function (log Z): -7.432132123317369

Sorted 5' Splice Sites (High to Low Probability):
Position 446: 0.8967104395123922
Position 221: 0.2440416905764343
Position 1523: 0.07391165017360397
Position 931: 0.03826362605100381
Position 450: 0.037365264643342055
Position 1346: 0.037237791504676515
Position 1686: 0.023276897853581578
Position 159: 0.021693042191892314
Position 77: 0.01978505670527215
Position 104: 0.018607165563232175
Position 1780: 0.0131248413758449
Position 1144: 0.011183403212797654
Position 924: 0.009495184697600481
Position 6: 0.0062691691401840855
Position 257: 0.006161293104526834
Position 626: 0.004974623703679768
Position 400: 0.003274921374420023
Position 906: 0.0030599051251340983
Position 1118: 0.002852480801798807
Position 901: 0.0026246122825348875
Position 126: 0.0021698268044548436
Position 1462: 0.0021243002060811794
Position 1726: 0.0019235592209521266
Position 1351: 0.0017913708936058818
Position 108: 0.0015820371674534054
Position 2063: 0.0012047966796570084
Position 1423: 0.0010124410421996797
Position 1492: 0.0007482092950212108
Position 111: 0.0006007085463836264
Position 25: 0.0005938651014804827
Position 712: 0.00045238751467643803
Position 261: 0.00045105901819588915
Position 1071: 0.00043865399104016703
Position 1101: 0.00035528808073680325
Position 494: 0.0002656421643045071
Position 1285: 0.00025196534074048996
Position 1443: 0.0002499129344866113
Position 52: 0.00018620214828878054
Position 1043: 0.0001797849282935242
Position 190: 0.00017058612467533545
Position 953: 0.00014659842856830927
Position 214: 0.00014331164397503738
Position 480: 0.00013951658171465877
Position 327: 0.00013844760733695914
Position 58: 0.00013442815424521338
Position 1626: 0.00010235012244355782
Position 298: 3.8978711898678244e-05
Position 188: 3.358159547168855e-05
Position 238: 3.210246203020919e-05
Position 469: 1.531303365251656e-05
Position 576: 1.3765889231858315e-05
Position 1167: 7.507668468738038e-06
Position 707: 5.329188243186029e-06
Position 433: 4.8705045669510325e-06
Position 3: 3.070917328334462e-06
Position 285: 2.300525208549462e-06
Position 736: 1.5729840316109327e-06
Position 315: 7.588119083694942e-07
Position 500: 2.824178759074395e-07
Position 368: 2.479198241814284e-07
Position 551: 2.4683475211956503e-07
Position 833: 3.6329087071223194e-08
Position 349: 9.529257274154629e-14
Position 317: 7.988502809926148e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1422: 0.6390938576477521
Position 816: 0.22833167928959625
Position 361: 0.10656153313729029
Position 295: 0.09347127615530026
Position 2338: 0.08757477214158038
Position 1226: 0.07528544696864177
Position 1888: 0.06813420358466654
Position 1258: 0.05014932172854502
Position 327: 0.04179753310995729
Position 1822: 0.028091356567367984
Position 365: 0.014124639980414076
Position 1383: 0.008469355126267791
Position 332: 0.006509727290793281
Position 1779: 0.006353246899090862
Position 1010: 0.005763248797423409
Position 625: 0.005423937403463096
Position 1271: 0.0033542867092546938
Position 1758: 0.0024882772364790014
Position 1492: 0.0020519509980951715
Position 561: 0.002010351679785509
Position 971: 0.001989753914902221
Position 206: 0.0013836992839751556
Position 1726: 0.0013100065500607392
Position 1891: 0.0010304691783891288
Position 2136: 0.0008573951735973625
Position 2038: 0.0007829520088502501
Position 931: 0.0007397363352294069
Position 2550: 0.0007052553312229658
Position 734: 0.0006422727795465796
Position 757: 0.0006039933860931744
Position 1070: 0.0005394191387024167
Position 305: 0.0004580663437186733
Position 1735: 0.0004122901797085829
Position 500: 0.000373418205503554
Position 1453: 0.00033684965076229145
Position 2179: 0.00032378155621185363
Position 2060: 0.00031843169081437206
Position 682: 0.0003156815308758279
Position 1990: 0.00028513983476173647
Position 2096: 0.00026800957672217776
Position 1385: 0.00023410183925098084
Position 1981: 0.00023119769164394333
Position 830: 0.000212565369901302
Position 379: 0.00019632171220697336
Position 156: 0.0001614031311727408
Position 2458: 0.00016006565410155895
Position 400: 0.00015124553793917448
Position 1012: 0.00013157230314531922
Position 250: 0.00012363340409195315
Position 392: 0.00012221694565498276
Position 1496: 0.0001101714979780402
Position 211: 0.00010063677474077642
Position 2587: 9.765235166793646e-05
Position 188: 9.707732439588234e-05
Position 833: 8.931894414820245e-05
Position 159: 8.874656587666556e-05
Position 1275: 8.446364174909854e-05
Position 576: 6.944262349082042e-05
Position 784: 6.223457632100046e-05
Position 1155: 5.936481863578254e-05
Position 509: 4.852565926189127e-05
Position 142: 4.694994750435598e-05
Position 1611: 2.6070649134882622e-05
Position 512: 2.3311183189373214e-05
Position 1018: 2.2863916291157137e-05
Position 1624: 2.1385673411952228e-05
Position 163: 1.93476145735412e-05
Position 238: 1.6536865133613683e-05
Position 445: 1.619255198178083e-05
Position 489: 1.551970650936005e-05
Position 410: 1.4578775456179121e-05
Position 479: 1.3358680135462808e-05
Position 1614: 1.0673828123293858e-05
Position 129: 5.667238612485083e-06
Position 1090: 4.5817843708595866e-06
Position 220: 4.357525482186779e-06
Position 1014: 3.5570225493085724e-06
Position 582: 3.262441732226542e-06
Position 524: 2.709096424733145e-06
Position 950: 1.9753235769737126e-06
Position 214: 1.6893218561713232e-06
Position 135: 1.081581066738166e-06
Position 104: 1.0315647863836724e-06
Position 257: 7.357305126243515e-07
Position 132: 7.022294867278646e-07
Position 589: 5.336130636367288e-07
Position 1432: 4.3054069032139226e-07
Position 170: 3.004923983243378e-07
Position 165: 2.9268231799197864e-07
Position 102: 2.8289577798667835e-07
Position 433: 2.6575189160143e-07
Position 264: 2.1510109571671554e-07
Position 449: 2.0326555158779195e-07
Position 261: 2.0227382542156372e-07
Position 275: 1.783086330017766e-07
Position 604: 1.5359402528232223e-07
Position 76: 1.387539965837223e-07
Position 770: 8.711909693047543e-08
Position 98: 5.473181030396146e-08
Position 111: 5.266945820458142e-08
Position 843: 5.1819542219202396e-08
Position 837: 4.816300341038753e-08
Position 167: 2.543387357129346e-08
Position 114: 1.3833981904357787e-08
Position 90: 1.0223795975391055e-08
Position 108: 7.005039057220752e-09
Position 404: 3.6993078224728535e-09
Position 66: 4.358541171626925e-10
