Gene = Cyp20a1
index = 311
Annotated 5SS: [  135  8848  9753 11334 20035 23405 28014 29322 32865 36163 39146 43672]
Annotated 3SS: [ 8797  9585 11190 19866 23325 27897 29266 32743 36050 39080 43581 43815]
SMsplice 5SS: [  135 11334 14117 19379 20035 23405 28014 32865 36163 39146 43672]
SMsplice 3SS: [11190 14042 19151 19866 23325 27897 32743 36050 39080 43581 43815]
top_k =  500
Partition function (log Z): -3.035793868949468

Sorted 5' Splice Sites (High to Low Probability):
Position 36163: 0.9998534230290292
Position 28014: 0.9911846980138184
Position 11334: 0.9884677724344109
Position 23405: 0.9540788504993896
Position 43672: 0.9431770716301969
Position 14117: 0.9157107342875105
Position 20035: 0.8805057220136594
Position 135: 0.8695597683941945
Position 39146: 0.663177250437962
Position 19379: 0.6260097942275192
Position 13853: 0.5755662841797884
Position 43993: 0.4019014604320059
Position 19817: 0.3598620556210829
Position 3002: 0.2780559006524369
Position 29407: 0.24090618323751098
Position 23829: 0.2375481097155318
Position 22473: 0.1692521521138306
Position 23801: 0.143064040822624
Position 5116: 0.13021139853263541
Position 9753: 0.12775110085653646
Position 731: 0.11366905715393996
Position 7435: 0.08158010319189915
Position 238: 0.06676600968126832
Position 18706: 0.06422422254846288
Position 7025: 0.0630673795070755
Position 43906: 0.05577446013269825
Position 9014: 0.054765321109943324
Position 6502: 0.053036365648094
Position 39828: 0.042573697506049585
Position 108: 0.03453168083042045
Position 23915: 0.031191242604009062
Position 19561: 0.030707701466545004
Position 26204: 0.029992789752933482
Position 14137: 0.025280420806220387
Position 8848: 0.02294637123848213
Position 44020: 0.021494815399071596
Position 39809: 0.017864187717644784
Position 12790: 0.017787978772734653
Position 18806: 0.016793805570108414
Position 622: 0.015876592734594533
Position 17291: 0.015228334802829657
Position 15595: 0.014313611432184988
Position 14660: 0.01417699758040077
Position 18527: 0.01412654733620346
Position 43949: 0.013788637344484754
Position 16451: 0.013493084990759078
Position 11339: 0.011532227565582334
Position 22426: 0.007661724739674789
Position 160: 0.00601782360137556
Position 2446: 0.005213703985591822
Position 249: 0.004821979306920503
Position 3036: 0.00451292949576567
Position 117: 0.0034086153321161855
Position 2205: 0.0033312475649131448
Position 21410: 0.003241839131526962
Position 43844: 0.0031483112309957746
Position 21930: 0.0031281706826583305
Position 19972: 0.003101252259348786
Position 329: 0.0023826935707280685
Position 28413: 0.0021133249845931563
Position 748: 0.0017424788971369266
Position 292: 0.0017276148278594077
Position 16262: 0.0017015575657140418
Position 43984: 0.0015635074651153525
Position 1359: 0.0014905876020362507
Position 3040: 0.001421894833100528
Position 4783: 0.0012110161068088316
Position 691: 0.0011681726471820461
Position 2979: 0.001109432265238045
Position 553: 0.0007478063799920838
Position 15651: 0.0007259373113011722
Position 2816: 0.0006459638228124125
Position 2234: 0.0005506265538977954
Position 3165: 0.0005018528648956495
Position 2983: 0.0004724679461842055
Position 192: 0.00043758724777883166
Position 759: 0.0004313889375982069
Position 267: 0.0004019632093683588
Position 4794: 0.00040053348012441766
Position 122: 0.00039195562850091644
Position 2995: 0.00035032573219200344
Position 4006: 0.0003501788522021845
Position 2963: 0.00025760611073582086
Position 4400: 0.00022002280353103782
Position 1585: 0.0002194900676066986
Position 3064: 0.00021432315573112197
Position 606: 0.0001886954222723108
Position 353: 0.00018652154196477014
Position 1542: 0.00017101855778717912
Position 2035: 0.00016620641926060013
Position 2604: 0.0001655417433867802
Position 574: 0.0001580386339065605
Position 222: 0.0001257741799825359
Position 547: 0.00010895817481074629
Position 281: 9.523973837268687e-05
Position 151: 9.346290068508537e-05
Position 87: 6.487575820288966e-05
Position 259: 6.459138828197458e-05
Position 319: 3.075711868928209e-05
Position 242: 2.6281941085034636e-05
Position 92: 1.7701645413092696e-05
Position 278: 1.1665118465243855e-05
Position 308: 7.238404796007401e-06
Position 264: 5.974691050722522e-06
Position 30542: 1.3406986261720727e-06
Position 29322: 1.270953243599865e-06
Position 572: 4.253499180872956e-07
Position 579: 3.4508040909415297e-07
Position 504: 1.648453763217022e-07
Position 463: 1.123708158313162e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 11190: 0.9999999999999934
Position 36050: 0.9998861081493907
Position 27897: 0.9911853796904632
Position 23325: 0.9509858613720308
Position 43581: 0.9201557198422146
Position 43815: 0.8630275051273508
Position 19151: 0.6260097942275192
Position 39080: 0.6259735109731155
Position 14042: 0.5143075822972348
