Gene = Ei24
index = 364
Annotated 5SS: [  181  4154  7614  9201 10911 11458 11861 12926 14661 15053]
Annotated 3SS: [ 4043  7467  9139 10843 11332 11740 12813 14548 14977 17123]
SMsplice 5SS: [  168  4154  7614 10911 11861 15053]
SMsplice 3SS: [ 4043  7467 10843 11740 14977 17760]
top_k =  500
Partition function (log Z): -3.078147558150768

Sorted 5' Splice Sites (High to Low Probability):
Position 7614: 0.987193315545252
Position 11861: 0.9801604910372137
Position 4154: 0.9503499884278567
Position 15053: 0.7007819160862094
Position 10911: 0.5511395290047926
Position 14661: 0.4352267415696022
Position 11458: 0.36369000388474393
Position 168: 0.3476076350608525
Position 181: 0.27674798155038177
Position 12926: 0.25470781716835234
Position 14449: 0.24843989004080605
Position 14716: 0.2299486399609731
Position 11580: 0.1373691144461642
Position 137: 0.1365375770725186
Position 6383: 0.13358949225705471
Position 390: 0.12248301995226384
Position 17304: 0.11988129373430062
Position 10475: 0.11348618604362114
Position 6413: 0.11220489325406462
Position 9201: 0.11016495650630663
Position 15843: 0.05603879852776198
Position 1238: 0.0495749382719015
Position 670: 0.0483114068562142
Position 5072: 0.04421234869797742
Position 10112: 0.04215910426060917
Position 1668: 0.03856099094159171
Position 8556: 0.035479336854824836
Position 10948: 0.0335132373601956
Position 1705: 0.030207570197505754
Position 4558: 0.02418079900055849
Position 13041: 0.019639996719769792
Position 660: 0.019269918696952645
Position 557: 0.018515531311193954
Position 14901: 0.01486331374738903
Position 11529: 0.012264022189076258
Position 18045: 0.011967844631418513
Position 530: 0.010554109706064014
Position 9943: 0.008071343442504327
Position 16768: 0.0074571314713066305
Position 10915: 0.007160741483096617
Position 16245: 0.007012351568079804
Position 7967: 0.006345167750232357
Position 11462: 0.006105483038824991
Position 6633: 0.005732230467895893
Position 14213: 0.005000076459135385
Position 674: 0.004585178925881702
Position 9345: 0.00418607520014355
Position 14453: 0.004179877677916713
Position 564: 0.004109547277636928
Position 6549: 0.003863109247715566
Position 521: 0.0038536120512534635
Position 283: 0.0037452747698296356
Position 738: 0.0036497596614366947
Position 1211: 0.003590072201928405
Position 185: 0.0029838972534643854
Position 1695: 0.0028843151166197305
Position 14727: 0.002691728234972524
Position 435: 0.0024999656321218677
Position 11434: 0.0024649515095978656
Position 1567: 0.002394541076377358
Position 1490: 0.002195863810080276
Position 15659: 0.0021557351225457784
Position 1371: 0.0018261713461614653
Position 3092: 0.0017436617457562411
Position 799: 0.001680848441111923
Position 1120: 0.0015066332528715562
