Gene = Ngrn
index = 745
Annotated 5SS: [209 717]
Annotated 3SS: [ 605 3162]
SMsplice 5SS: [ 209  717 2989]
SMsplice 3SS: [ 605 2872 3162]
top_k =  500
Partition function (log Z): -0.094061536396993

Sorted 5' Splice Sites (High to Low Probability):
Position 717: 0.9893173688342788
Position 209: 0.8511688451158703
Position 3258: 0.5978734302772016
Position 2989: 0.48775643078446923
Position 3009: 0.46759459860807073
Position 2122: 0.3161518693700009
Position 2385: 0.21416996782869938
Position 2186: 0.15260318408359955
Position 2464: 0.0685796605377581
Position 919: 0.06298520596676303
Position 201: 0.05101542131414288
Position 2156: 0.03927736253081737
Position 441: 0.038435525192278504
Position 3687: 0.02493821525603976
Position 1557: 0.019243728876648502
Position 120: 0.011518462169189392
Position 923: 0.009229305383341279
Position 446: 0.008864292665572869
Position 2203: 0.006176899980730577
Position 2140: 0.005693902567619838
Position 671: 0.0035427927680233996
Position 107: 0.0032959589386057416
Position 505: 0.003206817554529281
Position 1425: 0.0030470823745902325
Position 3710: 0.0028383414876892114
Position 2351: 0.0021917042606562093
Position 888: 0.002081092734614064
Position 103: 0.0018647918882859597
Position 1075: 0.0017398936553586718
Position 2059: 0.0016548237794207345
Position 3648: 0.0016260436775505413
Position 1152: 0.0015568179112636586
Position 1324: 0.0014901232459050488
Position 2414: 0.0014515456066678052
Position 355: 0.001436430702973258
Position 3813: 0.000858727950673506
Position 81: 0.0007696162337824249
Position 3205: 0.0006920282836801119
Position 113: 0.0006647264013689153
Position 241: 0.0004956842211230762
Position 3193: 0.00047767705350542185
Position 333: 0.00047445489943482373
Position 3058: 0.0003581913155520102
Position 3: 0.0003305259363400743
Position 380: 0.00031954839148963163
Position 136: 0.00030258107954136943
Position 450: 0.0003023900325493278
Position 290: 0.0002996800123052021
Position 2168: 0.0002891986469213401
Position 1767: 0.0002676561366838963
Position 1840: 0.00025152726765886396
Position 3305: 0.00022779887394979692
Position 435: 0.00020166667618597755
Position 1645: 0.00020025856536266153
Position 3049: 0.00018925247369136388
Position 3871: 0.00015407487937212511
Position 457: 0.0001515766129067159
Position 39: 0.0001491897987388992
Position 13: 0.00013675803889713555
Position 220: 0.00012042308945336482
Position 1975: 0.00012037851807246505
Position 420: 0.00011285507563278031
Position 2963: 0.00011179716147380252
Position 2494: 0.00011123489243121428
Position 303: 0.00010278875952388544
Position 2126: 9.95887128376303e-05
Position 76: 9.923185947568226e-05
Position 141: 9.002706261446134e-05
Position 319: 8.869893972460671e-05
Position 79: 8.022146319312125e-05
Position 2145: 7.890607777196737e-05
Position 2043: 7.820701895673145e-05
Position 1710: 6.810133284894569e-05
Position 764: 6.193147510257017e-05
Position 980: 5.4564578049243395e-05
Position 2228: 5.271165911864859e-05
Position 2065: 5.000483295607416e-05
Position 412: 3.745597491422312e-05
Position 878: 3.735801260501963e-05
Position 724: 3.655770832353663e-05
Position 23: 3.304897386093871e-05
Position 693: 2.893466412400079e-05
Position 261: 2.6562917631640122e-05
Position 1345: 2.420648525987215e-05
Position 3001: 2.4073189833073124e-05
Position 1531: 2.2472186605878323e-05
Position 1979: 2.044296944742777e-05
Position 1725: 1.7612138879673356e-05
Position 1059: 1.6884976488926407e-05
Position 937: 1.4250371744722544e-05
Position 481: 1.328990166473973e-05
Position 3339: 1.1950241283773217e-05
Position 1005: 1.1873657397216169e-05
Position 452: 1.1870953389250954e-05
Position 2997: 1.126584662777947e-05
Position 336: 1.0115775294230563e-05
Position 400: 9.818836454638014e-06
Position 393: 9.43694907276346e-06
Position 1805: 6.4586776590207625e-06
Position 538: 4.2287926326531035e-06
Position 3435: 3.4445164353758986e-07
Position 1762: 9.608816159413175e-09
Position 1722: 9.440202485419117e-09
Position 398: 6.926809584020997e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3162: 0.9802737603831819
Position 605: 0.8001144474608763
Position 2872: 0.7913821531841123
Position 1953: 0.42424319160070484
Position 3762: 0.2979731190090884
Position 2293: 0.272960896319037
Position 3563: 0.11938868065084406
Position 2840: 0.10751250179336046
Position 2068: 0.10594324527552824
Position 621: 0.06582571754093393
Position 3577: 0.055360758964432766
Position 3741: 0.05235980801036372
Position 3359: 0.05174150282045558
Position 828: 0.038273620441681686
Position 791: 0.03722978339022454
Position 561: 0.03579196250801778
Position 2876: 0.03503921947953207
Position 642: 0.03265556592189624
Position 2917: 0.017098987802789633
Position 3603: 0.01473072418415606
Position 1264: 0.014675961775817793
Position 3413: 0.01231574647181629
Position 574: 0.012064696152843994
Position 341: 0.009034509846924462
Position 3483: 0.006261901258590284
Position 2936: 0.0048732487299483615
Position 3435: 0.004721796736404233
Position 2071: 0.004663820777576477
Position 3804: 0.004513969522070231
Position 628: 0.0043325445501547905
Position 3613: 0.003917167006194426
Position 3332: 0.0030189149427469345
Position 1239: 0.0026163019065911083
Position 3488: 0.0025731833366117677
Position 3334: 0.002370472467136908
Position 4148: 0.0023538803390650742
Position 281: 0.0021760667700411115
Position 3624: 0.0020392077085899293
Position 379: 0.0019335364560865915
Position 1195: 0.001821766584363438
Position 2298: 0.0017836182982689987
Position 3439: 0.0015930762893009718
Position 3370: 0.0013653841496280065
Position 440: 0.0013275379571259954
Position 4001: 0.001230792959501889
Position 3343: 0.0012300259197473862
Position 2593: 0.0011722792075212717
Position 1484: 0.0011039461588821858
Position 1423: 0.000996224533544076
Position 795: 0.0009678055869048148
Position 497: 0.000963685744797872
Position 1323: 0.0007539339233006844
Position 1622: 0.0007399434847638395
Position 3422: 0.0006489110190164326
Position 3589: 0.0006300185948095495
Position 449: 0.0005657799286099092
Position 416: 0.00053871407921029
Position 859: 0.0005318936798702203
Position 1381: 0.0005126968565792052
Position 3082: 0.0004949106301677218
Position 2235: 0.00045711863068926227
Position 3378: 0.00039396975109123433
Position 1361: 0.00037197534465265416
Position 3447: 0.00034594389831857776
Position 1503: 0.00033691471718642603
Position 119: 0.0003333771806053283
Position 3461: 0.00033301437338178054
Position 312: 0.00033161086679737864
Position 3108: 0.0003241373924060196
Position 538: 0.00028961623693870284
Position 2715: 0.00028844877750652543
Position 670: 0.00027815050266147604
Position 3995: 0.00024515567686302385
Position 470: 0.00024477227857665543
Position 1200: 0.00024434843030475924
Position 653: 0.0002225695732324044
Position 1956: 0.00021573531999061004
Position 2940: 0.00021263077629705979
Position 807: 0.00017067913474150064
Position 2114: 0.00016453842280908407
Position 2036: 0.0001642523035738674
Position 2089: 0.00016348187299398089
Position 1927: 0.00016251267453730518
Position 298: 0.00016053075041312797
Position 3185: 0.0001511637028734955
Position 2151: 0.00015056203595127193
Position 2608: 0.00013573185415646379
Position 1435: 0.00013524368865327455
Position 2637: 0.00011553418354543717
Position 2117: 0.00010363589127723164
Position 864: 0.0001032855723038013
Position 1920: 0.00010196364558101946
Position 3096: 9.114441475323121e-05
Position 2988: 9.040401258616105e-05
Position 1383: 7.590390546319172e-05
Position 903: 6.90691138639638e-05
Position 1669: 6.290569637943449e-05
Position 1151: 6.073019497908189e-05
Position 1703: 6.0451562684064925e-05
