Gene = Ppp1r35
index = 846
Annotated 5SS: [318 642 859]
Annotated 3SS: [397 721 949]
SMsplice 5SS: [318 642 859]
SMsplice 3SS: [397 721 949]
top_k =  500
Partition function (log Z): -6.431575453224523

Sorted 5' Splice Sites (High to Low Probability):
Position 859: 0.7579844994221858
Position 318: 0.7207731412701484
Position 642: 0.49272855469257465
Position 790: 0.10291274421282014
Position 274: 0.05600746413519815
Position 398: 0.04493689427845232
Position 578: 0.033562434367221394
Position 763: 0.032839040224608276
Position 428: 0.02078000566187414
Position 298: 0.004089729874930526
Position 147: 0.003659926942657009
Position 18: 0.0022426434732754222
Position 598: 0.0017554407473359746
Position 775: 0.0017159482501224604
Position 456: 0.0015986322897443438
Position 433: 0.0012246509892560866
Position 1120: 0.0006029645368624611
Position 545: 0.0005864199554327145
Position 953: 0.00035972558058702505
Position 247: 0.00034199652335344176
Position 632: 0.0003311673873265983
Position 37: 0.00025820098794289187
Position 378: 0.00022730561742396736
Position 24: 0.0002113830014706489
Position 516: 0.00020535565682911497
Position 615: 0.00018127611213643958
Position 559: 0.00012236362944861309
Position 601: 9.615405612944709e-05
Position 449: 7.75220666862258e-05
Position 11: 5.0329452761220536e-05
Position 119: 4.701945647214356e-05
Position 681: 4.537624033044522e-05
Position 61: 4.361381951470496e-05
Position 1006: 1.2790893364845653e-05
Position 1028: 9.893241862561701e-06
Position 327: 8.750042084343429e-06
Position 113: 7.767610526333206e-06
Position 672: 7.041218424623436e-06
Position 107: 3.5986911385479717e-06
Position 402: 9.278771170892836e-07
Position 21: 3.860257185712263e-07
Position 926: 6.909619764708715e-09
Position 675: 3.4456306258423503e-09
Position 767: 3.9322682681960365e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 949: 0.9371035301057559
Position 721: 0.8513607609873831
Position 397: 0.4005534610335325
Position 552: 0.02195731374120949
Position 774: 0.012215161025898832
Position 559: 0.008734779573271257
Position 499: 0.008633696613557824
Position 995: 0.007900315579136646
Position 1028: 0.006280174116412007
Position 744: 0.004924682040914629
Position 1183: 0.00441071617713327
Position 837: 0.001779741970309837
Position 952: 0.001644339506085282
Position 529: 0.0016349768939504248
Position 686: 0.0016050906612305378
Position 789: 0.0013423462276375702
Position 439: 0.0012050950176542897
Position 371: 0.0008769780840368359
Position 858: 0.0008637724664545835
Position 786: 0.0007792133161745182
Position 574: 0.0007622426952557363
Position 924: 0.0007109139420453309
Position 971: 0.0006571462879373193
Position 1050: 0.0006149563181991615
Position 504: 0.000593788604491554
Position 1076: 0.00038862581336751047
Position 816: 0.0003676129676526527
Position 523: 0.00030642181977315883
Position 757: 0.0002885166704556777
Position 354: 0.00026331627550657083
Position 484: 0.0002381932043562979
Position 698: 0.00020296753694203516
Position 117: 0.00018235045008525665
Position 174: 0.0001756286997815667
Position 516: 0.0001550788958039363
Position 809: 0.00010201761321249005
Position 478: 9.149078613785884e-05
Position 864: 7.96077177203126e-05
Position 625: 7.916603628324677e-05
Position 501: 7.763378355912968e-05
Position 1079: 6.963991382076145e-05
Position 783: 6.064945989101593e-05
Position 844: 4.8838853213444946e-05
Position 167: 4.508388362909316e-05
Position 628: 3.1922540320210615e-05
Position 247: 3.090397259250882e-05
Position 581: 2.8909871897335676e-05
Position 195: 2.678921011665098e-05
Position 83: 2.26841153558352e-05
Position 589: 1.8396948617361923e-05
Position 813: 1.679683835767171e-05
Position 586: 1.6524908381025754e-05
Position 646: 1.6462606707016823e-05
Position 119: 1.2978690615800558e-05
Position 654: 1.0767220409616364e-05
Position 226: 9.74527334899313e-06
Position 583: 8.449898598112043e-06
Position 220: 6.0426339866299e-06
Position 254: 5.782407112195156e-06
Position 135: 3.536981917460105e-06
Position 1162: 3.056021719076603e-06
Position 189: 2.660806825187256e-06
Position 89: 2.4997692436948306e-06
Position 317: 2.3340923850612837e-06
Position 203: 2.259960635571238e-06
Position 129: 1.910178339830885e-06
Position 598: 4.313809585792606e-07
Position 197: 3.9069893091937534e-07
Position 232: 2.561751209561544e-07
Position 301: 2.005196119991236e-07
Position 76: 1.0756758671539742e-07
Position 146: 9.949077428259506e-08
Position 137: 5.337742712799047e-08
Position 268: 3.666375410269258e-08
Position 263: 2.356726669619907e-08
Position 284: 1.5381784906811797e-08
Position 307: 9.836207250552982e-09
Position 322: 6.66467100394082e-09
Position 278: 5.721996751847072e-09
Position 265: 3.780991435376611e-09
Position 332: 2.120401845910644e-09
