Gene = Ndufs2
index = 741
Annotated 5SS: [  129  1032  6176  7849  8413  8608  8836  9178  9983 10517 10766 11850]
Annotated 3SS: [  924  5984  7727  8224  8529  8749  9057  9852 10420 10681 11791 12034]
SMsplice 5SS: [  129  1032  5202  6176  7849  8413  8836  9178  9983 10517 10766]
SMsplice 3SS: [  924  5092  5984  7727  8224  8749  9057  9852 10420 10681 12034]
top_k =  500
Partition function (log Z): 19.929086751871345

Sorted 5' Splice Sites (High to Low Probability):
Position 129: 0.9925403284876464
Position 9178: 0.9908524610365417
Position 7849: 0.984613043666737
Position 8413: 0.9838439547416065
Position 1032: 0.9224090037176876
Position 10766: 0.9063308589432507
Position 9983: 0.8532710511059396
Position 10517: 0.8466827819503729
Position 5202: 0.7025170524401043
Position 6176: 0.6292547464515572
Position 8836: 0.5534844712641751
Position 7631: 0.45262340403384543
Position 2753: 0.3353973950979522
Position 8608: 0.2986531199340537
Position 8684: 0.2888006461576391
Position 6184: 0.28126752779461733
Position 5911: 0.25470262749759526
Position 4629: 0.23594728468820156
Position 11850: 0.20482717297036318
Position 8890: 0.17910082684550632
Position 5890: 0.1468499840942014
Position 2765: 0.11037206890494941
Position 8854: 0.08205677668847061
Position 6098: 0.08059421965279356
Position 4599: 0.06744146171840952
Position 9938: 0.06165760277210621
Position 3833: 0.03741573878439225
Position 2691: 0.035677991413369387
Position 10171: 0.02799483565630402
Position 1858: 0.021992083304823804
Position 5127: 0.020560395781530048
Position 5459: 0.020164747072546115
Position 9606: 0.019593936821180692
Position 2769: 0.01946828085367697
Position 6647: 0.01844917201727018
Position 8659: 0.017176743013062306
Position 5303: 0.01665915654937817
Position 9773: 0.013648609732122906
Position 5488: 0.01322795411399019
Position 7467: 0.011427927464459814
Position 2364: 0.010326377140078915
Position 6687: 0.009158241063557657
Position 11726: 0.008752712490501514
Position 6570: 0.008587244293436384
Position 9527: 0.008020894002265199
Position 4133: 0.007862335853638805
Position 4076: 0.00781604733989993
Position 9653: 0.007331411422456013
Position 2063: 0.007257689978633398
Position 6593: 0.007061783863666529
Position 9953: 0.006377653302126198
Position 8086: 0.006359097712839313
Position 1252: 0.005031346920661217
Position 5405: 0.004943970181455088
Position 10030: 0.004780938303837823
Position 9701: 0.004617381723422576
Position 11614: 0.003992166823977182
Position 8417: 0.003763851374313141
Position 7518: 0.003461504589848678
Position 8093: 0.0033227123401620927
Position 5789: 0.0032134835404794694
Position 11359: 0.0030518527500289524
Position 6708: 0.0028116743182145265
Position 7095: 0.00253950903672411
Position 9853: 0.0024855927562712258
Position 28: 0.0020367103846093385
Position 5859: 0.0019957076473854155
Position 8599: 0.0018739776485998912
Position 9131: 0.0018600579936406062
Position 6272: 0.0016019318756291662
Position 116: 0.0015735753682530216
Position 7947: 0.0015332972314367503
Position 6712: 0.0013856781070617939
Position 5394: 0.0013385055989917987
Position 722: 0.0012652085626884346
Position 1895: 0.0012220550118175447
Position 11374: 0.0011314044538096953
Position 12133: 0.0010474744055534067
Position 4413: 0.0010353959872749221
Position 3611: 0.0010157206407941986
Position 7186: 0.0009756688939811008
Position 96: 0.0009510223257451876
Position 10780: 0.0009207178877314559
Position 6157: 0.0008706025758044473
Position 5141: 0.0008417146715763452
Position 3708: 0.0007672953392284927
Position 10734: 0.0007492104666857866
Position 2706: 0.0007481563244818355
Position 1954: 0.0007476730773942993
Position 9187: 0.0005185230803903641
Position 706: 0.0004951063917737273
Position 4157: 0.00048301034689333705
Position 11098: 0.0004737654181994615
Position 82: 0.00042640348403292496
Position 2839: 0.0003967065260351155
Position 3524: 0.000371644129967297
Position 8864: 0.00035149238664999795
Position 280: 0.0003510634266554127
Position 592: 0.00034771190858118187
Position 237: 0.00034602443462362225
Position 690: 0.0003051452437069107
Position 611: 0.0002759685296383385
Position 9699: 0.00026489320203554426
Position 8042: 0.00023792166579337937
Position 6498: 0.0002024804657425876
Position 143: 0.00020198404688261408
Position 9546: 0.00018426944130339818
Position 615: 0.000136014362346724
Position 9153: 0.00013474265297527325
Position 1058: 0.0001168705595288081
Position 8664: 0.00011414766455289826
Position 175: 9.859113802317188e-05
Position 397: 9.74548072098125e-05
Position 518: 9.542641304671663e-05
Position 1241: 8.681644083380253e-05
Position 272: 8.329573955765703e-05
Position 156: 7.46580430801091e-05
Position 679: 7.148713289816406e-05
Position 70: 6.290949419859226e-05
Position 1802: 4.741326420169997e-05
Position 2044: 4.654318597253116e-05
Position 1036: 4.4421343229791425e-05
Position 528: 4.053158265389146e-05
Position 2407: 3.9872365360813923e-05
Position 6286: 3.451059779268983e-05
Position 1264: 3.060750103494834e-05
Position 449: 3.02289369634303e-05
Position 855: 2.3242208403902475e-05
Position 773: 2.0245677585772318e-05
Position 1797: 1.785591360986119e-05
Position 985: 1.717623651110657e-05
Position 818: 1.714760091208513e-05
Position 815: 1.4853253595153479e-05
Position 206: 1.3346393763466393e-05
Position 1655: 1.2581331474827108e-05
Position 1475: 1.250043429582718e-05
Position 356: 1.2370960154909767e-05
Position 1444: 1.1939298966369575e-05
Position 927: 1.1104388691430356e-05
Position 743: 7.745766521095806e-06
Position 843: 6.796611469664031e-06
Position 9600: 2.1025640463144134e-06
Position 898: 1.2287774961714927e-06
Position 1051: 1.0025573821728616e-06
Position 1848: 7.72713875527767e-07
Position 1961: 6.94458018333e-07
Position 65: 3.27634667564619e-08
Position 16: 9.389288968901912e-11
Position 296: 8.973084498799103e-11
Position 340: 2.9242100546374004e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 7727: 0.9750308485597015
Position 9057: 0.9391660897828334
Position 9852: 0.9225651488469525
Position 5984: 0.8808798438153296
Position 12034: 0.8331816588098684
Position 924: 0.7892074608339561
Position 10681: 0.7763609952939048
Position 10420: 0.7758043409232963
Position 8749: 0.760046441604945
Position 8224: 0.6100610993326347
Position 5092: 0.6057878799444281
Position 8529: 0.5857294028734995
Position 2594: 0.4493725736551517
Position 7538: 0.4281576486772382
Position 4502: 0.2956843621852342
Position 11791: 0.22211341270593885
Position 8169: 0.21554947857770584
Position 5746: 0.2064506289191306
Position 5788: 0.19202239471051713
Position 5108: 0.16121435026645323
Position 8326: 0.15283345161033116
Position 10599: 0.11058468765524693
Position 6043: 0.10279774919301776
Position 903: 0.08418538259218675
Position 10345: 0.05468343924161811
Position 9587: 0.03387937962033806
Position 1736: 0.028848203290871507
Position 10909: 0.02695084367502254
Position 6425: 0.026692306214711418
Position 11606: 0.02494564865275377
Position 2623: 0.021741803844925335
Position 11754: 0.02099874057617123
Position 3728: 0.02099003531317968
Position 6570: 0.020956224001837807
Position 11939: 0.020151842963514723
Position 8509: 0.019265547107122586
Position 9130: 0.018708024532334486
Position 9080: 0.01733972674169112
Position 7567: 0.015769838569455137
Position 11184: 0.015396249785886537
Position 9028: 0.015215335223011613
Position 997: 0.013615167821378478
Position 9433: 0.01331943801401696
Position 8495: 0.012592800351685272
Position 926: 0.012354344856450155
Position 2543: 0.011186738685172143
Position 8650: 0.011066667993256382
Position 7060: 0.010321308454898129
Position 2711: 0.010026826903445118
Position 8725: 0.009387619278296087
Position 3993: 0.009370200429454856
Position 10359: 0.009175543956330164
Position 7920: 0.008723840169167817
Position 6001: 0.008538685718033906
Position 10716: 0.008239000819023826
Position 9874: 0.00809488396900487
Position 8807: 0.0076811001241464776
Position 10086: 0.007623158802465958
Position 10685: 0.007570541940945385
Position 7424: 0.0069931152350778
Position 3629: 0.006911231118530579
Position 2515: 0.006466934706465982
Position 5772: 0.006358658451822656
Position 11434: 0.006244121902873797
Position 7781: 0.006177317898825244
Position 11514: 0.006085056931795212
Position 9772: 0.005889343461943143
Position 3448: 0.00577519146727191
Position 11644: 0.005330440546708665
Position 937: 0.005306360969659774
Position 3936: 0.005253181144943258
Position 11681: 0.0051817019716747835
Position 2278: 0.0049457043099639586
Position 10249: 0.004782071439332168
Position 9904: 0.004780405148665705
Position 9834: 0.0047199530531043515
Position 8189: 0.0045569568882906355
Position 10865: 0.004523937368644458
Position 10297: 0.004460451829026241
Position 9409: 0.004371309147999306
Position 5400: 0.004144725408997578
Position 10719: 0.004056796461590051
Position 1152: 0.00404623563180299
Position 855: 0.004029623590594659
Position 8670: 0.0038287359698024313
Position 7699: 0.003778449871274055
Position 3605: 0.0037116511104474947
Position 4540: 0.003479641539126564
Position 12042: 0.003312096347535197
Position 7615: 0.0032647908604625316
Position 5303: 0.0031682207485427974
Position 602: 0.003146916628262715
Position 7276: 0.0029216074378803484
Position 11269: 0.002744548597722221
Position 5863: 0.0026637462708785117
Position 8781: 0.002489278628754841
Position 11602: 0.00234651856119112
Position 10953: 0.0023135899360281708
Position 5126: 0.0022505793276915895
Position 9871: 0.0021822302194114533
Position 943: 0.002172236713742348
Position 4598: 0.0021582545775282796
Position 8141: 0.0021560979237897817
Position 568: 0.0020299775830598223
Position 8654: 0.0019769525075560516
Position 852: 0.001860405474867919
Position 9074: 0.0018386145473965054
Position 4444: 0.0017625471744507962
Position 10253: 0.001636547769900667
Position 11350: 0.0016182946040814226
Position 5021: 0.0016174082443904856
Position 8330: 0.0016098661885691964
Position 11438: 0.0015896669447697377
Position 4967: 0.001554584295690483
Position 7296: 0.0015417444302672576
Position 8766: 0.0014884405954048525
Position 2626: 0.001430344464138288
Position 10373: 0.0014197878390846824
Position 1995: 0.001417504826053246
Position 9501: 0.0013675798096580685
Position 3951: 0.0013255459181455436
