Gene = Rrp15
index = 937
Annotated 5SS: [  195  9755 11771 13243]
Annotated 3SS: [ 9494 11672 13043 27811]
SMsplice 5SS: [  195  9755 11771 13243]
SMsplice 3SS: [ 9494 11587 13043 27811]
top_k =  500
Partition function (log Z): -10.569089228375015

Sorted 5' Splice Sites (High to Low Probability):
Position 9755: 0.9912363357388083
Position 195: 0.9904691429968516
Position 11771: 0.9211653707348049
Position 13243: 0.6607733617199093
Position 4890: 0.311292829797357
Position 4849: 0.15997374308621187
Position 11966: 0.14679319042273062
Position 13202: 0.13400536523754714
Position 916: 0.13331039472763836
Position 524: 0.11723648826767744
Position 12180: 0.1159598092812402
Position 10619: 0.09760644306737712
Position 6100: 0.09445372167944628
Position 4780: 0.06852676799803778
Position 13196: 0.05646625126861952
Position 920: 0.04876569615333865
Position 15516: 0.035498182432601375
Position 12812: 0.02897300566754146
Position 11928: 0.02648897300769879
Position 2268: 0.026344436829799586
Position 1246: 0.023617552092649523
Position 11978: 0.02089594455193392
Position 3438: 0.02067735917067578
Position 7882: 0.015652161791461238
Position 7663: 0.01552621728968925
Position 4484: 0.014316090914114276
Position 867: 0.013242213433593763
Position 3052: 0.009874317891278553
Position 6851: 0.00942054819610084
Position 6477: 0.00890252773960708
Position 3147: 0.008648769095887299
Position 4879: 0.00861512466244077
Position 13581: 0.008566387422750999
Position 6934: 0.008450090700192802
Position 7546: 0.008423044912162945
Position 13612: 0.008096302569381144
Position 3682: 0.0072556817380672375
Position 15337: 0.007205481980588626
Position 7261: 0.00714217417798192
Position 7818: 0.007010692316237733
Position 10056: 0.006826797918019689
Position 13643: 0.006815913899679884
Position 9570: 0.006364846370773635
Position 14075: 0.005871792375664975
Position 7138: 0.005445768607895174
Position 6603: 0.005350830679218646
Position 678: 0.005293732547537247
Position 4865: 0.005001825452719644
Position 13702: 0.00444443375513795
Position 3261: 0.0035605433239261027
Position 4741: 0.003427582503183459
Position 3758: 0.00324626579124392
Position 13674: 0.0032074965547574173
Position 170: 0.0029305921474519414
Position 13761: 0.0027241829671805413
Position 11983: 0.002007594807354065
Position 489: 0.00199956841703598
Position 6706: 0.0019329706557360165
Position 6087: 0.0014185269209818043
Position 77: 0.0013771651404052361
Position 6296: 0.001373121229597491
Position 1699: 0.0012662478859943034
Position 4245: 0.0012472695581909096
Position 826: 0.0011546333216693387
Position 1282: 0.0011481628881793101
Position 647: 0.0009780539177239353
Position 12129: 0.0007971204603950607
Position 583: 0.0007540560350613732
