Gene = Pik3r4
index = 822
Annotated 5SS: [  392  1940  5770  7870 11057 12008 15563 18453 20216 24904 26144 26927
 29780 33878 35291 39287 42202 43193 43425]
Annotated 3SS: [ 1165  5635  7286 10921 11785 15388 18306 20011 24701 25955 26715 29613
 33712 35078 39154 42100 43103 43315 44084]
SMsplice 5SS: [  361  3291  5770  7870 11017 15563 18453 20216 24904 26144 26927 29780
 33878 35164 37398 38957 39287 42202 43193]
SMsplice 3SS: [ 3080  5635  7696 10921 15388 18306 20011 24701 26041 26796 29613 33712
 35078 37268 38841 39154 42100 43103 43315]
top_k =  500
Partition function (log Z): 26.653375832086898

Sorted 5' Splice Sites (High to Low Probability):
Position 18453: 0.9799366445445076
Position 15563: 0.974707285076052
Position 37398: 0.9732697201417306
Position 24904: 0.9655480490440805
Position 29780: 0.9610395507924685
Position 33878: 0.9416526970164254
Position 43193: 0.9270384801109804
Position 42202: 0.8981617171908207
Position 11017: 0.8976092297912902
Position 7870: 0.8752616946675668
Position 26927: 0.8701779719176146
Position 5770: 0.8611746919608069
Position 39287: 0.822655313947603
Position 361: 0.8006461562522452
Position 3291: 0.7901722951220425
Position 20216: 0.7635844098379592
Position 26144: 0.7446770935853527
Position 2208: 0.6203315301190873
Position 35164: 0.619221329483495
Position 16081: 0.5418302726116943
Position 43425: 0.5275167912488914
Position 10133: 0.5146996759952042
Position 36040: 0.5025463123878862
Position 38957: 0.46804233753866165
Position 1940: 0.36377994480800346
Position 42990: 0.3543500901257522
Position 12008: 0.31445196737023967
Position 35291: 0.27699410544544645
Position 40922: 0.26487041924866517
Position 28287: 0.2045294283357559
Position 22998: 0.19857929872269203
Position 20240: 0.1797762951346556
Position 4686: 0.17891668735408398
Position 20923: 0.16771270485831002
Position 26505: 0.12253457467278919
Position 28500: 0.12189646071206331
Position 16379: 0.11703855652182343
Position 39073: 0.1165244723283279
Position 11057: 0.09586854067068352
Position 22046: 0.09306069948816482
Position 11892: 0.08130333231220564
Position 42247: 0.08097727125623833
Position 426: 0.07893675074857565
Position 1944: 0.07581238456897772
Position 14793: 0.07179470681054988
Position 36745: 0.06201419508641516
Position 392: 0.060002755754935716
Position 2190: 0.05961273269569962
Position 1666: 0.059096669498885306
Position 27205: 0.05044463649597744
Position 42520: 0.04784644752579787
Position 26741: 0.047686555067383056
Position 35598: 0.04609801052939074
Position 32213: 0.04526179720590911
Position 38551: 0.043714204518463015
Position 37793: 0.04367922075975225
Position 5430: 0.04360647717407569
Position 699: 0.042331655073023236
Position 28545: 0.03648897896735213
Position 8398: 0.03614710799273217
Position 13397: 0.035608835338291775
Position 21825: 0.03455932651452507
Position 30308: 0.034438033934082
Position 23968: 0.03328955437693241
Position 43619: 0.033104719998480456
Position 23293: 0.03306624194978029
Position 26716: 0.031261025500622486
Position 33990: 0.03100772882535695
Position 23899: 0.03034954015011113
Position 27209: 0.03014914441372752
Position 36675: 0.029078304901325763
Position 15028: 0.029068503433329344
Position 24820: 0.028929688636974305
Position 42642: 0.02840019608102528
Position 34236: 0.028106625126320464
Position 30392: 0.027920197138481165
Position 22275: 0.026749553671925556
Position 151: 0.02668268352788817
Position 4948: 0.026397897034706262
Position 1820: 0.025355093885607617
Position 1725: 0.02379887282357093
Position 16295: 0.02313462125154875
Position 36823: 0.02309002472831833
Position 19342: 0.022934162945886332
Position 5555: 0.021734255465729282
Position 33238: 0.021686950307246097
Position 43449: 0.021663910320981736
Position 20054: 0.019930616449329638
Position 11564: 0.019863262853962116
Position 15202: 0.019539111745097457
Position 6404: 0.01951427434976815
Position 8101: 0.018826364495750907
Position 29785: 0.017744215941117747
Position 33805: 0.01765191925841716
Position 39793: 0.017280476429425064
Position 919: 0.016744273906213462
Position 23493: 0.016554717150551408
Position 33409: 0.016488409200831833
Position 22976: 0.01594774417919537
Position 16995: 0.015827370839383518
Position 2960: 0.015440576909591223
Position 12298: 0.014397473883813362
Position 12088: 0.01389343458813739
Position 19284: 0.013753447416160707
Position 15634: 0.012973990374351985
Position 1518: 0.012896475933634213
Position 27473: 0.012478172346866621
Position 14483: 0.012110944820774284
Position 31687: 0.012045578723460267
Position 6981: 0.010527026816809386
Position 7306: 0.010274003747836115
Position 42838: 0.010166734647984475
Position 7409: 0.010027415450937696
Position 15602: 0.009651809626260057
Position 21096: 0.009637444609926977
Position 20617: 0.009451471753448232
Position 30299: 0.009211586280487558
Position 19466: 0.00898810807125697
Position 11751: 0.008948130273725204
Position 35196: 0.008876984714090905
Position 39277: 0.008433063977443029
Position 37230: 0.008312547986796646
Position 18143: 0.008224042533137223
Position 1636: 0.008087279912685773
Position 37768: 0.007912343914975476
Position 28060: 0.007701883788671944
Position 14747: 0.007700097653735574
Position 1672: 0.007552347630309596
Position 3696: 0.00747311209337539
Position 12896: 0.006931572413736876
Position 40157: 0.006853772435433356
Position 36778: 0.006668825064270324
Position 4963: 0.006587199156139138
Position 1366: 0.006224928640661166
Position 30903: 0.006199857818961572
Position 26203: 0.005272036228314925
Position 42711: 0.005223405582466001
Position 35179: 0.0050111269733077585
Position 22530: 0.004772004065878547
Position 22388: 0.004629116304070541
Position 8863: 0.004592738018679524
Position 11033: 0.004526918011521623
Position 27766: 0.004283877062731172
Position 39693: 0.0041913940720469025
Position 2302: 0.004018941319448188
Position 43219: 0.0038770632112091466
Position 44244: 0.0038477444475212316
Position 28127: 0.0038088832471764914
Position 32086: 0.0037463024639128725
Position 34038: 0.0037458922297791816
Position 3216: 0.0035353636171654673
Position 18416: 0.0032851761649842046
Position 21877: 0.0032724301972257637
Position 28248: 0.0032599268794222458
Position 43951: 0.0029139649010212904
Position 12514: 0.002802949751220136
Position 11821: 0.002802406256877846
Position 5426: 0.0027688223123370913
