Gene = Msantd4
index = 718
Annotated 5SS: [  62 7581]
Annotated 3SS: [6974 8176]
SMsplice 5SS: [  62 5197]
SMsplice 3SS: [5104 6974]
top_k =  500
Partition function (log Z): -6.1939194252281355

Sorted 5' Splice Sites (High to Low Probability):
Position 5197: 0.8913399165189125
Position 62: 0.8069850548245409
Position 7581: 0.34442800962552056
Position 3225: 0.3108784568210977
Position 3220: 0.2574865117439535
Position 156: 0.16525256694309373
Position 6495: 0.1483241162583933
Position 1086: 0.11860876026581099
Position 1416: 0.11835598754135043
Position 903: 0.10594253586738356
Position 1280: 0.10170951675489685
Position 278: 0.07946133299496642
Position 6294: 0.056026145128863634
Position 7323: 0.030013451335569572
Position 263: 0.023836673603322894
Position 7048: 0.01983531106824862
Position 9665: 0.014767964504522002
Position 6867: 0.012717024474985576
Position 130: 0.012323150786549343
Position 3929: 0.009799024131397717
Position 1292: 0.008574018305534434
Position 1727: 0.005930982796502683
Position 5186: 0.00461476418343831
Position 2243: 0.004477391858359751
Position 1489: 0.003167258179201626
Position 6361: 0.0030298983467173723
Position 6481: 0.0024971124424588674
Position 10211: 0.002414245308460044
Position 6834: 0.002225745865416386
Position 9857: 0.0022148620313108417
Position 1805: 0.00217131572255594
Position 3870: 0.00199184094251547
Position 7522: 0.0018076097993613514
Position 3413: 0.0016213614027201853
Position 5134: 0.0014437915287867074
Position 6316: 0.0008772068076571207
Position 466: 0.0008617875908348335
Position 45: 0.0007989098425987265
Position 895: 0.0006366388171341733
Position 438: 0.0005764073609577624
Position 559: 0.00018992975216627455
Position 513: 0.0001880860642359685
Position 1035: 0.0001851950352911204
Position 938: 0.00015415519673017987
Position 1001: 0.00012937166488107663
Position 5992: 0.00011742261666882932
Position 485: 0.00010683646105308436
Position 884: 8.538368209108022e-05
Position 1076: 6.422431547595696e-05
Position 1061: 4.0376639505207125e-05
Position 205: 3.641921008291985e-05
Position 907: 1.0765742781402513e-05
Position 580: 1.0746543276982053e-05
Position 430: 1.0124745626624181e-05
Position 471: 5.833219203926313e-06
Position 2149: 5.6298979246863895e-06
Position 323: 5.196804628542188e-06
Position 147: 4.735766201450822e-06
Position 55: 3.934356989845647e-06
Position 134: 2.858280729747529e-06
Position 140: 1.2266718377550533e-06
Position 68: 1.220629180385255e-06
Position 570: 1.138543704211751e-06
Position 536: 1.1011107709320397e-06
Position 145: 1.0831788787791334e-06
Position 66: 9.364235044523121e-07
Position 399: 9.159982976958636e-07
Position 210: 9.035756116307331e-07
Position 73: 7.302002053894026e-07
Position 469: 5.401021074693677e-07
Position 387: 5.180680194955479e-07
Position 225: 7.676425882816136e-09
Position 166: 7.53499260874732e-09
Position 200: 3.891712296134451e-09
Position 618: 1.065812123555952e-09
Position 898: 4.870813893044007e-10
Position 338: 4.576933565084071e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5104: 0.6108371718297358
Position 3096: 0.54246551693972
Position 7428: 0.32062698343434304
Position 6974: 0.29216261232769536
Position 8176: 0.23564225770223843
Position 6187: 0.2149503636763228
Position 4987: 0.17019088307515554
Position 1175: 0.16552960695749078
Position 9955: 0.1124761090180017
Position 777: 0.1078435616590052
Position 9842: 0.10605801446786876
Position 6221: 0.08992302989280648
Position 180: 0.08711564570688186
