Gene = Faap24
index = 391
Annotated 5SS: [ 624 1600 1862]
Annotated 3SS: [1459 1708 3744]
SMsplice 5SS: [ 151  624 1600 1862]
SMsplice 3SS: [ 504 1459 1708 3744]
top_k =  500
Partition function (log Z): -4.140242638559502

Sorted 5' Splice Sites (High to Low Probability):
Position 1600: 0.9500059574515894
Position 1862: 0.8043314407208283
Position 151: 0.6630345389396006
Position 624: 0.6010468542734007
Position 46: 0.23308698695662264
Position 186: 0.03039096924045348
Position 1612: 0.017132635039716338
Position 2820: 0.013064109085804885
Position 628: 0.011017048562347245
Position 2371: 0.007519808935530788
Position 1151: 0.006371284297689985
Position 79: 0.005833105120500892
Position 478: 0.005089355344507636
Position 546: 0.0050495432931587795
Position 695: 0.004597516412912069
Position 2456: 0.004092743183737342
Position 435: 0.003084696468183097
Position 3937: 0.0023634116842404097
Position 1604: 0.001679172663238446
Position 679: 0.0014905857882753805
Position 390: 0.0013854959947815367
Position 326: 0.0013740030715480587
Position 4163: 0.001356281532894923
Position 162: 0.0009203336037593224
Position 384: 0.0008846277780175145
Position 3859: 0.0008178711296486863
Position 2682: 0.0007344917769133583
Position 598: 0.0006947148134734481
Position 1808: 0.0006730567553740014
Position 1319: 0.000555507121071088
Position 2355: 0.0005195589686906897
Position 700: 0.0005068895579320278
Position 739: 0.0004280925006090239
Position 51: 0.00039958853756182083
Position 2831: 0.00039696851243814865
Position 2510: 0.00026833570225017443
Position 3850: 0.00026246668030376736
Position 312: 0.00026109190369736604
Position 243: 0.00022859573675597353
Position 97: 0.00021368074395596842
Position 2808: 0.00020450038109645968
Position 4316: 0.0001897550065736469
Position 1390: 0.00016550707876726142
Position 1213: 0.00016428710988131614
Position 1866: 0.00016266374019493468
Position 157: 0.0001567262606179356
Position 551: 0.0001310000642892442
Position 1071: 0.00012676350415952593
Position 456: 0.00011988020762284693
Position 557: 0.00011392063374092472
Position 1065: 8.176917620074102e-05
Position 398: 7.75317784831706e-05
Position 785: 6.86479821876961e-05
Position 231: 6.366953158320447e-05
Position 448: 6.221004591436587e-05
Position 290: 3.7740689557778276e-05
Position 929: 1.9017347061203782e-05
Position 342: 1.124155738472706e-05
Position 207: 9.94874456648441e-06
Position 284: 8.042535577891984e-06
Position 426: 6.568801846533716e-06
Position 31: 3.4954183784436233e-06
Position 301: 1.622503685671559e-06
Position 17: 1.5321115971755033e-06
Position 1762: 1.4818520299227838e-06
Position 2144: 1.3228363242040328e-06
Position 458: 6.580386374879234e-07
Position 2793: 3.6510305020005675e-07
Position 2790: 3.0277735331899594e-07
Position 2349: 2.115688668790455e-07
Position 2383: 1.7386945506993606e-07
Position 575: 1.2037083102936654e-07
Position 582: 6.839248636114962e-08
Position 259: 1.2756373190775346e-08
Position 1555: 6.569342418585932e-09
Position 246: 2.469564162734075e-09
Position 1644: 1.3432604335857149e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1459: 0.9332420675220033
Position 1708: 0.7167184294371615
Position 3744: 0.6505235086859894
Position 504: 0.4592450523458487
Position 1685: 0.0778398229525922
Position 4396: 0.05936012839190255
Position 2272: 0.05792298249876781
Position 3882: 0.057459074815014596
Position 2455: 0.04705912582556921
Position 420: 0.034976951638367594
