Gene = Tirap
index = 1085
Annotated 5SS: [  127  1071  8718  8971  9274 11635]
Annotated 3SS: [  971  8594  8908  9114 10995 12360]
SMsplice 5SS: [  435  1071  8380  8718  8971  9274 12676]
SMsplice 3SS: [  971  8220  8594  8908  9114 12481 14102]
top_k =  500
Partition function (log Z): 0.8464880571664888

Sorted 5' Splice Sites (High to Low Probability):
Position 8718: 0.991236924516146
Position 9274: 0.9740020365649684
Position 1071: 0.8253784468554766
Position 12676: 0.7572881939928603
Position 8971: 0.7152078479845879
Position 435: 0.6101130130003437
Position 8380: 0.5686041944634485
Position 13350: 0.5119462120636061
Position 10523: 0.29183096129638675
Position 127: 0.27896169691815836
Position 11635: 0.19476006954977287
Position 12207: 0.17047695693875353
Position 8502: 0.15871578189975555
Position 431: 0.14870872279453068
Position 13140: 0.147828003106754
Position 1565: 0.09379838706874913
Position 14147: 0.07512435433926665
Position 13802: 0.07304120773819461
Position 11266: 0.07192258395257198
Position 1781: 0.06408103112611555
Position 10537: 0.05140395342134454
Position 12262: 0.041207944085947974
Position 8497: 0.03985617632945652
Position 10746: 0.03837622755311789
Position 8932: 0.034823735200565656
Position 10542: 0.032806263770375994
Position 5500: 0.027208641073133876
Position 10402: 0.022484191150366265
Position 10751: 0.020327897383957
Position 10902: 0.018963166674991393
Position 867: 0.01809931003616878
Position 14321: 0.01771149869479542
Position 12837: 0.012867470306177627
Position 13371: 0.011154324868907186
Position 1081: 0.00961142295370835
Position 9012: 0.009050326033253368
Position 5610: 0.008505017109540386
Position 132: 0.008401658407880933
Position 14196: 0.008317031415089217
Position 9076: 0.008316859962890593
Position 2672: 0.007916783625391713
Position 8487: 0.0077409201147745944
Position 1555: 0.007392925736843515
Position 11972: 0.007352961472734923
Position 7919: 0.006956365264995353
Position 8425: 0.005031605330503641
Position 10772: 0.004673069280626123
Position 8317: 0.0044007399329993365
Position 462: 0.004260229406202272
Position 9031: 0.0038713702278972842
Position 9035: 0.003539060722719295
Position 6036: 0.0034668022790119504
Position 7647: 0.003347081955264205
Position 11570: 0.0021738113892095044
Position 9000: 0.0016130190508246882
Position 8791: 0.001540835280478392
Position 9186: 0.0015157040482912012
Position 634: 0.0014449090075835487
Position 8646: 0.0014346464377613265
Position 5234: 0.0013494109479688363
Position 8980: 0.0012626972115538058
Position 306: 0.0011917666703921102
Position 319: 0.0010513570565603954
Position 2128: 0.0009924720146810139
Position 1800: 0.0009366091937458378
Position 10491: 0.0007182331929777422
Position 8635: 0.0007017318556815123
Position 848: 0.000668189829841982
Position 1124: 0.0006273638880716065
Position 595: 0.0006030384287534762
Position 9544: 0.0005110604269294777
Position 10907: 0.0004810557321700293
Position 9801: 0.0003823360016680492
Position 905: 0.0003769303204379444
Position 252: 0.00031722498062891033
Position 657: 0.00023448809385850464
Position 11092: 0.00022417551416673687
Position 9640: 0.00019301907853432244
Position 10175: 0.00015269501373702579
Position 735: 0.0001299653209849253
Position 24: 0.00012774094571888463
Position 115: 0.00012773901590229075
Position 806: 0.00012615484311552188
Position 765: 0.00011438985427944709
Position 9769: 9.878452280007136e-05
Position 484: 9.340229350586809e-05
Position 9760: 8.738992859572959e-05
Position 1161: 7.583718577962546e-05
Position 1085: 7.227935525976527e-05
Position 8746: 6.373602390123706e-05
Position 9624: 6.37316519789309e-05
Position 9718: 6.197294559218174e-05
Position 826: 5.068708116667887e-05
Position 707: 4.481842710913505e-05
Position 619: 4.225445899981303e-05
Position 421: 3.0055607563822338e-05
Position 8679: 2.7967063939654608e-05
Position 9394: 2.533665401286536e-05
Position 405: 2.451678246671202e-05
Position 840: 1.5250147060084306e-05
Position 10100: 9.971732365007421e-06
Position 9520: 9.946221368953088e-06
Position 229: 6.7624465061333964e-06
Position 63: 4.7554855957972265e-06
Position 97: 4.043232369881071e-06
Position 164: 2.2532231024542833e-06
