Gene = Myd88
index = 727
Annotated 5SS: [ 410 1466 2036 2288 2707]
Annotated 3SS: [1330 1854 2195 2530 3141]
SMsplice 5SS: [ 410 1466 2036 2288 2707]
SMsplice 3SS: [1330 1854 2195 2530 3141]
top_k =  500
Partition function (log Z): 3.1111452909870096

Sorted 5' Splice Sites (High to Low Probability):
Position 2707: 0.9093867196250934
Position 1466: 0.9055690966977944
Position 2288: 0.9009658158039865
Position 410: 0.8590977855479174
Position 2036: 0.5893406059304441
Position 2057: 0.2993435832018722
Position 744: 0.17391191537141662
Position 2061: 0.0647024046830257
Position 1355: 0.04180289736593359
Position 1208: 0.03280124102272773
Position 681: 0.02271760719657936
Position 1023: 0.022708012033147765
Position 252: 0.020775991631807947
Position 1393: 0.018866829872600323
Position 739: 0.015963956362986247
Position 2434: 0.014910345886478481
Position 993: 0.014830889805096689
Position 543: 0.010750917286086055
Position 3447: 0.01028294884385469
Position 114: 0.008478943809676032
Position 2591: 0.008386152401448547
Position 649: 0.0062328122306816395
Position 374: 0.006074103272278812
Position 493: 0.005830570225530795
Position 1983: 0.005738160481681907
Position 970: 0.005101905749475196
Position 1961: 0.004684074590340005
Position 2640: 0.004462258100144448
Position 1966: 0.004336962853653674
Position 2711: 0.0038561711752699694
Position 1492: 0.003559033565860647
Position 2841: 0.0035499346603557547
Position 1501: 0.0031948913631274583
Position 2915: 0.0027374181410712898
Position 1964: 0.0025602189519521932
Position 2993: 0.0024657530052655014
Position 166: 0.0022414810799824296
Position 2006: 0.002234165556606196
Position 24: 0.002099965606429442
Position 3483: 0.0020731162421717794
Position 1978: 0.0019012687146715307
Position 1970: 0.0017556748553393866
Position 299: 0.0016755256508842675
Position 1968: 0.0016662609284644296
Position 2646: 0.00142463076264717
Position 1724: 0.0012059892596098607
Position 2065: 0.0011936030316421567
Position 420: 0.0011839698392114508
Position 2898: 0.000974059112595861
Position 103: 0.0009519173122294475
Position 1239: 0.0006590322474275901
Position 148: 0.0006123532535421325
Position 160: 0.0005813127337859175
Position 2133: 0.0005615657324018945
Position 2601: 0.0005517288109853888
Position 2861: 0.0005236484478388956
Position 1241: 0.0005085028429393036
Position 3540: 0.00045610978495999794
Position 2040: 0.00041470422565202973
Position 2831: 0.00041257548924617405
Position 1910: 0.0004071944783212275
Position 333: 0.0003361857787822026
Position 3228: 0.0003301135007399422
Position 1168: 0.0003296943142748021
Position 1601: 0.0003104229782934587
Position 1773: 0.0003098949869116278
Position 3779: 0.0003004110659282116
Position 2879: 0.0002967080106637172
Position 1477: 0.0002784407125016085
Position 132: 0.0002783237790865189
Position 1412: 0.00027821585024847303
Position 46: 0.00027265631910920545
Position 399: 0.0002556700914229589
Position 535: 0.00020996616439805996
Position 2086: 0.00020386720367204022
Position 2769: 0.00016378551628691288
Position 657: 0.00015523058331240542
Position 3874: 0.0001412180072171257
Position 84: 0.00014096768422087772
Position 978: 0.00013872638305757629
Position 2949: 0.00012847391806705168
Position 1999: 0.00012071210024468994
Position 2196: 0.00011920126948538328
Position 2280: 0.00011767662456246784
Position 2816: 0.00011061356860716044
Position 2877: 0.0001076462680749346
Position 2265: 0.00010621341109264932
Position 2715: 0.00010587369024422227
Position 549: 0.00010210891087207389
Position 531: 9.669603332288771e-05
Position 974: 9.25004353958346e-05
Position 303: 9.190035452807947e-05
Position 2249: 7.952426859492738e-05
Position 2001: 6.776641734230523e-05
Position 1414: 6.689315240694383e-05
Position 2794: 6.183476557893059e-05
Position 366: 5.739361806851128e-05
Position 792: 5.288980150102579e-05
Position 2320: 5.086149141449046e-05
Position 3029: 4.647460423734601e-05
Position 72: 4.644845324791017e-05
Position 2418: 4.6299539249653216e-05
Position 968: 4.468976865302376e-05
Position 476: 4.467937967165254e-05
Position 3066: 3.994108148456934e-05
Position 764: 3.88988788975864e-05
Position 929: 3.87693223584094e-05
