Gene = Snrpd2
index = 998
Annotated 5SS: [ 173 1676]
Annotated 3SS: [1495 2753]
SMsplice 5SS: [ 173 1676]
SMsplice 3SS: [1495 2753]
top_k =  500
Partition function (log Z): -6.889898144257284

Sorted 5' Splice Sites (High to Low Probability):
Position 1676: 0.976374149720029
Position 173: 0.6296388833556666
Position 214: 0.09958514411170093
Position 108: 0.09555297579520328
Position 2925: 0.04665217168912562
Position 488: 0.04622435262010092
Position 2695: 0.04061436940237637
Position 69: 0.030425807892418746
Position 1260: 0.027872238674001522
Position 732: 0.012176433111234852
Position 536: 0.011006084527804702
Position 2362: 0.010270981956088944
Position 221: 0.010078094952752248
Position 691: 0.00885938490626365
Position 1318: 0.008671280512429552
Position 266: 0.008123149749316333
Position 3295: 0.005211654986294189
Position 286: 0.003983421718053886
Position 3658: 0.0037297970769280477
Position 146: 0.0036413757228568153
Position 1659: 0.0035904031490761774
Position 749: 0.0033656668549378907
Position 2887: 0.003257374674882833
Position 542: 0.003077253982476254
Position 1222: 0.002951625412427275
Position 237: 0.0029117325640278923
Position 1325: 0.0028087137544507207
Position 3427: 0.0020569667111396445
Position 1227: 0.002003864544916626
Position 396: 0.0019955066848033
Position 15: 0.001978773011139639
Position 625: 0.0018925881081876131
Position 3411: 0.0015545565711657103
Position 41: 0.0014282111417153148
Position 2482: 0.0013916668717367338
Position 2896: 0.0013648064050420473
Position 675: 0.0012396471241293136
Position 616: 0.0012286810835570843
Position 2421: 0.0012119050701888236
Position 2971: 0.0012111862442114945
Position 3254: 0.0010922723054597558
Position 1178: 0.001083023892025429
Position 1338: 0.0010475056129633598
Position 306: 0.001000027616924693
Position 2893: 0.0008909322735640539
Position 248: 0.0008800422265498684
Position 903: 0.0008776316165171345
Position 865: 0.0005190944370248933
Position 842: 0.0005068454995930628
Position 1343: 0.0004285257925869402
Position 2187: 0.0003995258378978512
Position 1101: 0.00031438044621979913
Position 760: 0.00028507634028030816
Position 2553: 0.000276886860821911
Position 907: 0.0002486167175723008
Position 3092: 0.00024822558355972455
Position 1573: 0.00024725868892062463
Position 1752: 0.00023658839201411776
Position 599: 0.00020922201001957353
Position 987: 0.00020835664957112606
Position 89: 0.00015001441467844958
Position 2370: 0.000149410589244337
Position 1449: 0.00011564693711160248
Position 202: 9.962908898040379e-05
Position 1617: 2.589101374666917e-05
Position 2310: 1.756952974607291e-05
Position 2349: 1.7262708348535794e-05
Position 2382: 1.2268196962860037e-05
Position 1599: 1.0268804013147593e-05
Position 2603: 8.051688245135441e-06
Position 2380: 6.6462136807817755e-06
Position 1730: 6.349213393310128e-06
Position 2449: 5.56577151851545e-06
Position 1861: 4.956519789122367e-06
Position 1519: 4.865918138994359e-06
Position 3177: 7.95978134115133e-07
Position 983: 3.005056625139869e-07
Position 558: 2.9605226455890237e-07
Position 345: 2.7238118226265047e-07
Position 1906: 2.0831082855138955e-07
Position 2206: 2.0829518601353608e-07
Position 48: 1.518494552829288e-07
Position 250: 1.2593921027478315e-07
Position 271: 7.336157039854934e-08
Position 6: 6.571494514295267e-08
Position 403: 1.924079503043321e-08
Position 291: 1.2221945676723714e-09
Position 661: 5.462410194267554e-11
Position 915: 5.435514919940528e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1495: 0.8453541282554765
Position 2753: 0.33500279745869205
Position 3277: 0.11892556826644664
Position 3377: 0.076889987003944
Position 2447: 0.07665118617463328
Position 2281: 0.07319776055712392
Position 1391: 0.06507214428908359
Position 3740: 0.0421457454620312
Position 2069: 0.031712143776888406
Position 2569: 0.031459590323450984
Position 3018: 0.031100701962737724
Position 2206: 0.029067553822026505
Position 2726: 0.027353186138754936
Position 2085: 0.02635356748249994
Position 1517: 0.02630352990440303
Position 3548: 0.025500182852588545
Position 3153: 0.02251637847948607
Position 2054: 0.019158278306141068
Position 1788: 0.016108879809713705
Position 1905: 0.015655759575634046
Position 3116: 0.015586337914392545
Position 2619: 0.015478895170700795
Position 1584: 0.014862033377853228
Position 1544: 0.012124630043807497
Position 1056: 0.011060631284941365
Position 1572: 0.008944899677140577
Position 2015: 0.008784249323446793
Position 3596: 0.00775856446949516
Position 3521: 0.006186130706740349
Position 3552: 0.005468887829882123
Position 1200: 0.004777725976434383
Position 314: 0.00453034289422648
Position 2344: 0.004142703892623359
Position 2285: 0.003946585304034388
Position 1595: 0.0038703660741550416
Position 2536: 0.0037460132110340495
Position 2168: 0.003573474880904225
Position 2234: 0.003540736599662321
Position 1126: 0.003531349543518317
Position 2101: 0.0032484591038384352
Position 2784: 0.002898082155008221
Position 1533: 0.0023666456751544208
Position 3102: 0.0023345645730863166
Position 2549: 0.002259771125239947
Position 1972: 0.0020555469642823793
Position 3047: 0.001984238148496523
Position 1155: 0.0017789167334496764
Position 3567: 0.00175900394858412
Position 3069: 0.0017186912645647287
Position 2817: 0.0016857768275132723
Position 1559: 0.00157084692853359
Position 3711: 0.0015430839303491608
Position 2865: 0.001533545626991021
Position 464: 0.0014335770109138387
Position 1498: 0.0012896398352244937
Position 1279: 0.0011864925536891435
Position 3678: 0.0010751610217874102
Position 2808: 0.0010625086057542794
Position 3219: 0.0009946492168314972
Position 1949: 0.0009749889454182255
Position 2951: 0.0009610512101495881
Position 2339: 0.0009003119276440263
Position 2787: 0.0008623555802965085
Position 259: 0.0008545913301597909
Position 3618: 0.0008151132647590321
Position 3177: 0.0006947085454556439
Position 1519: 0.0006697735921729717
Position 2298: 0.0006670603241599217
Position 3657: 0.0006667971028927167
Position 2210: 0.000618990885508208
Position 632: 0.0005489882358060849
Position 1021: 0.0005099886743747654
Position 2449: 0.0004834740259016328
Position 3123: 0.0004736986347462799
Position 1251: 0.0004489996553983323
Position 1538: 0.00044324470564562014
Position 2847: 0.0003732066984290556
Position 1523: 0.0003616531030674365
Position 950: 0.00035461293662404116
Position 1925: 0.000324439736851615
Position 3683: 0.000322173074052626
Position 1396: 0.00032152913893485264
Position 1177: 0.0003088400943034301
Position 2393: 0.00028039817765785545
Position 3119: 0.0002716651837056141
Position 2453: 0.0002705765599889259
Position 2823: 0.00026556458037969025
Position 2154: 0.00024998488426337126
Position 2641: 0.0002470862842006214
Position 385: 0.00024528278687326483
Position 1844: 0.00023214765781965388
Position 1091: 0.00022158207473888612
Position 362: 0.0002128611072345936
Position 1286: 0.00021113755595177384
Position 1604: 0.0001944585873926608
Position 2065: 0.00018528461135859314
Position 1952: 0.0001820159528593121
Position 575: 0.0001796791578456551
Position 3643: 0.00017211043809520218
Position 2799: 0.00015268146548356694
Position 3601: 0.00014619989840008015
Position 2402: 0.00014487247476641332
Position 1063: 0.00012280363871685588
Position 1087: 0.00011860646449191067
Position 2671: 0.00010332743079629154
Position 1643: 9.70928607548887e-05
Position 2110: 9.686266014603383e-05
Position 3705: 9.122813042294024e-05
Position 3757: 8.274450853985705e-05
Position 395: 7.997354891409976e-05
Position 1751: 6.900135334014254e-05
Position 1166: 6.592398718096806e-05
Position 415: 6.066969848498793e-05
Position 558: 6.041624256136718e-05
Position 1646: 5.163655780120451e-05
Position 426: 4.9526835889898903e-05
Position 2603: 4.384719386163358e-05
Position 1101: 4.33851815112513e-05
Position 345: 4.290826115808671e-05
Position 518: 3.791149590528132e-05
Position 1150: 3.167479229906339e-05
Position 590: 2.657859896325994e-05
Position 484: 2.6162664720379147e-05
Position 2508: 2.379650246185378e-05
Position 1059: 2.3572099787721926e-05
Position 510: 2.355194035811081e-05
Position 2587: 2.0092315407861396e-05
Position 2581: 1.7968918814933508e-05
Position 432: 1.4425612507399169e-05
Position 1065: 1.3537535730440335e-05
Position 2810: 1.278322012324312e-05
Position 956: 1.265857746538829e-05
Position 403: 1.1037340659527301e-05
Position 642: 1.0158125561182498e-05
Position 271: 6.91021382593949e-06
Position 286: 5.890775294141001e-06
Position 864: 8.555703428965354e-07
Position 577: 6.882336293567662e-07
Position 594: 3.362521133210649e-07
Position 496: 2.807386203301857e-07
Position 1675: 5.459723503312801e-10
