Gene = Ino80d
index = 577
Annotated 5SS: [   57  8612 20628 20983 28600 35315 39946 46084 48564 52232 53228]
Annotated 3SS: [ 8507 20536 20735 27868 35205 39720 45973 48429 52013 53069 55121]
SMsplice 5SS: [   57  3559  8612 16984 20628 20983 22245 27948 28600 35315 39946 46118
 48564 52232 52872 53228 55220]
SMsplice 3SS: [ 3440  8507 16881 20536 20877 22131 27868 28444 35205 39720 45973 48455
 52013 52686 53069 55121 65297]
top_k =  500
Partition function (log Z): -35.70882294701711

Sorted 5' Splice Sites (High to Low Probability):
Position 8612: 0.9968509474267276
Position 3559: 0.7619874021434326
Position 57: 0.6240208779103239
Position 454: 0.3890566565141734
Position 10534: 0.3559916731476809
Position 11855: 0.32328522491887557
Position 4820: 0.321112869189944
Position 2064: 0.2394944885934394
Position 2167: 0.16265003584075052
Position 1338: 0.15689397794498147
Position 14821: 0.12722612277744866
Position 16126: 0.1217216246145314
Position 6298: 0.12085686096797885
Position 16112: 0.07166730336240464
Position 5681: 0.06613123113133727
Position 4401: 0.06373691847542015
Position 5128: 0.05255560558910953
Position 10540: 0.04396874416968756
Position 9123: 0.03598513991943912
Position 719: 0.0358247931233853
Position 11275: 0.02908655850826079
Position 16942: 0.02883469650806642
Position 13753: 0.02375779025839604
Position 11416: 0.020777528633259688
Position 16015: 0.01923469676297539
Position 5425: 0.01858682898034386
Position 6851: 0.01672012159974215
Position 845: 0.014759500377355047
Position 1400: 0.013906415498821165
Position 3785: 0.013815567763949236
Position 14769: 0.01279640734107837
Position 465: 0.012284290389193332
Position 16920: 0.012215008712113657
Position 1114: 0.01136525068554922
Position 13921: 0.011276554714917213
Position 2178: 0.008489002739174498
Position 17821: 0.006726462643188169
Position 2665: 0.005749432292641667
Position 14180: 0.004865894790064755
Position 5586: 0.0036862222401371995
Position 9570: 0.0031880250779409928
Position 2014: 0.003156366364645334
Position 6156: 0.0031420974516639427
Position 5182: 0.0031203344579312465
Position 5148: 0.003009655599525867
Position 9358: 0.002533818946859572
Position 1343: 0.0018974118797423548
Position 1199: 0.0010317518740271022
Position 564: 0.0008749942772756127
Position 1720: 0.0007193064013416716
Position 400: 0.0005828620456137589
Position 1394: 0.0005408000301927688
Position 4: 0.00047685690525091785
Position 10935: 0.0004759493905626946
Position 1235: 0.00044647432873369807
Position 3540: 0.00028067483170718746
Position 15043: 0.00020399158125714628
Position 866: 0.00019269928424439433
Position 923: 0.0001844077991061054
Position 1780: 0.0001834362112479592
Position 885: 0.00016380873472231257
Position 708: 0.00014730351346171653
Position 855: 0.00014250726475092515
Position 1413: 0.00010989182972423617
Position 1772: 8.16320521247825e-05
Position 460: 5.54977124651323e-05
Position 835: 1.5145614797337237e-05
Position 1405: 1.0782892367924203e-05
Position 1143: 9.116711101299225e-06
Position 1117: 8.382191157124957e-06
Position 136: 4.182131071518838e-06
Position 907: 4.110019077297868e-06
Position 415: 3.830561981377631e-06
Position 78: 3.452596011191584e-06
Position 61: 3.401618143872493e-06
Position 2205: 2.6024332927534476e-06
Position 195: 2.500891261221162e-06
Position 634: 1.2763793107523708e-06
Position 282: 1.0435771353913477e-06
Position 126: 8.386779497234452e-07
Position 391: 7.248247624824672e-07
Position 469: 5.729495338474551e-07
Position 584: 4.391818942723105e-07
Position 889: 9.931671768357352e-08
Position 933: 7.753267229903734e-08
Position 559: 2.3590867507627964e-08
Position 541: 1.4454097641667402e-08
Position 1083: 1.9282206576285698e-09
Position 536: 3.59231911926021e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 8507: 0.9972953257114637
Position 16881: 0.8064167411575904
Position 3440: 0.6732753406129502
Position 1920: 0.4036816831338356
Position 11812: 0.33262167082317345
Position 15916: 0.25350882964986776
Position 4599: 0.24668116153560732
Position 10205: 0.22253420165829582
Position 10458: 0.15098660794938462
Position 14737: 0.1505608234285509
Position 1239: 0.09956427147822954
Position 6138: 0.08296789958923931
Position 17530: 0.07399437249481075
Position 4973: 0.0671134867789668
Position 4542: 0.05863525294687344
Position 11195: 0.05537697197862987
Position 4248: 0.054176339702790746
Position 13689: 0.04983783046338456
Position 5560: 0.04736954171914285
Position 1202: 0.04552729013009388
Position 3455: 0.04539311290252065
Position 6004: 0.04104137354747633
Position 10398: 0.029463800366322533
Position 595: 0.02659689708445476
Position 335: 0.02586573766184919
Position 3405: 0.02257681845013839
Position 1219: 0.02083721961423036
Position 9062: 0.020777343563112043
Position 3488: 0.020584202968369426
Position 18434: 0.019844977648204302
Position 6778: 0.016720121599742174
Position 9006: 0.0139946518251959
Position 13103: 0.012404286680613491
Position 5477: 0.011059572024354503
Position 3658: 0.010722048091909409
Position 5309: 0.010619087066545711
Position 5579: 0.009398795892527102
Position 999: 0.00930223008738693
Position 10403: 0.009160153296584284
Position 11927: 0.009076460577185643
Position 4720: 0.008901641424203459
Position 718: 0.00869630969703807
Position 263: 0.0071592278692575876
Position 10481: 0.006795927232478235
Position 353: 0.005904918682339803
Position 1100: 0.00516684230077138
Position 13954: 0.004865894790064735
Position 4276: 0.004829980136601501
Position 4751: 0.004473902038920458
Position 4140: 0.004469885994357824
Position 16251: 0.004143316774629394
Position 13421: 0.00395744059006878
Position 1893: 0.0037511513772266873
Position 13015: 0.003740903918993434
Position 2034: 0.003388797183274534
Position 9041: 0.0031555276498575315
Position 2488: 0.003019470917874299
Position 11319: 0.0029650230831953033
Position 9414: 0.002942176838071236
Position 3627: 0.0027841703735566603
Position 702: 0.0024077384572379554
Position 9290: 0.002385281587753186
Position 4610: 0.0023707245497652067
Position 1083: 0.0022054997188335843
Position 433: 0.0021900995394480167
Position 5510: 0.0019895437354499257
Position 1989: 0.0015978103297380358
Position 11971: 0.0014478112064211643
Position 9932: 0.0014066202542452175
Position 11138: 0.0013471589520536562
Position 2312: 0.0012133414170790622
Position 12935: 0.0011528632628638085
Position 124: 0.0009362463126345598
Position 2100: 0.0009187477236197155
Position 10970: 0.0007388877706324396
Position 2455: 0.0007338061272713155
Position 956: 0.0006848771760304138
Position 2432: 0.0006573879195998697
Position 1680: 0.0005764665086405918
Position 9008: 0.0004787836239410965
Position 3076: 0.0004592492082633573
Position 10896: 0.0003971666959483461
Position 9716: 0.0003703726475047705
Position 9506: 0.0003685574918255165
Position 13376: 0.0003667593608320938
Position 9667: 0.00036405327359292114
Position 10802: 0.0003521956302728212
Position 1601: 0.00032944742177124344
Position 1109: 0.00030871957309467035
Position 628: 0.0002956490482223784
Position 3675: 0.0002777476068280589
Position 952: 0.0002664928305468102
Position 4293: 0.0002642210909743257
Position 192: 0.0002004254899315201
Position 9880: 0.00017927561420441151
Position 584: 0.00015810017368757959
Position 640: 0.0001450036990292736
Position 1997: 0.00014315813961718768
Position 8795: 0.00013548041644361676
Position 1927: 0.00012944739137899335
Position 2271: 0.0001265679915682731
Position 1250: 0.00012438155682572747
Position 2115: 0.00010801549561257099
Position 1473: 8.596307105972426e-05
Position 1685: 8.242583895314246e-05
Position 1284: 7.066993847069968e-05
Position 9445: 6.981845511738248e-05
Position 4425: 6.274911142269143e-05
Position 1011: 5.804154038185485e-05
Position 8836: 5.6987177196050105e-05
Position 1288: 5.684872174823142e-05
Position 8765: 5.4788872342212766e-05
Position 657: 4.868974877765565e-05
Position 9194: 4.549773737285957e-05
Position 1310: 4.18262653461872e-05
Position 408: 3.233485480829624e-05
Position 546: 3.096932304874019e-05
Position 1259: 2.3464761659411554e-05
Position 1182: 2.3393925605127624e-05
Position 7486: 2.1880724705330367e-05
Position 797: 2.1003866511835025e-05
Position 556: 2.095385137894929e-05
Position 3634: 1.3530834953103796e-05
Position 154: 1.2970634567201156e-05
Position 608: 1.182233476644502e-05
Position 563: 1.102889311731182e-05
Position 391: 1.0397183703190882e-05
Position 1014: 3.849325467831693e-06
Position 810: 2.0358597382417416e-06
Position 932: 1.5570123905196728e-06
