Gene = Cenpf
index = 245
Annotated 5SS: [  111  3142  4319  5242  5726  7866  9148 15578 17039 19571 26090 31442
 35826 36939 37525 39476 41285]
Annotated 3SS: [ 2947  4121  5134  5633  7579  8944 15451 16909 19447 25953 28013 32993
 36785 37364 38998 41105 45283]
SMsplice 5SS: [  111  2908  3142  5242  5726  7757  9148 15578 17039 19571 26090 36939
 37525 41285]
SMsplice 3SS: [ 2722  3023  5134  5633  7579  8944 15451 16909 19447 25953 36785 37364
 41105 46521]
top_k =  500
Partition function (log Z): 11.845256220980174

Sorted 5' Splice Sites (High to Low Probability):
Position 37525: 0.9999989590139202
Position 19571: 0.9997957589656087
Position 17039: 0.9893565780663154
Position 3142: 0.9825226889299725
Position 41285: 0.9808916454991399
Position 9148: 0.9621047592287154
Position 26090: 0.9609968014979805
Position 5726: 0.9243788676861
Position 111: 0.8920950075626615
Position 11547: 0.865324751976488
Position 15578: 0.8229893355404965
Position 5242: 0.7738610096123159
Position 2908: 0.7115519903123629
Position 5989: 0.48372834594534286
Position 7757: 0.4568586850376267
Position 43539: 0.408765428896172
Position 2251: 0.40401351350197434
Position 14891: 0.3096197488104744
Position 10217: 0.28420936136126385
Position 9443: 0.27110422234344206
Position 1726: 0.23075473103710992
Position 7866: 0.20993633052292374
Position 27083: 0.20005362817614838
Position 39476: 0.19798638295158685
Position 3847: 0.19787868175651574
Position 43816: 0.16376135049931226
Position 7815: 0.16069867145577074
Position 17794: 0.15891265427115817
Position 2744: 0.13474571749529687
Position 2788: 0.13181153653889552
Position 8200: 0.11098117087577859
Position 43821: 0.11056866374436225
Position 4319: 0.10922477565729588
Position 40245: 0.10880260544016898
Position 15874: 0.10734176881084463
Position 6180: 0.09111446169332899
Position 3554: 0.08912245084062029
Position 58: 0.0862346865070014
Position 42126: 0.0822148487970438
Position 1079: 0.07721268913454855
Position 18301: 0.07507984951168503
Position 5251: 0.07322394027829553
Position 19188: 0.07168606764502129
Position 4077: 0.07116935883675735
Position 6185: 0.07088977589968538
Position 7056: 0.06538751348606643
Position 8392: 0.05283132421032897
Position 611: 0.05060114842472767
Position 847: 0.04216355936260097
Position 15819: 0.041592677977082194
Position 10090: 0.03801967082064584
Position 10264: 0.03212842179503669
Position 5246: 0.03174705105871682
Position 45083: 0.031262315695010076
Position 12000: 0.030155780755746004
Position 39338: 0.029862229856654397
Position 39398: 0.029458928289431533
Position 3807: 0.026674223109800246
Position 4233: 0.023704515348197838
Position 39102: 0.02309917647369277
Position 22304: 0.022591666016130385
Position 4248: 0.021649894458832333
Position 44035: 0.019548564404186296
Position 4549: 0.017346271890272984
Position 17598: 0.016608195925721762
Position 8059: 0.016305527527055764
Position 15583: 0.01608206833705531
Position 2227: 0.015171702786016978
Position 16000: 0.014773391223021837
Position 2628: 0.013237654484482783
Position 42156: 0.013042454130140331
Position 4557: 0.011415557423022858
Position 7458: 0.010717860668082349
Position 15908: 0.010597265964923726
Position 7776: 0.010472676540959385
Position 26036: 0.009305614119417384
Position 15781: 0.00804239141562419
Position 579: 0.007941769402409765
Position 41200: 0.007679800477662665
Position 34: 0.007552133562579999
Position 4966: 0.006911956778617136
Position 1872: 0.006850850640474236
Position 1996: 0.006780978014893199
Position 16950: 0.006668999951431574
Position 26508: 0.0064488135946934155
Position 18731: 0.006115277615831367
Position 18852: 0.005886529357254112
Position 343: 0.00562248356002782
Position 5257: 0.004910140748436044
Position 5692: 0.004851116371654838
Position 2840: 0.004825850975786108
Position 8719: 0.004707881010523316
Position 867: 0.004088430011852808
Position 4544: 0.0040010313110842525
Position 26057: 0.0038645649926727127
Position 3224: 0.0038547285471964973
Position 14788: 0.0037585975078823276
Position 1839: 0.002787545903212526
Position 93: 0.0027709405371146925
Position 2723: 0.0027652335795126334
Position 42985: 0.002715477175449116
Position 15837: 0.0026839625119793055
Position 8343: 0.002657224735116455
Position 2875: 0.002016882121077025
Position 4897: 0.0019797629779159977
Position 586: 0.0018126037874980653
Position 41841: 0.0016515143046478473
Position 17044: 0.0016239471924484644
Position 4514: 0.0016116003076276596
Position 1770: 0.0014148755209294746
Position 17423: 0.0013906630519970196
Position 602: 0.0013617991823986382
Position 3487: 0.001358769574000991
Position 6141: 0.0013513655163665162
Position 4172: 0.0012987099345321586
Position 3558: 0.0012771824362421656
Position 98: 0.0011675200713953783
Position 11215: 0.0010957209629688382
Position 3544: 0.0009070334292558494
Position 5705: 0.0008580307295654853
Position 1929: 0.0008504200019566568
Position 908: 0.0005474759000718361
Position 6759: 0.0004910359562924358
Position 38862: 0.0004643140808465475
Position 37915: 0.00026093127780879376
Position 535: 0.00024595568502525143
Position 950: 0.00023443471899088256
Position 3831: 0.00022710228244360772
Position 20184: 0.00022637167786364537
Position 41611: 0.00020268742063261403
Position 19575: 0.00020146519644622431
Position 620: 0.00015455943291442116
Position 911: 0.0001281367951221605
Position 628: 0.00011761043443463188
Position 1452: 0.00010352810455210753
Position 1477: 8.597806183450042e-05
Position 2344: 7.917374561977971e-05
Position 2002: 7.207286628886258e-05
Position 524: 6.510437950063387e-05
Position 1111: 6.213044353744867e-05
Position 1489: 5.338614430277456e-05
Position 1540: 5.142973588696935e-05
Position 1102: 2.0453712492894604e-05
Position 4048: 1.8325959591521225e-05
Position 440: 1.421065116977169e-05
Position 1712: 1.4150106242045025e-05
Position 43: 1.3005083182838118e-05
Position 632: 1.2458902141136547e-05
Position 176: 1.0326776832892342e-05
Position 389: 8.988184724567168e-06
Position 581: 5.895834584903362e-06
Position 20: 5.691815921593855e-06
Position 221: 5.583984949212938e-06
Position 644: 2.677394473205602e-06
Position 543: 2.5745017088946963e-06
Position 212: 1.9156916375175297e-06
Position 19566: 1.0686791980298663e-06
Position 408: 8.891185224413961e-07
Position 139: 8.674068598798214e-07
Position 395: 7.751199724183155e-07
Position 120: 7.271799482278818e-07
Position 600: 6.114223376605619e-07
Position 236: 3.0610056944953147e-07
Position 19538: 2.0397648770923283e-07
Position 238: 1.2143313528019811e-07
Position 231: 1.1284364835692606e-07
Position 14: 1.3320670629235718e-08
Position 41: 1.267807281516389e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 37364: 0.9999989590139196
Position 19447: 0.9978952911419859
Position 16909: 0.9976141575190363
Position 41105: 0.9846398633352076
Position 8944: 0.9625369260678706
Position 25953: 0.9482959706123987
Position 5134: 0.8830107236082073
Position 5633: 0.8523006618198917
Position 3023: 0.8438175134173467
Position 15451: 0.8235105794760514
Position 2722: 0.7866205975015848
Position 5884: 0.5653019507488363
Position 7579: 0.51203494378714
Position 11433: 0.46706665401791564
Position 43435: 0.37929583639191083
Position 43680: 0.32828385016961853
Position 14748: 0.3133783463183565
Position 9319: 0.26155134912292466
Position 46521: 0.2507407032035861
Position 2087: 0.24152606805781535
Position 39238: 0.22583009552781408
Position 7669: 0.22134744968852077
Position 15721: 0.1813658795894068
Position 1620: 0.1745336737375293
Position 10071: 0.16668424767022058
Position 2817: 0.1538440411129883
Position 11277: 0.1476615769712214
Position 41987: 0.14723420433508322
Position 4121: 0.1445984762551584
Position 11398: 0.13547419067525437
Position 26946: 0.13264248189490063
Position 3419: 0.12064031093008797
Position 1940: 0.11602110503856702
Position 10164: 0.10768612494330511
Position 17726: 0.10402997361870224
Position 44076: 0.10119732957074846
Position 3751: 0.09995737168829615
Position 43919: 0.09889865580087688
Position 7604: 0.09684220486619396
Position 11254: 0.08686429425713017
Position 45283: 0.07265320832227146
Position 2979: 0.0673882506394475
Position 18126: 0.0669902918362894
Position 19084: 0.06200537783524204
Position 7970: 0.06045977088796667
Position 1595: 0.05748078595039557
Position 510: 0.056928443949766455
Position 38998: 0.05684827202487414
Position 40091: 0.056721822149170854
Position 46641: 0.05113250250801288
Position 43965: 0.04886291354358962
Position 738: 0.046961969347120026
Position 1792: 0.0447508652679552
Position 41723: 0.04331551700219121
Position 5424: 0.040628244126057575
Position 901: 0.04032934072234461
Position 40167: 0.03840636268209152
Position 17641: 0.038406015856991334
Position 6084: 0.03763216267853905
Position 4018: 0.035170341061020696
Position 3575: 0.03507182348756239
Position 4467: 0.03437446093200775
Position 43968: 0.03265059647535862
Position 3744: 0.03225079382105012
Position 44011: 0.030895936637047993
Position 44963: 0.02956280107527161
Position 11204: 0.029353757017935335
Position 26949: 0.02882028975313956
Position 2947: 0.02834532934250548
Position 11812: 0.027313243596127496
Position 8106: 0.025899466254972796
Position 6045: 0.025877559171966612
Position 25827: 0.025871009997672407
Position 8109: 0.025713572918850777
Position 43298: 0.02480861131365569
