Gene = Fcer1g
index = 406
Annotated 5SS: [ 169 3189 3370 4299]
Annotated 3SS: [3096 3333 4277 4437]
SMsplice 5SS: [ 169 3664]
SMsplice 3SS: [3506 4437]
top_k =  500
Partition function (log Z): -1.556511251596128

Sorted 5' Splice Sites (High to Low Probability):
Position 169: 0.9976595870304225
Position 3664: 0.6174065761068086
Position 3370: 0.3921736071359572
Position 3189: 0.3837485989483759
Position 4299: 0.3625201125482866
Position 2511: 0.3022756006620601
Position 3668: 0.21915823760324693
Position 4584: 0.2059331326082643
Position 3444: 0.14430472163605282
Position 2192: 0.0602470766777896
Position 4075: 0.0548067253693665
Position 2175: 0.015611231187273146
Position 2515: 0.014329978105832987
Position 1779: 0.014306324607109459
Position 4241: 0.009173362496596548
Position 818: 0.00659839979042438
Position 3702: 0.0062599562382786396
Position 3365: 0.004751036545246238
Position 3340: 0.004544763048056756
Position 3394: 0.0032255540044472107
Position 4222: 0.002641589831144962
Position 3154: 0.0022656874344684293
Position 280: 0.00223996597672864
Position 3400: 0.002077916895826447
Position 656: 0.0019993572731175
Position 772: 0.0019913282490605696
Position 2162: 0.001889174155304406
Position 3730: 0.0014543836051029715
Position 4497: 0.0013970142344877255
Position 1016: 0.001246797243030345
Position 1484: 0.001230767822818302
Position 1244: 0.0012086344841709016
Position 619: 0.0011495545947074485
Position 3377: 0.0011320082226344028
Position 3512: 0.0010621298401139248
Position 4514: 0.0009635584413147482
Position 4135: 0.0008413535111869248
Position 3486: 0.0008129404379774531
Position 2295: 0.0007948383120757462
Position 2534: 0.0006984528032863541
Position 3785: 0.0006565773229122443
Position 3465: 0.0006389694269024194
Position 3706: 0.0005761109016584318
Position 965: 0.000546048721895904
Position 564: 0.000528490233877196
Position 1561: 0.00042761535844586924
Position 1793: 0.00039265582186927755
Position 2207: 0.00036374966625001606
Position 832: 0.0003536226814524924
Position 1410: 0.0002761665549236899
Position 3962: 0.000275258890399868
Position 2453: 0.0002681600325735762
Position 1913: 0.00021696744888131703
Position 4564: 0.00020311131862142174
Position 2550: 0.00018472333230709086
Position 2180: 0.00015684466409523017
Position 860: 0.00015075613828311656
Position 2087: 0.00011531736320246571
Position 1540: 0.00010587027605011913
Position 688: 9.871862554143052e-05
Position 132: 9.637708744613505e-05
Position 2632: 8.90287501815996e-05
Position 1114: 8.894880799894655e-05
Position 786: 8.488962999480848e-05
Position 891: 8.045077328572392e-05
Position 946: 7.466783009282698e-05
Position 1951: 6.728936779439017e-05
Position 813: 5.453766032416022e-05
Position 2147: 4.4686461790711795e-05
Position 1530: 4.39286529242507e-05
Position 2527: 4.140350445150603e-05
Position 2544: 3.769605405223853e-05
Position 822: 7.749406736138647e-07
Position 1188: 6.803745900219978e-07
Position 1568: 5.160609452272531e-07
Position 1377: 4.874313835721723e-07
Position 192: 4.176769134820408e-07
Position 1393: 3.8503508293102485e-07
Position 1350: 3.394016891300959e-07
Position 1565: 2.926786865713978e-07
Position 464: 2.583124056736659e-07
Position 156: 1.881010462202185e-07
Position 140: 6.066669226510578e-08
Position 468: 5.8184111526871334e-08
Position 335: 4.0581341566522705e-08
Position 330: 3.094497821278136e-08
Position 40: 2.8896384829591162e-08
Position 29: 2.5003934206000327e-08
Position 66: 1.1255718199572413e-08
Position 207: 3.944183127073841e-09
Position 385: 3.2963743931176567e-09
Position 381: 1.545340974207118e-09
Position 389: 1.1980117539375555e-09
Position 516: 1.1215323056505273e-09
Position 393: 8.166520840216291e-10
Position 397: 7.379101526818666e-10
Position 379: 6.625637679545902e-10
Position 61: 4.965516577857197e-10
Position 401: 3.9449850789534606e-10
Position 370: 3.445290119127752e-10
Position 44: 1.656080605813309e-10
Position 26: 3.986336487891858e-15
Position 6: 1.811879642491002e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 4437: 0.9034557699277052
Position 3506: 0.6315483248514626
Position 3333: 0.6213676070625754
Position 3096: 0.3539544705440703
Position 2425: 0.30877708596394626
Position 4693: 0.21928199082245373
Position 4277: 0.18141983142152604
Position 4195: 0.17314240437793485
Position 3534: 0.14231730682587238
Position 3858: 0.028529685088651686
Position 4329: 0.02827993283009188
Position 2061: 0.025232634566093516
Position 3935: 0.024922237000849716
Position 3039: 0.02093272654782566
Position 2021: 0.019042871384116936
Position 1979: 0.01674169472753926
Position 1689: 0.012639583169519162
Position 691: 0.009333972765814855
Position 4014: 0.008710415453636381
Position 4407: 0.008667035544941706
Position 3116: 0.00849163743631124
Position 3558: 0.007943167882863705
Position 2430: 0.007572631414378236
Position 4583: 0.007472808139480749
Position 2081: 0.007118839195223126
Position 4663: 0.006402849885067899
Position 3991: 0.0054812819653945145
Position 3873: 0.00466944997145608
Position 3188: 0.004028095859020338
Position 4126: 0.0038262529659889265
Position 3831: 0.00347683448203607
Position 2709: 0.003140846823762253
Position 3278: 0.0030005395522973897
Position 2001: 0.0029121304658227477
Position 3339: 0.0027907414916185894
Position 533: 0.0027773029235281595
Position 2004: 0.0025412420300123992
Position 2102: 0.0024574905339828862
Position 4072: 0.002367419806890529
Position 3809: 0.0020478820450092186
Position 4061: 0.002012634650478147
Position 1704: 0.0018837134960004846
Position 2281: 0.0018134467271822509
Position 4115: 0.0018077449997789357
Position 2026: 0.0016698790607414392
Position 3562: 0.0015683307529113157
Position 3475: 0.001441435370721449
Position 449: 0.0012326540959823413
Position 1409: 0.00123199828256682
Position 945: 0.0011906565532960273
Position 3961: 0.0011543339177519638
Position 1840: 0.0011006765470344484
Position 1943: 0.0010473026248774963
Position 1211: 0.0008740609471612225
Position 3956: 0.0006477767261194101
Position 4773: 0.0005614623884999499
Position 1738: 0.0004670429457386924
Position 3917: 0.00043892584335829894
Position 884: 0.0004103534972232634
Position 1451: 0.0003957479016476597
Position 2649: 0.0003788883474303947
Position 1685: 0.00036171241254787003
Position 2652: 0.00032604384310951643
Position 1282: 0.0003079902260001279
Position 1013: 0.0002753577123245693
Position 3946: 0.00022178680236412975
Position 1865: 0.00017989807424488894
Position 1778: 0.0001773382776181592
Position 2381: 0.00015129467391908311
Position 698: 0.00015050733810011014
Position 2456: 0.0001476224432510124
Position 721: 0.00012387797842286393
Position 3883: 7.912887279464876e-05
Position 2294: 7.598358602169818e-05
Position 1032: 7.397992253854113e-05
Position 476: 6.255440164868051e-05
Position 2132: 6.129816075831966e-05
Position 4754: 6.095440949410716e-05
Position 3437: 5.809620221902516e-05
Position 493: 5.353219680407378e-05
Position 2711: 4.74393871345547e-05
Position 1337: 3.653043982950664e-05
Position 1383: 3.6121543016472034e-05
Position 839: 3.25880004302184e-05
Position 728: 3.079022749956644e-05
Position 998: 2.3219252042259922e-05
Position 1310: 2.1812765218765493e-05
Position 1150: 2.060840135477217e-05
Position 544: 1.739265196800103e-05
Position 1303: 1.6639233257970794e-05
Position 623: 1.4772946016669232e-05
Position 2034: 1.2811035871758448e-05
Position 1904: 1.1104611800454159e-05
Position 1091: 1.0330049746261344e-05
Position 1066: 9.464349942399622e-06
Position 346: 7.701469505313038e-06
Position 1100: 6.8015213687155764e-06
Position 801: 6.4900763478205985e-06
Position 715: 5.305419604153953e-06
Position 705: 4.761736919148564e-06
Position 451: 1.162757910371803e-06
Position 1419: 1.1556844868701142e-06
Position 498: 9.065236372460119e-07
Position 1339: 7.255367415013885e-07
Position 1015: 5.594912510147708e-07
Position 1344: 5.528480668035589e-07
Position 854: 4.851172809592623e-07
Position 1139: 4.732434622243522e-07
Position 594: 4.4220043059773903e-07
Position 1055: 2.7456048988030924e-07
Position 1422: 2.6964775203224557e-07
Position 242: 1.915472493569529e-07
Position 599: 1.6580457030798713e-07
Position 965: 1.517175684160878e-07
Position 261: 1.3537974427757877e-07
Position 660: 1.302866628087412e-07
Position 1040: 1.2593421171387764e-07
Position 511: 1.1021863203888956e-07
Position 505: 1.0763375734036706e-07
Position 462: 8.451334284043594e-08
Position 1476: 7.452480796095728e-08
Position 325: 5.9041382549722465e-08
Position 1368: 4.813208076043397e-08
Position 570: 3.3504453790587316e-08
Position 1216: 3.156234734314356e-08
Position 269: 2.8356962685818316e-08
Position 700: 2.6594108011693896e-08
Position 2452: 2.087315307686778e-08
Position 1114: 1.8036396736897912e-08
