Gene = Uvssa
index = 1176
Annotated 5SS: [  307   630  9291 10141 11342 13161 13489 23904 30285 30854 32347 32977
 35378]
Annotated 3SS: [  529  8959 10019 10945 13047 13359 23797 30112 30730 32162 32864 35202
 36101]
SMsplice 5SS: [  270   630 10141 11342 13161 13489 19945 22234 23904 28531 29507 30854
 32347 32977 35378]
SMsplice 3SS: [  529 10019 11194 13047 13359 19888 22126 23797 28426 29320 30730 32162
 32864 35269 36101]
top_k =  500
Partition function (log Z): -6.6890864247363595

Sorted 5' Splice Sites (High to Low Probability):
Position 10141: 0.9999999999999981
Position 13489: 0.9935131280284403
Position 13161: 0.9782848008950806
Position 630: 0.9563782417008183
Position 11342: 0.9062312710699437
Position 9291: 0.5671524007353816
Position 270: 0.4995127952820483
Position 15415: 0.45771608043070133
Position 19945: 0.43045698584149644
Position 11114: 0.3826971102396331
Position 5394: 0.33897510410968507
Position 6714: 0.3341344811356685
Position 22234: 0.3287766841133941
Position 6446: 0.23057710824237493
Position 17261: 0.1867450231333299
Position 6808: 0.1692678192739385
Position 15983: 0.14431591653571754
Position 91: 0.13290551874194032
Position 14040: 0.13054223515806068
Position 17069: 0.12371793308654147
Position 141: 0.10669041182698488
Position 14759: 0.09740850188159544
Position 12259: 0.09343822769055407
Position 13832: 0.09207626669527909
Position 5899: 0.07589252395849524
Position 12493: 0.07262234694528452
Position 432: 0.0597238220417393
Position 7367: 0.0565721109198841
Position 162: 0.052736186097051295
Position 115: 0.05242016422699314
Position 13766: 0.0469832156430785
Position 8774: 0.03642959408500651
Position 6105: 0.02305838379222806
Position 8926: 0.022155772733808716
Position 15015: 0.021230064690134495
Position 13337: 0.01942692980895568
Position 6436: 0.01851327508228147
Position 307: 0.016543648830322166
Position 9217: 0.014370077649548302
Position 17193: 0.014367106688780707
Position 12271: 0.014134710782672828
Position 222: 0.013830573214993343
Position 13989: 0.013494715047605755
Position 3446: 0.012677979723219672
Position 11382: 0.012348279861292173
Position 3743: 0.011567993813403801
Position 9083: 0.009904780172333478
Position 5297: 0.00971846456027986
Position 6419: 0.008824617249812962
Position 442: 0.00822538585213623
Position 6383: 0.00780865450578684
Position 1566: 0.006766889815427291
Position 8802: 0.006015637296687876
Position 15678: 0.006015225034309597
Position 4327: 0.005596446709966203
Position 6867: 0.005327239380537892
Position 33: 0.0052555923137441105
Position 948: 0.0048814590463771325
Position 7002: 0.004740556016786712
Position 197: 0.004445052559162939
Position 6835: 0.003973966368554896
Position 7490: 0.003841654522138095
Position 10693: 0.0038342198730635362
Position 11622: 0.0038299633605410953
Position 2332: 0.003666635911759504
Position 215: 0.0036270287534369465
Position 98: 0.0035405459361250924
Position 16256: 0.003437536569035892
Position 12382: 0.003421692009567338
Position 451: 0.002951858289120241
Position 11313: 0.0027864053491860248
Position 16990: 0.002749909508846753
Position 3644: 0.002745194268941179
Position 4922: 0.002543637795634353
Position 789: 0.0022967506152570547
Position 5581: 0.0022727268553886493
Position 131: 0.001878907226958552
Position 171: 0.0017478058855567437
Position 13443: 0.0016311914694572302
Position 13996: 0.0015928296173557846
Position 17656: 0.0015585006754682113
Position 6126: 0.0015183641780707336
Position 2322: 0.0014994903205439417
Position 14011: 0.0014793872192522455
Position 13249: 0.0014735145714587382
Position 11487: 0.001368296839404307
Position 10667: 0.0013638133601048342
Position 5664: 0.001146066188884164
Position 11968: 0.00111806293159964
Position 10661: 0.0010484374435894381
Position 13521: 0.0010118512253616465
Position 11048: 0.0008760885587821613
Position 5794: 0.0008718159154359182
Position 10651: 0.0008455444448990345
Position 11722: 0.0008415558306342293
Position 372: 0.0007778751484931892
Position 231: 0.0007206046238521086
Position 14362: 0.0005920050751964802
Position 13884: 0.0005540883533933227
Position 634: 0.000529568688282852
Position 186: 0.000521612402180917
