Gene = Csn1s1
index = 299
Annotated 5SS: [   24  1065  2094  2801  3320  4686  4809  5316  5978  7049  7855  8009
  8822  9268  9396  9512  9640  9765  9899 10022 10148 10272 10389 10524
 10653 10778 10905 11408 11851 12817 13843 14730 15307]
Annotated 3SS: [ 1001  2060  2773  3280  4661  4769  5291  5953  7018  7821  7963  8779
  9249  9377  9493  9621  9746  9880 10003 10129 10253 10370 10505 10634
 10759 10886 11365 11808 12789 13818 14586 15262 15955]
SMsplice 5SS: [  792  1065  6056  7049  8009  9512  9765 10022 10524 10905 14730]
SMsplice 3SS: [ 1001  5953  7018  7963  9395  9639  9898 10370 10759 14643 15955]
top_k =  500
Partition function (log Z): 10.932283980049661

Sorted 5' Splice Sites (High to Low Probability):
Position 14730: 0.9674609952891325
Position 9512: 0.94003171024965
Position 9765: 0.9058202737290222
Position 1065: 0.8944551706719712
Position 10022: 0.8694482829271978
Position 6056: 0.8579576512252667
Position 10524: 0.8145605320699728
Position 10905: 0.785011429135617
Position 8009: 0.6892222159779797
Position 792: 0.6405137448981538
Position 8822: 0.5487331314909099
Position 2801: 0.5367516522562019
Position 7049: 0.49202355317710067
Position 7855: 0.4032033015882652
Position 10272: 0.3730051789454738
Position 7093: 0.3250635551923866
Position 10778: 0.30051773409924254
Position 9268: 0.2709135796916592
Position 4809: 0.25526703176838955
Position 8042: 0.24309773090231143
Position 24: 0.2146263215394516
Position 4321: 0.16070120556930015
Position 554: 0.14494511085895628
Position 7572: 0.12823552441634042
Position 2998: 0.1275735467311087
Position 13843: 0.11368194664474918
Position 10389: 0.09904037376182509
Position 15307: 0.09370220418403481
Position 2094: 0.09043029307178341
Position 10148: 0.08335393354321516
Position 12817: 0.07941333417155291
Position 3320: 0.06742320663987442
Position 5316: 0.06440947942965691
Position 10653: 0.06315805083834812
Position 1085: 0.054452810583285674
Position 2309: 0.053641914840447814
Position 514: 0.051244404164617764
Position 5292: 0.04383621297905874
Position 7880: 0.04362787455308204
Position 7044: 0.04116547379492963
Position 7097: 0.03615994897690556
Position 9899: 0.029182584333033203
Position 5978: 0.027245199159154732
Position 9396: 0.026456682085640195
Position 5001: 0.023573670267743263
Position 9640: 0.02252485226000568
Position 453: 0.01932450397075775
Position 6035: 0.01814569222768125
Position 5357: 0.016509752316054005
Position 11408: 0.01636470620643315
Position 142: 0.014978144546131146
Position 7549: 0.013573633250182054
Position 4686: 0.013068888114723272
Position 2241: 0.011314365475485465
Position 11093: 0.011241193831253956
Position 388: 0.006593032341583897
Position 1098: 0.005982033358623973
Position 1355: 0.005811679266799774
Position 9506: 0.005786858020618783
Position 8324: 0.005673522027323411
Position 2212: 0.005337160603029242
Position 841: 0.004934333529615172
Position 221: 0.004888722511508744
Position 798: 0.00488497937814881
Position 7563: 0.004580209743743682
Position 7159: 0.004124797245689859
Position 297: 0.004007198308984879
Position 1557: 0.0033391317131490207
Position 5087: 0.0032071809978940213
Position 7181: 0.002858528791822
Position 690: 0.0027311344977784154
Position 8102: 0.002663619948850428
Position 245: 0.0026200875839079148
Position 596: 0.0025392767493918698
Position 1154: 0.002405834682365004
Position 7586: 0.0022989501156494983
Position 5244: 0.002289420241657009
Position 2992: 0.0019513834048938408
Position 5349: 0.0018677405234297545
Position 6095: 0.001862749464964412
Position 215: 0.0018564737827832635
Position 8112: 0.0017372467894496636
Position 92: 0.0016941123225459255
Position 112: 0.0013723535286169469
Position 6124: 0.0011320108500457334
Position 4362: 0.0009939299717422745
Position 210: 0.0009204201036230752
Position 8099: 0.0008397539906199818
Position 174: 0.0006486019058639762
Position 1814: 0.0006267105573809055
Position 1069: 0.000538820091710495
