Gene = Eif3g
index = 369
Annotated 5SS: [  80  246  540  736  917 2508 2796 3535 3791 3991]
Annotated 3SS: [ 198  455  646  856 2402 2605 3426 3653 3883 4180]
SMsplice 5SS: [  80  246  540  736  917 3535 3791 3991]
SMsplice 3SS: [ 198  455  646  856 3426 3653 3883 4180]
top_k =  500
Partition function (log Z): 13.458799849839847

Sorted 5' Splice Sites (High to Low Probability):
Position 736: 0.984561669620643
Position 246: 0.9452792073999308
Position 917: 0.9447626337714679
Position 540: 0.8738081430891437
Position 3991: 0.8631699404294975
Position 2508: 0.7840706519720491
Position 3791: 0.7218803522780535
Position 3535: 0.7013534079004267
Position 80: 0.41145437249148603
Position 2796: 0.4045620594111441
Position 136: 0.30353451925656966
Position 3573: 0.22727190817122297
Position 3795: 0.21057431757148826
Position 4097: 0.05267289890543393
Position 3543: 0.04278246378629851
Position 941: 0.03619710953205564
Position 3329: 0.015311424393065126
Position 2936: 0.013335202848813819
Position 2466: 0.010381705480214104
Position 1029: 0.00856958804671919
Position 2837: 0.007780148116361019
Position 119: 0.005253122217557473
Position 3467: 0.005189955437019371
Position 102: 0.004949161658914238
Position 349: 0.0041101525929221755
Position 741: 0.003860193889798333
Position 1295: 0.0038238459576440008
Position 91: 0.0037300248231698827
Position 788: 0.0030589087374005178
Position 3343: 0.0029101205136003987
Position 2942: 0.0028828014487978985
Position 2804: 0.0025671204819681347
Position 4064: 0.0022247264698267936
Position 224: 0.0017468162498098846
Position 86: 0.0017193881172423535
Position 3977: 0.0016753740835804924
Position 2820: 0.0014537323063940747
Position 2954: 0.0014032501991654376
Position 3982: 0.0011625689842578433
Position 1308: 0.0011186113045776973
Position 2517: 0.001037434866207162
Position 2339: 0.0006507829122433123
Position 1690: 0.0006028212782215256
Position 3803: 0.000556065144588992
Position 2470: 0.0005087085796502765
Position 3821: 0.0004908044536988326
Position 3817: 0.000406033210846983
Position 2764: 0.0003855881783226266
Position 547: 0.00031515504509643257
Position 46: 0.0002711624357409519
Position 3702: 0.00022207860206735548
Position 747: 0.0001212228591079814
Position 4032: 9.736941725293852e-05
Position 549: 8.215898035647673e-05
Position 312: 7.80391500953348e-05
Position 526: 7.396541571010115e-05
Position 694: 5.856583340833587e-05
Position 2876: 5.396578565402415e-05
Position 702: 4.7657213598098005e-05
Position 2663: 4.687494024378602e-05
Position 774: 4.2809689982960743e-05
Position 782: 4.189837947852767e-05
Position 340: 3.943399138920006e-05
Position 764: 3.8437078037866653e-05
Position 259: 2.7781269052991062e-05
Position 250: 2.2481790774621684e-05
Position 4040: 2.212964697822187e-05
Position 4037: 1.847960560428363e-05
Position 3927: 1.3772554187958175e-05
Position 3577: 1.2195377389212336e-05
Position 41: 8.184156474025663e-06
Position 513: 7.479566236248659e-06
Position 146: 7.129775343450222e-06
Position 278: 7.017371069799559e-06
Position 772: 4.891995310896958e-06
Position 140: 2.3393904870647623e-06
Position 17: 1.7804581425755277e-06
Position 670: 1.7352086509286348e-06
Position 3830: 1.449403720131686e-06
Position 405: 1.0741158929672272e-06
Position 411: 9.285958763686474e-07
Position 1177: 6.00554501396731e-07
Position 946: 3.799703902437429e-07
Position 189: 3.5644238153111294e-07
Position 462: 3.317746199497161e-07
Position 1001: 3.278936289244246e-07
Position 1052: 2.2081928909101195e-07
Position 1299: 1.3976470065285298e-07
Position 605: 1.195804895860607e-07
Position 416: 1.0691011960021404e-07
Position 1007: 7.247488055916411e-08
Position 1114: 4.9310857425618467e-08
Position 626: 3.753215387274117e-08
Position 3784: 1.4871611787147633e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 856: 0.98633133769241
Position 3426: 0.9792359658420474
Position 646: 0.947419468674243
Position 3883: 0.9051096280642362
Position 4180: 0.7498706376198482
Position 3653: 0.741085613645497
Position 198: 0.7181599111934154
Position 455: 0.6619337118230012
Position 2351: 0.28775093798985196
Position 2605: 0.2859355931617343
Position 2402: 0.20644202852487664
Position 4127: 0.17423685745649622
Position 2397: 0.15465791872687182
Position 3718: 0.15320226164871323
Position 405: 0.14092142379042188
Position 2276: 0.08972452339140352
Position 2716: 0.06816202296042498
Position 3900: 0.06032243081482693
Position 2243: 0.03383605673843581
Position 471: 0.027079177445172017
Position 2683: 0.022376771466467316
Position 666: 0.02177235988002834
Position 3210: 0.021542596177665557
Position 2626: 0.021297335440938283
Position 3694: 0.01993417988538111
Position 3938: 0.019855210824417525
Position 626: 0.017292867718265516
Position 2620: 0.015656919407418507
Position 2466: 0.015491814880419648
Position 2629: 0.014355112529987259
Position 1183: 0.004310357331757133
Position 475: 0.0040982684080439575
Position 3606: 0.0037794017075684465
Position 601: 0.0032474279447403344
Position 485: 0.0030839901399465283
Position 4228: 0.0029607210233905923
Position 3706: 0.0027377492068851846
Position 4027: 0.0025145944743144508
Position 3428: 0.0024060093674552726
Position 3363: 0.0023894450786453338
Position 2840: 0.0023761858827305218
Position 2248: 0.0022599757812703414
Position 513: 0.001939228576913459
Position 4106: 0.0017624850724175408
Position 2500: 0.0017579345889940426
Position 2281: 0.0017201638747513684
Position 4063: 0.0013486669826294196
Position 2726: 0.0012921281857289672
Position 2313: 0.0012717121388138117
Position 589: 0.001218638912063305
Position 4236: 0.0010229386178400967
Position 2650: 0.000991400481765031
Position 814: 0.0009474259310129657
Position 2411: 0.0009112111877977555
Position 3443: 0.0007667064209152536
Position 3481: 0.0006060007239446553
Position 2737: 0.0005983786525546374
Position 205: 0.0005435296516771264
Position 605: 0.0005379948817468591
Position 1569: 0.0005365489008244594
Position 3766: 0.0004910352358148043
Position 3398: 0.0004890580540529908
Position 2876: 0.0004600919893050226
Position 2623: 0.00042285745217917015
Position 4059: 0.00035952461054873723
Position 3916: 0.00035525660954652776
Position 3310: 0.0003515247518292782
Position 2149: 0.00034723085000719876
Position 223: 0.000328766171944221
Position 2414: 0.00029256686597481667
Position 3772: 0.0002747349607518407
Position 1214: 0.00024294349282996943
Position 670: 0.0002280120690146546
Position 4200: 0.0002239279083430933
Position 4146: 0.0001898825519533373
Position 2289: 0.00018462715038068954
Position 2644: 0.0001630851207364839
Position 864: 0.0001533273339225231
Position 1285: 0.00014635203423189015
Position 2034: 0.00014632484646514212
Position 4047: 0.00014353274001383795
Position 832: 0.00013651794714352461
Position 319: 0.0001337564171714503
Position 1136: 0.00010890089677807258
Position 3452: 8.595613943323858e-05
Position 4074: 8.492475012988636e-05
Position 518: 7.263462788804849e-05
Position 873: 7.158347907586963e-05
Position 2740: 6.945946796755093e-05
Position 210: 6.348345833832361e-05
Position 4085: 6.100710682615895e-05
Position 3313: 5.673703889347776e-05
Position 3256: 5.5492402130083074e-05
Position 1121: 5.395346363713879e-05
Position 1818: 4.543711485518191e-05
Position 4136: 4.50401040484662e-05
Position 1645: 4.108632694088601e-05
Position 2158: 4.0480203854521505e-05
Position 4241: 3.900522102906424e-05
Position 235: 3.2940859645025655e-05
Position 1165: 3.132304940722876e-05
Position 2125: 3.072029445351897e-05
Position 802: 3.0194419626537785e-05
Position 1190: 2.7298271920603752e-05
Position 787: 2.2494835702421935e-05
Position 822: 1.9073027683688013e-05
Position 1777: 1.8042337618036614e-05
Position 539: 1.764926133378554e-05
Position 2209: 1.4798056455828446e-05
Position 690: 1.461091607585202e-05
Position 544: 1.4467929602510887e-05
Position 229: 1.289551780427878e-05
Position 1620: 1.2477726078034569e-05
Position 303: 1.1921356860988225e-05
Position 2137: 8.870290486042031e-06
Position 2185: 8.70514044750572e-06
Position 1450: 6.592774856541103e-06
Position 4032: 6.303220335637134e-06
Position 1469: 6.114298776752825e-06
Position 1982: 5.575061760661995e-06
Position 4101: 5.252639450704303e-06
Position 520: 5.0218449522617615e-06
Position 779: 4.973467391046844e-06
Position 547: 4.8452332185268035e-06
Position 232: 3.6049828549739342e-06
Position 694: 3.4777624882162906e-06
Position 2570: 2.7068424103710347e-06
Position 2782: 2.632368964429269e-06
Position 241: 2.2026566532148714e-06
Position 239: 2.139711793228106e-06
Position 526: 1.4800123636550435e-06
Position 1220: 1.4152589508123516e-06
Position 1148: 1.3714165800920986e-06
Position 2743: 1.2445420209126497e-06
Position 714: 2.8205934932858917e-07
Position 708: 2.602319206227099e-07
Position 712: 9.263294804989038e-08
Position 257: 6.764886540318902e-08
Position 810: 1.2875838506286533e-08
Position 1012: 1.1187813348052944e-08
Position 113: 1.109648040190848e-08
Position 1018: 1.068489287044251e-08
Position 889: 7.91340092028197e-09
Position 1028: 7.528180815375073e-09
Position 880: 6.492407626097309e-09
Position 898: 3.6477756073037974e-09
Position 1033: 3.563781306846273e-09
Position 1001: 3.295628812853933e-09
Position 1040: 3.1134860202318437e-09
