Gene = Arpin
index = 142
Annotated 5SS: [ 207 3557 5787 7188 7734]
Annotated 3SS: [3480 5653 6980 7569 8508]
SMsplice 5SS: [ 207 3557 5700 7734]
SMsplice 3SS: [3480 5653 7569 8508]
top_k =  500
Partition function (log Z): -0.7941358521668236

Sorted 5' Splice Sites (High to Low Probability):
Position 3557: 0.9277611952718599
Position 7734: 0.9006450211435879
Position 207: 0.823527924549053
Position 3380: 0.40058028689220193
Position 5700: 0.3925543489384538
Position 1534: 0.31959866269746007
Position 5756: 0.21136097354198002
Position 5787: 0.1988336651772733
Position 5447: 0.19694398954662873
Position 326: 0.12547303938386392
Position 4054: 0.11961761994160157
Position 5546: 0.09710114631252931
Position 6435: 0.06804477678427256
Position 3363: 0.06597743280123283
Position 2663: 0.06458059547468958
Position 7188: 0.06300824620757614
Position 3565: 0.061216915284230025
Position 7037: 0.0605559808804997
Position 5057: 0.05832303258730387
Position 7767: 0.0548126801547548
Position 984: 0.04815061153805063
Position 1000: 0.04802273301228573
Position 8290: 0.04441635807965719
Position 8376: 0.04236606171803782
Position 3193: 0.037849460070257884
Position 5791: 0.03479532097135222
Position 7738: 0.03388593184384052
Position 8838: 0.033649624161413295
Position 5264: 0.03295222300509447
Position 1423: 0.030747845378685433
Position 277: 0.028634322543507465
Position 5200: 0.028196085957927327
Position 8687: 0.01822576966821712
Position 7291: 0.013697070428443679
Position 3231: 0.013640051953458524
Position 57: 0.013523419217354367
Position 853: 0.01120762531774555
Position 6195: 0.010556472079617463
Position 9610: 0.009710845256811628
Position 6398: 0.00968396514606809
Position 1057: 0.008932929697741256
Position 3680: 0.005812889054501643
Position 7975: 0.004565332848271174
Position 7393: 0.004307334446257742
Position 8299: 0.0041469724390285675
Position 8654: 0.004013585725652471
Position 7124: 0.004008900317527151
Position 9817: 0.0036583480870927745
Position 5463: 0.0036077301270987807
Position 1419: 0.0035280541894691046
Position 8308: 0.003486374357918113
Position 1712: 0.0034398889023658083
Position 6828: 0.0032357428047715127
Position 717: 0.0028970810291404953
Position 3209: 0.001976378853915919
Position 8789: 0.0018267106527871516
Position 9566: 0.0017600743956687071
Position 5514: 0.001342099014650719
