Gene = Zbbx
index = 1197
Annotated 5SS: [   185   2691   4243   7359  31695  38149  50711  58332  58776  60148
  62044  65385  72141  82240  91400 103889]
Annotated 3SS: [  2641   4135   7262  31547  37973  50574  58221  58674  60067  61903
  65094  71989  82116  91141 103752 105682]
SMsplice 5SS: [   185   7359  31695  38149  38503  40357  50711  58332  58776  60148
  72141  82240  91400 103889]
SMsplice 3SS: [  7262  31547  37973  38376  40240  50589  58221  58674  60067  71989
  82116  91141 103752 105682]
top_k =  500
Partition function (log Z): -62.06107992285499

Sorted 5' Splice Sites (High to Low Probability):
Position 185: 0.9912023622374425
Position 7359: 0.9600143632984809
Position 2691: 0.6436505112779893
Position 4243: 0.24134261157119424
Position 5627: 0.23373461301829707
Position 11942: 0.19194984912098928
Position 3477: 0.0787759219653548
Position 4369: 0.06538222145190954
Position 4651: 0.045644691108120757
Position 5631: 0.045307905863831925
Position 5636: 0.02674624338755371
Position 4585: 0.023949657342556045
Position 9065: 0.022066861519042334
Position 10667: 0.013722451818
Position 5623: 0.011469695587723962
Position 477: 0.009990682966697322
Position 6858: 0.009988754508755937
Position 1414: 0.009584058069659309
Position 10709: 0.007358592423196758
Position 12151: 0.00701604043695162
Position 9129: 0.006750508574556422
Position 203: 0.004081709340817646
Position 7887: 0.0032124891208868086
Position 10934: 0.002155308776059647
Position 918: 0.0019674444252687135
Position 3678: 0.0016008073098596042
Position 2176: 0.001522898995257543
Position 714: 0.0011408607581283403
Position 123: 0.0009940687194463873
Position 686: 0.0007523476772572121
Position 2007: 0.0005656425676090865
Position 2432: 0.0005298511733842071
Position 362: 0.0005242722296115664
Position 664: 0.0003840142962232505
Position 560: 0.00035106967067878884
Position 2726: 0.0002917315476574331
Position 1110: 0.00027690424432791095
Position 702: 0.00023587247722352164
Position 1100: 0.00023021626214515898
Position 2534: 0.0002283313126291085
Position 3766: 4.1234522002801666e-05
Position 324: 1.4310527032936358e-06
Position 154: 1.0477282611583882e-06
Position 2720: 9.868069417098374e-07
Position 318: 6.654554309011229e-07
Position 6286: 4.811808651707688e-07
Position 180: 2.9382899106033127e-07
Position 96: 1.3063049993762107e-07
Position 347: 1.1821112356383597e-07
Position 283: 6.961468657556739e-08
Position 837: 5.022742094542884e-08
Position 785: 4.608872246813042e-08
Position 331: 3.0372601657795085e-08
Position 60: 1.8807028807323665e-08
Position 58: 1.4483710073778973e-08
Position 353: 1.1448980465930374e-08
Position 247: 9.489884092957299e-09
Position 443: 8.32862087655652e-09
Position 212: 8.264889177118081e-09
Position 18: 4.446413159274192e-09
Position 404: 1.4937346154031705e-09
Position 369: 5.333830686769718e-10
Position 281: 8.657098392541916e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 7262: 0.6987964626298718
Position 2641: 0.4144942168428858
Position 10999: 0.24539672357826603
Position 4135: 0.22254385177722746
Position 14121: 0.2217073389908432
Position 5502: 0.21399500714761172
Position 11825: 0.1784916092044827
Position 7232: 0.14863075390668806
Position 13981: 0.1081173149644997
Position 5531: 0.1017734242651491
Position 7147: 0.09399107608134397
Position 2601: 0.07481224244857333
Position 2599: 0.07381125955545483
Position 13955: 0.06910054139485913
Position 15102: 0.06024070921075219
Position 4530: 0.05997359908952009
Position 10533: 0.039517353197243886
Position 9586: 0.03558652184784967
Position 2557: 0.03417596393598623
Position 11867: 0.0325937148717893
Position 3394: 0.03150593767807913
Position 9001: 0.02886966205229202
Position 15353: 0.02848845501933108
Position 4181: 0.028022687857640723
Position 4141: 0.025944903112031473
Position 2352: 0.023925804980646344
Position 10550: 0.022646171357262056
Position 3364: 0.022216474430137523
Position 2538: 0.022109118314969655
Position 6976: 0.020547134044631172
Position 11174: 0.01957355118306859
Position 3279: 0.017405662205631094
Position 11048: 0.015249116775013437
Position 14318: 0.015161301830410229
Position 4043: 0.014337221668800049
Position 6433: 0.01009592092805625
Position 12028: 0.00948431628471498
Position 12307: 0.009073819868775071
Position 11992: 0.008810532439852416
Position 4426: 0.00827931486554423
Position 8868: 0.00824189761777486
Position 11495: 0.00784122723471941
Position 3962: 0.007433174685074259
Position 9534: 0.007383286136175111
Position 10188: 0.006988985023937894
Position 13029: 0.006695250517968894
Position 1243: 0.006194499372482192
Position 9761: 0.005816566320781924
Position 265: 0.005064214319941214
Position 11512: 0.0048471304879729275
Position 10782: 0.004596094323151187
Position 9313: 0.004110141643939203
Position 7775: 0.003945614472166556
Position 4247: 0.0035937314384311206
Position 9567: 0.003374927507504794
Position 3292: 0.003345804196424192
Position 8794: 0.0032152953354047083
Position 6646: 0.0031137266004004497
Position 11157: 0.0029127861445177516
Position 7966: 0.0027137576810103378
Position 4572: 0.002681151376641765
Position 3213: 0.002474872781636608
Position 3574: 0.0023808642984246013
Position 7131: 0.0023775567934818825
Position 9406: 0.0023249199623024998
Position 5456: 0.002248851846685218
Position 6669: 0.0021707658333495346
Position 4091: 0.002153470222900445
Position 7490: 0.002144534606965958
Position 9222: 0.0021101917824242265
Position 7123: 0.0020893548224702302
Position 3981: 0.0020114812867906276
Position 400: 0.0019324403812762507
Position 299: 0.0018614897723933513
Position 11687: 0.0017099899637228943
Position 8814: 0.0015896026641218108
Position 6591: 0.0015545131577411797
Position 9429: 0.0011330402889581457
Position 6816: 0.0009939639718732666
Position 4218: 0.0009159455183606347
Position 7840: 0.0008502204787387398
Position 1281: 0.0007893697701492412
Position 1400: 0.000691734561359129
Position 2031: 0.0006763935993490926
Position 3361: 0.0006450110708132916
Position 8728: 0.000627372963652091
Position 2468: 0.0005879492483058426
Position 2869: 0.0005228077098048731
Position 2364: 0.0005178388979928145
Position 599: 0.0004891646114739433
Position 805: 0.0004326520380578946
Position 1155: 0.00040661390770780557
Position 2062: 0.00040017679153222445
Position 7736: 0.0003948384105672729
Position 6187: 0.00037276784420611043
Position 3193: 0.0003701277964889073
Position 1368: 0.00036995258133862757
Position 3245: 0.00036802100229045017
Position 7982: 0.0003403575628695985
Position 353: 0.0003182393429869723
Position 270: 0.00031581818379976484
Position 1557: 0.0003147877420919087
Position 7622: 0.0003134051008558018
Position 770: 0.00026309877010986246
Position 3153: 0.0002617908956303516
Position 1298: 0.0002578692092963736
Position 616: 0.0002461472721124852
