Gene = Susd5
index = 1046
Annotated 5SS: [  505  6994 11736 25470]
Annotated 3SS: [ 6815 11616 25280 38496]
SMsplice 5SS: [  505  6994 11736 14397 25470 38685]
SMsplice 3SS: [ 6815 11616 14257 25280 38496 40143]
top_k =  500
Partition function (log Z): -21.45571526657889

Sorted 5' Splice Sites (High to Low Probability):
Position 6994: 0.9477046370875949
Position 11736: 0.9339016107003721
Position 505: 0.8378397195055065
Position 14397: 0.5671929322102026
Position 4930: 0.4542091785623633
Position 16079: 0.4234070944750631
Position 7596: 0.4102091595040286
Position 900: 0.17937336738359994
Position 9267: 0.09091640852827691
Position 17231: 0.08127037134760941
Position 5114: 0.0748445561296309
Position 7944: 0.07335840759940014
Position 13119: 0.07137975983797165
Position 16104: 0.05589634745436623
Position 11764: 0.054814816472006506
Position 9500: 0.04884389127594954
Position 3766: 0.04589314923179641
Position 13457: 0.045356113084938324
Position 1608: 0.03792862584506907
Position 7697: 0.03743437202946201
Position 7405: 0.03429020412982107
Position 5072: 0.026375530712152425
Position 234: 0.015514379122404375
Position 306: 0.014832348362872446
Position 7499: 0.013072989337909737
Position 174: 0.011914408408338347
Position 350: 0.011633532685142925
Position 2185: 0.010869628775290767
Position 14353: 0.010341625465472631
Position 17458: 0.009961946298818091
Position 7363: 0.009118181338292076
Position 11746: 0.007930966575139803
Position 100: 0.006055353032071119
Position 5039: 0.004691718928825302
Position 3844: 0.004617653123755809
Position 1948: 0.004607755985000431
Position 819: 0.004176416036806855
Position 15353: 0.0036410234338867097
Position 9360: 0.003502290282104025
Position 16523: 0.003460948378678525
Position 3591: 0.0033716505402960435
Position 6619: 0.0028285959882546137
Position 13518: 0.0027280232179889225
Position 1568: 0.0026005646083310597
Position 3503: 0.002324101980640012
Position 2028: 0.002141813410897245
Position 11999: 0.002137530005288282
Position 2765: 0.001861262626224109
Position 4786: 0.001639426100453145
Position 3021: 0.0015695126288300652
Position 9029: 0.001218252191543037
Position 1936: 0.001164590555613777
Position 12134: 0.0008792851521895435
Position 203: 0.0007307797726733204
Position 11787: 0.0007048501898301501
Position 159: 0.000625786318605271
Position 492: 0.0005045448198829368
Position 715: 0.00016340266179136305
Position 150: 0.00011842161936837524
Position 12469: 0.00011801083658448406
Position 12887: 0.00011306540195650281
Position 511: 5.91381199855742e-05
Position 332: 4.0295579686374206e-05
Position 274: 3.6056696132516975e-05
Position 298: 3.240658722076981e-05
Position 120: 3.031701785401361e-05
Position 509: 2.7473348469086688e-05
Position 1533: 1.9667582818871194e-05
Position 11814: 1.7725891403637553e-05
Position 544: 1.6327280358240266e-05
Position 45: 1.563803191313051e-05
