Gene = 4930455H04Rik
index = 50
Annotated 5SS: [ 333 2010]
Annotated 3SS: [ 1935 15205]
SMsplice 5SS: [333]
SMsplice 3SS: [15205]
top_k =  500
Partition function (log Z): -13.339115977547642

Sorted 5' Splice Sites (High to Low Probability):
Position 333: 0.8951535587769849
Position 3129: 0.6582101221550649
Position 1312: 0.4983175777917327
Position 2010: 0.23244690305830346
Position 3616: 0.13965606562888894
Position 171: 0.10777652831664253
Position 177: 0.10361981904346904
Position 165: 0.05598594503052355
Position 2321: 0.03416851061624553
Position 159: 0.027732697819486056
Position 607: 0.02193486874501463
Position 147: 0.017345640898771872
Position 182: 0.01603457882052518
Position 153: 0.016006967615801625
Position 1391: 0.015757231975354342
Position 141: 0.013285342424000857
Position 3269: 0.01174363125383759
Position 2916: 0.009759009069576977
Position 3211: 0.008679323031725465
Position 721: 0.006880984856022422
Position 9: 0.004090560792239357
Position 1858: 0.00264744173843119
Position 713: 0.0025003815306245667
Position 481: 0.00204532364660635
Position 186: 0.0015914860378239426
Position 128: 0.0006546119586724908
Position 490: 0.0006063296606328537
Position 1769: 0.0005536363418086759
Position 883: 0.0003939254855988366
Position 427: 0.00038702292425215717
Position 44: 0.0002926193219370424
Position 698: 0.0002536235698904425
Position 1250: 0.0002446547313099621
Position 729: 0.00022033861000938964
Position 2064: 0.00017606350878137983
Position 1466: 0.00014616670687811562
Position 1005: 8.614300840315876e-05
Position 1051: 6.225804678855072e-05
Position 2598: 5.813380501963812e-05
Position 1059: 4.258960743255147e-05
Position 135: 3.762452998702691e-05
Position 35: 3.7601030080839574e-05
Position 64: 2.896506499887613e-05
Position 79: 2.309541935616149e-05
Position 2136: 1.6145749969169485e-05
Position 1196: 9.51206389755046e-06
Position 2148: 5.900116821345742e-06
Position 84: 3.530318361438205e-06
Position 23: 3.456831025941179e-06
Position 25: 2.385561383146823e-06
Position 232: 1.1139386619519515e-06
Position 310: 6.023886588752551e-07
Position 2291: 5.579917116559797e-07
Position 2191: 5.027937127315681e-07
Position 2275: 4.893643576590704e-07
Position 592: 4.71840296549564e-07
Position 540: 4.712321930353946e-07
Position 221: 3.979764356641819e-07
Position 283: 1.235278195916974e-07
Position 245: 1.4012027369231851e-08
Position 337: 2.567796847098128e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 15205: 0.6781163750221829
Position 1191: 0.4978544332421435
Position 2987: 0.3655704971033767
Position 280: 0.19986392249547752
Position 1935: 0.14856206216470755
Position 3037: 0.1438330393496988
Position 3521: 0.11909882628985699
Position 7492: 0.09066393866270354
Position 1886: 0.07980139074506096
Position 3051: 0.060764755957499327
Position 11714: 0.0585113617288675
Position 2908: 0.05611778999601898
Position 260: 0.04794274147551406
Position 3104: 0.045243776396067255
Position 2171: 0.03599762860780656
Position 7520: 0.03412777869722749
Position 3885: 0.03356947354592368
Position 265: 0.026456482243516277
Position 11662: 0.023961144102252266
Position 2684: 0.014204128233325987
Position 3524: 0.013063764785561163
Position 9621: 0.010079127144119088
Position 3357: 0.00976339453289699
Position 2486: 0.0072831865490597366
Position 1211: 0.0070470978640896345
Position 224: 0.006499512685691216
Position 1283: 0.005947953700513762
Position 4587: 0.005939432337175118
Position 6674: 0.005734073920312998
Position 6019: 0.005389906980255835
Position 5820: 0.005327718420762981
Position 3120: 0.005214210492321373
Position 1941: 0.004946929951934698
Position 1586: 0.004273623925972678
Position 4017: 0.00384330167601896
Position 1714: 0.003804522016431199
Position 3543: 0.003746600096471843
Position 398: 0.0031559339700632056
Position 575: 0.002889751704130352
Position 5665: 0.002661489798429592
Position 3445: 0.0026516165427705246
Position 232: 0.0024509578089762646
Position 1195: 0.0024449646961024305
Position 662: 0.002334254222778647
Position 283: 0.0019694562004054545
Position 882: 0.0019282391347309482
Position 401: 0.0019208601539472143
Position 5218: 0.0018437691337561948
Position 100: 0.0015373132674990529
Position 6065: 0.0012560072258461217
Position 4263: 0.001064108026372791
Position 5703: 0.001019386652274222
Position 3804: 0.0009504014405498751
Position 2844: 0.0008873511934120582
Position 7023: 0.0007440007915330977
Position 1050: 0.0006847490436383321
Position 1376: 0.0005997659350857292
Position 2811: 0.00047099134997240254
Position 3862: 0.0004585272104611567
Position 3733: 0.00038765624372727984
Position 648: 0.00037702080462907495
Position 1726: 0.00037105138587806627
Position 2435: 0.000305215456754233
Position 2237: 0.0002782277222968109
Position 2147: 0.00023072693932722798
Position 5080: 0.00022765251304799822
Position 1311: 0.00020851701685385872
Position 1636: 0.00016492782574077894
Position 431: 0.0001256400557028062
Position 3615: 0.00011113816028054045
Position 1737: 9.861186472785637e-05
Position 1896: 9.397582242436556e-05
Position 460: 5.938413191284725e-05
Position 245: 4.963740035844542e-05
Position 288: 4.9122595838414715e-05
Position 2407: 4.375366730083658e-05
Position 552: 3.917612268866542e-05
Position 1268: 3.8438815679690235e-05
Position 439: 3.585927728631129e-05
Position 405: 3.53499353162355e-05
Position 2102: 3.268099056703223e-05
Position 3555: 3.179728502535721e-05
Position 1457: 2.6234913759054024e-05
Position 611: 2.5618832586274776e-05
Position 1092: 2.496519848935595e-05
Position 972: 2.4783085361932976e-05
Position 1218: 2.4318839092737438e-05
Position 1287: 2.3486582019717125e-05
Position 1629: 1.9094747261477757e-05
Position 506: 1.1630367382791371e-05
Position 1768: 1.1417097628389428e-05
Position 434: 1.1320301911309705e-05
Position 293: 6.241464773531863e-06
Position 585: 5.8594630962656655e-06
Position 540: 4.251932941754317e-06
Position 673: 4.047618467501798e-06
Position 306: 3.175255522651307e-06
Position 353: 3.118366367143899e-06
Position 409: 2.8808850242115936e-06
Position 317: 2.6609784284559126e-06
Position 1960: 1.0392430887214323e-06
Position 192: 1.4786622108351238e-08
Position 297: 1.2581725433845062e-08
Position 332: 1.2063974809758303e-08
Position 1004: 9.080023759298962e-09
Position 665: 6.025374970464707e-09
Position 359: 5.5779658455660185e-09
Position 310: 4.1901133949309755e-09
Position 407: 3.6129884167420974e-09
Position 447: 3.172992295781951e-09
Position 79: 1.0136509795540563e-09
Position 114: 7.746634257104953e-10
Position 119: 5.124139855370839e-10
Position 73: 2.6104648535158867e-10
Position 109: 1.80763860729385e-10
Position 123: 5.6092109995643246e-11
Position 346: 1.6273995955207367e-14
