Gene = Eif3b
index = 367
Annotated 5SS: [  499  6127  7229  7513  7818  8240 10856 11001 11690 13807 16993 18080
 19067 20724 21784 22487 22905 23109]
Annotated 3SS: [ 5933  7108  7454  7688  8081 10723 10933 11642 13595 16919 17956 18987
 20584 21657 22408 22795 22991 23545]
SMsplice 5SS: [  499  1388  6017  7229  7566  7818  8240 10856 11001 13807 16993 18080
 19067 20724 21784 22487 22905]
SMsplice 3SS: [ 1288  5933  7108  7454  7688  8081 10723 10933 13595 16919 17956 18987
 20584 21657 22408 22795 22991]
top_k =  500
Partition function (log Z): 36.40547708657341

Sorted 5' Splice Sites (High to Low Probability):
Position 22905: 0.9990831203108486
Position 7229: 0.996838301294159
Position 499: 0.9777618713862076
Position 7818: 0.9595107460975076
Position 10856: 0.9573106510862988
Position 8240: 0.9462760362609153
Position 16993: 0.9319739424116382
Position 22487: 0.9306918350308988
Position 19067: 0.9247899502237218
Position 1388: 0.8521487806706816
Position 18080: 0.8471561839529622
Position 21784: 0.8175515066194267
Position 11001: 0.7656505467121633
Position 13807: 0.7445700836515354
Position 20724: 0.6738926248718881
Position 23109: 0.5892410554012034
Position 6017: 0.5593921992233951
Position 3453: 0.45998775873807274
Position 7566: 0.4593717074132429
Position 6127: 0.3247005189463209
Position 7513: 0.3143304042694235
Position 20738: 0.28479260786544625
Position 11690: 0.25902502203684385
Position 7575: 0.2058326035277911
Position 21808: 0.15689190051363663
Position 19488: 0.13400231037412094
Position 2002: 0.13008237597065728
Position 21996: 0.10365472382536198
Position 11405: 0.09242200709220276
Position 13064: 0.08813052953503098
Position 1875: 0.08792874173251208
Position 16837: 0.08340959230779112
Position 16508: 0.07768506339692761
Position 19554: 0.06801897221625172
Position 14858: 0.06148146487488247
Position 19422: 0.05915586224674093
Position 16079: 0.05550831275779651
Position 1695: 0.052749559677361904
Position 13708: 0.05235334661646575
Position 3301: 0.040890152594824244
Position 776: 0.037914757848756066
Position 11547: 0.03685263283474079
Position 9828: 0.03504288033778477
Position 3653: 0.034952922407062506
Position 2024: 0.034390518098436046
Position 16965: 0.03120158150427777
Position 16833: 0.030793720638604978
Position 16269: 0.027903264697676088
Position 19356: 0.026634475982569645
Position 21887: 0.02583954499783932
Position 12800: 0.025264971968360868
Position 2775: 0.02383254316306826
Position 11173: 0.022514257638959916
Position 21952: 0.019862873060221876
Position 22543: 0.018718650574722773
Position 19620: 0.018054195932022187
Position 20016: 0.017496669546735885
Position 17993: 0.01582776643070062
Position 7010: 0.01578872615659413
Position 2086: 0.015524967336026525
Position 1452: 0.01531707042216127
Position 18687: 0.01525527893551657
Position 780: 0.014017922895066494
Position 8096: 0.012917763442431689
Position 6382: 0.012612542629485897
Position 6770: 0.012201329121917426
Position 1431: 0.0118095199429785
Position 486: 0.011090686187286682
Position 2450: 0.011016788476031391
Position 2899: 0.010992317625545298
Position 8492: 0.010666807783054197
Position 619: 0.010217951472115459
Position 844: 0.009969865285367781
Position 16248: 0.009962621596430733
Position 5990: 0.00939422276621669
Position 1210: 0.009250408477189487
Position 19818: 0.009097420657303552
Position 19686: 0.008779784666085338
Position 7455: 0.008084513877772558
Position 8693: 0.007814014163346717
Position 21580: 0.007678756931524101
Position 9549: 0.006882907290064653
Position 18014: 0.006445585082573056
Position 19884: 0.006067310084302604
Position 6861: 0.005726591522736595
Position 12876: 0.005470758341911377
Position 9970: 0.005438223944591182
Position 22262: 0.005171950042807586
Position 19950: 0.004955705540381672
Position 23085: 0.004940809642574049
Position 6886: 0.004849900321147535
Position 4494: 0.004706235486965658
Position 4377: 0.004477549127754879
Position 722: 0.004393995439222671
Position 19274: 0.004385428396086778
Position 4907: 0.004296472807328295
Position 20214: 0.003906479483353716
Position 15409: 0.0038347383743628795
Position 14940: 0.0038192631264629124
Position 210: 0.003582900710408637
Position 1494: 0.0034318110772566727
Position 20280: 0.0032019082710520123
Position 13: 0.0031199611040376774
Position 19244: 0.0030729819906312097
Position 19752: 0.0030125224245311525
Position 2204: 0.002925407675514471
Position 256: 0.0028681217584811108
Position 10816: 0.0027185700546574457
Position 23688: 0.0026768553280877116
Position 6609: 0.0026077383562063752
Position 20148: 0.0022471583590822682
Position 5780: 0.002173080179858427
Position 3281: 0.002093389744303426
Position 23272: 0.002031348579151193
Position 2463: 0.0018824896217780381
Position 20775: 0.001876408282150594
Position 19071: 0.0017495317036840328
Position 11180: 0.0017413779637595504
Position 19448: 0.0016358964831361498
Position 3553: 0.0016124843306750372
Position 3792: 0.0015642843937021215
Position 7307: 0.0015526378100688568
Position 12807: 0.0015259219384398189
Position 7822: 0.0015120549868431208
Position 8915: 0.0014936878989838867
Position 7925: 0.0014929762030191367
Position 23142: 0.0014201118988152136
Position 19112: 0.001418788201247876
Position 808: 0.0013758979164738825
Position 19514: 0.001336579970500849
Position 20967: 0.0013281770343939675
Position 140: 0.0012540438871403276
Position 8149: 0.0011612172493069522
Position 1503: 0.0011295512487218204
Position 23069: 0.0010058923453212002
Position 22205: 0.0009762637737486385
Position 7368: 0.0009550394046561449
Position 21553: 0.000948913620015362
Position 10487: 0.0009188318541830261
Position 7557: 0.0008989289149262709
Position 533: 0.0008752430851987272
Position 149: 0.0007575125204998597
Position 293: 0.0007451289098985958
Position 5298: 0.000741338274202472
Position 23446: 0.0007082942670317315
Position 23391: 0.0007026938812448372
Position 21802: 0.0006883090259748514
Position 20859: 0.0006587344145844794
Position 977: 0.000654027033526451
Position 7263: 0.0006432972169410834
Position 21947: 0.0006410824375468688
Position 10731: 0.0006396825084600615
Position 20691: 0.0006392708224093175
Position 22219: 0.0006121283877106341
Position 21975: 0.000585176988673422
Position 14928: 0.0005345972784599583
Position 23218: 0.0005161982376352131
Position 13834: 0.0005056899733393491
Position 23092: 0.0005015133869378301
Position 8046: 0.0004936836469995818
Position 586: 0.00047533686775041447
Position 20694: 0.0004201132943547786
Position 11189: 0.00037560058719511563
Position 916: 0.00032752897160837524
Position 663: 0.0003047855411213496
Position 719: 0.0002441293942402765
Position 7992: 0.0002415679892587483
Position 7285: 0.00022079796684119438
Position 7203: 0.00020780413625025944
Position 113: 0.0002035670712055775
Position 21025: 0.00020178206497118873
Position 7820: 0.00018970760134201886
Position 23381: 0.00018348685120659068
Position 389: 0.00016687693359742863
Position 8015: 0.00016510155564210876
Position 19233: 0.00016502996800660133
Position 511: 0.0001650114314856648
Position 11934: 0.00015850937136756792
Position 20705: 0.00015491634460414723
Position 7539: 0.00013954384255354657
Position 299: 0.0001381336643737176
Position 713: 0.0001312549898544277
Position 541: 0.00012734370712652943
Position 11165: 0.00011731087044503349
