Gene = Fan1
index = 398
Annotated 5SS: [  146  1820  2562  5061  7526  9551 10949 12141 19710 20505 24046 24764
 25233]
Annotated 3SS: [  325  2420  4858  7291  9418 10839 12020 19544 20353 23941 24568 25103
 27184]
SMsplice 5SS: [   74   735  1820  2562  9551 10949 11369 12141 19710 20505 23288 24046
 24764 25233 26097]
SMsplice 3SS: [  574  1737  2420  9418 10839 11273 12020 19616 20353 23122 23941 24568
 25103 25946 27184]
top_k =  500
Partition function (log Z): 10.35854196628056

Sorted 5' Splice Sites (High to Low Probability):
Position 2562: 0.9749273599408755
Position 12141: 0.9214419425748347
Position 19710: 0.9053327231654396
Position 9551: 0.9048728522903635
Position 24046: 0.8849057090682453
Position 20505: 0.8776148805069987
Position 1820: 0.8220915859245964
Position 25233: 0.8134497274785748
Position 11369: 0.7729469525341787
Position 735: 0.7077851497324625
Position 74: 0.6968991850060746
Position 10949: 0.5732940849570407
Position 4942: 0.5615472136090257
Position 23288: 0.5344206667854204
Position 24764: 0.5294365446288062
Position 7526: 0.508545834188319
Position 26097: 0.4472736189204974
Position 9342: 0.4397816966044734
Position 7871: 0.4341133661358443
Position 21819: 0.41944759188192715
Position 10942: 0.3050293106573388
Position 1474: 0.2639546680412112
Position 13324: 0.1982461619966885
Position 146: 0.15190946631065472
Position 13502: 0.14501720571393972
Position 5061: 0.13190442714939404
Position 10595: 0.10211776252532798
Position 19714: 0.08974753514739242
Position 26115: 0.08912031129655262
Position 24908: 0.0880733575846246
Position 26090: 0.07933464622784767
Position 448: 0.07108815595572537
Position 203: 0.06639686877107454
Position 20897: 0.06317406763147852
Position 24680: 0.06220427553009376
Position 13287: 0.05980319946321265
Position 26752: 0.05702273684890258
Position 1267: 0.05618369922167174
Position 1882: 0.05344565707807295
Position 4785: 0.051397848178994045
Position 11077: 0.04821415985502506
Position 6834: 0.04775753557480533
Position 12962: 0.047277124706056835
Position 7081: 0.04274446095138886
Position 217: 0.04267561851512976
Position 13601: 0.04132885716033969
Position 10545: 0.04074074050650043
Position 20538: 0.03668018142174465
Position 7420: 0.031225496975718022
Position 24785: 0.021726190273994608
Position 26078: 0.02073518782155605
Position 26599: 0.018839959887524287
Position 9666: 0.017596590208426615
Position 24725: 0.01714201509721807
Position 2567: 0.015606291283904845
Position 15516: 0.013405271300307497
Position 281: 0.012224665586692444
Position 1803: 0.012159218041336697
Position 23846: 0.011944805870418388
Position 5266: 0.011262028366145973
Position 394: 0.01089871997852911
Position 20828: 0.01056084000090443
Position 11046: 0.009915512470142007
Position 4452: 0.007994857606012108
Position 5095: 0.007730070135444868
Position 2705: 0.0065406157234365984
Position 11703: 0.0060199271591564706
Position 24912: 0.005872663264161733
Position 4952: 0.005736643712208353
Position 11773: 0.004799257034881169
Position 3419: 0.004607325659073569
Position 9563: 0.004401146840301618
Position 1859: 0.004046560518829512
Position 20627: 0.003745554784561215
Position 497: 0.0037018285804248123
Position 11853: 0.003566861698634304
Position 26280: 0.003528586150812075
Position 27222: 0.0035076750725825394
Position 7112: 0.0034850070219404616
Position 26058: 0.0033746699786458712
Position 3480: 0.0030824014390625994
Position 799: 0.0027004980618941105
Position 9376: 0.0023397381514763884
Position 25397: 0.0022688240698459467
Position 26603: 0.002209461834683313
Position 287: 0.0021354926726209747
Position 10180: 0.0020453305852692815
Position 10451: 0.0020104880795744646
Position 9040: 0.0019833022567374474
Position 246: 0.001977712815122613
Position 407: 0.0018125629764135771
Position 12983: 0.0016844086087750264
Position 785: 0.0016561555358483753
Position 11482: 0.001627356849784464
Position 98: 0.0016047276541586658
Position 26731: 0.0015900698178087363
Position 2999: 0.0012851664098184866
Position 2288: 0.001277700265286087
Position 1112: 0.0012218363855640612
Position 507: 0.0011787161125578116
Position 12848: 0.001106126346315187
Position 388: 0.0011007161126080343
Position 1592: 0.0010542340428777678
Position 21414: 0.0010429182707364126
Position 231: 0.000930407818610126
Position 2339: 0.0008691713037117523
Position 12469: 0.0006628663194912377
Position 78: 0.0006458045541295395
Position 4032: 0.0006454722251650693
Position 9010: 0.0006427797402636708
Position 12501: 0.0006115624152233604
Position 13443: 0.0005812961149376467
Position 2292: 0.0005235042093581983
Position 672: 0.0004689066920544948
Position 7867: 0.00040117490422203526
Position 3864: 0.0003836794213197249
Position 23317: 0.0003701898767454685
Position 5493: 0.00032922689927681513
Position 12089: 0.0003235616836243114
Position 125: 0.0003208449955653028
Position 2352: 0.0003019490237829896
Position 265: 0.0002697712928929401
Position 310: 0.0002322670245292703
Position 727: 0.00020367269918239493
Position 430: 0.00020177878070884206
Position 5242: 0.00018990271684200192
Position 1983: 0.00018088204685126594
Position 15064: 0.00014677552644102492
Position 8067: 0.000143792464746553
Position 1450: 0.0001432483552276962
Position 2300: 0.00013329195290601428
Position 259: 0.00012258628590658147
Position 421: 9.66300521367407e-05
Position 707: 7.817650611554778e-05
Position 322: 7.331803852831683e-05
Position 6: 7.25651724972727e-05
Position 2252: 7.01498886602423e-05
Position 470: 6.669508731885413e-05
Position 104: 5.21195386321557e-05
Position 683: 4.751932996392919e-05
Position 88: 4.294261648316452e-05
Position 473: 3.787690020803044e-05
Position 5076: 3.603584667595972e-05
Position 4972: 3.170016370182438e-05
Position 268: 2.892125795006803e-05
Position 8719: 2.6478896400054166e-05
Position 5101: 2.2489312038739026e-05
Position 332: 1.735430054295917e-05
Position 63: 1.630241257579236e-05
Position 11344: 1.5274351634572408e-05
Position 369: 1.4897956981246637e-05
Position 5016: 1.1834742005507068e-05
Position 520: 2.359246515613042e-06
Position 237: 1.850112761551284e-06
Position 160: 1.1600217179677936e-06
Position 37: 9.367832479080812e-07
Position 150: 8.347131195521047e-07
Position 656: 8.007693477755222e-09
Position 654: 6.657569999227821e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 19616: 0.9950802583128319
Position 2420: 0.9875034142717533
Position 10839: 0.920882298820871
Position 9418: 0.8892108264306334
Position 20353: 0.8822771215915381
Position 23941: 0.8795954264122033
Position 25946: 0.8034389251442193
Position 27184: 0.7139115209663337
Position 1737: 0.6550445393465189
Position 574: 0.6401286636310973
Position 24568: 0.6113215102224123
Position 12020: 0.5567122533417713
Position 25103: 0.5393708343115956
Position 23122: 0.5347908566621665
Position 4858: 0.49991605155039565
Position 7740: 0.41733784001641744
Position 7291: 0.3789033947835321
Position 11273: 0.35710692744364536
Position 13152: 0.34528139614806125
Position 9217: 0.24972376993430284
Position 21606: 0.24830755153117906
Position 25138: 0.23152671569810318
Position 1372: 0.20550413562560907
Position 11209: 0.2028845602171714
Position 12056: 0.19462099831259855
Position 9265: 0.19344322154098198
Position 4784: 0.19184161455747026
Position 11257: 0.1821873272628805
Position 7419: 0.16086793638050503
Position 12076: 0.14981965682618553
Position 1650: 0.1196851423448525
Position 10333: 0.11752097534869203
Position 21733: 0.1092774464770397
Position 325: 0.09253323051087099
Position 1345: 0.06925650306243653
Position 26602: 0.06716360458162932
Position 13383: 0.05482012361251749
Position 21714: 0.054780015159437874
Position 20731: 0.05373504476614068
Position 12837: 0.049379654034738346
Position 6992: 0.04622946797332928
Position 24754: 0.044094594089055965
Position 24597: 0.03771342081273412
Position 1673: 0.03664633290999062
Position 27152: 0.036628974159359375
Position 9173: 0.03333846982645617
Position 4661: 0.032546138349894754
Position 25072: 0.0311626061140506
Position 6744: 0.028660909368555483
Position 10792: 0.023796914090599842
Position 24876: 0.022370449697969197
Position 13184: 0.02192968863834173
Position 1697: 0.02132132204768715
Position 11158: 0.02077187307807838
Position 20383: 0.019223660169340198
Position 20766: 0.01861895599318212
Position 6692: 0.018356020749441336
Position 683: 0.018287147217764487
Position 13526: 0.017205975219964063
Position 26679: 0.01622281201390354
Position 20484: 0.016048493185464363
Position 26451: 0.01427110734739361
Position 7767: 0.014076066251294414
Position 4539: 0.012479459117426372
Position 23391: 0.011944805870418386
Position 590: 0.011583626718202083
Position 25150: 0.011337291584311408
Position 12079: 0.011203211672531186
Position 1718: 0.011172416098199231
Position 1151: 0.011033119977269652
Position 4911: 0.011030747381050941
Position 26459: 0.010858306054096309
Position 24612: 0.010797704314518375
