Gene = Rps15a
index = 929
Annotated 5SS: [  53 1080 1404 6256]
Annotated 3SS: [ 941 1323 6169 6994]
SMsplice 5SS: [  53 1080 1404 6256]
SMsplice 3SS: [ 941 1323 6169 6994]
top_k =  500
Partition function (log Z): 0.3225887196240227

Sorted 5' Splice Sites (High to Low Probability):
Position 1080: 0.9940825859594966
Position 1404: 0.9773666672533604
Position 53: 0.9128919912502519
Position 6256: 0.6527926404583798
Position 2404: 0.20081299517271864
Position 7091: 0.19833808453480245
Position 4864: 0.1947067126310998
Position 717: 0.11423393355083825
Position 6494: 0.09484176421880046
Position 3866: 0.08877327428390279
Position 7131: 0.08139700194448488
Position 761: 0.055274493399604954
Position 4954: 0.053025395473929794
Position 7325: 0.05049460598594418
Position 2212: 0.048536818551282966
Position 768: 0.041704696324065
Position 449: 0.04130764146107495
Position 1815: 0.03659913075484541
Position 57: 0.03584100439517154
Position 681: 0.01989398065341583
Position 6246: 0.013372086582042864
Position 4380: 0.012813351614041008
Position 4653: 0.011310186960085171
Position 6328: 0.010534838892241277
Position 6425: 0.009510990056695569
Position 6284: 0.008494655398014946
Position 7608: 0.006115777058908975
Position 1019: 0.004010393414610694
Position 92: 0.0038644508131993062
Position 338: 0.0035656594825955023
Position 6112: 0.002079465360305764
Position 7707: 0.0019758987555358854
Position 8: 0.0018856505411675906
Position 524: 0.001733206090977655
Position 4749: 0.0011292154623670197
Position 2217: 0.001091592333729756
Position 848: 0.0008345603024967692
Position 474: 0.0007904765676693566
Position 499: 0.0006221535320580293
Position 136: 0.0005208359655867272
Position 831: 0.0005202098752487958
Position 287: 0.0004978036332343376
Position 1255: 0.0004839569808801856
Position 2203: 0.0004688746159618899
Position 196: 0.00045345472698842643
Position 1064: 0.00042762220167041833
Position 834: 0.00037592464159427145
Position 268: 0.00030783344670470885
Position 182: 0.0002945403888839432
Position 1592: 0.00027725059601527423
Position 5563: 0.0002656276512219148
Position 1084: 0.0002644752782148685
Position 314: 0.0002594135106113247
Position 118: 0.0002480128924271518
Position 1134: 0.0002378505339887162
Position 5922: 0.00022825822229155935
Position 1157: 0.00020888449072617178
Position 1054: 0.00020746721234101773
Position 166: 0.00020379990238262783
Position 685: 0.00019189289571141198
Position 259: 0.00018931143466879976
Position 860: 0.00016901598459748485
Position 7191: 0.00015170176289305192
Position 469: 0.00014122335867853696
Position 163: 0.00013016253739270105
Position 6474: 0.00012611623911660784
Position 307: 0.00012463409446816746
Position 131: 0.00012391805345680356
Position 1560: 0.00012137630312359747
Position 765: 0.00011701242485946431
Position 351: 0.00011603022874175466
Position 2115: 9.419679033565309e-05
Position 1043: 8.717592647373588e-05
Position 1035: 7.732963078612387e-05
Position 1992: 7.502683322237658e-05
Position 376: 6.858268017578882e-05
Position 63: 6.438827697724898e-05
Position 460: 6.309849444395661e-05
Position 622: 5.886738220980943e-05
Position 1394: 4.858410636546801e-05
Position 1049: 4.560345621077275e-05
Position 820: 4.496627668368026e-05
Position 1781: 4.452858109550799e-05
Position 758: 4.2649518923223915e-05
Position 329: 4.050420829449573e-05
Position 7291: 3.3293783205094246e-05
Position 316: 3.1638881724345e-05
Position 714: 3.056938056699563e-05
Position 1673: 2.7440648909918985e-05
Position 79: 2.5843967412210984e-05
Position 1836: 2.5184211012475235e-05
Position 526: 2.3007575126120253e-05
Position 810: 2.2779437776147716e-05
Position 528: 2.1883810070576e-05
Position 410: 2.1368497744643614e-05
Position 532: 1.8850342620833296e-05
Position 463: 1.8768505048830062e-05
Position 530: 1.8573344791102875e-05
Position 712: 1.747059166329588e-05
Position 389: 1.5968271948133985e-05
Position 950: 1.5697857906501064e-05
Position 559: 1.4699175055027051e-05
Position 1090: 1.2067106003978556e-05
Position 1099: 1.1476214803196003e-05
Position 89: 1.0720543065733798e-05
Position 1140: 1.0670365790842924e-05
Position 1846: 1.0575336301419117e-05
Position 540: 7.0600954628394344e-06
Position 172: 6.964199394219437e-06
Position 780: 6.487442570097932e-06
Position 890: 6.4764066675220485e-06
Position 668: 6.081429058582551e-06
Position 756: 5.655006635769498e-06
Position 67: 5.0363118127591825e-06
Position 116: 4.934774809691779e-06
Position 1723: 4.8671636393240076e-06
Position 289: 4.699363596058086e-06
Position 87: 4.477431771329436e-06
Position 1109: 4.390820023254245e-06
Position 77: 4.324080519669945e-06
Position 61: 4.279106672104766e-06
Position 12: 3.968351146085605e-06
Position 1092: 3.7441903092792523e-06
Position 98: 3.5624086098092567e-06
Position 1189: 3.268214308936559e-06
Position 2091: 2.9891178015872856e-06
Position 1273: 2.533721693891983e-06
Position 1513: 1.5496847689237974e-06
Position 1623: 1.5435079360227535e-06
Position 1267: 1.2750427037125158e-07
Position 1279: 1.0132592464047382e-07
Position 1308: 9.966767739443927e-08
Position 1297: 8.795907161029471e-08
Position 567: 2.9607331305635677e-08
Position 1333: 1.1574500236058905e-08
Position 536: 1.0845036592010812e-10
Position 430: 1.0462723951413841e-10
Position 1161: 5.208753303090454e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 941: 0.9988929019465008
Position 1323: 0.9635107085361235
Position 6994: 0.7967029158834816
Position 6169: 0.6601844264659752
Position 618: 0.13074991590707996
Position 4815: 0.09942482064439061
Position 4706: 0.09767086719643947
Position 9287: 0.07454356823677881
Position 8258: 0.07311964173001427
Position 2301: 0.0702563673805156
Position 6342: 0.07021155109223831
Position 7874: 0.06738599810876988
Position 7154: 0.06556161200954648
Position 10251: 0.058071006555226956
Position 668: 0.054068181812561365
Position 7599: 0.05173759926868122
Position 2037: 0.050691541006691716
Position 9131: 0.047669073548923795
Position 3708: 0.04187544987687603
Position 6098: 0.03791658843687552
Position 1698: 0.034934650014039725
Position 2153: 0.030752036100317792
Position 6403: 0.029500289675941864
Position 4794: 0.029263814183004857
Position 647: 0.024492474899963947
Position 6493: 0.019345981606726004
Position 2085: 0.017482298774005697
Position 2304: 0.01683184852610595
Position 7258: 0.016346895616908202
Position 4636: 0.01576454611334669
Position 2265: 0.014784056319836666
Position 3744: 0.01339164901736526
Position 2161: 0.01264387132826734
Position 3547: 0.012373629481623193
Position 2365: 0.011934763679792907
Position 3725: 0.011160761377526963
Position 229: 0.011017539551405917
Position 7157: 0.010909576687145633
Position 2283: 0.010815094224513568
Position 4513: 0.010464892459855369
Position 7385: 0.01028430539366793
Position 2248: 0.010198789232660524
Position 748: 0.008558976540421967
Position 4296: 0.008195186893615963
Position 1389: 0.007327494525267424
Position 4733: 0.005055474153814649
Position 6424: 0.004590010830074012
Position 2188: 0.00439224069758886
Position 6360: 0.0039625026212683255
Position 6595: 0.0036056723797627996
Position 9033: 0.0035669995232986487
Position 6903: 0.003193492465241544
Position 7923: 0.0030572634454819544
Position 280: 0.002889990765622749
Position 147: 0.00278708254284781
Position 6761: 0.0026080887206454857
Position 4543: 0.0023791209587362924
Position 4100: 0.002354163953868883
Position 4224: 0.0023216264711304517
Position 3687: 0.002186912588449292
Position 1278: 0.0020752828673260325
Position 3602: 0.0020532625003243455
Position 3682: 0.0019992430044682183
Position 5790: 0.0019733617544107564
Position 6827: 0.0019511881046266194
Position 3806: 0.0019140115200888621
Position 8114: 0.0018667510131507993
Position 4775: 0.001835614438052628
Position 1206: 0.0018339352908518728
Position 8981: 0.0014717412251766906
Position 4737: 0.0013269761907373674
Position 520: 0.0011443915406180055
Position 572: 0.0011085709930163518
Position 1360: 0.0010650299679228156
Position 7201: 0.0008234322956607614
Position 1564: 0.000818845122759021
Position 1343: 0.0008045781608204169
Position 166: 0.0007957645280367273
Position 1483: 0.0007560610325620167
Position 701: 0.0006793072089102195
Position 3635: 0.0006617772521660822
Position 628: 0.0006515933576598812
Position 1219: 0.0006028827761838013
Position 5921: 0.0005928089887202411
Position 2314: 0.0005802097602127209
Position 3536: 0.0005449868297461687
Position 1513: 0.0005280351546277382
Position 2203: 0.0004769591012804265
Position 1272: 0.00041956281288418125
Position 4546: 0.0003998499166424693
Position 1623: 0.00038886292219525887
Position 428: 0.00037197081361106264
Position 3645: 0.0003686510903662947
Position 380: 0.0003472690058627255
Position 3599: 0.00030536718770812467
Position 3830: 0.00030054124677353133
Position 1849: 0.00028268556298257453
Position 157: 0.00027643452827369556
Position 5446: 0.00026562765122191477
Position 5740: 0.00024049462293860343
Position 336: 0.0002301254262887082
Position 212: 0.00022457338895241866
Position 2394: 0.00022378228862307374
Position 1151: 0.00021667624803982065
Position 868: 0.00019409633131526035
Position 2715: 0.00018467352819952866
Position 1626: 0.0001746331152481963
Position 1247: 0.00015043198371782676
Position 982: 0.00011802246516940483
Position 1937: 0.0001079321446910948
Position 1431: 0.00010007449786220992
Position 2477: 9.747325466302975e-05
Position 199: 9.136217157460908e-05
Position 1199: 8.608785070443931e-05
Position 2949: 8.160914428943374e-05
Position 1109: 8.0505521869344e-05
Position 1643: 6.980085081406258e-05
Position 677: 6.756193840723557e-05
Position 355: 6.585802970598765e-05
Position 1996: 6.574239526107608e-05
Position 3083: 6.45907520275855e-05
Position 4360: 6.109921183519232e-05
Position 131: 5.635509554942995e-05
Position 3513: 5.4300475019591755e-05
Position 1718: 5.3324686347054074e-05
Position 3135: 5.3250406116755297e-05
Position 567: 5.2202856309494666e-05
Position 3089: 5.0914413027723785e-05
Position 2581: 4.850619219039472e-05
Position 2208: 4.8422808259851414e-05
Position 1940: 4.4859188388385355e-05
Position 1899: 4.060507855898413e-05
Position 2635: 3.4946488108638456e-05
Position 2039: 3.270580742838344e-05
Position 376: 2.961666655022414e-05
Position 1146: 2.4425535150289836e-05
Position 1659: 2.3376110665164787e-05
Position 299: 2.2014438498003478e-05
Position 2167: 2.06114976786433e-05
Position 1757: 2.0117603356339114e-05
Position 1393: 1.8551849628983873e-05
Position 2005: 1.7933898770676545e-05
Position 1579: 1.3617479835118559e-05
Position 1227: 1.232936419858006e-05
Position 2014: 7.131473224164912e-06
Position 1999: 7.041251946243385e-06
Position 1705: 6.9628185328642865e-06
Position 1449: 6.761783807632393e-06
Position 1362: 5.458847988716663e-06
Position 898: 5.1885435480417955e-06
Position 2064: 5.069008452503834e-06
Position 1960: 4.939536975901062e-06
Position 1029: 4.837069296992807e-06
Position 984: 4.783817652618539e-06
Position 314: 4.667650337874765e-06
Position 874: 4.439285601549866e-06
Position 777: 3.5710589734587854e-06
Position 1778: 3.3453928273722702e-06
Position 1603: 2.3741771559847706e-06
Position 834: 2.267947148483937e-06
Position 1003: 1.88663339369464e-06
Position 1871: 1.799710625304276e-06
Position 1007: 1.6015020502358034e-06
Position 1018: 1.5423485816474135e-06
Position 1221: 1.3348227384654402e-06
Position 893: 1.2001384229554172e-06
Position 796: 9.62887137761468e-07
Position 1075: 9.096745184266187e-07
Position 1043: 7.959678247801064e-07
Position 1722: 6.096296771658228e-07
Position 1130: 4.038289507474812e-07
Position 3508: 3.8597885125633703e-07
Position 810: 2.585558383248848e-07
Position 440: 2.3701699423960965e-07
Position 351: 1.610205221741163e-07
Position 1255: 1.1007195572524106e-07
Position 361: 1.0797199666057976e-07
Position 437: 1.0164677739278786e-07
Position 307: 6.784552129011749e-08
Position 477: 5.162843402673378e-08
Position 474: 3.870957833911933e-08
Position 1495: 3.2800351915996966e-08
Position 1234: 2.9732389061650833e-08
Position 1370: 2.2130394978259672e-08
Position 2391: 8.465032368661523e-09
Position 1581: 1.1743458415225212e-10
