Gene = Ccer2
index = 227
Annotated 5SS: [  84  331  569 1394]
Annotated 3SS: [ 289  480  866 2480]
SMsplice 5SS: [ 84 331 569]
SMsplice 3SS: [ 289  480 2480]
top_k =  500
Partition function (log Z): -5.991068338759082

Sorted 5' Splice Sites (High to Low Probability):
Position 84: 0.8720411632192173
Position 331: 0.7145190558092671
Position 569: 0.6537589558470676
Position 1394: 0.08908161201904279
Position 2321: 0.06083079532199249
Position 187: 0.022490009509951617
Position 218: 0.00887785728415656
Position 924: 0.0022546940004031474
Position 134: 0.0020957379760994477
Position 514: 0.0017422446974875254
Position 1788: 0.0015893499234984798
Position 662: 0.0014472769679274157
Position 161: 0.0006387854064105795
Position 961: 0.0004786213178369674
Position 227: 0.00040120040424729297
Position 416: 0.0003551055396592685
Position 224: 0.000246943877468216
Position 193: 0.00016574351512896372
Position 123: 0.00016437303225395636
Position 88: 0.0001623930463043581
Position 146: 0.0001379948271676681
Position 369: 0.00013709159100323457
Position 237: 6.287150109841118e-05
Position 112: 3.371403741297053e-05
Position 17: 2.8672583344027694e-05
Position 364: 1.675019309701404e-05
Position 502: 6.616918010019389e-06
Position 255: 3.2055774792694467e-06
Position 208: 2.3352015855369285e-06
Position 675: 9.034772510279758e-07
Position 273: 7.289252189727855e-07
Position 780: 5.167220961109838e-07
Position 463: 3.300009899680811e-07
Position 245: 2.7243524206274097e-07
Position 668: 1.7557660748076043e-07
Position 583: 1.1790390757375699e-07
Position 804: 1.0704828798609507e-07
Position 790: 3.906345328184262e-08
Position 15: 1.1287596039316714e-09
Position 505: 1.8701574151971255e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 289: 0.6565862573249519
Position 480: 0.4663653229673458
Position 2480: 0.39655641179677364
Position 419: 0.2482972441290611
Position 866: 0.18235510297470706
Position 1267: 0.05976847783556039
Position 687: 0.05297179052316085
Position 2212: 0.051990364668460465
Position 2258: 0.04300027708361369
Position 1971: 0.029306689945523323
Position 2006: 0.022356104912033135
Position 186: 0.01400133350625135
Position 1750: 0.013055884209728712
Position 2320: 0.012309696920152985
Position 499: 0.010392481677113267
Position 2440: 0.008848604065120325
Position 1216: 0.00802355228210401
Position 780: 0.007937107527184229
Position 943: 0.007595052724115524
Position 913: 0.007557016519200854
Position 832: 0.007026408050346455
Position 2387: 0.00691360905441301
Position 808: 0.006419059903502338
Position 1333: 0.00596509606127957
Position 705: 0.005646451661345545
Position 2623: 0.005314068955059076
Position 2349: 0.0050296841652386955
Position 501: 0.0049967080963751525
Position 1478: 0.004976012128383116
Position 1642: 0.004940975636192141
Position 314: 0.004752953681057254
Position 1030: 0.004350354905114613
Position 1950: 0.004278010880477181
Position 733: 0.003706378612999641
Position 723: 0.0035617593947134167
Position 2041: 0.0031073892113205213
Position 2608: 0.003088796077644577
Position 868: 0.002884326963885686
Position 1059: 0.0026573186614317623
Position 2666: 0.0026140221755654915
Position 496: 0.0024789052510968868
Position 2230: 0.002321857928910508
Position 666: 0.0022930607300801044
Position 2097: 0.0021146501219886605
Position 1293: 0.0019956757647489314
Position 298: 0.0018077501228904687
Position 1072: 0.0017815738126618352
Position 568: 0.0016002198971128275
Position 2146: 0.0014277292883335517
Position 1036: 0.0014060775738979807
Position 910: 0.0013411118091458808
Position 1222: 0.0013258910011835687
Position 1940: 0.0012791594098491871
Position 2602: 0.0012269607001692483
Position 881: 0.001154393306077342
Position 827: 0.001144661116435596
Position 626: 0.001101984911674772
Position 1079: 0.0009939287199284162
Position 1250: 0.0009839514974959297
Position 553: 0.0008819448506013755
Position 946: 0.0008747093677936868
Position 940: 0.0008536576845359986
Position 907: 0.0008346383147075738
Position 1228: 0.0006969408296977049
Position 1317: 0.000516948306428692
Position 1082: 0.0004346317048154103
Position 916: 0.00042488922691226834
Position 633: 0.0004234288904541359
Position 2744: 0.0004134881853945655
Position 1051: 0.0004125058977006494
Position 267: 0.0003860062768764325
Position 531: 0.0003689756691170341
Position 217: 0.0003621426918435566
Position 1075: 0.00033447365929915553
Position 1312: 0.00033441033016581964
Position 762: 0.00032884593024621656
Position 1063: 0.00028717933883701485
Position 1345: 0.0002772347474012274
Position 324: 0.0002725696439089443
Position 2451: 0.00026990695910292337
Position 2081: 0.00026046191730775067
Position 738: 0.0002475363737324556
Position 2193: 0.00024085544975435238
Position 1932: 0.00017245212498426734
Position 1093: 0.0001557502551526966
Position 174: 0.00014946337922876467
Position 1390: 0.00014805684623840748
Position 1160: 0.00014006240032737074
Position 812: 0.00013600041994925866
Position 1210: 0.00013091887091511164
Position 167: 0.00011427252082731894
Position 790: 0.00010244467067178572
Position 255: 0.00010023890110063238
Position 330: 7.286799035535825e-05
Position 1154: 6.416554758280285e-05
Position 1673: 4.017148398229814e-05
Position 537: 3.9156158707184116e-05
Position 1662: 3.600117933113695e-05
Position 235: 3.395962332910737e-05
Position 327: 3.0246724938273427e-05
Position 153: 2.7358157286973672e-05
Position 243: 1.597636835632342e-05
Position 1123: 1.428564059081473e-05
Position 1108: 1.1508699669173141e-05
Position 245: 6.4514353513992555e-06
Position 158: 3.2767007573129694e-06
Position 1018: 2.037993069187495e-06
Position 335: 1.555973916445507e-06
Position 593: 7.865564063128017e-07
Position 513: 6.78475214979905e-07
Position 145: 6.704792131302553e-07
Position 1087: 4.986417475094578e-07
Position 338: 3.9731084952270235e-07
Position 572: 3.518562213630102e-07
Position 1690: 1.713483043091943e-07
Position 102: 2.345398076583958e-08
Position 118: 1.627112669292341e-08
Position 93: 5.119888012698815e-09
Position 123: 4.209967928499551e-10
Position 88: 3.068787893555391e-10
Position 133: 1.1598374429507046e-10
Position 104: 1.1219225895448518e-10
