Gene = Zfp428
index = 1201
Annotated 5SS: [ 367 3684]
Annotated 3SS: [3475 8005]
SMsplice 5SS: [ 367 3684]
SMsplice 3SS: [3614 7966]
top_k =  500
Partition function (log Z): -4.947701609840454

Sorted 5' Splice Sites (High to Low Probability):
Position 367: 0.9923794649692359
Position 3684: 0.9854019958547241
Position 1908: 0.33729365125879573
Position 8083: 0.21970062055465417
Position 7830: 0.16706683467439404
Position 4644: 0.1572572413650622
Position 1755: 0.10099499600945437
Position 2884: 0.03499987949503678
Position 4510: 0.03265075019772827
Position 4489: 0.028480409562074815
Position 3527: 0.027626571803001737
Position 8099: 0.02680081207127024
Position 7807: 0.023275792329565684
Position 2502: 0.02283418499841181
Position 807: 0.021609600627350664
Position 3322: 0.012910312839224123
Position 2805: 0.012229786409449899
Position 1063: 0.009500320200799243
Position 162: 0.00860905315215625
Position 1819: 0.004706033015740769
Position 758: 0.0038870182321464617
Position 2967: 0.0035477045697121204
Position 4343: 0.0033157751735826513
Position 6442: 0.0029111531460241525
Position 4502: 0.002786096053685765
Position 1782: 0.002611614753549939
Position 4127: 0.0026011928489545594
Position 766: 0.0025213815852656897
Position 6808: 0.0019191654557894015
Position 4203: 0.001865555670556572
Position 8381: 0.0017895925133985414
Position 7841: 0.0016399887553368527
Position 4166: 0.001500942348395744
Position 131: 0.0014871785968000165
Position 6325: 0.0013766384217634045
Position 3689: 0.001200843152590568
Position 2909: 0.0009092506113810522
Position 2900: 0.0008278524742811956
Position 840: 0.0006925108201760516
Position 4403: 0.0006746445427945984
Position 6742: 0.0006366380356037492
Position 4234: 0.0005258571952276285
Position 1850: 0.00046327211724677157
Position 8489: 0.00043755275159894195
Position 1615: 0.0003656346361638241
Position 545: 0.00033979892047188804
Position 1093: 0.0002983796859208432
Position 6079: 0.00026065341123562055
Position 363: 0.0002505994755750708
Position 978: 0.00022810584583886478
Position 1750: 0.00021070780862284967
Position 833: 0.00020502433725504732
Position 221: 0.00013438382544031047
Position 3815: 0.00011869523370874451
Position 4006: 0.00011319383297781315
Position 1067: 9.69090899620705e-05
Position 373: 9.465329927924951e-05
Position 1730: 8.37422722885383e-05
Position 2544: 7.980257490197607e-05
Position 556: 7.630055825387506e-05
Position 649: 7.577107226053008e-05
Position 1519: 6.977754506633842e-05
Position 1511: 5.57043912880408e-05
Position 1039: 5.562747167039464e-05
Position 1389: 5.5086204494878144e-05
Position 3860: 5.265845823581373e-05
Position 4094: 5.259290354511793e-05
Position 535: 4.724833488622541e-05
Position 4078: 4.6436046804128946e-05
Position 1923: 3.947425720673463e-05
Position 4015: 3.296905720821925e-05
Position 118: 3.1102218346839735e-05
Position 4111: 3.0624662890678266e-05
Position 1528: 3.056627419192149e-05
Position 1617: 2.984421621139147e-05
Position 371: 2.7892736608693295e-05
Position 734: 2.2731901876432764e-05
Position 3172: 2.0310192902559127e-05
Position 111: 2.015499123560629e-05
Position 711: 2.009993656948428e-05
Position 1632: 1.9726234994610055e-05
Position 776: 1.8666042590509086e-05
Position 850: 1.7165701792988007e-05
Position 4013: 1.675232947496287e-05
Position 794: 1.6472100421286267e-05
Position 6538: 1.2690441751489269e-05
Position 1311: 1.2228236750773354e-05
Position 1490: 1.1898370699724437e-05
Position 44: 7.132824052271562e-06
Position 3992: 4.9938776701124236e-06
Position 679: 1.2728432726433353e-06
Position 686: 1.1249093697114512e-06
Position 797: 1.047923502346352e-06
Position 846: 1.0286495714585645e-06
Position 461: 3.2009691172944e-07
Position 3701: 2.770461477871052e-07
Position 4097: 2.2027493317663832e-07
Position 476: 2.1504341130187813e-07
Position 271: 5.0581138079566357e-08
Position 313: 3.2139169884928664e-08
Position 323: 2.5528784519292915e-08
Position 263: 9.840342539023851e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3614: 0.5873420206527625
Position 7966: 0.5325891543018731
Position 3475: 0.3966181725846915
Position 1698: 0.29055703910414654
Position 4318: 0.2874252371451151
Position 7735: 0.21002175828202224
Position 8248: 0.12303589517085965
Position 8005: 0.12024479654175949
Position 1645: 0.06959114061957936
Position 8166: 0.06749996601063617
Position 6650: 0.04829506403940704
Position 2717: 0.04398239761622014
Position 1818: 0.04323904171202959
Position 8555: 0.042732212337779275
Position 3926: 0.04024612125424383
Position 4342: 0.03352781017391478
Position 8191: 0.026116313622929946
Position 7806: 0.018422646769467088
Position 1794: 0.01390194171058664
Position 493: 0.01370525931064654
Position 1571: 0.013635395251647107
Position 6890: 0.013180015353337748
Position 4468: 0.01202418338419705
Position 3508: 0.011365638548404621
Position 8025: 0.010058681883280348
Position 3225: 0.009895810447956717
Position 3386: 0.009680698778926902
Position 4856: 0.009028220997157147
Position 4385: 0.0088453098133905
Position 5758: 0.008821194994661113
Position 2739: 0.00860882610836473
Position 7895: 0.006569940213091977
Position 698: 0.0062471410119694275
Position 4055: 0.00607658706416559
Position 1835: 0.00590753028635381
Position 292: 0.005830401407553074
Position 2412: 0.005761165672089627
Position 2346: 0.005527403979079515
Position 656: 0.005311608277026332
Position 2350: 0.005167711080133933
Position 8175: 0.004683050521252373
Position 3452: 0.004540205385581666
Position 904: 0.004136261647671119
Position 7608: 0.003569356740001936
Position 7731: 0.003542861053143845
Position 3616: 0.003439227128642246
Position 6383: 0.0029588945148981273
Position 1838: 0.0029181524709982476
Position 5174: 0.0027366102785571006
Position 3101: 0.002728960738277455
Position 7583: 0.0026690862062773157
Position 2466: 0.002582943189374792
Position 6225: 0.0025303600468807
Position 6686: 0.002521454137826985
Position 975: 0.002374721115543788
Position 4886: 0.0021998640736575438
Position 1588: 0.002163519432114408
Position 4034: 0.002100314184278442
Position 3884: 0.0020639447682173438
Position 7783: 0.0018426174105326157
Position 8561: 0.0017701607731448502
Position 6551: 0.0017185756545518229
Position 8028: 0.0015981855543605924
Position 1676: 0.0015790096232616174
Position 8335: 0.0015454976228292672
Position 2290: 0.001483992676254538
Position 1500: 0.0014591069615994634
Position 3785: 0.0013718641144402832
Position 6618: 0.0013127458616270487
Position 877: 0.0012933236028126096
Position 4754: 0.0012339193504337662
Position 1658: 0.0010369767086350003
Position 307: 0.0009367100602556607
Position 8031: 0.000881704645054456
Position 4412: 0.0008780657668768665
Position 3641: 0.0008640503903171277
Position 961: 0.0008399168525674048
Position 4535: 0.0008373638653317677
Position 7079: 0.0008239579884272454
Position 3055: 0.000777015476853344
Position 2242: 0.0007741576587115422
Position 4202: 0.0007198842683624274
Position 6415: 0.0006734574904530602
Position 1615: 0.0006687012475648163
Position 943: 0.0006639925688160338
Position 3955: 0.0006215465121502684
Position 6361: 0.0006161206639082562
Position 3800: 0.0005683123754476791
Position 3146: 0.0005621744683799267
Position 1423: 0.0005512529646096055
Position 2198: 0.0004815349156439954
Position 8454: 0.0004535718223248966
Position 4577: 0.00044019876906794804
Position 2497: 0.0004373054782293771
Position 2389: 0.00040041262505984514
Position 5185: 0.00037496840582700985
Position 4607: 0.0003735566332933942
Position 705: 0.00034444514387681153
Position 995: 0.00032247652053856845
Position 3890: 0.0003221315451475631
Position 653: 0.0003171872299452562
Position 4070: 0.0003169244651466697
Position 2194: 0.0003162947371641382
Position 4165: 0.00028985100604627593
Position 668: 0.00028203352622205237
Position 1841: 0.000205020520799886
Position 4643: 0.00017865372813035844
Position 1476: 0.0001389389163977546
Position 3321: 0.00013659906700473756
Position 3290: 9.357506967938367e-05
Position 2571: 5.553194734247138e-05
Position 512: 4.880370331390602e-05
Position 313: 4.6465682050266197e-05
Position 806: 4.3480192127836464e-05
Position 671: 4.01086214836264e-05
Position 1371: 3.537835484373551e-05
Position 1351: 3.479926073216659e-05
Position 3265: 3.3768716913302926e-05
Position 1310: 2.5533024520238102e-05
Position 6262: 2.5106276691076236e-05
Position 517: 1.65893280768027e-05
Position 3683: 1.4105238179403795e-05
Position 886: 1.3229336602378723e-05
Position 476: 1.0882686506829282e-05
Position 977: 8.094720208976578e-06
Position 1197: 8.005858717893853e-06
Position 328: 7.5958261186981325e-06
Position 1262: 7.14062803957116e-06
Position 461: 6.9979811026335646e-06
Position 4597: 6.504063310314311e-06
Position 441: 6.13495028575825e-06
Position 2213: 5.617831680431307e-06
Position 968: 5.389042451322242e-06
Position 1142: 5.111965249084434e-06
Position 1869: 4.93106837022543e-06
Position 792: 4.347344708742998e-06
Position 1518: 3.676321187898138e-06
Position 782: 3.5409834603151685e-06
Position 1511: 3.308090004564071e-06
Position 933: 3.0211757541061776e-06
Position 6171: 2.410889695330036e-06
Position 107: 1.9443173039962547e-06
Position 582: 1.8451364085752358e-06
Position 837: 1.828129045863315e-06
Position 1139: 1.7522096630950023e-06
Position 1528: 1.317333959925898e-06
Position 1709: 8.27520431544232e-07
Position 1845: 5.183456125671402e-07
Position 1254: 4.3481801602852397e-07
Position 1715: 3.2821075195469885e-07
Position 740: 2.8198527971809074e-07
Position 3750: 1.9651671184169555e-07
Position 1048: 4.267748567701647e-08
Position 1051: 4.029301218523424e-08
Position 553: 3.727817539928847e-08
Position 529: 3.393113167612546e-08
Position 3164: 1.7637175177007807e-08
Position 776: 3.147934066974803e-11
